Unnamed: 0,id,retweet_count,favorite_count,created_at,full_text_cleaned,hashtags,urls,text_filtered,text_tokenized,text_stemmed
0,946752712905056256,35,46,2017-12-29 14:40:11,Argo is an international monitoring system. Discover how our role in it helps us learn more about 2,"['#ocean', '#OurOceans']","['https://t.co/KTjswVa4a', 'https://t.co/0bl66X4XSY']",Argo international monitoring system Discover role helps us learn,"['Argo', 'international', 'monitoring', 'system', 'Discover', 'role', 'helps', 'us', 'learn']","[u'argo', u'intern', u'monitor', u'system', u'discov', u'role', u'help', 'us', u'learn']"
1,946389042773549056,3,8,2017-12-28 14:35:05,Our hydrography eert Scott Youngblut elains how seabed mapping in the is improving mariner safety :,"['#Arctic', '#ArcticScience']","['https://t.co/M4DTfpFLyv', 'https://t.co/6ud26pOBHH']",hydrography eert Scott Youngblut elains seabed mapping improving mariner safety,"['hydrography', 'eert', 'Scott', 'Youngblut', 'elains', 'seabed', 'mapping', 'improving', 'mariner', 'safety']","[u'hydrographi', u'eert', u'scott', u'youngblut', u'elain', u'seab', u'map', u'improv', u'marin', u'safeti']"
2,946018086091743232,5,10,2017-12-27 14:01:02,Check out all the furry friends we spotted while conducting an aerial seal survey off the coast of northern . How many can you count? 1,['#NL'],"['https://t.co/EMWGdUAAL', 'https://t.co/akIz3tZQmb']",Check furry friends spotted conducting aerial seal survey coast northern many count,"['Check', 'furry', 'friends', 'spotted', 'conducting', 'aerial', 'seal', 'survey', 'coast', 'northern', 'many', 'count']","[u'check', u'furri', u'friend', u'spot', u'conduct', u'aerial', u'seal', u'survey', u'coast', u'northern', u'mani', u'count']"
3,945660518974582785,6,18,2017-12-26 14:20:11,Water samples collected using this rosette aboard the CCGS Louis S. St-Laurent will help us to better understand our Ocean,"['#Arctic', '#ArcticScience']","['https://t.co/Xbeonj9Hsa', 'https://t.co/KtKm6LS64b']",Water samples collected using rosette aboard CCGS Louis St Laurent help us better understand Ocean,"['Water', 'samples', 'collected', 'using', 'rosette', 'aboard', 'CCGS', 'Louis', 'St', 'Laurent', 'help', 'us', 'better', 'understand', 'Ocean']","[u'water', u'sampl', u'collect', u'use', u'rosett', u'aboard', u'ccgs', u'loui', 'st', u'laurent', u'help', 'us', u'better', u'understand', u'ocean']"
4,945328310552268810,0,0,2017-12-25 16:20:07,The Oyster Thief may be the of the . Learn how this invasive species is stealing the habitat of our native seaweed,"['#Grinch', '#Atlantic']","['https://t.co/oGka7U5svH', 'https://t.co/YnjMD3V3Uy']",Oyster Thief may Learn invasive species stealing habitat native seaweed,"['Oyster', 'Thief', 'may', 'Learn', 'invasive', 'species', 'stealing', 'habitat', 'native', 'seaweed']","[u'oyster', u'thief', u'may', u'learn', u'invas', u'speci', u'steal', u'habitat', u'nativ', u'seawe']"
5,944282349344243712,104,0,2017-12-22 19:03:50,": Individuals in ON, QC, NB, NS &amp; NL should consider consuming other types of lettuce, instead of romaine lettuce, until mo…",[],[],Individuals QC NB NS amp NL consider consuming types lettuce instead romaine lettuce,"['Individuals', 'QC', 'NB', 'NS', 'amp', 'NL', 'consider', 'consuming', 'types', 'lettuce', 'instead', 'romaine', 'lettuce']","[u'individu', 'qc', 'nb', 'ns', u'amp', 'nl', u'consid', u'consum', u'type', u'lettuc', u'instead', u'romain', u'lettuc']"
6,944267575407542273,1,3,2017-12-22 18:05:08,Check out the toys that we get excited about! Learn about the tools we use to help keep fish populations healthy,[],"['https://t.co/JIQoMJJ4EA', 'https://t.co/zUhWI2thvo']",Check toys get excited Learn tools use help keep fish populations healthy,"['Check', 'toys', 'get', 'excited', 'Learn', 'tools', 'use', 'help', 'keep', 'fish', 'populations', 'healthy']","[u'check', u'toy', u'get', u'excit', u'learn', u'tool', u'use', u'help', u'keep', u'fish', u'popul', u'healthi']"
7,944254487031697408,5,0,2017-12-22 17:13:07,: Follow our colleagues at during month!,"['#ArcticScience', '#FollowFriday', '#FF']",['https://t.co/W8vANyPQTb'],Follow colleagues month,"['Follow', 'colleagues', 'month']","[u'follow', u'colleagu', u'month']"
8,944247809196396544,6,14,2017-12-22 16:46:35,Thanks for following our Smelt on the Shelf on his journey spreading holiday cheer! All the best in !,[],['https://t.co/sP8SeOgAbl'],Thanks following Smelt Shelf journey spreading holiday cheer best,"['Thanks', 'following', 'Smelt', 'Shelf', 'journey', 'spreading', 'holiday', 'cheer', 'best']","[u'thank', u'follow', u'smelt', u'shelf', u'journey', u'spread', u'holiday', u'cheer', u'best']"
9,943922815127957510,10,19,2017-12-21 19:15:11,Our holiday Smelt on the Shelf is having his holiday check-in with the Northern bottlenose whales on the Scotian Shelf off the coast of :,['#NS'],"['https://t.co/zF7gD5t5Ah', 'https://t.co/wkbPNKhtbE']",holiday Smelt Shelf holiday check Northern bottlenose whales Scotian Shelf coast,"['holiday', 'Smelt', 'Shelf', 'holiday', 'check', 'Northern', 'bottlenose', 'whales', 'Scotian', 'Shelf', 'coast']","[u'holiday', u'smelt', u'shelf', u'holiday', u'check', u'northern', u'bottlenos', u'whale', u'scotian', u'shelf', u'coast']"
10,943591841898909702,4,11,2017-12-20 21:20:00,Our holiday Smelt on the Shelf is singing carols with his beluga friends on the Banks Shelf in the Beaufort Sea d,[],"['https://t.co/Ph1HRI9Uej', 'https://t.co/AFRTyMWHA']",holiday Smelt Shelf singing carols beluga friends Banks Shelf Beaufort Sea,"['holiday', 'Smelt', 'Shelf', 'singing', 'carols', 'beluga', 'friends', 'Banks', 'Shelf', 'Beaufort', 'Sea']","[u'holiday', u'smelt', u'shelf', u'sing', u'carol', u'beluga', u'friend', u'bank', u'shelf', u'beaufort', u'sea']"
11,943579341274968064,2,7,2017-12-20 20:30:20,We’re funding researchers across the country to study how oil &amp; gas contaminants affect fish &amp; other aquatic organisms,[],"['https://t.co/573D6e5wF7', 'https://t.co/VhlXNGAf05']",funding researchers across country study oil amp gas contaminants affect fish amp aquatic organisms,"['funding', 'researchers', 'across', 'country', 'study', 'oil', 'amp', 'gas', 'contaminants', 'affect', 'fish', 'amp', 'aquatic', 'organisms']","[u'fund', u'research', u'across', u'countri', u'studi', u'oil', u'amp', u'gas', u'contamin', u'affect', u'fish', u'amp', u'aquat', u'organ']"
12,943513851085156352,7,21,2017-12-20 16:10:06,Check out the wave tank we use to study how oil behaves in various marine and freshwater conditions. u,[],"['https://t.co/zFgwpW5uOr', 'https://t.co/lkompFiHg']",Check wave tank use study oil behaves various marine freshwater conditions,"['Check', 'wave', 'tank', 'use', 'study', 'oil', 'behaves', 'various', 'marine', 'freshwater', 'conditions']","[u'check', u'wave', u'tank', u'use', u'studi', u'oil', u'behav', u'various', u'marin', u'freshwat', u'condit']"
13,943223768511582210,4,14,2017-12-19 20:57:25,"Our holiday Smelt on the Shelf is making sure the narwhals on the Devon Shelf off the coast of Nunavut are being nice, not naughty:",[],"['https://t.co/t0s86uSv4S', 'https://t.co/JYvypBDRxk']",holiday Smelt Shelf making sure narwhals Devon Shelf coast Nunavut nice naughty,"['holiday', 'Smelt', 'Shelf', 'making', 'sure', 'narwhals', 'Devon', 'Shelf', 'coast', 'Nunavut', 'nice', 'naughty']","[u'holiday', u'smelt', u'shelf', u'make', u'sure', u'narwhal', u'devon', u'shelf', u'coast', u'nunavut', u'nice', u'naughti']"
14,943182932805586944,0,1,2017-12-19 18:15:09,"We’re boosting science capacity at our Centre for Offshore Oil, Gas and Energy Research to better understand how oil behaves in various water conditions.",[],"['https://t.co/TKPRtDrhD7', 'https://t.co/C58T9FDdup']",boosting science capacity Centre Offshore Oil Gas Energy Research better understand oil behaves various water conditions,"['boosting', 'science', 'capacity', 'Centre', 'Offshore', 'Oil', 'Gas', 'Energy', 'Research', 'better', 'understand', 'oil', 'behaves', 'various', 'water', 'conditions']","[u'boost', u'scienc', u'capac', u'centr', u'offshor', u'oil', u'gas', u'energi', u'research', u'better', u'understand', u'oil', u'behav', u'various', u'water', u'condit']"
15,943145201773809664,3,3,2017-12-19 15:45:13,"We’re enhancing our data of wind, waves and currents in ports across Canada to support safe marine navigation",[],"['https://t.co/X8FZAHJMfZ', 'https://t.co/FHIIGiUqXq']",enhancing data wind waves currents ports across Canada support safe marine navigation,"['enhancing', 'data', 'wind', 'waves', 'currents', 'ports', 'across', 'Canada', 'support', 'safe', 'marine', 'navigation']","[u'enhanc', u'data', u'wind', u'wave', u'current', u'port', u'across', u'canada', u'support', u'safe', u'marin', u'navig']"
16,943130108046561280,14,18,2017-12-19 14:45:14,"The weather outside is frightful, but science is so delightful! We’re mapping the Arctic seabed with our international partners. Find out how! 0",['#ArcticScience'],"['https://t.co/IJVlKUesn', 'https://t.co/2TlgkYotn7']",weather outside frightful science delightful mapping Arctic seabed international partners Find,"['weather', 'outside', 'frightful', 'science', 'delightful', 'mapping', 'Arctic', 'seabed', 'international', 'partners', 'Find']","[u'weather', u'outsid', u'fright', u'scienc', u'delight', u'map', u'arctic', u'seab', u'intern', u'partner', u'find']"
17,942853988990570497,4,14,2017-12-18 20:28:03,Our holiday Smelt on the Shelf is making ornaments with orcas on the Vancouver Island Shelf ️,[],"['https://t.co/abDUFpE2Xf', 'https://t.co/xJFNX0x35a']",holiday Smelt Shelf making ornaments orcas Vancouver Island Shelf,"['holiday', 'Smelt', 'Shelf', 'making', 'ornaments', 'orcas', 'Vancouver', 'Island', 'Shelf']","[u'holiday', u'smelt', u'shelf', u'make', u'ornament', u'orca', u'vancouv', u'island', u'shelf']"
18,942824374641491968,7,22,2017-12-18 18:30:22,"Oil spill eert, Dr. Kenneth Lee is leading our new program to bring together eerts in Canada &amp; around the world to improve oil spill research, preparedness &amp; response.",[],"['https://t.co/n6jO3wwTRp', 'https://t.co/6xRY0jfYeh']",Oil spill eert Dr Kenneth Lee leading new program bring together eerts Canada amp around world improve oil spill research preparedness amp response,"['Oil', 'spill', 'eert', 'Dr', 'Kenneth', 'Lee', 'leading', 'new', 'program', 'bring', 'together', 'eerts', 'Canada', 'amp', 'around', 'world', 'improve', 'oil', 'spill', 'research', 'preparedness', 'amp', 'response']","[u'oil', u'spill', u'eert', 'dr', u'kenneth', u'lee', u'lead', u'new', u'program', u'bring', u'togeth', u'eert', u'canada', u'amp', u'around', u'world', u'improv', u'oil', u'spill', u'research', u'prepared', u'amp', u'respons']"
19,942799153939218433,19,30,2017-12-18 16:50:09,Our scientists are doing more research to better understand how oil behaves in water and to help protect,['#OurCoasts'],"['https://t.co/UObXb4EFzy', 'https://t.co/d0R4o6ENnk']",scientists research better understand oil behaves water help protect,"['scientists', 'research', 'better', 'understand', 'oil', 'behaves', 'water', 'help', 'protect']","[u'scientist', u'research', u'better', u'understand', u'oil', u'behav', u'water', u'help', u'protect']"
20,942782805024616449,7,8,2017-12-18 15:45:11,This cutie is helping us learn more about seal behaviour and ocean conditions – thanks buddy!,['#ArcticScience'],"['https://t.co/zGOVO3d2m5', 'https://t.co/ocwgiBIpHK']",cutie helping us learn seal behaviour ocean conditions thanks buddy,"['cutie', 'helping', 'us', 'learn', 'seal', 'behaviour', 'ocean', 'conditions', 'thanks', 'buddy']","[u'cuti', u'help', 'us', u'learn', u'seal', u'behaviour', u'ocean', u'condit', u'thank', u'buddi']"
21,941752304851701761,1,0,2017-12-15 19:30:21,: Here’s a blast from the past! Read about the fourth joint Canada–US 🇨🇦 🇺🇸 Extended Continental Shelf Survey in the Arctic! …,['#Arc'],[],blast past Read fourth joint US Extended Continental Shelf Survey Arctic,"['blast', 'past', 'Read', 'fourth', 'joint', 'US', 'Extended', 'Continental', 'Shelf', 'Survey', 'Arctic']","[u'blast', u'past', u'read', u'fourth', u'joint', 'us', u'extend', u'continent', u'shelf', u'survey', u'arctic']"
