Unnamed: 0,id,retweet_count,favorite_count,created_at,full_text_cleaned,hashtags,urls,text_filtered,text_tokenized,text_stemmed
0,947512650522644480,15,0,2017-12-31 16:59:54,: Canadian Coast Guard partnering with United States Coast Guard will b…,['#SGBOPP'],[],Canadian Coast Guard partnering United States Coast Guard,"['Canadian', 'Coast', 'Guard', 'partnering', 'United', 'States', 'Coast', 'Guard']","[u'canadian', u'coast', u'guard', u'partner', u'unit', u'state', u'coast', u'guard']"
1,947512598131630081,5,0,2017-12-31 16:59:41,": December , CCGS GRIFFON near Cornwall island on the St Lawrence river.",[],['https://t.co/AVvhmGT2wL'],December CCGS GRIFFON near Cornwall island St Lawrence river,"['December', 'CCGS', 'GRIFFON', 'near', 'Cornwall', 'island', 'St', 'Lawrence', 'river']","[u'decemb', u'ccgs', u'griffon', u'near', u'cornwal', u'island', 'st', u'lawrenc', u'river']"
2,946904859311333376,14,0,2017-12-30 00:44:45,: Going the extra nautical mile! Captain Barrett joins Captain Kooiman aboard the Canadian Coast Guard Ship Griffon to ensure no…,[],[],Going extra nautical mile Captain Barrett joins Captain Kooiman aboard Canadian Coast Guard Ship Griffon ensure,"['Going', 'extra', 'nautical', 'mile', 'Captain', 'Barrett', 'joins', 'Captain', 'Kooiman', 'aboard', 'Canadian', 'Coast', 'Guard', 'Ship', 'Griffon', 'ensure']","[u'go', u'extra', u'nautic', u'mile', u'captain', u'barrett', u'join', u'captain', u'kooiman', u'aboard', u'canadian', u'coast', u'guard', u'ship', u'griffon', u'ensur']"
3,946581069238865920,1,11,2017-12-29 03:18:08,CCGS Samuel Risley freed the M/V Edgar B. Speer from the ice near Sawmill Point in the downbound channel of the St. Marys River today,[],['https://t.co/arX69RM9t6'],CCGS Samuel Risley freed Edgar Speer ice near Sawmill Point downbound channel St Marys River today,"['CCGS', 'Samuel', 'Risley', 'freed', 'Edgar', 'Speer', 'ice', 'near', 'Sawmill', 'Point', 'downbound', 'channel', 'St', 'Marys', 'River', 'today']","[u'ccgs', u'samuel', u'risley', u'freed', u'edgar', u'speer', u'ice', u'near', u'sawmil', u'point', u'downbound', u'channel', 'st', u'mari', u'river', u'today']"
4,946535938515197953,6,0,2017-12-29 00:18:48,: Dec down the out of Prescott Base h44 Griffon ice breaking down to Beauharnois QC…,['#StLawrenceSeaway'],[],Dec Prescott Base h44 Griffon ice breaking Beauharnois,"['Dec', 'Prescott', 'Base', 'h44', 'Griffon', 'ice', 'breaking', 'Beauharnois']","[u'dec', u'prescott', u'base', u'h44', u'griffon', u'ice', u'break', u'beauharnoi']"
5,946455047726096384,11,0,2017-12-28 18:57:22,": to icebreaking in the arctic. We provide icebreaking services to ensure safe navigation, prevent the formation of ice jam…",['#TBT'],[],icebreaking arctic provide icebreaking services ensure safe navigation prevent formation ice,"['icebreaking', 'arctic', 'provide', 'icebreaking', 'services', 'ensure', 'safe', 'navigation', 'prevent', 'formation', 'ice']","[u'icebreak', u'arctic', u'provid', u'icebreak', u'servic', u'ensur', u'safe', u'navig', u'prevent', u'format', u'ice']"
6,945338535447486464,1,4,2017-12-25 17:00:45,Thank you for raising public awareness as CCGS Samuel Risley assists ship into Harbour,"['#Midland', '#icebreaking', '#safety']",['https://t.co/IUUKFR038M'],Thank raising public awareness CCGS Samuel Risley assists ship Harbour,"['Thank', 'raising', 'public', 'awareness', 'CCGS', 'Samuel', 'Risley', 'assists', 'ship', 'Harbour']","[u'thank', u'rais', u'public', u'awar', u'ccgs', u'samuel', u'risley', u'assist', u'ship', u'harbour']"
7,945090725909270528,9,0,2017-12-25 00:36:02,: Ask any seafarer - good meals help fuel the journey and are a highlight every day. David Desveaux (Chief Cook) Brenda Jones (S…,[],[],Ask seafarer good meals help fuel journey highlight every day David Desveaux Chief Cook Brenda Jones,"['Ask', 'seafarer', 'good', 'meals', 'help', 'fuel', 'journey', 'highlight', 'every', 'day', 'David', 'Desveaux', 'Chief', 'Cook', 'Brenda', 'Jones']","[u'ask', u'seafar', u'good', u'meal', u'help', u'fuel', u'journey', u'highlight', u'everi', u'day', u'david', u'desveaux', u'chief', u'cook', u'brenda', u'jone']"
8,944644663432105984,21,0,2017-12-23 19:03:33,: Check out CCGS Cape Providence and CCGS Thunder Cape being removed from the water during the seasonal closure of …,['#Searchandres'],[],Check CCGS Cape Providence CCGS Thunder Cape removed water seasonal closure,"['Check', 'CCGS', 'Cape', 'Providence', 'CCGS', 'Thunder', 'Cape', 'removed', 'water', 'seasonal', 'closure']","[u'check', u'ccgs', u'cape', u'provid', u'ccgs', u'thunder', u'cape', u'remov', u'water', u'season', u'closur']"
9,944379480444940288,11,0,2017-12-23 01:29:48,: Canadian Coast Guard will conduct icebreaking operations in Midland Bay assisting commercial shipping as early…,[],[],Canadian Coast Guard conduct icebreaking operations Midland Bay assisting commercial shipping,"['Canadian', 'Coast', 'Guard', 'conduct', 'icebreaking', 'operations', 'Midland', 'Bay', 'assisting', 'commercial', 'shipping']","[u'canadian', u'coast', u'guard', u'conduct', u'icebreak', u'oper', u'midland', u'bay', u'assist', u'commerci', u'ship']"
10,944277982541156352,3,13,2017-12-22 18:46:29,Sending all the best this holiday season to our colleagues for their excellent work here in Central Canada &amp; from coast to coast!,[],['https://t.co/HLRZD1iSH4'],Sending best holiday season colleagues excellent work Central Canada amp coast coast,"['Sending', 'best', 'holiday', 'season', 'colleagues', 'excellent', 'work', 'Central', 'Canada', 'amp', 'coast', 'coast']","[u'send', u'best', u'holiday', u'season', u'colleagu', u'excel', u'work', u'central', u'canada', u'amp', u'coast', u'coast']"
11,944021563610992645,10,0,2017-12-22 01:47:34,": Corals and sponges are important to our marine ecosystems, providing spawning, breeding grounds and shelter to many aquatic sp…",[],[],Corals sponges important marine ecosystems providing spawning breeding grounds shelter many aquatic,"['Corals', 'sponges', 'important', 'marine', 'ecosystems', 'providing', 'spawning', 'breeding', 'grounds', 'shelter', 'many', 'aquatic']","[u'coral', u'spong', u'import', u'marin', u'ecosystem', u'provid', u'spawn', u'breed', u'ground', u'shelter', u'mani', u'aquat']"
12,944021505440133121,80,0,2017-12-22 01:47:20,": new marine refuges off the coasts of Nunavut and Newfoundland and Labrador will protect corals, sponges, and habitats import…",[],[],new marine refuges coasts Nunavut Newfoundland Labrador protect corals sponges habitats,"['new', 'marine', 'refuges', 'coasts', 'Nunavut', 'Newfoundland', 'Labrador', 'protect', 'corals', 'sponges', 'habitats']","[u'new', u'marin', u'refug', u'coast', u'nunavut', u'newfoundland', u'labrador', u'protect', u'coral', u'spong', u'habitat']"
13,944018970943938561,28,0,2017-12-22 01:37:16,: . Canada announces new marine refuges off the coasts of Nunavut and Newfoundland u,[],['https://t.co/8sUvMDg1g'],Canada announces new marine refuges coasts Nunavut Newfoundland,"['Canada', 'announces', 'new', 'marine', 'refuges', 'coasts', 'Nunavut', 'Newfoundland']","[u'canada', u'announc', u'new', u'marin', u'refug', u'coast', u'nunavut', u'newfoundland']"
14,944014030452281346,5,0,2017-12-22 01:17:38,: Our monitors ice conditions and produces ice charts to help vessels navigate Canadian waters during the winter…,['#NASPcrew'],[],monitors ice conditions produces ice charts help vessels navigate Canadian waters,"['monitors', 'ice', 'conditions', 'produces', 'ice', 'charts', 'help', 'vessels', 'navigate', 'Canadian', 'waters']","[u'monitor', u'ice', u'condit', u'produc', u'ice', u'chart', u'help', u'vessel', u'navig', u'canadian', u'water']"
15,943969206093172737,5,0,2017-12-21 22:19:31,: . Prepares for Great Lakes Icebreaking Operations – Ice users take note,[],['https://t.co/17Lr4Fii9w'],Prepares Great Lakes Icebreaking Operations Ice users take note,"['Prepares', 'Great', 'Lakes', 'Icebreaking', 'Operations', 'Ice', 'users', 'take', 'note']","[u'prepar', u'great', u'lake', u'icebreak', u'oper', u'ice', u'user', u'take', u'note']"
