Unnamed: 0,id,retweet_count,favorite_count,created_at,full_text_cleaned,hashtags,urls,text_filtered,text_tokenized,text_stemmed
0,947233610612006912,2,0,2017-12-30 22:31:06,: Argo est un système international de surveillance océanographique. Découvrez comment notre rôle nous en apprend plus sur …,['#'],[],Argo est un international de surveillance anographique couvrez comment notre le nous en apprend plus sur,"['Argo', 'est', 'un', 'international', 'de', 'surveillance', 'anographique', 'couvrez', 'comment', 'notre', 'le', 'nous', 'en', 'apprend', 'plus', 'sur']","[u'argo', u'est', 'un', u'intern', 'de', u'surveil', u'anographiqu', u'couvrez', u'comment', u'notr', 'le', u'nous', 'en', u'apprend', u'plus', u'sur']"
1,947146784119410689,2,0,2017-12-30 16:46:05,: . Nouvelle amende imposée pour non-respect de la limitation de vitesse dans le golfe du St-Laurent https…,[],[],Nouvelle amende pour non respect de la limitation de vitesse dans le golfe du St Laurent,"['Nouvelle', 'amende', 'pour', 'non', 'respect', 'de', 'la', 'limitation', 'de', 'vitesse', 'dans', 'le', 'golfe', 'du', 'St', 'Laurent']","[u'nouvell', u'amend', u'pour', u'non', u'respect', 'de', 'la', u'limit', 'de', u'vitess', u'dan', 'le', u'golf', 'du', 'st', u'laurent']"
2,946827020801052672,2,0,2017-12-29 19:35:27,: En savoir plus sur la façon dont nous augmentons notre capacité de églaçage à fournir des services essentiels sur les voies…,['#d'],[],En savoir plus sur la dont nous augmentons notre de age fournir des services essentiels sur les,"['En', 'savoir', 'plus', 'sur', 'la', 'dont', 'nous', 'augmentons', 'notre', 'de', 'age', 'fournir', 'des', 'services', 'essentiels', 'sur', 'les']","['en', u'savoir', u'plus', u'sur', 'la', u'dont', u'nous', u'augmenton', u'notr', 'de', u'age', u'fournir', u'des', u'servic', u'essentiel', u'sur', u'les']"
3,946779641821396994,4,0,2017-12-29 16:27:11,: Nos océans canadiens sont magnifiques en raison de la variété de la vie aquatique. …,"['#Top5', '#Meilleurde20']",['https://t.co/IEz2nL9zBM'],Nos ans canadiens sont magnifiques en raison de la de la vie aquatique,"['Nos', 'ans', 'canadiens', 'sont', 'magnifiques', 'en', 'raison', 'de', 'la', 'de', 'la', 'vie', 'aquatique']","[u'nos', u'an', u'canadien', u'sont', u'magnifiqu', 'en', u'raison', 'de', 'la', 'de', 'la', u'vie', u'aquatiqu']"
4,945728271651614720,2,0,2017-12-26 18:49:25,: Les navires rouges et blancs de la Garde côtière canadienne constituent un symbole visible de notre identité et leurs silhouet…,[],[],Les navires rouges et blancs de la Garde canadienne constituent un symbole visible de notre et leurs,"['Les', 'navires', 'rouges', 'et', 'blancs', 'de', 'la', 'Garde', 'canadienne', 'constituent', 'un', 'symbole', 'visible', 'de', 'notre', 'et', 'leurs']","[u'les', u'navir', u'roug', 'et', u'blanc', 'de', 'la', u'gard', u'canadienn', u'constitu', 'un', u'symbol', u'visibl', 'de', u'notr', 'et', u'leur']"
5,945414727861194752,1,0,2017-12-25 22:03:30,: Cc,[],['https://t.co/ij27xJnQ'],Cc,['Cc'],['cc']
6,945364953518759936,4,0,2017-12-25 18:45:43,": Notre personnel travaille heures sur , jours sur , jours par année, pour assurer la sécurité de nos eaux. Joyeux t…",[],[],Notre personnel travaille heures sur jours sur jours par pour assurer la de nos eaux Joyeux,"['Notre', 'personnel', 'travaille', 'heures', 'sur', 'jours', 'sur', 'jours', 'par', 'pour', 'assurer', 'la', 'de', 'nos', 'eaux', 'Joyeux']","[u'notr', u'personnel', u'travaill', u'heur', u'sur', u'jour', u'sur', u'jour', u'par', u'pour', u'assur', 'la', 'de', u'nos', u'eaux', u'joyeux']"
7,944725406757900288,1,0,2017-12-24 00:24:23,"/2 Ces gaillards ont livré vêtements chauds, sacs de couchage, couvertures et livres à la Fondation . En ce temps des Fêtes, l’initiative d’employés de la région Centre et Arctique, Secteur St-Laurent, a touché le cœur de l’humaniste, mbre Ordre du Canada! ère",['#GCCFi'],[],Ces gaillards ont chauds sacs de couchage couvertures et livres la Fondation En ce temps des initiative de la gion Centre et Arctique Secteur St Laurent le ur de humaniste mbre Ordre du Canada,"['Ces', 'gaillards', 'ont', 'chauds', 'sacs', 'de', 'couchage', 'couvertures', 'et', 'livres', 'la', 'Fondation', 'En', 'ce', 'temps', 'des', 'initiative', 'de', 'la', 'gion', 'Centre', 'et', 'Arctique', 'Secteur', 'St', 'Laurent', 'le', 'ur', 'de', 'humaniste', 'mbre', 'Ordre', 'du', 'Canada']","[u'ces', u'gaillard', u'ont', u'chaud', u'sac', 'de', u'couchag', u'couvertur', 'et', u'livr', 'la', u'fondat', 'en', 'ce', u'temp', u'des', u'initi', 'de', 'la', u'gion', u'centr', 'et', u'arctiqu', u'secteur', 'st', u'laurent', 'le', 'ur', 'de', u'humanist', u'mbre', u'ordr', 'du', u'canada']"
8,944725200687550469,3,1,2017-12-24 00:23:34,"/2 À la GCC, on sauve des vies et on tente d’ensoleiller celles des plus démunis. Gerry Lavoie (gauche derrière) et Pierre-Loup Boudreault (droite derrière) ont récemment prêté main-forte à Denise St-Amant dans son élan de générosité envers la Fondation . ère",['#GCCFi'],['https://t.co/9sGYbqDSmF'],la GCC sauve des vies et tente ensoleiller celles des plus munis Gerry Lavoie gauche et Pierre Loup Boudreault droite ont cemment main forte Denise St Amant dans son lan de envers la Fondation,"['la', 'GCC', 'sauve', 'des', 'vies', 'et', 'tente', 'ensoleiller', 'celles', 'des', 'plus', 'munis', 'Gerry', 'Lavoie', 'gauche', 'et', 'Pierre', 'Loup', 'Boudreault', 'droite', 'ont', 'cemment', 'main', 'forte', 'Denise', 'St', 'Amant', 'dans', 'son', 'lan', 'de', 'envers', 'la', 'Fondation']","['la', u'gcc', u'sauv', u'des', u'vie', 'et', u'tent', u'ensoleil', u'cell', u'des', u'plus', u'muni', u'gerri', u'lavoi', u'gauch', 'et', u'pierr', u'loup', u'boudreault', u'droit', u'ont', u'cemment', u'main', u'fort', u'denis', 'st', u'amant', u'dan', u'son', u'lan', 'de', u'enver', 'la', u'fondat']"
9,944301274010456065,3,0,2017-12-22 20:19:02,: Les stations saisonnières de de la région Atlantique de la GCC dans le golfe du Saint-Laurent sont fermées pour la saison…,['#SAR'],[],Les stations res de de la gion Atlantique de la GCC dans le golfe du Saint Laurent sont es pour la,"['Les', 'stations', 'res', 'de', 'de', 'la', 'gion', 'Atlantique', 'de', 'la', 'GCC', 'dans', 'le', 'golfe', 'du', 'Saint', 'Laurent', 'sont', 'es', 'pour', 'la']","[u'les', u'station', u'res', 'de', 'de', 'la', u'gion', u'atlantiqu', 'de', 'la', u'gcc', u'dan', 'le', u'golf', 'du', u'saint', u'laurent', u'sont', 'es', u'pour', 'la']"
