id,full_text,retweet_count,favorite_count,created_at
953440372046393344,Voilà qui conclut la première journée de cette Rencontre 2018 – On vous y retrouve demain pour le Jour 2! #JointGathering2018 #CB,2,2,2018-01-17 01:34:33
953340495706705921,C’est un excellent départ pour la Rencontre 2018 – une période de questions animée avec la ministre Philpott. Consultez notre album photo sur Facebook. #JointGathering2018 https://t.co/H6yOdh0jJq,3,2,2018-01-16 18:57:41
953307872968036353,Bienvenue aux participants! N’oubliez pas d’utiliser le mot-clic #JointGathering2018 dans vos gazouillis en direct de l’événement. Poursuivons la conversation! #CB @UB @BCAFN  @FNSummit  @Min_ServAutoch,2,1,2018-01-16 16:48:03
953277049417994240,"RT @PMcanadien: Le premier ministre et ministre de la Jeunesse, Justin Trudeau, lance aujourd’hui la phase de conception de #ServiceJeuness…",12,0,2018-01-16 14:45:34
953039305508868096,C’est demain que commence la Rencontre 2018! N’oubliez pas d’utiliser le mot-clic #JointGathering2018 pour suivre les conversations en ligne.,2,2,2018-01-15 23:00:51
953019890646077441,C’est la journée portes ouvertes aujourd’hui (de 13 h à 16 h) au Bureau régional de la C.-B. pour les délégués de la Rencontre 2018 avec le personnel du programme. #JointGathering2018,2,3,2018-01-15 21:43:42
953009137436250112,Voici quelques Autochtones d’influence à suivre en #2018. https://t.co/FiofMWThvG (lien en anglais seulement) Qui d’autre se retrouve sur votre liste? Dites-le-nous en utilisant l’adresse @GCAutochtones   🗣️ https://t.co/YjWlvRMbj9,3,4,2018-01-15 21:00:59
952541032079675393,Faites place au présent! Demeurez à l'affût et découvrez nos ❄️ campagnes d'hiver ❄️ sur nos comptes officiels. #BRRR https://t.co/1tTXLzseAv,1,0,2018-01-14 14:00:54
952232473689313280,"RT @Conseilartscan: Artistes et conservateurs, groupes et collectifs artistiques, organismes artistiques, OSBL inuits, métis et des Premièr…",1,0,2018-01-13 17:34:48
952193693573943297,Adepte de #Twitter? 🐦 Accro à #Instagram? 📸 Jetez un coup d'œil à ces nouvelles tendances des médias sociaux et à la liste de mots-clic à suivre en #2018. https://t.co/ZQI2e0odBg,0,0,2018-01-13 15:00:42
951844629435084801,RT @ISDE_CA: La période de mises en candidature pour les #PrixduPM prend fin aujourd’hui.  Ne manquez pas de soumettre la candidature d’un…,5,0,2018-01-12 15:53:38
951574088237158406,"Félicitations @LoganStaats! Originaire
de la Première Nation des Six Nations de Grand River (ON), Logan est le premier
artiste choisi par @TheLaunchCTV pour
enregistrer une nouvelle chanson originale! #TheLaunch https://t.co/iLWLWYNhtT",5,6,2018-01-11 21:58:36
