id,full_text,retweet_count,favorite_count,created_at
953397756583993345,"Alongside scientists &amp; volunteers, @PacificRimNPR is restoring one of Canada's rarest #ecosystems: sand dunes! https://t.co/NrWdJfEtpY #ParksCanadaScience https://t.co/TDrQ3JCK9F",4,3,2018-01-16 22:45:13
953395220019851265,"#DYK efficient lighting systems help save money and are eco-friendly? @UofT St. George campus made the switch and expects to save $363,000/year and cut 250 tonnes of emissions annually! https://t.co/97nodXouTk",4,7,2018-01-16 22:35:08
953387668221693952,Check out the 8 fascinating sites @ParksCanada has proposed for @UNESCO #WorldHeritage Site designation: https://t.co/jdCEETzPOH  via @CanGeo,17,43,2018-01-16 22:05:07
952980960601169920,Canada is taking the next step in implementing a strong and effective carbon price. #ClimateAction for our kids. https://t.co/o4HkQnhB0a https://t.co/E9psLQCi4w,57,106,2018-01-15 19:09:01
951944398866206720,"In 1996, #NahanniNPR, a designated @UNESCO world heritage site, was chosen as a case study for determining the impacts of potential #climatechange on a northern park. #NatureFromAbove https://t.co/I5P9Qk39jp",14,36,2018-01-12 22:30:05
951903478942707715,RT @jrotenb: Powerful discussion on innovation and advancing women entrepreneurs! thank you for joining us @NavdeepSBains and @MinofSBT #BM…,14,0,2018-01-12 19:47:29
951903084225204231,"RT @ScienceMin: Check out @environmentca’s #ClimateKids website for lots of fun, interactive activities https://t.co/ctQjWorAmm #ChooseScie…",21,0,2018-01-12 19:45:55
951899238753062913,"Today, @ec_minister announced the designation of 17 NEW national historic significant persons, places and events. https://t.co/KWDOZzMrfX #HSMBC #CdnHistory https://t.co/NiLIQ8pRdG",8,7,2018-01-12 19:30:38
951857669148762114,"Morgan Solar Inc. supports products that reduce the amount of expensive material required in solar panels, with the potential to be the lowest cost panel in the world for utility applications. #CleanTech https://t.co/KBeBAOFFhh",14,35,2018-01-12 16:45:27
951492713031102464,Find out how #nationalparks are managed to keep them healthy and whole: https://t.co/0z1n6DYx56 #ParksCanadaScience https://t.co/9LZqldbBce,9,20,2018-01-11 16:35:15
951218370778673153,Male Greater Prairie Chickens gather on small display sites or leks that they defend against rival males. Females select a mate then build nests on the ground under cover of grass. https://t.co/rcvs2eHIhD  #WildlifeWednesday https://t.co/XC8FQs2NsD,3,14,2018-01-10 22:25:07
951213349068591104,.@ParksCanada has partnered with the #Haida Nation to enhance the survival of Pacific #salmon in the face of #climatechange. Learn more here: https://t.co/p096Oh52iI  #ParksCanadaScience #GwaiiHaanasNPR https://t.co/VMlHftgl4e,13,27,2018-01-10 22:05:09
951169322793267201,".@GrowFarNorth Canada provides sustainably fresh, locally grown produce to families living in #Northern Canada. The first greenhouse was built in Naujaat, Nunavut. #GrowingNorth https://t.co/l00DuqVuRO https://t.co/wRolDs5fpl",6,11,2018-01-10 19:10:13
950770482072244224,.@INFC_eng is investing $23.5M for the West Toronto Railpath Extension. Building #PublicTransit to the benefit of community &amp; environment. 🚆 https://t.co/djyZu5S3o3 /  #ActiveTransportation https://t.co/IO6Mz2d8Pd,11,12,2018-01-09 16:45:22
950762939971186688,#Eelgrass meadows and tidal #saltmarshes in @PacificRimNPR have an impressive capacity to absorb CO2 - a major greenhouse gas and driver of #climatechange: https://t.co/Lgy5JKuLVz #ParksCanadaScience https://t.co/S1a1JBRUZW,10,13,2018-01-09 16:15:23
950396822023008256,"Shore #erosion has been aggravated by rising sea levels, changes in temperature and a decrease in sea ice. Learn about the range of repercussions#climatechange has on @ForillonNP. https://t.co/0uzHfEqghB #ParksCanadaScience https://t.co/NiNEKCREKO",17,15,2018-01-08 16:00:34
949391344979628032,"#DYK Half of all trips in the @CityofVancouver are taken by walking, biking or public transit? Help reduce #GHG emissions and get involved in #ActiveTransportation https://t.co/272Zfbomu8 https://t.co/8dTtlvTtim",10,22,2018-01-05 21:25:10
949375014192762881,The Government of Canada is committed to keeping Canadians safe from exposure to #asbestos. Now it’s your turn - have your say on the proposed #regulations: https://t.co/XJWEt5g4PG https://t.co/BNnrEPNucD,5,8,2018-01-05 20:20:16
949373762159415298,Canada &amp; @WorldBank will support the transition away from coal-fired electricity while moving towards #CleanEnergy in developing countries. #GrowingEconomy https://t.co/wkqfcf3g9t,9,20,2018-01-05 20:15:18
949372490379350017,"As part of a government-wide strategy to protect Canadians from exposure to asbestos, today we are proposing comprehensive new regulations to limit the production, use and sale of #asbestos and related products.  https://t.co/zF6T3ynCk0 https://t.co/tRS3eJZpB0",9,18,2018-01-05 20:10:14
949354951729405952,"#ClimateChange may affect park ecosystems in several major ways, mostly through a deteriorating ocean environment and shoreline erosion. Help us protect #SpeciesAtRisk such as humpback, grey &amp; killer whales found in @PacificRimNPR 🐋 #NatureFromAbove https://t.co/Z9H6NBmDrF",13,24,2018-01-05 19:00:33
