id,full_text,retweet_count,favorite_count,created_at
953397759289196544,"Avec le renfort de scientifiques et de bénévoles, la @RPNPacificRim restaure l’un des #écosystèmes les plus rares du Canada : les dunes de sable! https://t.co/LvYar3EMpH #ScienceParcsCanada https://t.co/NiDpMLDco7",0,2,2018-01-16 22:45:13
953395216068825088,#SVQ les systèmes d’éclairage éconergétiques permettent d’économiser de l’argent et de protéger l’environnement? Le campus St. George de l’@UofT les a adoptés et prévoit économiser 363 000$/an et réduire ses émissions de 250 tonnes/an! https://t.co/UrjO3HvAHp,0,0,2018-01-16 22:35:07
953387668615856128,Voyez les 8 sites fascinants que @ParcsCanada a proposés pour une désignation de site du #Patrimoinemondial de @UNESCO (en anglais) https://t.co/40Neyd5TgD via @CanGeo,9,13,2018-01-16 22:05:07
952981322888286209,Le Canada entreprend la prochaine étape en mettant en œuvre une solide tarification du carbone. #ActionClimatique pour nos enfants. https://t.co/yKYgpTmdNu https://t.co/iQcoS8BQKA,9,9,2018-01-15 19:10:27
951944470072844289,"En 1996, la #NahanniRP, un site du patrimoine mondial de l’@UNESCO, a été choisie à titre d’étude de cas afin de déterminer les incidences du #changementclimatique sur un parc nordique. #NatureVueDenHaut https://t.co/YslJ2c0duq",1,4,2018-01-12 22:30:22
951904939265155075,RT @NewsroomGC: .@Transport_gc:  introduces new #ArcticShipping Safety and Pollution Prevention Regulations https://t.co/blXp1lTj1d,11,0,2018-01-12 19:53:17
951904649875021825,RT @salledepresseGC: .@Transports_gc: présente un nouveau règlement concernant la navigation dans l’#Arctique https://t.co/DZchkCtsVs,5,0,2018-01-12 19:52:08
951904176988196864,RT @MindesSciences: Visitez le site Web #ClimatJeunes @environnementca pour découvrir de nombreuses activités amusantes et interactives htt…,3,0,2018-01-12 19:50:15
951899220507799552,"La @ministre_ec a annoncé aujourd’hui la désignation de 17 NOUVEAUX lieux, personnages et événements d’importance nationale. Pour plus de détails: https://t.co/YRJYcg6xrt #CLMHC https://t.co/0YrvgIVFs8",1,0,2018-01-12 19:30:34
951857648919613441,Morgan Solar Inc fait la promotion de produits qui réduisent les besoins en matériaux couteux pour les panneaux solaires. Ces panneaux seraient possiblement les moins dispendieux au monde pour les services publics d’électricité. #TechPropre https://t.co/UOcHGB1MYV,1,3,2018-01-12 16:45:22
951492700196524032,Découvrez comment la gestion des  #ParcsNationaux assure leur santé et leur intégrité : https://t.co/klYbl5ROq1 #ParcsCanadaScience https://t.co/6TCWynAdjd,0,1,2018-01-11 16:35:12
