,Unnamed: 0,id,date_published,link,caption_original,caption_cleaned,hashtags,num_comments,num_shares,num_likes,Reactions_SUM,category,matched_keywords,language,average_sentiment_score,sentiment,account_name
38315,0,137563459593611_1678417548841520,2017-04-04 19:00:00,https://www.facebook.com/ParksCanada/videos/1678417548841520/,"You’ve probably seen us mention our Discover Canada contest, but maybe you didn’t realize how epic this prize is! The trip of a lifetime to Gros Morne National Park and L’Anse aux Meadows National Historic Site in Newfoundland and Labrador could be yours! Tag your best travel buddies and make sure you ALL enter to increase your chances! #ParksContest

http://www.parkscanadacontest.ca/discovercanada/go","You’ve probably seen us mention our Discover Canada contest, but maybe you didn’t realize how epic this prize is! The trip of a lifetime to Gros Morne National Park and L’Anse aux Meadows National Historic Site in Newfoundland and Labrador could be yours! Tag your best travel buddies and make sure you ALL enter to increase your chances!",['#ParksContest'],7901.0,5145.0,4560,18246,Social,"['park', 'travel']",en,0.057725779967159274,positive,ParksCanada_facebook
37915,12,2017-04-30_17-12-34,2017-04-30 17:12:34,https://instagram.fyvr3-1.fna.fbcdn.net/vp/118354ef2e328b6242c6649c0f3bb122/5AF26D37/t51.2885-15/e35/18252862_401791336859890_7326981376798883840_n.jpg,"Drumrolls please! Come on, you can do better! *louder drumrolls* This our th post!!!!!!! Very fitting since we're also celebrating this year It will be a busy year for us, so make sure to plan your vacations with us ahead of time or, even better, visit us during the shoulder seasons! Awesome picture taken in by ",Drumrolls please Come better louder drumrolls nThis 150th post fitting since also celebrating Canada150 year nIt busy year us make sure plan vacations us ahead time even better visit us shoulder seasons nAwesome picture taken BanffNP coldclearwater travel travelphotography nature naturelovers naturephotography wild conservation wildlifephotography photooftheday travel instagood beautiful photography outdoors adventure landscape naturephotography parkscanada canada150 canada explorecanada,"[""canada150"",""banffnp"",""travel"",""travelphotography"",""nature"",""naturelovers"",""naturephotography"",""wild"",""conservation"",""wildlifephotography"",""photooftheday"",""travel"",""instagood"",""beautiful"",""photography"",""outdoors"",""adventure"",""landscape"",""naturephotography"",""parkscanada"",""canada150"",""canada"",""explorecanada""]",81.0,,5226,5307,unknown,[],en,0.30303337191358026,positive,parks.canada_instagram
38325,10,137563459593611_1709231929093415,2017-04-25 14:41:19,https://www.facebook.com/BanffNP/photos/a.327032723995910.83820.256686371030546/1533660846666419/?type=3,Exciting news for the bison herd in Banff!,Exciting news for the bison herd in Banff!,[],89.0,1.0,3444,4274,unknown,[],en,0.28919744318181817,positive,ParksCanada_facebook
38005,102,2017-04-16_15-24-33,2017-04-16 15:24:33,https://instagram.fyvr3-1.fna.fbcdn.net/vp/d2f3143494c9aefaf359e0535c251f4b/5AF5712B/t51.2885-15/e35/17881867_287571061685534_7448896643425894400_n.jpg,"Elk Island National Park is never boring. Spread a blanket and gaze at the sunset, or tour behind the scenes at a bison handling facility and learn how this magnificent animal was brought back from near extinction! Picture by ",Elk Island National Park never boring Spread blanket gaze sunset tour behind scenes bison handling facility learn magnificent animal brought back near extinction nPicture calsnape nature naturelovers naturephotography animals wild animal conservation wildlifephotography photooftheday travel instagood beautiful photography outdoors adventure landscape naturephotography parkscanada canada150 canada explorecanada bison elkisland elkislandnp elkislandnationalpark alberta explorealberta travelalberta bison sunset,"[""nature"",""naturelovers"",""naturephotography"",""animals"",""wild"",""animal"",""conservation"",""wildlifephotography"",""photooftheday"",""travel"",""instagood"",""beautiful"",""photography"",""outdoors"",""adventure"",""landscape"",""naturephotography"",""parkscanada"",""canada150"",""canada"",""explorecanada"",""bison"",""elkisland"",""elkislandnp"",""elkislandnationalpark"",""alberta"",""explorealberta"",""travelalberta"",""bison"",""sunset""]",31.0,,3291,3322,Social,"['park', 'sunset']",en,0.4233333333333333,positive,parks.canada_instagram
21448,1,856928022330576896,2017-04-25 17:48:56,['https://t.co/biFLhMGrHF'],"#BREAKING: As part of the larger initiative to reintroduce #bison, the 1st bison calf was born in @BanffNP in + 140 years... on #EarthDay! https://t.co/biFLhMGrHF",BREAKING part larger initiative reintroduce bison 1st bison calf born BanffNP 140 years EarthDay https co biFLhMGrHF,"['#BREAKING', '#bison', '#EarthDay']",,860.0,2435,3295,Environmental,['#breaking'],en,0.0,Neutral,ec_minister_tweeter
38011,108,2017-04-25_12-18-04,2017-04-25 12:18:04,https://instagram.fyvr3-1.fna.fbcdn.net/vp/7ab7cbb8788e94447b62c990192fda8d/5ADC1C7F/t51.2885-15/e35/18094798_1522103904519068_65599165815586816_n.jpg,The first was born on ! We are pleased to announce the arrival of the first calf born in National Park’s backcountry in over years. Its baby steps are part of a larger vision to reintroduce wild plain to Canada’s first national park! .Picture by Adam Zier-Vogel.,first banffbison born EarthDay pleased announce arrival first calf born Banff National backcountry 140 years baby steps part larger vision reintroduce wild plain bison first national park nPicture Adam Zier Vogel nature naturelovers naturephotography animals wild animal conservation wildlifephotography photooftheday photography outdoors adventure landscape naturephotography Bison Wildlife Banff BanffNP Nature Ecosystem Conservation ExploreCanada Canada150 ParksCanada BNP ExploreAlberta Canada,"[""banffbison"",""earthday"",""banff"",""bison"",""nature"",""naturelovers"",""naturephotography"",""animals"",""wild"",""animal"",""conservation"",""wildlifephotography"",""photooftheday"",""photography"",""outdoors"",""adventure"",""landscape"",""naturephotography"",""bison"",""wildlife"",""banff"",""banffnp"",""nature"",""ecosystem"",""conservation"",""explorecanada"",""canada150"",""parkscanada"",""bnp"",""explorealberta"",""canada""]",52.0,,3213,3265,unknown,[],en,0.2286098484848485,positive,parks.canada_instagram
38050,147,2017-04-12_13-23-49,2017-04-12 13:23:49,https://instagram.fyvr3-1.fna.fbcdn.net/vp/fafd290c15e79e7d9d8155e0c4fae4ef/5AFC9F5F/t51.2885-15/e35/17881159_1883639845238981_50960942313242624_n.jpg,"This stunning picture was taken in Pacific Rim National Park Reserve by the incredibly talented . To celebrate , we encourage all visitors to get informed before visiting our sites – we all have a role to play to protect wildlife! ",stunning picture taken Pacific Rim National Park Reserve incredibly talented cristinamittermeier celebrate WildlifeWeek encourage visitors get informed visiting sites role play protect wildlife wildlifeweek nature naturephotography conservation wildlifephotography photooftheday travel photography outdoors landscape naturephotography parkscanada canada150 canada explorecanada water ocean sea underthesea pacificrim pacificrimnpr tofino beach surf hellobc explorebc bc,"[""wildlifeweek"",""wildlifeweek"",""nature"",""naturephotography"",""conservation"",""wildlifephotography"",""photooftheday"",""travel"",""photography"",""outdoors"",""landscape"",""naturephotography"",""parkscanada"",""canada150"",""canada"",""explorecanada"",""water"",""ocean"",""sea"",""underthesea"",""pacificrim"",""pacificrimnpr"",""tofino"",""beach"",""surf"",""hellobc"",""explorebc"",""bc""]",40.0,,2830,2870,Environmental,['park'],en,0.29546354166666666,positive,parks.canada_instagram
38060,157,2017-04-22_17-01-27,2017-04-22 17:01:27,https://instagram.fyvr3-1.fna.fbcdn.net/vp/ed182104df84d78aed02fc8a55b3b5d1/5AF7F128/t51.2885-15/e35/17934010_1546948288703997_3482221159880065024_n.jpg,"Whenever I portage from Routine to Magic, I find myself in Banff, the premiere national park in ye olde Dominion, where a goat capers among crags, somewhere, in the holily elegant mountains, and I gotta go giggly, manic, gaga for ascent, thirsty for Victory— wild-grape wine, wild-rice sake, thistle-distilled scotch— the achieve of Inspiration.- Excerpt from Parliamentary Poet George Elliott Clarke’s poem ‘’ Beat Meditations: Beach / Mountain’’ .Take part in our Poetry ! Find more info on our Twitter and Facebook accounts Beautiful picture by ",Whenever portage Routine Magic nI find Banff premiere national nin ye olde Dominion nwhere goat capers among crags somewhere nin holily elegant mountains nand gotta go giggly manic ngaga ascent nthirsty nwild grape wine wild rice sake thistle distilled nthe achieve Inspiration Excerpt Parliamentary Poet George Elliott poem Beat Meditations Beach nTake part Poetry ParksChallenge Find info Twitter Facebook accounts nBeautiful picture CalSnape Banff BanffNP Nature Conservation ExploreCanada Canada150 ParksCanada BNP ExploreAlberta Canada Adventure LifeInCanada ImagesOfCanada travelgram poem poetry poet parkschallenge EarthDay earthday2017 earth,"[""parkschallenge"",""banff"",""banffnp"",""nature"",""conservation"",""explorecanada"",""canada150"",""parkscanada"",""bnp"",""explorealberta"",""canada"",""adventure"",""lifeincanada"",""imagesofcanada"",""travelgram"",""poem"",""poetry"",""poet"",""parkschallenge"",""earthday"",""earthday2017"",""earth""]",23.0,,2745,2768,Environmental,"['park', 'mountain', 'beach', 'mountain']",en,0.20422266139657444,positive,parks.canada_instagram
38084,181,2017-04-28_20-02-27,2017-04-28 20:02:27,https://instagram.fyvr3-1.fna.fbcdn.net/vp/c4f020aa83a9846513b9ade638b1df0c/5AEBA67B/t51.2885-15/e35/18094720_231171037362716_503345677187678208_n.jpg,"Fathom Five is equal parts mystery and recreation, ecology and culture—and a welcoming escape to nature. Camp on starry-skied Flowerpot Island and enjoy the sparkling waters of Lake Huron! Awesome shot by ",Fathom Five equal parts mystery recreation ecology welcoming escape nature Camp starry skied Flowerpot Island enjoy sparkling waters Lake Huron nAwesome shot flowerpotisland brucepeninsula flowerpot fathomfive fathomfivenationalmarinepark travel travelphotography nature naturelovers naturephotography wild conservation wildlifephotography photooftheday travel instagood beautiful photography outdoors adventure landscape naturephotography parkscanada canada150 canada explorecanada ontario ExploreON,"[""flowerpotisland"",""brucepeninsula"",""flowerpot"",""fathomfive"",""fathomfivenationalmarinepark"",""travel"",""travelphotography"",""nature"",""naturelovers"",""naturephotography"",""wild"",""conservation"",""wildlifephotography"",""photooftheday"",""travel"",""instagood"",""beautiful"",""photography"",""outdoors"",""adventure"",""landscape"",""naturephotography"",""parkscanada"",""canada150"",""canada"",""explorecanada"",""ontario"",""exploreon""]",18.0,,2601,2619,Environmental,"['nature', 'nature', 'camp', 'water', 'lake']",en,0.335,positive,parks.canada_instagram
38089,186,2017-04-23_16-50-19,2017-04-23 16:50:19,https://instagram.fyvr3-1.fna.fbcdn.net/vp/e5fda3d68e74b1485f741117fa546f97/5AF79572/t51.2885-15/e35/18012143_1884785205109622_140768373465153536_n.jpg,"Rugged coasts and lush temperate forests: discover the best of both worlds in Pacific Rim National Park Reserve! This summer will be a busy one, so make sure to plan your trip ahead if you want to fully enjoy the eerience. Awesome shot by ",Rugged coasts lush temperate forests discover best worlds Pacific Rim National Park Reserve summer busy one make sure plan trip ahead want fully enjoy experience nAwesome shot adventureswithtrees nature conservation wildlifephotography photooftheday travel photography outdoors adventure landscape naturephotography parkscanada canada150 canada explorecanada water ocean sea wildlife pacificrim pacificrimnpr tofino beach surf hellobc explorebc bc,"[""nature"",""conservation"",""wildlifephotography"",""photooftheday"",""travel"",""photography"",""outdoors"",""adventure"",""landscape"",""naturephotography"",""parkscanada"",""canada150"",""canada"",""explorecanada"",""water"",""ocean"",""sea"",""wildlife"",""pacificrim"",""pacificrimnpr"",""tofino"",""beach"",""surf"",""hellobc"",""explorebc"",""bc""]",24.0,,2551,2575,Environmental,"['coast', 'forest', 'park', 'summer', 'summer']",en,0.2328869047619048,positive,parks.canada_instagram
