,Unnamed: 0,id,date_published,link,caption_original,caption_cleaned,hashtags,num_comments,num_shares,num_likes,Reactions_SUM,category,matched_keywords,language,average_sentiment_score,sentiment,account_name
13261,0,793478400417656833,2016-11-01 15:42:47,['https://t.co/gbohCQNnkX'],"RT @VeteransENG_CA: This November, place a poppy on your profile picture to honour, thank and #RememberThem https://t.co/gbohCQNnkX https:/…",RT November place poppy profile picture honour thank RememberThem https co gbohCQNnkX https,['#RememberThem'],,2794.0,0,2794,unknown,[],en,0.0,Neutral,DFO_MPO_tweeter
38360,45,137563459593611_1517254194957857,2016-11-19 09:35:00,http://ow.ly/nsit306j1z7,Canada's national bird: the #GrayJay! Did you know you can find them in forests (and parks!) from coast to coast? #CanadaBird http://ow.ly/nsit306j1z7,Canada's national bird: the ! Did you know you can find them in forests (and parks!) from coast to coast?,"['#GrayJay', '#CanadaBird']",109.0,474.0,1592,2327,Environmental,"['bird', 'forest', 'coast', 'coast']",en,0.19208460629359067,positive,ParksCanada_facebook
38378,63,137563459593611_1497983860218224,2016-11-02 08:12:00,https://www.facebook.com/ParksCanada/photos/a.179253688757921.51944.137563459593611/1497983860218224/?type=3,"You never know what you’ll see at #Ivvavik National Park base camp! While preparing to leave for a hike, Inuvialuit cultural host Joe Arey pointed out a muskox about 10 metres away on the banks of Sheep Creek. A wonderful surprise and great start to the day! #WildlifeWednesday

Plan YOUR visit: http://ow.ly/vOm5305DBkc","You never know what you’ll see at National Park base camp! While preparing to leave for a hike, Inuvialuit cultural host Joe Arey pointed out a muskox about metres away on the banks of Sheep Creek. A wonderful surprise and great start to the day! Plan YOUR visit: c","['#Ivvavik', '#WildlifeWednesday']",27.0,103.0,1670,1942,Environmental,"['park', '#wildlifewednesday']",en,0.3378839285714286,positive,ParksCanada_facebook
31157,3,795974526169468928,2016-11-08 13:01:30,"['https://t.co/0LfjPlafm', 'https://t.co/eWL3OVVST5']",Today is #AboriginalVeteransDay. Remember the war efforts of #IndigenousVeterans in Canada. #PNMI https://t.co/0LfjPlafmC https://t.co/eWL3OVVST5,Today AboriginalVeteransDay Remember war efforts IndigenousVeterans Canada PNMI https co 0LfjPlafmC https co eWL3OVVST5,"['#AboriginalVeteransDay', '#IndigenousVeterans', '#PNMI']",,622.0,937,1559,unknown,[],en,0.0,Neutral,GCIndigenous_tweeter
38431,116,137563459593611_1505234852826458,2016-11-07 15:01:16,https://www.facebook.com/ParksCanada/photos/a.179253688757921.51944.137563459593611/1505234852826458/?type=3,"175 years, a moment worth celebrating! On November 19 and 20, come celebrate Sir Wilfrid Laurier’s 175th birthday at Laurier House National Historic Site in Ottawa, which will open its doors for FREE for the occasion. http://ow.ly/ESpj305WhHl","years, a moment worth celebrating! On November and , come celebrate Sir Wilfrid Laurier’s th birthday at Laurier House National Historic Site in Ottawa, which will open its doors for FREE for the occasion.",[],29.0,281.0,1010,1365,unknown,[],en,0.18153478057889824,positive,ParksCanada_facebook
38459,144,137563459593611_1499054773444466,2016-11-01 19:10:00,https://www.facebook.com/ParksCanada/photos/a.179253688757921.51944.137563459593611/1499054773444466/?type=3,"Want to learn more about mountains? #Mtns101 launches today! 

This is an open online course created by the Mountains 101 - UAlberta with support from Parks Canada that explores Canada’s mountain heritage, including mountain national parks, throughout the country. What better way to celebrate #Canada150! Register now:
http://www.uab.ca/mountains","Want to learn more about mountains? launches today! This is an open online course created by the Mountains - UAlberta with support from Parks Canada that elores Canada’s mountain heritage, including mountain national parks, throughout the country. What better way to celebrate ! Register now:","['#Mtns101', '#Canada150']",31.0,196.0,920,1210,Environmental,"['mountain', 'mountain', 'heritage', 'mountain', 'park']",en,0.20870535714285715,positive,ParksCanada_facebook
38465,150,137563459593611_1497914586891818,2016-11-11 14:15:00,https://www.facebook.com/ParksCanada/photos/a.179253688757921.51944.137563459593611/1497914586891818/?type=3,Thank you to all our veterans and active military personnel for their contributions and sacrifices! #HometownHeroes #RememberThem,Thank you to all our veterans and active military personnel for their contributions and sacrifices!,"['#HometownHeroes', '#RememberThem']",5.0,46.0,1049,1163,unknown,[],en,0.3625,positive,ParksCanada_facebook
26498,1,318424514044_10155396901694045,2016-11-23 09:01:22,https://www.facebook.com/EnvironmentandNaturalResourcesinCanada/videos/10155396901694045/,,,[],695.0,129.0,214,1139,unknown,[],tl,0.09135171199699416,positive,EnvironmentandNaturalResourcesinCanada_facebook
38473,158,137563459593611_1523818790968064,2016-11-26 07:55:01,https://www.facebook.com/ParksCanada/photos/a.179253688757921.51944.137563459593611/1523818790968064/?type=3,"EXCITING NEWS! On December 1st, we'll finally have our very own Instagram account! 

What do YOU hope to see on our page?","EXCITING NEWS! On December st, we'll finally have our very own Instagram account! What do YOU hope to see on our page?",[],56.0,63.0,947,1131,Social,['instagram'],en,0.08976129277468564,positive,ParksCanada_facebook
38476,161,137563459593611_1508514002498543,2016-11-12 06:15:00,https://www.facebook.com/ParksCanada/photos/a.179253688757921.51944.137563459593611/1508514002498543/?type=3,Did you know you can experience four CENTURIES of history by visiting the Historic District of Old Québec? Fortifications of Québec National Historic Site #UNESCO,Did you know you can eerience four CENTURIES of history by visiting the Historic District of Old Québec? Fortifications of Québec National Historic Site,['#UNESCO'],27.0,75.0,930,1121,Social,"['history', '#unesco']",en,0.18692299024593195,positive,ParksCanada_facebook
38480,165,137563459593611_1500911823258761,2016-11-04 08:15:00,https://www.facebook.com/ParksCanada/photos/a.179253688757921.51944.137563459593611/1500911823258761/?type=3,"Happy Friday Follower Photo!!!
This amazing shot comes to us from Don Wilson Photography (_don.wilson on Instagram) who captioned it: ""Crossing paths with a female moose in Elk Island National Park. We had quite the staring contest until she walked away... with a young calf in tow!""

Every Friday, we randomly pick a photo sent to us by a follower and feature it on our wall. If you would like to submit a photo for consideration, simply send us a message with your photo and caption.","Happy Friday Follower Photo!!! This amazing shot comes to us from Don Wilson Photography (_don.wilson on Instagram) who captioned it: ""Crossing paths with a female moose in Elk Island National Park. We had quite the staring contest until she walked away... with a young calf in tow!"" Every Friday, we randomly pick a photo sent to us by a follower and feature it on our wall. If you would like to submit a photo for consideration, simply send us a message with your photo and caption.",[],8.0,50.0,975,1108,Social,"['instagram', 'park', 'photo', 'photo', 'photo']",en,0.321875,positive,ParksCanada_facebook
38523,208,137563459593611_1516455061704437,2016-11-24 10:10:00,https://www.facebook.com/ParksCanada/photos/a.179253688757921.51944.137563459593611/1516455061704437/?type=3,"Our national parks have been inspiring works of art for generations! What park most inspires YOU? #ThrowbackThursday

Photo taken in Banff National Park in 1957. Credit: Library and Archives Canada.",Our national parks have been inspiring works of art for generations! What park most inspires YOU? Photo taken in Banff National Park in . Credit: Library and Archives Canada.,['#ThrowbackThursday'],29.0,58.0,783,938,Environmental,"['park', 'park', 'photo', 'park', 'library']",en,0.2191919191919192,positive,ParksCanada_facebook
38554,239,137563459593611_1497967026886574,2016-11-01 06:40:01,https://www.facebook.com/ParksCanada/photos/a.179253688757921.51944.137563459593611/1497967026886574/?type=3,Did you know you can explore our parks and sites with Google #StreetView?Take a virtual tour of Gwaii Haanas - Islands of Beauty and see whether you'd like to visit! http://ow.ly/u9oR302FwVE,Did you know you can elore our parks and sites with Google ?Take a virtual tour of Gwaii Haanas - Islands of Beauty and see whether you'd like to visit!,['#StreetView'],14.0,90.0,704,860,Environmental,['park'],en,0.23194444444444445,positive,ParksCanada_facebook
