,Unnamed: 0,id,date_published,link,caption_original,caption_cleaned,hashtags,num_comments,num_shares,num_likes,Reactions_SUM,category,matched_keywords,language,average_sentiment_score,sentiment,account_name
37958,55,2017-06-01_13-47-36,2017-06-01 13:47:36,https://instagram.fyvr3-1.fna.fbcdn.net/vp/01c55be861d69e3a3203b5545ef23875/5AEC799F/t51.2885-15/e35/18812488_1998098483745497_3692631650660777984_n.jpg,"A hiker’s paradise, the challenging beauty of Cape Breton Highlands National Park calls out to be elored! You’ll get rewarded at the end of your hike, with magnificent cliffs rising from the sea in a rugged coastline. Picture by   ",paradise challenging beauty Cape Breton Highlands National Park calls explored get rewarded end hike magnificent cliffs rising sea rugged coastline nPicture Scottophoto capebreton novascotia visitnovascotia visitcapebreton hikenovascotia hiking hikingadventures camping letscamp thegreatoutdoors wanderlust exploremore campingadventures canada explorecanada parkscanada letsgosomewhere canada150 instatravel getoutside neverstopexploring wildernessculture nature naturelovers naturephotography wild conservation photooftheday travel travelgram,"[""capebreton"",""novascotia"",""visitnovascotia"",""visitcapebreton"",""hikenovascotia"",""hiking"",""hikingadventures"",""camping"",""letscamp"",""thegreatoutdoors"",""wanderlust"",""exploremore"",""campingadventures"",""canada"",""explorecanada"",""parkscanada"",""letsgosomewhere"",""canada150"",""instatravel"",""getoutside"",""neverstopexploring"",""wildernessculture"",""nature"",""naturelovers"",""naturephotography"",""wild"",""conservation"",""photooftheday"",""travel"",""travelgram""]",157.0,,3917,4074,Environmental,"['park', 'sea']",en,0.37143794802867386,positive,parks.canada_instagram
37968,65,2017-06-27_13-06-43,2017-06-27 13:06:43,https://instagram.fyvr3-1.fna.fbcdn.net/vp/6e6ed019803f46d0c5e55c2bead30abc/5AE8675C/t51.2885-15/e35/19429543_1629612480384980_5852443078865977344_n.jpg,"See red at Waterton Lakes National Park! ️ Clear lakes, thundering waterfalls, rainbow-coloured streams, colourful rocks and mountain vistas await hikers and sightseers. Arrive early and travel midweek to get the most out of your eerience. : .....",See red Waterton Lakes National Park Clear lakes thundering waterfalls rainbow coloured streams colourful rocks mountain vistas await hikers sightseers Arrive early travel midweek get experience wildernessculture explorecanada canada150 travelawesome roadtrip outdooradventurephotos outdoorstyle adventureisoutthere adventureawaits getoutside keepitwild neverstopexploring mountainadventures mindthemountains themountainsarecalling thegreatoutdoors watertonnationalpark explorealberta travelalberta hikealberta parkscanada,"[""wildernessculture"",""explorecanada"",""canada150"",""travelawesome"",""roadtrip"",""outdooradventurephotos"",""outdoorstyle"",""adventureisoutthere"",""adventureawaits"",""getoutside"",""keepitwild"",""neverstopexploring"",""mountainadventures"",""mindthemountains"",""themountainsarecalling"",""thegreatoutdoors"",""watertonnationalpark"",""explorealberta"",""travelalberta"",""hikealberta"",""parkscanada""]",64.0,,3868,3932,Environmental,"['lake', 'mountain', 'travel']",en,0.14395616319444446,positive,parks.canada_instagram
37991,88,2017-06-04_17-36-03,2017-06-04 17:36:03,https://instagram.fyvr3-1.fna.fbcdn.net/vp/6e3c98ac954ae9a7e32da44965c56fc6/5AE9C6E8/t51.2885-15/e35/18812240_167867053749322_4138353190452068352_n.jpg,Would you look at these peaks and mountains out of a fairy tale?? Proof that Auyuittuq National Park has some of the most beautiful alpine scenery on Earth! Beautiful photo by ,Would look peaks mountains fairy tale Proof Auyuittuq National Park beautiful alpine scenery Earth nBeautiful photo arturstanisz baffinisland Auyuittuq AuyuittuqNP Nunavut hiking hikingadventures camping letscamp thegreatoutdoors wanderlust exploremore campingadventures canada explorecanada parkscanada letsgosomewhere canada150 instatravel getoutside neverstopexploring wildernessculture nature naturelovers naturephotography wild conservation photooftheday travel travelgram,"[""baffinisland"",""auyuittuq"",""auyuittuqnp"",""nunavut"",""hiking"",""hikingadventures"",""camping"",""letscamp"",""thegreatoutdoors"",""wanderlust"",""exploremore"",""campingadventures"",""canada"",""explorecanada"",""parkscanada"",""letsgosomewhere"",""canada150"",""instatravel"",""getoutside"",""neverstopexploring"",""wildernessculture"",""nature"",""naturelovers"",""naturephotography"",""wild"",""conservation"",""photooftheday"",""travel"",""travelgram""]",38.0,,3393,3431,Environmental,"['mountain', 'park', 'photo']",en,0.3065972222222222,positive,parks.canada_instagram
37999,96,2017-06-26_12-17-56,2017-06-26 12:17:56,https://instagram.fyvr3-1.fna.fbcdn.net/vp/b0e5b79ab48491437d7bb325afc9bde4/5AEA404E/t51.2885-15/e35/19533569_460395250994050_568040129617199104_n.jpg,"Gros Morne National Park’s ancient landscape is one-of-a-kind. Wander coastal pathways and beachcomb among sea stacks, take in the soaring fjords and moody mountains that tower above a diverse panorama of beaches and bogs, forests and barren cliffs. : .....",Gros Morne National ancient landscape one kind Wander coastal pathways beachcomb among sea stacks take soaring fjords moody mountains tower diverse panorama beaches bogs forests barren cliffs joshbinglephotography newfoundlandandlabrador ExploreNL westcoast explorecanada exploreeast landscapephotography imagesofcanada tourcanada lifeincanada lifeincolor photolife photography photographylifestyle outdoorlife outdoorphotography canadiancreatives sunset reflections goldenhour canadathenorth beautiful parkscanada canada150,"[""newfoundlandandlabrador"",""explorenl"",""westcoast"",""explorecanada"",""exploreeast"",""landscapephotography"",""imagesofcanada"",""tourcanada"",""lifeincanada"",""lifeincolor"",""photolife"",""photography"",""photographylifestyle"",""outdoorlife"",""outdoorphotography"",""canadiancreatives"",""sunset"",""reflections"",""goldenhour"",""canadathenorth"",""beautiful"",""parkscanada"",""canada150""]",66.0,,3302,3368,Environmental,"['landscape', 'coastal', 'sea', 'mountain', 'beach', 'forest']",en,0.4175112734487734,positive,parks.canada_instagram
38010,107,2017-06-29_13-39-19,2017-06-29 13:39:19,https://instagram.fyvr3-1.fna.fbcdn.net/vp/daa13592e8c621626a6476cced7669f4/5AF756CF/t51.2885-15/e35/19436256_444648335900227_1849043979966873600_n.jpg,"From its majestic mountains, to wonder-inspiring waterfalls the stunning Yoho National Park is truly a natural beauty! Gain some from this breathtaking view with a midweek visit!  : .....",majestic mountains wonder inspiring waterfalls stunning Yoho National Park truly natural beauty Gain inspo breathtaking view midweek visit tarastoppa yoho yohonationalpark rockymountains rockiesmountains explorebc explorecanada beautifulbc britishcolumbia park canada canada150 parkscanada liveoutdoors instago wanderlust wanderer travelphotography ilovetravel trip tourism traveltheworld instatravel vacation travelgram travel hiking photo instanature nature,"[""inspo"",""yoho"",""yohonationalpark"",""rockymountains"",""rockiesmountains"",""explorebc"",""explorecanada"",""beautifulbc"",""britishcolumbia"",""park"",""canada"",""canada150"",""parkscanada"",""liveoutdoors"",""instago"",""wanderlust"",""wanderer"",""travelphotography"",""ilovetravel"",""trip"",""tourism"",""traveltheworld"",""instatravel"",""vacation"",""travelgram"",""travel"",""hiking"",""photo"",""instanature"",""nature""]",19.0,,3253,3272,Environmental,"['mountain', 'park', 'natural']",en,0.31335526315789475,positive,parks.canada_instagram
38031,128,2017-06-24_08-33-30,2017-06-24 08:33:30,https://instagram.fyvr3-1.fna.fbcdn.net/vp/fe9ae66965810a1b1024e1e24912f0b9/5AE0C13A/t51.2885-15/e35/19379368_435627383502748_7624596582909870080_n.jpg,"At Cape Breton Highlands National Park, every turn inspires a photograph. Discover the kilometers of rugged, wave-pounded , sheltered coves and long curving that mark the breathtaking journey.  : .....",Cape Breton Highlands National Park every turn inspires photograph Discover 100 kilometers rugged wave pounded cliffs sheltered coves long curving beaches mark breathtaking journey caitlynthomson CapeBretonHighlands CBH CBHNP CapeBreton NovaScotia TourismNS nationalparks daysoff nature camping letscamp thegreatoutdoors wanderlust campingadventures canada explorecanada parkscanada letsgosomewhere canada150 instatravel getoutside neverstopexploring wildernessculture,"[""cliffs"",""beaches"",""capebretonhighlands"",""cbh"",""cbhnp"",""capebreton"",""novascotia"",""tourismns"",""nationalparks"",""daysoff"",""nature"",""camping"",""letscamp"",""thegreatoutdoors"",""wanderlust"",""campingadventures"",""canada"",""explorecanada"",""parkscanada"",""letsgosomewhere"",""canada150"",""instatravel"",""getoutside"",""neverstopexploring"",""wildernessculture""]",30.0,,2987,3017,Environmental,['park'],en,0.1252314814814815,positive,parks.canada_instagram
38040,137,2017-06-06_13-11-51,2017-06-06 13:11:51,https://instagram.fyvr3-1.fna.fbcdn.net/vp/b6b92acbaa52e19f1f1c4e73c26299a4/5AD97D8C/t51.2885-15/e35/18879645_775284079315420_1343173978700644352_n.jpg,"If Yoho National Park isn’t awe-inspiring, we don’t know what is. The park has numerous waterfalls, and also, you know, only mountain peaks above m in height and about km of hiking trails! Great shot by ",Yoho National Park awe inspiring know park numerous waterfalls also know 28 mountain peaks 3000 height 400 km hiking trails nGreat shot Dansoutdoorlife enjoycanada exploreBC yoho yohoNP hellobc hiking hikingadventures camping letscamp thegreatoutdoors wanderlust exploremore campingadventures canada explorecanada parkscanada letsgosomewhere canada150 instatravel getoutside neverstopexploring wildernessculture nature naturelovers naturephotography wild conservation photooftheday travel travelgram,"[""enjoycanada"",""explorebc"",""yoho"",""yohonp"",""hellobc"",""hiking"",""hikingadventures"",""camping"",""letscamp"",""thegreatoutdoors"",""wanderlust"",""exploremore"",""campingadventures"",""canada"",""explorecanada"",""parkscanada"",""letsgosomewhere"",""canada150"",""instatravel"",""getoutside"",""neverstopexploring"",""wildernessculture"",""nature"",""naturelovers"",""naturephotography"",""wild"",""conservation"",""photooftheday"",""travel"",""travelgram""]",37.0,,2935,2972,Environmental,"['park', 'park', 'mountain', 'hiking']",en,0.3435247747747748,positive,parks.canada_instagram
38041,138,2017-06-03_18-04-29,2017-06-03 18:04:29,https://instagram.fyvr3-1.fna.fbcdn.net/vp/f667f5b3345dcfb035ecc852cc5b0141/5AE5162A/t51.2885-15/e35/18888548_216586535527696_2745528281708101632_n.jpg,Nahanni combines wilderness with diverse peaks to create a mountaineering mecca for outdoor enthusiasts. Trekkers: come elore the valleys and mountain passes for a memorable ! Great photo by   ,Nahanni combines wilderness diverse peaks create mountaineering mecca outdoor enthusiasts Trekkers come explore valleys mountain passes memorable Canada150 nGreat photo spectacularnwt keepitwild neverstopexploring campvibes beautifuldestinations ourcamplife NahanniRiver Nahanni NahanniNPR hiking hikingadventures camping letscamp thegreatoutdoors wanderlust exploremore campingadventures canada explorecanada parkscanada canada150 instatravel wildernessculture nature naturelovers naturephotography conservation photooftheday,"[""canada150"",""spectacularnwt"",""keepitwild"",""neverstopexploring"",""campvibes"",""beautifuldestinations"",""ourcamplife"",""nahanniriver"",""nahanni"",""nahanninpr"",""hiking"",""hikingadventures"",""camping"",""letscamp"",""thegreatoutdoors"",""wanderlust"",""exploremore"",""campingadventures"",""canada"",""explorecanada"",""parkscanada"",""canada150"",""instatravel"",""wildernessculture"",""nature"",""naturelovers"",""naturephotography"",""conservation"",""photooftheday""]",14.0,,2953,2967,Social,"['mountain', 'photo']",en,0.29642857142857143,positive,parks.canada_instagram
38054,151,2017-06-17_15-00-46,2017-06-17 15:00:46,https://instagram.fyvr3-1.fna.fbcdn.net/vp/4d3c4641df64668cce015d9056bbd624/5AFCE0AD/t51.2885-15/e35/19121925_1893827064217971_8503941212066021376_n.jpg,"Take the path less traveled, where the mountains meet the sea.As you hug the world-famous Cabot Trail coastline you'll wind through Cape Breton Highlands National Park, where lush, forested river canyons carve into the ancient plateau, edged by rust-coloured cliffs. by ",Take path less traveled mountains meet sea nAs hug world famous Cabot Trail coastline wind Cape Breton Highlands National Park lush forested river canyons carve ancient plateau edged rust coloured cliffs CapeBretonHighlands CBH CBHNP CapeBreton NovaScotia TourismNS nationalparks daysoff nature camping letscamp thegreatoutdoors wanderlust campingadventures canada explorecanada parkscanada letsgosomewhere canada150 instatravel getoutside neverstopexploring wildernessculture nature naturelovers naturephotography wild conservation,"[""capebretonhighlands"",""cbh"",""cbhnp"",""capebreton"",""novascotia"",""tourismns"",""nationalparks"",""daysoff"",""nature"",""camping"",""letscamp"",""thegreatoutdoors"",""wanderlust"",""campingadventures"",""canada"",""explorecanada"",""parkscanada"",""letsgosomewhere"",""canada150"",""instatravel"",""getoutside"",""neverstopexploring"",""wildernessculture"",""nature"",""naturelovers"",""naturephotography"",""wild"",""conservation""]",37.0,,2809,2846,Environmental,"['mountain', 'park', 'river']",en,0.241956241956242,positive,parks.canada_instagram
38081,178,2017-06-05_13-18-19,2017-06-05 13:18:19,https://instagram.fyvr3-1.fna.fbcdn.net/vp/8508bffe506915fc8bbe272d2f9aad89/5AFA49E8/t51.2885-15/e35/18889096_648238128719640_1652850750058921984_n.jpg,Are you the outdoorsy type? We say you should and camp out in a fantastic wilderness environment in Forillon National Park! Picture by  é ésie,outdoorsy type say TreatYoSelf camp fantastic wilderness environment Forillon National Park nPicture quebecoriginal quebec explorequebec forillon forillonnationalpark gaspesiejetaime sie imagesofcanada hiking hikingadventures camping letscamp thegreatoutdoors wanderlust campingadventures canada explorecanada parkscanada canada150 instatravel wildernessculture nature naturelovers naturephotography conservation photooftheday travel travelgram,"[""treatyoself"",""quebecoriginal"",""quebec"",""explorequebec"",""forillon"",""forillonnationalpark"",""gaspé"",""gaspesiejetaime"",""gaspésie"",""imagesofcanada"",""hiking"",""hikingadventures"",""camping"",""letscamp"",""thegreatoutdoors"",""wanderlust"",""campingadventures"",""canada"",""explorecanada"",""parkscanada"",""canada150"",""instatravel"",""wildernessculture"",""nature"",""naturelovers"",""naturephotography"",""conservation"",""photooftheday"",""travel"",""travelgram""]",17.0,,2618,2635,Social,"['camp', 'environment']",en,0.4502450980392157,positive,parks.canada_instagram
