Unnamed: 0,id,date_published,link,caption_original,caption_cleaned,hashtags,num_shares,num_likes,Reactions_SUM,language,average_sentiment_score,sentiment,account_name,words_matched_list,matched_keywords,category
0,793479133053460481,2016-11-01 15:45:42,['https://\xe2\x80\xa6'],"RT @VeteransFR_CA: Ce novembre, ajoutez un coquelicot à votre photo de profil pour rendre hommage et remercier et #nelesoubliezpas https://…",RT Ce novembre ajoutez un coquelicot votre photo de profil pour rendre hommage et remercier et nelesoubliezpas https,['#nelesoubliezpas'],236,0,236,fr,0.0,Neutral,MPO_DFO_tweeter,['mer'],['coquelicot'],['Social']
1,896015033704087552,2017-08-11 14:26:45,"['https://t.co/NeUvr7aZQp', 'https://t.co/EU4rdYmgw']","Pour éviter la mort des baleines noires, un ralentissement temporaire est mnt requis dans le Golfe du St-Laurent https://t.co/NeUvr7aZQp https://t.co/EU4rdYmgw8",Pour viter la mort des baleines noires un ralentissement temporaire est mnt requis dans le Golfe du St Laurent https co NeUvr7aZQp https co EU4rdYmgw8,[],48,179,227,fr,0.0,Neutral,MPO_DFO_tweeter,"['or', 'air']",[],['other']
2,699245674508976128,2016-02-15 14:55:34,['https://t.co/uqrtwWRMZW'],"MPO, @GCC_CCG, @PCArcheologie, &amp; @GOVofNUNAVUT portent fièrement le #Drapeaucanadien en #Arctique https://t.co/uqrtwWRMZW",MPO PCArcheologie amp GOVofNUNAVUT portent rement le Drapeaucanadien en Arctique https co uqrtwWRMZW,"['#Drapeaucanadien', '#Arctique']",54,153,207,fr,0.0,Neutral,MPO_DFO_tweeter,"['eau', 'or']","['mpo', '#arctique']",['Environmental']
3,795649312382484480,2016-11-07 15:29:13,[],"RT @PMcanadien: Pour la Semaine des vétérans, rendons hommage à plus de 2.3M de Canadiens ayant servi en uniforme au fil de notre histoire.…",RT PMcanadien Pour la Semaine des rans rendons hommage plus de 3M de Canadiens ayant servi en uniforme au fil de notre histoire,[],124,0,124,fr,0.0,Neutral,MPO_DFO_tweeter,['or'],"['vétéran', 'servi']",['Social']
4,798983294306152448,2016-11-16 20:17:16,['https://t.co/dbNbJmlgXf'],La nouvelle zone de protection marine en #Arctique du #GC a été désignée grâce aux Inuvialuit &amp; au savoir traditionnel autochtone https://t.co/dbNbJmlgXf,La nouvelle zone de protection marine en Arctique du GC ce aux Inuvialuit amp au savoir traditionnel autochtone https co dbNbJmlgXf,"['#Arctique', '#GC']",38,72,110,fr,0.0,Neutral,MPO_DFO_tweeter,['marine'],"['protection', 'marine', '#arctique', 'autochtone']","['Environmental', 'Social']"
5,837366491444019200,2017-03-02 18:18:23,['https://t.co/zAsOslPySF'],Les côtes du Canada sont exceptionnelles à chaque saison! Affichez votre photo préférée avec #MaRive 📷 https://t.co/zAsOslPySF,Les tes du Canada sont exceptionnelles chaque saison Affichez votre photo avec MaRive https co zAsOslPySF,['#MaRive'],39,45,84,fr,0.0,Neutral,MPO_DFO_tweeter,,['côte'],['Environmental']
6,755475390043394048,2016-07-19 18:52:23,"['https://t.co/PisymGJLHZ', 'https://t.co/yDMprVAG\xe2\x80\xa6']","RT @PMcanadien: Les jeunes doivent être entendus à la table des décisions! https://t.co/PisymGJLHZ #ConseilJeunessePM
https://t.co/yDMprVAG…",RT PMcanadien Les jeunes doivent entendus la table des cisions https co PisymGJLHZ ConseilJeunessePM https co,['#ConseilJeunessePM'],74,0,74,fr,0.0,Neutral,MPO_DFO_tweeter,['jeunes'],"['jeune', '#conseiljeunessepm']",['Social']
7,740546460597551104,2016-06-08 14:10:09,['https://t.co/TsQBZAsZL'],Min LeBlanc annonce la nouvelle Alliance de recherche océanique au Canada (AROC)  #JournéeMondialeOcéans https://t.co/TsQBZAsZL1,Min LeBlanc annonce la nouvelle Alliance de recherche anique au Canada AROC ans https co TsQBZAsZL1,['#Journ'],25,40,65,fr,0.0,Neutral,MPO_DFO_tweeter,,['#journéemondialeocéans'],['Environmental']
8,755475368245624832,2016-07-19 18:52:18,['https://t\xe2\x80\xa6'],RT @PMcanadien: Le PM Trudeau annonce le #ConseilJeunessePM. Faites-vous entendre et faites une différence dans votre communauté! https://t…,RT PMcanadien Le PM Trudeau annonce le ConseilJeunessePM Faites vous entendre et faites une rence dans votre https,['#ConseilJeunessePM'],59,0,59,fr,0.0,Neutral,MPO_DFO_tweeter,['jeunes'],"['#conseiljeunessepm', 'différence', 'communauté']",['Social']
9,707224311329898498,2016-03-08 15:19:50,['https://t.co/ID0gfe7U\xe2\x80\xa6'],RT @PMcanadien: Travaillons ensemble pour faire de l’égalité une réalité. #Journéedelafemme #légalitécesttoi #JIF2016 https://t.co/ID0gfe7U…,RT PMcanadien Travaillons ensemble pour faire de une edelafemme cesttoi JIF2016 https co,"['#Journ', '#l', '#JIF2016']",54,0,54,fr,0.0,Neutral,MPO_DFO_tweeter,['air'],['#jif2016'],['Social']
