"likes","mediaid","video_url","typename","url","shortcode","comments","id","caption","owner_username","tagged_users","date","caption_mentions","is_video","caption_hashtags","owner_id"
9,1411673314254726700,,"GraphImage","https://instagram.fyvr3-1.fna.fbcdn.net/vp/359553a6409556d152a519fb747c4044/5AE64BCA/t51.2885-15/e35/25006663_310764286075490_4379582343619280896_n.jpg","BOXRWZjDSXF",0,"2016-12-23_06-49-54","Est-ce une photo #Rétro du royaume du #PèreNoël? Non. Il s’agit de notre laboratoire qui a été construit à Alert en 1986. C’est là que les #scientifiques surveillent les concentrations de fond de #gaz à l’état de traces, d’aérosols et de #polluants organiques.\n\n#Science #ScienceArctique #Arctique #EnvironnementCan #EnvironnementCanada","environnementcan","[]","2016-12-23T06:49:54","[]",false,"[""rétro"",""pèrenoël"",""scientifiques"",""gaz"",""polluants"",""science"",""sciencearctique"",""arctique"",""environnementcan"",""environnementcanada""]",3913646610
6,1415256483021409300,,"GraphImage","https://instagram.fyvr3-1.fna.fbcdn.net/vp/7ca032368887c5b19b09f468a5d19942/5AE03F7C/t51.2885-15/e35/25012265_2025191351096331_7713100298213916672_n.jpg","BOkAEXgj0uR",0,"2016-12-28_05-29-01","À l’horizon : les premières lueurs du jour…\nNotre #observatoire de veille de l’atmosphère du globe de Neil Trivett à Alert au Nunavut permet de surveiller l’atmosphère depuis 30 ans.\n#Arctique #ScienceArctique #Laboratoire #Science #EnvironnementCan #EnvironnementCanada","environnementcan","[]","2016-12-28T05:29:01","[]",false,"[""observatoire"",""arctique"",""sciencearctique"",""laboratoire"",""science"",""environnementcan"",""environnementcanada""]",3913646610
6,1415313613912997000,,"GraphImage","https://instagram.fyvr3-1.fna.fbcdn.net/vp/e624d2d4af20d12132747d2a5bbdde3e/5AECC8A4/t51.2885-15/e35/25008619_190720921480407_2010248602395344896_n.jpg","BOkNDuzDvyh",0,"2016-12-28_07-22-32","Entrez dans notre observatoire à Alert, au Nunavut. Des #scientifiques y travaillent depuis 30 ans afin de fournir des données sur l’#atmosphère et les #gaz à effet de serre (#GES). #Arctique #ScienceArctique #Science #EnvironnementCanada #EnvironnementCan","environnementcan","[]","2016-12-28T07:22:32","[]",false,"[""scientifiques"",""atmosphère"",""gaz"",""ges"",""arctique"",""sciencearctique"",""science"",""environnementcanada"",""environnementcan""]",3913646610
9,1415988959930860800,,"GraphImage","https://instagram.fyvr3-1.fna.fbcdn.net/vp/81f15afe6a3e7d68905fcb24f6a9a868/5AF4E49E/t51.2885-15/e35/24327325_195514404345287_9042362791943471104_n.jpg","BOmmnTyjcU3",1,"2016-12-29_05-44-19","#Alerte: #technologie vraiment géniale! \nNos chercheurs ont cartographié l’épaisseur de la neige à l’aide de sondes de profondeur GPS automatiques. Les sondes étaient alimentées par des piles rechargeables et étaient reliées à un enregistreur de données et à une antenne GPS qui se trouvaient dans le sac à dos des #scientifiques\n\n#ScienceArctique #Arctique #EnvironnementCan #EnvironnementCanada","environnementcan","[]","2016-12-29T05:44:19","[]",false,"[""alerte"",""technologie"",""scientifiques"",""sciencearctique"",""arctique"",""environnementcan"",""environnementcanada""]",3913646610
12,1415992169127199000,,"GraphImage","https://instagram.fyvr3-1.fna.fbcdn.net/vp/afa09d863689517eaa62cf162999946f/5AF524EF/t51.2885-15/e35/25018883_107225440066714_5665970244712136704_n.jpg","BOmnWAlj8Dw",0,"2016-12-29_05-50-42","Comme c’est #magnifique! Regardez les premières lueurs du jour à l’extérieur de notre laboratoire à Alert, au Nunavut. #Arctique #ScienceArctique #EnvironnementCan #EnvironnementCanada","environnementcan","[]","2016-12-29T05:50:42","[]",false,"[""magnifique"",""arctique"",""sciencearctique"",""environnementcan"",""environnementcanada""]",3913646610
7,1416724838614038300,,"GraphImage","https://instagram.fyvr3-1.fna.fbcdn.net/vp/3cf40f8603b2f742530a865db67d767e/5AEA7E81/t51.2885-15/e35/24327139_1129025283895789_5488800099268034560_n.jpg","BOpN7wOD_cV",0,"2016-12-30_06-06-23","Un #scientifique sur un transect de #neige de plusieurs kilomètres traverse la toundra enneigée. Les mesures prises à même le sol aident les scientifiques à mieux comprendre les propriétés de la neige de la #Toundra. Les données recueillies servent à améliorer les modèles informatiques utilisés pour prédire les #changementsclimatiques.\n#ScienceArctique #Science #Arctique #EnvironnementCanada #EnvironnementCan","environnementcan","[]","2016-12-30T06:06:23","[]",false,"[""scientifique"",""neige"",""toundra"",""changementsclimatiques"",""sciencearctique"",""science"",""arctique"",""environnementcanada"",""environnementcan""]",3913646610
8,1416762197346770200,,"GraphImage","https://instagram.fyvr3-1.fna.fbcdn.net/vp/1fb8a580a9114d5c520719decd4bb7f9/5AF211A2/t51.2885-15/e35/25018612_295729990946829_5514063994551271424_n.jpg","BOpWbZQDl1W",0,"2016-12-30_07-20-36","Deux spécialistes du #climat se sont posés afin de prendre des relevés nivométriques près d’#Eureka au #Nunavut. Cet arrêt n’est qu’un parmi plusieurs dans le cadre d’un projet de recherche international sur les différences entre les propriétés de la neige des régions #Arctiques et celles des régions #Subarctiques. #ScienceArctique #EnvironnementCan #EnvironnementCanada","environnementcan","[]","2016-12-30T07:20:36","[]",false,"[""climat"",""eureka"",""nunavut"",""arctiques"",""subarctiques"",""sciencearctique"",""environnementcan"",""environnementcanada""]",3913646610
8,1419651538951298800,,"GraphImage","https://instagram.fyvr3-1.fna.fbcdn.net/vp/1f77b4d1855a4021d31258cc5bea878e/5AEBFED2/t51.2885-15/e35/25005236_158644091556843_4901548954597982208_n.jpg","BOznY2UB163",0,"2017-01-03_07-01-13","Le #Macareux huppé passe la majorité de sa vie en mer et vient sur terre seulement pour se reproduire pendant quelques mois décisifs de l’année. Les macareux ont un battement d’ailes puissant. Ils peuvent battre des ailes de 300 à 400 fois à la minute et atteindre une vitesse pouvant aller jusqu’à 64 km/h. Rares sont les humains qui raffoleraient d’une telle cadence. \nIdentifiez un ami qui ne pourrait pas compétitionner avec un macareux! 📷: Catherine Jardine, Bird Studies Canada\n\n#Oiseaux, #OiseauxMarins #EnvironnementCan #EnvironnementCanada","environnementcan","[]","2017-01-03T07:01:13","[]",false,"[""macareux"",""oiseaux"",""oiseauxmarins"",""environnementcan"",""environnementcanada""]",3913646610
4,1420382276743004700,,"GraphImage","https://instagram.fyvr3-1.fna.fbcdn.net/vp/71f3b81be0ba0e8d64afbcedfae8803a/5AE8F54B/t51.2885-15/e35/25005701_1735759950066696_5634844736977108992_n.jpg","BO2Nie6hwJK",0,"2017-01-04_07-13-03","Alerte au #Scientifique cool!\nNotre #observatoire de veille de l’#atmosphère du globe de Neil Trivett situé à Alert au Nunavut a été nommé en l’honneur de cet homme (1943-2002) qui l’a fondé en 1986. #Rétro #Hiver #Arctique #ScienceArctique","environnementcan","[]","2017-01-04T07:13:03","[]",false,"[""scientifique"",""observatoire"",""atmosphère"",""rétro"",""hiver"",""arctique"",""sciencearctique""]",3913646610
8,1421081440845914400,,"GraphImage","https://instagram.fyvr3-1.fna.fbcdn.net/vp/4db12e8415a6fbed291a9fb2891ed8a1/5ADB38CB/t51.2885-15/e35/24838276_330176820789854_2922013710580973568_n.jpg","BO4sgqOhWFF",0,"2017-01-05_06-22-10","Voici quelques superbes photos #Rétro de notre laboratoire à Alert.\n\nLe laboratoire a été construit en 1986 et agrandi en 1992. Des programmes de dizaines d’institutions de recherches internationales y ont été mis en œuvre. INCROYABLE, n’est-ce pas? #JeudiRetro #Science #ScienceArctique #Canada","environnementcan","[]","2017-01-05T06:22:10","[]",false,"[""rétro"",""jeudiretro"",""science"",""sciencearctique"",""canada""]",3913646610
12,1421819507991015200,,"GraphImage","https://instagram.fyvr3-1.fna.fbcdn.net/vp/256450a7dd6e64824c7e31f13cc6b52c/5AE92B8F/t51.2885-15/e35/25007003_145737356079213_7070331384073551872_n.jpg","BO7UU80hm8s",2,"2017-01-06_06-48-35","Reconnaissez-vous cet oiseau? .\n.\n.\n.\n.\n\nNous avons aperçu un #Carouge à #épaulettes! \nTous les jeudis, nous procédons à l’inventaire de la population d’hiver des #oiseaux aquatiques tout près de nos bureaux à Delta en #ColombieBritannique.","environnementcan","[]","2017-01-06T06:48:35","[]",false,"[""carouge"",""épaulettes"",""oiseaux"",""colombiebritannique""]",3913646610
11,1425488968623293700,,"GraphImage","https://instagram.fyvr3-1.fna.fbcdn.net/vp/90ff411f2b9d10c98392a110c6342f79/5AF07825/t51.2885-15/e35/25009670_392316257864826_6196946485897068544_n.jpg","BPIWqoWB4V6",0,"2017-01-11_08-19-08","Ces canards étaient parfaitement heureux de nager dans la réserve nationale de faune d’Alaksen l’automne dernier.\n\n#EspècesSauvages #colombiebritannique #MilieuxHumides #Photographie #Canards #Canard #EnvironnementCan #ornithologie #AireProtégée #Canada #Nature","environnementcan","[]","2017-01-11T08:19:08","[]",false,"[""espècessauvages"",""colombiebritannique"",""milieuxhumides"",""photographie"",""canards"",""canard"",""environnementcan"",""ornithologie"",""aireprotégée"",""canada"",""nature""]",3913646610
5,1426339076474455000,,"GraphImage","https://instagram.fyvr3-1.fna.fbcdn.net/vp/a4d864b2b12a3c77e6bf40042c3bce17/5AED976A/t51.2885-15/e35/25007403_134385973942067_6116246356802666496_n.jpg","BPLX9U-hMQP",2,"2017-01-12_12-28-09","#JeudiRétro #1990 : Il s’agit de la salle d’ordinateurs du Centre météo de l’Ontario à l’aéroport Pearson au bureau météorologique de Malton.\n\nÀ l’époque, les cartes de prévisions étaient dessinées à la main par les météorologues et envoyées par télécopieurs « digitals » à l’aide de numériseurs géants aux autres centres météorologiques.","environnementcan","[]","2017-01-12T12:28:09","[]",false,"[""jeudirétro"",""1990""]",3913646610
8,1426942425905237200,,"GraphImage","https://instagram.fyvr3-1.fna.fbcdn.net/vp/67a274c48b05912a4d1db053aefbfe2c/5AED81DD/t51.2885-15/e35/24845780_1986275048364487_2798585387105124352_n.jpg","BPNhJN7BAyf",0,"2017-01-13_08-26-54","Malgré l’existence de technologies de pointe, les #météorologues effectuent quand même une analyse manuelle quotidienne des cartes météorologiques au Centre de prévision de #tempêtes des #Prairies et de l’#Arctique. Le dessin est l’un des aspects les plus intéressants de ce travail! 🙃","environnementcan","[]","2017-01-13T08:26:54","[]",false,"[""météorologues"",""tempêtes"",""prairies"",""arctique""]",3913646610
12,1429051600391227400,"https://instagram.fyvr3-1.fna.fbcdn.net/vp/899c674b0a22b49b48d212aa03e0db1b/5A637591/t50.2886-16/25002630_277912609398341_1299366514872287232_n.mp4","GraphVideo","https://instagram.fyvr3-1.fna.fbcdn.net/vp/0d49461e0dfcdb696c3430d2e887db6b/5A637BD0/t51.2885-15/e15/25006391_759972767519835_298549434512310272_n.jpg","BPVAtvvBcgX",0,"2017-01-16_06-17-27","Voici le #pékan, l’un des #prédateurs les plus trompeur et charmeur de l’#AmériqueDuNord.\n\nLes pékans sont parmis les #carnivores terrestres les plus voraces, surtout lorsque l’on considère leur taille. Le porc-épic est leur met favori. En voilà un repas qui a du mordant!\n\nSur cette photo, nous pouvons apercevoir un pékan s’approcher de note bâton appat et y apposer son odeur, à l’aide des ses glandes odorantes qui sont situées près de sa queue, avant se s’attarder sur nos caméras qui le prennent en photo.","environnementcan","[]","2017-01-16T06:17:27","[]",true,"[""pékan"",""prédateurs"",""amériquedunord"",""carnivores""]",3913646610
15,1429796502196473900,,"GraphImage","https://instagram.fyvr3-1.fna.fbcdn.net/vp/7e0025d8b585079018f359c87ee0ecbb/5AE55E2A/t51.2885-15/e35/25015584_154195515212796_2356278213170167808_n.jpg","BPXqFfmhFBy",0,"2017-01-17_06-57-26","Nous utilisons des caméras à détecteurs de mouvements afin de photographier les espèces sauvages dans leurs habitats naturels. Il semblerait que notre bâton appât soit très populaire chez les différentes espèces, qu’elles aient des ailes, des pattes ou des sabots. 😂 \nRestez à l'affût pour d'autres photos d’espèces sauvages canadiennes prisent sur le vif!\n\n#Faune #FauneCanadienne #Égoportraits #AmériqueDuNord #EnvironnementCanada #EnvironnementCan #Animaux","environnementcan","[]","2017-01-17T06:57:26","[]",false,"[""faune"",""faunecanadienne"",""égoportraits"",""amériquedunord"",""environnementcanada"",""environnementcan"",""animaux""]",3913646610
11,1430515899068448000,,"GraphImage","https://instagram.fyvr3-1.fna.fbcdn.net/vp/8e784c8b90d5ba430c496b821ef7ed70/5AEBAEDF/t51.2885-15/e35/25008545_518060625241186_8746057877275279360_n.jpg","BPaNqGJhfzE",3,"2017-01-18_06-46-45",,"environnementcan","[]","2017-01-18T06:46:45","[]",false,"[]",3913646610
12,1434180684922400500,,"GraphImage","https://instagram.fyvr3-1.fna.fbcdn.net/vp/bd12f9d86e9a0382f69cd4e29a6d9be6/5AE0A721/t51.2885-15/e35/25013088_417857351965584_8218677636113629184_n.jpg","BPnO7v8hq63",0,"2017-01-23_08-08-02","« C’est à moi! » « Non à moi! »\nDeux jeunes #wapitis se disputent le bâton avec leurs bois. Ces jeunes ont besoin de pratique avant que leurs matchs de #lutte ne comptent vraiment. \n#Nature #EnvironnementCanada #EnvironnementCan #Faune #Fun","environnementcan","[]","2017-01-23T08:08:02","[]",false,"[""wapitis"",""lutte"",""nature"",""environnementcanada"",""environnementcan"",""faune"",""fun""]",3913646610
9,1434837194765618700,,"GraphImage","https://instagram.fyvr3-1.fna.fbcdn.net/vp/c82fb96f6e8e2484d7e9470d3a83edd6/5AD87AB5/t51.2885-15/e35/25018311_152681502158572_7459258964992065536_n.jpg","BPpkNOYhc22",0,"2017-01-24_05-52-24","« Je suis en amour avec ce bâton et je me fiche qui le sait! » s’exclame cette mule en mal du printemps.\n\nC’est amusant de s’imaginer que cette chevrette chante à tue-tête, mais notre #biologiste affirme qu’elle ne faisait que casser la croûte.\n\n#Mule #Chevreuil #Faune #EnvironnementCan #EnvironnementCanada","environnementcan","[]","2017-01-24T05:52:24","[]",false,"[""biologiste"",""mule"",""chevreuil"",""faune"",""environnementcan"",""environnementcanada""]",3913646610
13,1435629763317553400,,"GraphImage","https://instagram.fyvr3-1.fna.fbcdn.net/vp/a690de41d0089b60cd872171b328aa86/5AD83798/t51.2885-15/e35/24327210_216615895547520_2182892191611879424_n.jpg","BPsYanXhVl0",0,"2017-01-25_08-07-05","Ce magnifique wapiti mâle va bientôt perdre ses bois! Ceci peut sembler tragique, mais ne vous inquiétez pas… des bois encore plus gros vont repousser. \n#EnvironnementCanada #EnvironnementCan #Faune #MercrediFaune","environnementcan","[]","2017-01-25T08:07:05","[]",false,"[""environnementcanada"",""environnementcan"",""faune"",""mercredifaune""]",3913646610
18,1436427607607609000,,"GraphImage","https://instagram.fyvr3-1.fna.fbcdn.net/vp/7de3f72d8224902fd2f4d57865a7d7d4/5ADE376D/t51.2885-15/e35/25017321_779054055617194_904650134082551808_n.jpg","BPvN0xxBAcl",1,"2017-01-26_10-32-16","« Chut, je crois qu’on nous a repérés. »\n\nCes anticlocapres forment un groupe très enthousiaste et rapide! Seul un guépard peut distancer ces démons de la course. Heureusement, un océan les sépare! 😰\n\n#Faune #Nature #VieSauvage #FauneCanadienne #EnvironnementCanada #EnvironnementCan #Biologie #PhotoDuJour","environnementcan","[]","2017-01-26T10:32:16","[]",false,"[""faune"",""nature"",""viesauvage"",""faunecanadienne"",""environnementcanada"",""environnementcan"",""biologie"",""photodujour""]",3913646610
17,1437068532851695600,,"GraphImage","https://instagram.fyvr3-1.fna.fbcdn.net/vp/4a94aaa32dc8a6fd2b906cfac2661e0c/5AFB3B95/t51.2885-15/e35/25007177_1966432166968223_4636266373960433664_n.jpg","BPxfjd6hF-R",0,"2017-01-27_07-45-40","Psssst…Vous devez déjà le savoir, mais… nous sommes un peu obsédés par les #hiboux 🦉 TOUS LES HIBOUX-HOU-HOU! (Comment ne pas l’être?) Nous avons pensé vous montrer cette photo d’un #Harfang des neiges qui se repose sur une balle de #foin. Il n’y a rien là!\n\n#PhotoDuJour #EnvironnementCanada #EnvironnementCan #Faune #Animaux #Adorable","environnementcan","[]","2017-01-27T07:45:40","[]",false,"[""hiboux"",""harfang"",""foin"",""photodujour"",""environnementcanada"",""environnementcan"",""faune"",""animaux"",""adorable""]",3913646610
8,1439250874093594400,,"GraphImage","https://instagram.fyvr3-1.fna.fbcdn.net/vp/ba4430c3bb455cb737e8a858ed53b7a3/5AE09877/t51.2885-15/e35/25011384_2065217210426372_396468431093760_n.jpg","BP5PwtlBOdH",1,"2017-01-30_08-01-35","#PrendLaPose. Cette #Chevêche des terriers fait de son mieux pour imiter la splendeur de notre bon ami le Plongeon #huard illustré sur le panneau sur lequel elle est perchée.\n\nCe petit #oiseau vit dans l’une des 54 réserves nationales de faune du #Canada, où des habitats importants de plantes, d’animaux et d’humains sont protégés. \n#AiresProtégées #RéservesNationalesDeFaune #EnvironnementCanada #EnvironnementCan","environnementcan","[]","2017-01-30T08:01:35","[]",false,"[""prendlapose"",""chevêche"",""huard"",""oiseau"",""canada"",""airesprotégées"",""réservesnationalesdefaune"",""environnementcanada"",""environnementcan""]",3913646610
6,1439940355461263600,,"GraphImage","https://instagram.fyvr3-1.fna.fbcdn.net/vp/79f11fedae568c735e9ba3ad080d53f2/5AEE6386/t51.2885-15/e35/24331586_1760944823947244_2832235321997918208_n.jpg","BP7sh_JBLEF",0,"2017-01-31_06-51-28","Paul, biologiste et Regina, technicienne de la faune ont la chance inouïe de travailler au bureau de Goose Bay. En février dernier (2016), ils ont pu visiter la communauté inuite de Makkovik où ils ont organisé des ateliers communautaires concernant l’identification des ailes d’oiseaux. Il s’agit d’un projet d’#intendance mené en collaboration avec le gouvernement Nunatsiavut qui s’inspire d’un projet intitulé « Enquête nationale sur les prises ». #Paysage #Hiver #RetourEnArrière #Majestueux","environnementcan","[]","2017-01-31T06:51:28","[]",false,"[""intendance"",""paysage"",""hiver"",""retourenarrière"",""majestueux""]",3913646610
13,1440703491139222800,,"GraphImage","https://instagram.fyvr3-1.fna.fbcdn.net/vp/d8c3b13112c17c01e57918edcff5993a/5AE9DB41/t51.2885-15/e35/25015066_1550085531737421_3345327839053348864_n.jpg","BP-aDEoBL0_",0,"2017-02-01_08-07-41","En avez-vous entendu parlé? Le Canada sera le pays hôte de la journée mondiale de l'environnement le 5 juin 2017!! SUPER!! Inscrivez l'événement à votre calendrier, on l'a déjà inscrit au nôtre! 🙃\n\n#journéemondialedelenvironnement #Environnement #EnvironnementCan #EnvironnementCanada #Nature #ConnexionNature #PatrimoineNaturel #Canada150","environnementcan","[]","2017-02-01T08:07:41","[]",false,"[""journéemondialedelenvironnemen"",""environnement"",""environnementcan"",""environnementcanada"",""nature"",""connexionnature"",""patrimoinenaturel"",""canada150""]",3913646610
9,1441413053089799200,,"GraphImage","https://instagram.fyvr3-1.fna.fbcdn.net/vp/2e62b83d32fa93f697da91c346df78ae/5AF08EF1/t51.2885-15/e35/25006263_136495313721887_7940211460087480320_n.jpg","BQA7YjsB1xG",0,"2017-02-02_07-37-27","Un magnifique lever de soleil reflété sur la glace 😍 « C’était un beau matin à Makkovik où il faisait -40oC. » 😰  Pendant les mois d’hiver, les collectivités de la côte nord du Labrador effectuent la transition vers les #Motoneiges comme moyen de transport au sein de leurs communautés. Les glaces de mer deviennent également un autre type de routes qui permettent aux résidents de se promener entre les cabanes et les communautés. Le transport par #motoneige continue jusqu’à la débâcle des glaces au printemps.\n\nLe fait de pouvoir visiter des régions magnifiques au Labrador est l’un des meilleurs aspects de notre travail. – Regina, membre de l’équipe du SCF\n\n#ServiceCanadienDeLaFaune #Faune #Hiver #PaysagesDhiver #IlFaitFroid #VieDeBiologiste #Biologistes #EnvironnementCanada #EnvironnementCan","environnementcan","[]","2017-02-02T07:37:27","[]",false,"[""motoneiges"",""motoneige"",""servicecanadiendelafaune"",""faune"",""hiver"",""paysagesdhiver"",""ilfaitfroid"",""viedebiologiste"",""biologistes"",""environnementcanada"",""environnementcan""]",3913646610
10,1442099931615019800,,"GraphImage","https://instagram.fyvr3-1.fna.fbcdn.net/vp/0fc7b3d3cb36811a2207a333344dbdf1/5AFD24F8/t51.2885-15/e35/25013833_1809425899128174_4333854870495821824_n.jpg","BQDXj9Kh0Lw",0,"2017-02-03_06-22-10","Beau souvenir des petites heures du matin au Labrador. Le #brouillard se dissipe à mesure que le #soleil se lève pendant le Relevé des #oiseaux nicheurs de 2016. Plusieurs #Parulines, Grives et oiseaux de rivage chantaient à tue-tête ce matin-là.\n\n#TerreNeuveLabrador #Faune #EnvironnementCanada #EnvironnementCan #Biologistes #ServiceCanadienDeLaFaune","environnementcan","[]","2017-02-03T06:22:10","[]",false,"[""brouillard"",""soleil"",""oiseaux"",""parulines"",""terreneuvelabrador"",""faune"",""environnementcanada"",""environnementcan"",""biologistes"",""servicecanadiendelafaune""]",3913646610
6,1444325377676948700,,"GraphImage","https://instagram.fyvr3-1.fna.fbcdn.net/vp/3755271b0f776fda541e63399cdc011d/5AED8F20/t51.2885-15/e35/24839035_141114933214692_3440325884211363840_n.jpg","BQLRkdUhDT3",0,"2017-02-06_08-03-43","« Un beau matin au Labrador l'été dernier. Un matin qui s’est avéré être l’un des matins les plus chauds depuis plusieurs semaines. J’ai enlevé mes mitaines et ma tuque à la halte no10. Il faisait 15oC. » - Regina, Service canadien de la faune\n\n#SansFiltre #Canada #ClimatCanadien #ServiceCanadienDeLaFaune #EnvironnementCanada #EnvironnementCan","environnementcan","[]","2017-02-06T08:03:43","[]",false,"[""sansfiltre"",""canada"",""climatcanadien"",""servicecanadiendelafaune"",""environnementcanada"",""environnementcan""]",3913646610
9,1445120015614817300,,"GraphImage","https://instagram.fyvr3-1.fna.fbcdn.net/vp/062b158b7883d812a53bfc00ed928820/5AEC8526/t51.2885-15/e35/25005885_507730436264444_5173229971354681344_n.jpg","BQOGP9khzPe",0,"2017-02-07_10-22-32","""À la fin de la journée, après avoir accompli tout notre travail, nous avons pu jouir du magnifique coucher de soleil au Labrador depuis la cabane où nous restions pour la nuit. Le travail sur le terrain a ses avantages!"" Quel beau souvenir de l'été!","environnementcan","[]","2017-02-07T10:22:32","[]",false,"[]",3913646610
12,1445733637130815200,,"GraphImage","https://instagram.fyvr3-1.fna.fbcdn.net/vp/1ed2a67c90d305c2f63eb6312902fbb9/5AE17C5A/t51.2885-15/e35/25007489_388280471600687_8722079147876155392_n.jpg","BQQRxVJBAd9",0,"2017-02-08_06-41-41","Croyez-le ou non, ce magnifique paysage est #canadien. Cette photo a été prise à la réserve #écologique des îles Gannet à Terre-Neuve.\n\nPendant les mois de juillet et d’août, ces îles bourgeonnent d’activités. Il est assez impressionnant de voir des milliers d’#oiseaux marins. Il s’agit définitivement d’un privilège pour nos #biologistes de considérer cet endroit leur bureau lors de la saison de travail sur le terrain.\n\n#SansFiltre #PaysageCanadien #Canada #OiseauxMarins #AireProtégée #FauneCanadienne #EnvironnementCanada","environnementcan","[]","2017-02-08T06:41:41","[]",false,"[""canadien"",""écologique"",""oiseaux"",""biologistes"",""sansfiltre"",""paysagecanadien"",""canada"",""oiseauxmarins"",""aireprotégée"",""faunecanadienne"",""environnementcanada""]",3913646610
13,1446546189855423000,,"GraphImage","https://instagram.fyvr3-1.fna.fbcdn.net/vp/97d163bac1821bd03124626cdab2e224/5ADA0F24/t51.2885-15/e35/24838350_1991419647805664_121858710497656832_n.jpg","BQTKhh1hvn1",0,"2017-02-09_09-36-05","Clignez des yeux et il sera déjà parti! Ce héron a fait de son mieux pour attraper son goûter avant de s’éclipser. Nous sommes bien contents que nos friandises n’aient pas de jambes pour s’enfuir.\n\n#Héron #Ornithologie #FauneCanadienne #Oiseaux #EnvironnementCanada #EnvironnementCan","environnementcan","[]","2017-02-09T09:36:05","[]",false,"[""héron"",""ornithologie"",""faunecanadienne"",""oiseaux"",""environnementcanada"",""environnementcan""]",3913646610
9,1447340203219316000,,"GraphImage","https://instagram.fyvr3-1.fna.fbcdn.net/vp/4aeba0ce438a2ac31568d590b6052288/5AEBBC45/t51.2885-15/e35/25005645_830588807121166_1182757753353928704_n.jpg","BQV_D8aB20g",0,"2017-02-10_11-53-39","Ce cheval est peut-être « nez » pour mesurer la quantité d’eau, mais nous préférons faire appel à nos experts. Nicole, hydrographe, dirige un relevé hydrologique sur les rives de la rivière Homathko, en Colombie-Britannique.\n\n#FemmesDeScience #fieldwork #SciCan #Hydrographe #EnvironnementCan #EnvironnementCanada #Chevaux #Science #ScienceEtTechnologie","environnementcan","[]","2017-02-10T11:53:39","[]",false,"[""femmesdescience"",""fieldwork"",""scican"",""hydrographe"",""environnementcan"",""environnementcanada"",""chevaux"",""science"",""scienceettechnologie""]",3913646610
20,1447867145047628000,,"GraphImage","https://instagram.fyvr3-1.fna.fbcdn.net/vp/3d99860b52767e251fa8f1901b39e8eb/5AE86416/t51.2885-15/e35/25008840_146091132629712_6341180258019966976_n.jpg","BQX239Ohdjn",1,"2017-02-11_05-20-35","Le 11 février marque la Journée internationale des femmes et des filles de science! Nous avons l’honneur de travailler avec des scientifiques plus que géniales, incluant ces trois femmes! Jesse, Marianna et Sara sont des météorologistes qui travaillent au Centre de prévisions de tempêtes des Prairies et de l’Arctique. Elles sont diplômées du Programme des sciences atmosphériques de l'Université de l'Alberta. Impressionnant  n’est-ce pas !!??? 🤗\n\n#FemmesDeScience #ScienceEtTechnologie #météorologues #Météo #Météorologie #EnvironmentCan #EnvironnementCanada","environnementcan","[]","2017-02-11T05:20:35","[]",false,"[""femmesdescience"",""scienceettechnologie"",""météorologues"",""météo"",""météorologie"",""environmentcan"",""environnementcanada""]",3913646610
9,1448010206616721200,,"GraphImage","https://instagram.fyvr3-1.fna.fbcdn.net/vp/c861f390eaff71834af55d681bea5916/5ADB3811/t51.2885-15/e35/24327875_363037114155977_2805613620048691200_n.jpg","BQYXZxsh5cP",0,"2017-02-11_10-04-49","Deux grandes amies : La biologiste Judith Kennedy du Service canadien de la faune, et Carlitos, sa Paruline du Canada géante.\n\n#FemmesDesSciences #CdnSci #OiseauxMigrateurs","environnementcan","[]","2017-02-11T10:04:49","[]",false,"[""femmesdessciences"",""cdnsci"",""oiseauxmigrateurs""]",3913646610
9,1449409219853032000,,"GraphImage","https://instagram.fyvr3-1.fna.fbcdn.net/vp/80a211d679dfe6394aa2aead29a1d709/5AE3A8F6/t51.2885-15/e35/24327550_129876327692635_424499801439076352_n.jpg","BQdVgGThBpW",0,"2017-02-13_08-24-25","Voici une photo de notre deuxième 🏡, les bureaux d’Eastgate à Edmonton (notre siège social est à Gatineau, au Québec). Le bâtiment a obtenu une certification LEED, catégorie or, en matière de santé humaine et environnementale. Le Service canadien de la faune, le Centre de prévisions de tempêtes des Prairies et de l’Arctique, le Centre météorologique canadien pour l’aviation et le Service de la qualité de l’air travaillent tous à partir de ce bâtiment.\n\n#BatimentLeed #Météo #Durabilité #DéveloppementDurable #écologique #Éco #CertificationLeed #EnvironnementCan #EnvironnementCanada","environnementcan","[]","2017-02-13T08:24:25","[]",false,"[""batimentleed"",""météo"",""durabilité"",""développementdurable"",""écologique"",""éco"",""certificationleed"",""environnementcan"",""environnementcanada""]",3913646610
