status_id,status_message,link_name,status_type,status_link,status_published,num_reactions,num_comments,num_shares,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys,num_special
1498541586883867_1743710819033608,Le meilleur de 2017 : Décompte de nos publications préférées de l'année!,Pêches et Océans Canada,photo,https://www.facebook.com/PechesOceansCanada/photos/a.1539239129480779.1073741828.1498541586883867/1630726703665354/?type=3,2017-12-29 13:47:00,2,0,1,2,0,0,0,0,0,0
1498541586883867_1744696882268335,"Nous avons une application pour ça! En collaboration avec le zoo de Toronto, le MPO a mis au point une application gratuite sur les moules appelée « Clam Counter ». L’application offre des renseignements sur toutes les espèces de moules au Canada, dont certaines sont considérées comme des espèces en péril. Vous pouvez obtenir des renseignements sur la manière d’identifier les moules ou simplement obtenir la liste des espèces qui peuvent se trouver dans un lac ou une rivière à proximité. Vous pouvez également déclarer la découverte de moules afin de nous aider à en apprendre davantage sur nos moules et à protéger celles-ci. Téléchargez l'application ici :
Apple : http://ow.ly/d9Qh30hoKCv
Android : http://ow.ly/NK6F30hoKHk",,photo,https://www.facebook.com/PechesOceansCanada/photos/a.1539239129480779.1073741828.1498541586883867/1744696515601705/?type=3,2017-12-29 11:00:00,2,0,0,2,0,0,0,0,0,0
1498541586883867_1743707555700601,"Cet été, plusieurs de nos scientifiques ont participé au relevé de poissons près du littoral à Darnley Bay dans les Territoires du Nord-Ouest, où ils ont pris des photos de quelques magnifiques animaux vivant dans la zone de protection marine (ZPM) d’Anguniaqvia niqiqyuam. Il s’agit de la première ZPM avec des objectifs de conservation s’appuyant sur le savoir autochtone et traditionnel. http://ow.ly/vxLN30hnM0w",Anguniaqvia niqiqyuam,video,https://www.facebook.com/PechesOceansCanada/videos/1743707555700601/,2017-12-28 10:40:00,8,0,1,7,0,1,0,0,0,0
1498541586883867_1743704139034276,Notre hydrographe Scott Youngblut dévoile comment la cartographie du fond marin Arctique améliore la sécurité maritime 🚢: http://ow.ly/gPD330hnLNx,Scott Youngblut,video,https://www.facebook.com/PechesOceansCanada/videos/1743704139034276/,2017-12-28 09:35:00,4,0,2,4,0,0,0,0,0,0
1498541586883867_1743701409034549,Le meilleur de 2017 : Décompte de nos publications préférées de l'année!,Pêches et Océans Canada,photo,https://www.facebook.com/PechesOceansCanada/photos/a.1539239129480779.1073741828.1498541586883867/1626283937442964/?type=3,2017-12-27 13:34:00,3,0,0,3,0,0,0,0,0,0
1498541586883867_1743698965701460,"Voici tous nos amis à fourrure repérés par voie aérienne lors d’un relevé de phoques au large du nord de Terre-Neuve-et-Labrador. Combien en comptez-vous? 
http://ow.ly/FAy630hnLv1",Arctic Flyover,video,https://www.facebook.com/PechesOceansCanada/videos/1743698965701460/,2017-12-27 08:49:00,6,0,1,6,0,0,0,0,0,0
1498541586883867_1743698189034871,Le meilleur de 2017 : Décompte de nos publications préférées de l'année!,Pêches et Océans Canada,video,https://www.facebook.com/PechesOceansCanada/videos/1568780703193288/,2017-12-26 13:29:00,3,0,0,2,1,0,0,0,0,0
1498541586883867_1743696852368338,"C'est le Mois de la science dans l'Arctique! L'été dernier, un système de câbles sous-marins a été installé dans le passage du Nord-Ouest afin d'aider les scientifiques à mesurer l'épaisseur de la glace ainsi que la température de l'eau, à faire la surveillance acoustique passive et bien plus encore! Le câble de 8 km est relié à un ordinateur sur terre qui communique directement à l'Institut océanographique de Bedford, à Dartmouth, en Nouvelle-Écosse. Ce système permet de recueillir des données importantes en temps réel – même lorsque la glace est d'une épaisseur de 4 m! http://ow.ly/BeDW30hnLkA",Cable sous-marin,video,https://www.facebook.com/PechesOceansCanada/videos/1743696852368338/,2017-12-26 10:47:00,4,0,0,3,1,0,0,0,0,0
1498541586883867_1743688832369140,"Les narvals se déplacent toujours! Nos chercheurs continuent de suivre les déplacements des narvals auxquels on a fixé des émetteurs satellites au large des côtes du Nunavut. On voit sur cette carte leurs déplacements au cours du mois de novembre. Visualisez la carte interactive dans son ensemble :
http://ow.ly/oDN030hnHAx",,photo,https://www.facebook.com/PechesOceansCanada/photos/a.1539239129480779.1073741828.1498541586883867/1743688695702487/?type=3,2017-12-25 10:17:00,24,1,18,21,3,0,0,0,0,0
1498541586883867_1743682065703150,,,photo,https://www.facebook.com/PechesOceansCanada/photos/a.1539239129480779.1073741828.1498541586883867/1743681942369829/?type=3,2017-12-25 09:00:00,23,0,3,20,0,0,3,0,0,0
1498541586883867_1744672432270780,"Voici nos jouets privilégiés! Ce sont les outils dont nous avons besoin pour aider nos poissons à être sains 🐟
http://ow.ly/RfW030hoIx5",Outils pour poisson,video,https://www.facebook.com/PechesOceansCanada/videos/1744672432270780/,2017-12-22 13:05:00,3,0,0,3,0,0,0,0,0,0
1498541586883867_1751861024885254,Les nouveaux refuges marins au large du Nunavut permettront de protéger les habitats ainsi que toute source importante d’alimentation des narvals évoluant dans ces zones http://ow.ly/k6kp30htg1C,,video,https://www.facebook.com/PechesOceansCanada/videos/1751853198219370/,2017-12-28 12:58:02,2,0,0,1,1,0,0,0,0,0
1498541586883867_1743667252371298,"Nous sommes fiers d’annoncer la création de 7 nouveaux refuges marins au large du Nunavut et de Terre-Neuve-et-Labrador. Ces sites vont protéger les espèces benthiques, telles que le corail, l’éponge ou la morue franche, ainsi que les habitats clés pour le frai, la croissance et l’alimentation de plusieurs espèces aquatiques ow.ly/VUZi100TzFl",,photo,https://www.facebook.com/PechesOceansCanada/photos/a.1539239129480779.1073741828.1498541586883867/1743667159037974/?type=3,2017-12-21 15:50:00,7,0,1,5,2,0,0,0,0,0
1498541586883867_1739919939412696,"Quand vous aurez un moment pendant les Fêtes, faites une pause pour apprendre de nouveaux termes scientifiques. Notre personnel des Sciences à Terre-Neuve-et-Labrador vous les expliquent avec passion.",Termes scientifiques,video,https://www.facebook.com/PechesOceansCanada/videos/1739919939412696/,2017-12-21 13:15:01,4,0,0,4,0,0,0,0,0,0
1498541586883867_1739910412746982,"Nous sommes partout! En 2017, les agents des pêches du Centre et de l’Arctique canadien ont augmenté, de 350 %, le temps qu’ils consacrent aux patrouilles des zones de protection marine (ZPM). Au moyen de navires, d’avions de surveillance et d’hélicoptères, nos agents ont parcouru près de 5 000 km en 28 jours pour assurer le respect des règlements dans les ZPM d’Anguniaqvia niqiqyuam et de Tarium Niryutait et dans d’autres étendues d’eau. Apprenez davantage sur la carrière d’agent des pêches. http://ow.ly/7Vr930hinhL",,photo,https://www.facebook.com/PechesOceansCanada/photos/a.1539239129480779.1073741828.1498541586883867/1739910262746997/?type=3,2017-12-21 09:45:00,5,0,1,4,1,0,0,0,0,0
