id,full_text,retweet_count,favorite_count,created_at
953348773312368641,"Super suggestion @environnementca. Voici certaines des mesures prises pour protéger nos océans &amp; nos côtes: https://t.co/f2ZNu7uFTF 
https://t.co/xan6PeKHJS",0,0,2018-01-16 19:30:34
953299646746685440,Le béluga plonge à des profondeurs de plus de 1000 mètres et utilise l'écholocation pour naviguer dans l’obscurité https://t.co/miMv8T7HIz https://t.co/sr8utoYFbp,0,0,2018-01-16 16:15:21
953043326894333953,"RT @GouvCanNord: Étant donné l'intérêt marqué envers le nouveau Cadre stratégique du 🇨🇦 pour l'Arctique, la date limite pour soumettre des…",19,0,2018-01-15 23:16:50
952968684011769860,Nous protégeons désormais plusieurs sites de la côte Ouest à titre d’habitats essentiels pour l’ormeau nordique menacé https://t.co/AZ3xeRxTe4 https://t.co/jGDJPxokYt,1,0,2018-01-15 18:20:14
952962533148778497,"L’été dernier, un système de câbles sous-marins a été installé dans le passage Nord-Ouest pour aider les scientifiques à mesurer l'épaisseur de la glace et la température de l'eau, à faire la surveillance acoustique passive, etc. : https://t.co/Rc5iHWgO9D https://t.co/KcbcvcW5uB",2,2,2018-01-15 17:55:47
951842530370445313,Nous protégeons le chabot des montagnes Rocheuses dans certaines parties de l’Alberta en désignant comme habitats essentiels certains secteurs des bassins versants des rivières St. Mary &amp; Milk. https://t.co/Zmso1SPqKD https://t.co/wq2UAdg77N,1,0,2018-01-12 15:45:18
951566979302912002,Nous continuons à travailler avec nos partenaires pour être prêts lors du retour éventuel dans la région des #Baleinenoire au printemps https://t.co/aX9AdMzXYQ,4,2,2018-01-11 21:30:21
951487701555007489,Nous protégeons désormais des zones dans le comté de Norfolk et du lac Érié pour sauvegarder le dard de sable https://t.co/UxjGpuug7c https://t.co/j2255jUuLL,0,0,2018-01-11 16:15:20
951216814213779457,Nous sommes heureux de collaborer avec @Transports_gc pour faire progresser le #PlandeProtectiondesOcéans: https://t.co/gV4rloeew1  https://t.co/mE6iOqKz2v,0,1,2018-01-10 22:18:55
951137921972785154,Nous protégeons désormais trois zones humides du lac Érié essentielles pour conserver le lépisosté tacheté: https://t.co/tSquHjBO7x https://t.co/Sv2jkuGuvF,3,2,2018-01-10 17:05:26
950850429230944257,"Un travail si important, @ParcsCanada! Voici comment nous contribuons à la conservation et à la protection de nos océans : https://t.co/rtNjT0ZaOZ https://t.co/F5HV9iHyxu",1,4,2018-01-09 22:03:02
950775535415824385,"Cette semaine, partager avec nous vos photos préférées d’une des côtes du Canada #MaRive 📷 #FéerieHivernale https://t.co/ZQvGr94TbX",1,1,2018-01-09 17:05:26
949346053828038656,"Les côtes du Canada sont exceptionnelles à chaque saison, surtout en hiver! Affichez votre photo préférée avec #MaRive 📷#FéerieHivernale https://t.co/B47093plno",4,3,2018-01-05 18:25:11
