Unnamed: 0,id,date_published,link,caption_original,caption_cleaned,hashtags,num_shares,num_likes,Reactions_SUM,language,average_sentiment_score,sentiment,account_name,words_matched_list,matched_keywords,category
662,869262213575475200,2017-05-29 18:40:36,"['https://t.co/XgkTgriK', 'https://t.co/cRxOT1r373']",Que recèle cette mystérieuse installation du MPO à West Van? Rendez-vous à notre réunion portes ouvertes le 10 juin! https://t.co/XgkTgriK0D https://t.co/cRxOT1r373,Que le cette rieuse installation du MPO West Van Rendez vous notre union portes ouvertes le 10 juin https co XgkTgriK0D https co cRxOT1r373,[],1,0,1,fr,0.0,Neutral,MPO_Pacifique_tweeter,"['or', 'vert']",['mpo'],Environmental
663,885192031739498496,2017-07-12 17:40:01,[],RT @MPO_Science: A. Schulze &amp; P. Van Buren du MPO à bord du @canada_c3 aujourd’hui. Rencontrez les chercheurs du MPO de l’expédition: https…,RT Schulze amp Van Buren du MPO bord du hui Rencontrez les chercheurs du MPO de dition,[],1,0,1,fr,0.0,Neutral,MPO_Pacifique_tweeter,['or'],"['mpo', 'mpo']",Environmental
664,905846550215131136,2017-09-07 17:33:42,['https://t.co/mOPVLyMWVS\xe2\x80\xa6'],"RT @MPO_DFO: Fiers d’annoncer 1,3 M$ pour enlever les navires abandonnés &amp; les épaves des ports pour petits bateaux https://t.co/mOPVLyMWVS…",RT Fiers annoncer pour enlever les navires amp les paves des ports pour petits bateaux https co,[],1,0,1,fr,0.0,Neutral,MPO_Pacifique_tweeter,"['eau', 'or']",[],unknown
665,898580742761979905,2017-08-18 16:21:58,['https://t.co/e12\xe2\x80\xa6'],RT @MPO_Science: On se sert d’un engin téléguidé pour étudier les récifs fragiles et uniques profondeur au large de la #CB https://t.co/e12…,RT se sert un engin pour tudier les cifs fragiles et uniques profondeur au large de la CB https co,['#CB'],1,0,1,fr,0.21428571428571427,Neutral,MPO_Pacifique_tweeter,,[],unknown
666,914946898695528449,2017-10-02 20:15:14,"['https://t.co/sUvgdnW7Ae', 'https://t.co/RtUeGpKkFA']",Nous avons exploré les récifs d'éponges siliceuses dans le passage Chatham au large de la côte nord-ouest de la C-B. https://t.co/sUvgdnW7Ae https://t.co/RtUeGpKkFA,Nous avons les cifs ponges siliceuses dans le passage Chatham au large de la te nord ouest de la https co sUvgdnW7Ae https co RtUeGpKkFA,[],1,0,1,fr,0.21428571428571427,Neutral,MPO_Pacifique_tweeter,"['or', 'ice']",[],unknown
667,890224664785686528,2017-07-26 14:57:54,[],"RT @environnementca: .@MPO_DFO à une nouvelle page Facebook avec du contenu sur les #pêches, la #science et les #MammifèresMarins! 🐟🌊 https…",RT environnementca une nouvelle page Facebook avec du contenu sur les la science et les resMarins,"['#p', '#science', '#Mammif']",1,0,1,fr,0.0,Neutral,MPO_Pacifique_tweeter,['environnement'],"['#science', '#science']",Environmental
668,938143581222653952,2017-12-05 20:30:34,['https://t.co/51oVaaNWQI'],Regardez la nouvelle vidéo de @Fishingwithrod où le biologiste Matt Townsend du @MPO_DFO explique le processus d'étiquetage du #saumon kéta sur la rivière Chilliwack en #CB (angl. seul.) https://t.co/51oVaaNWQI,Regardez la nouvelle de Fishingwithrod le biologiste Matt Townsend du explique le processus tiquetage du saumon ta sur la Chilliwack en CB angl seul https co 51oVaaNWQI,"['#saumon', '#CB']",0,1,1,fr,0.0,Neutral,MPO_Pacifique_tweeter,,[],unknown
669,862778079374172160,2017-05-11 21:14:58,['https://t.co/XHxgLclM3'],Joingez-nous @GCC_CCG pour  la Black Press Extreme Career Fair  #Langley aujourd'hui de 10 à 18h #GCCFière https://t.co/XHxgLclM39,Joingez nous pour la Black Press Extreme Career Fair Langley aujourd hui de 10 18h https co XHxgLclM39,"['#Langley', '#GCCFi']",1,0,1,fr,0.1361111111111111,Neutral,MPO_Pacifique_tweeter,['air'],[],unknown
670,897585509605662720,2017-08-15 22:27:16,['https://t.co\xe2\x80\xa6'],"RT @MPO_Science: Dès demain, la chercheuse Anya Dunham mènera une étude sur de rares récifs d’éponges siliceuses du #Pacifique https://t.co…",RT demain la chercheuse Anya Dunham nera une tude sur de rares cifs ponges siliceuses du Pacifique https,['#Pacifique'],1,0,1,fr,0.0,Neutral,MPO_Pacifique_tweeter,['ice'],[],unknown
671,946464330970787845,2017-12-28 19:34:15,"['https://t.co/82Vr5Dv25q', 'https://t.co/NS7sJ3P4lN']",Le #détroitdeGéorgie et la #baieHowe comportent 9 aires de conservation des récifs d'éponges siliceuses. Les activités de pêche de fond sont interdites dans ces zones. Évitez de jeter l'ancre car cela pourrait endommager les éponges siliceuses vulnérables. https://t.co/82Vr5Dv25q https://t.co/NS7sJ3P4lN,Le orgie et la baieHowe comportent aires de conservation des cifs ponges siliceuses Les de de fond sont interdites dans ces zones vitez de jeter ancre car cela pourrait endommager les ponges siliceuses rables https co 82Vr5Dv25q https co NS7sJ3P4lN,"['#d', '#baieHowe']",0,1,1,fr,0.0,Neutral,MPO_Pacifique_tweeter,"['conservation', 'or', 'ice', 'air']",['conservation'],Environmental
672,893137187348393989,2017-08-03 15:51:13,[],"RT @MPO_Science: Rosettes, filets &amp; flotteurs, quelques-uns des outils qui nous aident à surveiller l’évolution de l’océan #Pacifique https…",RT Rosettes filets amp flotteurs quelques uns des outils qui nous aident surveiller volution de Pacifique,['#Pacifique'],1,0,1,fr,0.0,Neutral,MPO_Pacifique_tweeter,,[],unknown
673,896045170894024706,2017-08-11 16:26:31,[],RT @MPO_Science: Sarah Zimmermann du MPO décrit la contribution du Canada au projet international de surveillance de l’océan Arctique https…,RT Sarah Zimmermann du MPO crit la contribution du Canada au projet international de surveillance de Arctique,[],1,0,1,fr,0.0,Neutral,MPO_Pacifique_tweeter,['mer'],"['mpo', 'projet']",Environmental
674,943564478502920192,2017-12-20 19:31:16,['https://t.co\xe2\x80\xa6'],RT @salledepresseGC: .@MPO_DFO Risque minime de transfert du VNHI du poisson d’élevage à celui sauvage aux îles Discovery (BC) https://t.co…,RT salledepresseGC Risque minime de transfert du VNHI du poisson levage celui sauvage aux les Discovery BC https,[],1,0,1,fr,0.0,Neutral,MPO_Pacifique_tweeter,,[],unknown
675,862436203907383296,2017-05-10 22:36:28,['https://t.co/D2Ig0gYdp'],RT @canada150e: Un pont transformé en écran de cinéma? Vivez l'expérience UNINTERRUPTED cet été. https://t.co/D2Ig0gYdpd #Canada150 https:/…,RT canada150e Un pont en cran de Vivez rience UNINTERRUPTED cet https co D2Ig0gYdpd Canada150 https,['#Canada150'],1,0,1,es,0.0,Neutral,MPO_Pacifique_tweeter,,['#canada150'],Social
676,862434963328831489,2017-05-10 22:31:33,"['https://t.co/iryPj9AvjX', 'https://t.co/aEQjm8HwbW']",Soyez conscient des marées lorsque vous naviguez! https://t.co/iryPj9AvjX #SécuritéNautique #SoyezPrudent 🌊⛵ https://t.co/aEQjm8HwbW,Soyez conscient des es lorsque vous naviguez https co iryPj9AvjX Nautique SoyezPrudent https co aEQjm8HwbW,"['#S', '#SoyezPrudent']",1,0,1,fr,0.0,Neutral,MPO_Pacifique_tweeter,['or'],[],unknown
677,940673119743823891,2017-12-12 20:02:03,[],RT @MPO_Science: Félicitons notre chercheur émérite Eddy Carmack à qui on a décerné le Prix international Mohn pour sa remarquable recherch…,RT licitons notre chercheur rite Eddy Carmack qui le Prix international Mohn pour sa remarquable,[],1,0,1,fr,0.0,Neutral,MPO_Pacifique_tweeter,,[],unknown
678,890947848140988416,2017-07-28 14:51:34,['https://t\xe2\x80\xa6'],"RT @MPO_Science: Notre Labo de recherche sur le requin prend au sérieux la Semaine de #requin, étudiant requins &amp; raies de la #CB https://t…",RT Notre Labo de recherche sur le requin prend au rieux la Semaine de requin tudiant requins amp raies de la CB https,"['#requin', '#CB']",1,0,1,fr,0.0,Neutral,MPO_Pacifique_tweeter,,[],unknown
679,895741694603382785,2017-08-10 20:20:36,[],RT @MPO_Science: Nous étions les premiers à explorer ce mont sous-marin dans le Pacifique cet été. Découvrez le mont sous-marin Union https…,RT Nous tions les premiers explorer ce mont sous marin dans le Pacifique cet couvrez le mont sous marin Union,[],1,0,1,fr,0.0,Neutral,MPO_Pacifique_tweeter,['or'],[],unknown
680,895059570967674881,2017-08-08 23:10:05,[],RT @MPO_Science: 388K$ est alloué @PortVancouver pour étudier l’effet de la vitesse de navire sur les baleines (en anglais seulement) https…,RT 388K est PortVancouver pour tudier effet de la vitesse de navire sur les baleines en anglais seulement,[],1,0,1,fr,0.0,Neutral,MPO_Pacifique_tweeter,['or'],[],unknown
681,943200376744005633,2017-12-19 19:24:28,[],"RT @MPO_Science: Nous renforçons nos données sur les vents, les vagues &amp; les courants dans 6 ports du Canada pour la sécurité de la navigat…",RT Nous ons nos es sur les vents les vagues amp les courants dans ports du Canada pour la de la,[],1,0,1,fr,0.0,Neutral,MPO_Pacifique_tweeter,['or'],[],unknown
682,943903365150461953,2017-12-21 17:57:53,[],"RT @MPO_DFO: Les récifs d’éponges siliceuses du détroit d’Hécate &amp; du bassin de la Reine-Charlotte qu’on croyait disparus, sont uniques au…",RT Les cifs ponges siliceuses du troit cate amp du bassin de la Reine Charlotte croyait disparus sont uniques,[],1,0,1,fr,0.0,Neutral,MPO_Pacifique_tweeter,['ice'],[],unknown
683,943556302072176640,2017-12-20 18:58:47,['https://t.co/ND3npnbRPm'],Il nous fait un immense plaisir d’organiser les événements @GirlsFly_Too et @AchieveGirl à l’Institut des sciences de la mer à # Sidney le 3 février. Inscrivez-vous dès maintenant! https://t.co/ND3npnbRPm,Il nous fait un immense plaisir organiser les nements et AchieveGirl Institut des sciences de la mer Sidney le vrier Inscrivez vous maintenant https co ND3npnbRPm,['#'],0,1,1,fr,0.0,Neutral,MPO_Pacifique_tweeter,"['or', 'mer']",['mer'],Environmental
684,890337779607117825,2017-07-26 22:27:22,[],RT @MPO_Science: MAINTENANT: Soyez témoin des premières images du mont sous-marin Dellwood situé à 2.5 km sous la surface de la mer! https:…,RT MAINTENANT Soyez moin des res images du mont sous marin Dellwood km sous la surface de la mer https,[],1,0,1,fr,0.0,Neutral,MPO_Pacifique_tweeter,['mer'],['mer'],Environmental
685,943897439131586561,2017-12-21 17:34:20,[],RT @MPO_DFO: Les récifs d’éponges siliceuses du détroit d’Hécate &amp; du bassin de la Reine-Charlotte – zone de protection marine au large de…,RT Les cifs ponges siliceuses du troit cate amp du bassin de la Reine Charlotte zone de protection marine au large,[],1,0,1,fr,0.21428571428571427,Neutral,MPO_Pacifique_tweeter,"['marine', 'ice']",['marine'],Environmental
686,897896725074984960,2017-08-16 19:03:56,[],RT @MPO_Science: Les données de notre étude sur les récifs d’éponges siliceuses aideront le MPO &amp; ses partenaires à mieux comprendre ces un…,RT Les es de notre tude sur les cifs ponges siliceuses aideront le MPO amp ses partenaires mieux comprendre ces,[],1,0,1,fr,0.0,Neutral,MPO_Pacifique_tweeter,"['ice', 'air']",['mpo'],Environmental
687,727183495731269632,2016-05-02 17:10:30,"['https://t.co/1o5nysV8Q7', 'https://t.co/7XX8kACiSY']","Le vieux pont Port Mann a disparud, m https://t.co/1o5nysV8Q7 ais #SHC a trouvé ses emprientes vagues sous le Fraser https://t.co/7XX8kACiSY",Le vieux pont Port Mann disparud https co 1o5nysV8Q7 ais SHC ses emprientes vagues sous le Fraser https co 7XX8kACiSY,['#SHC'],0,0,0,fr,0.0,Neutral,MPO_Pacifique_tweeter,['or'],[],unknown
688,737739664744943616,2016-05-31 20:16:57,['https://t.co/CkFgmbWVlz'],"Des crevettes capturées illégalement coûtent cher à un commerçant de Vancouver,@MPO_DFO s'efforce d'assurer sécurité https://t.co/CkFgmbWVlz",Des crevettes es galement tent cher un ant de Vancouver efforce assurer https co CkFgmbWVlz,[],0,0,0,fr,0.0,Neutral,MPO_Pacifique_tweeter,['or'],[],unknown
689,909100871811780608,2017-09-16 17:05:12,"['https://t.co/Yv3VOKqmvM', 'https://t.co/V0kQUV84b6']","Avant de partir sur l’eau, assurez-vous que votre navire est en bon état de marche &amp; bien équipée. https://t.co/Yv3VOKqmvM #SécuritéNautique https://t.co/V0kQUV84b6",Avant de partir sur eau assurez vous que votre navire est en bon tat de marche amp bien https co Yv3VOKqmvM Nautique https co V0kQUV84b6,['#S'],0,0,0,fr,0.0,Neutral,MPO_Pacifique_tweeter,['eau'],[],unknown
690,909145005033476096,2017-09-16 20:00:34,"['https://t.co/mJiyTaWycy', 'https://t.co/idV2IinTT6']","Aidez-nous à nettoyer les rives du détroit de Baynes et du chenal Lambert, le 23 au 30 septembre! https://t.co/mJiyTaWycy https://t.co/idV2IinTT6",Aidez nous nettoyer les rives du troit de Baynes et du chenal Lambert le 23 au 30 septembre https co mJiyTaWycy https co idV2IinTT6,[],0,0,0,fr,0.0,Neutral,MPO_Pacifique_tweeter,,[],unknown
691,909484698593845250,2017-09-17 18:30:24,"['https://t.co/Spx4hUzRyQ', 'https://t.co/ALqmAA4TPE']",Vs récoltez mollusques ou crustacés cette fin de semaine? Vérifiez fermetures pour cause de contamination : https://t.co/Spx4hUzRyQ https://t.co/ALqmAA4TPE,Vs coltez mollusques ou cette fin de semaine rifiez fermetures pour cause de contamination https co Spx4hUzRyQ https co ALqmAA4TPE,[],0,0,0,fr,0.0,Neutral,MPO_Pacifique_tweeter,['ami'],['contamination'],Environmental
692,909522538090385411,2017-09-17 21:00:45,"['https://t.co/WeGi6aE6K', 'https://t.co/3Qh7spdFa']",Rappelez-vous de 'respecter les baleines' lorsque vous en voyez une https://t.co/WeGi6aE6K2 https://t.co/3Qh7spdFaD,Rappelez respecter les baleines lorsque voyez https co WeGi6aE6K2 https co 3Qh7spdFaD,[],0,0,0,fr,0.0,Neutral,MPO_Pacifique_tweeter,['or'],[],unknown
693,909843304958889984,2017-09-18 18:15:22,"['https://t.co/eQKOFGT6B', 'https://t.co/yfRZtb2zHk']",Nous nous associons à l'industrie et aux communautaires pour ce grand nettoyage le 23 au 30 sept! https://t.co/eQKOFGT6BD https://t.co/yfRZtb2zHk,Nous nous associons industrie et aux communautaires pour ce grand nettoyage le 23 au 30 sept https co eQKOFGT6BD https co yfRZtb2zHk,[],0,0,0,fr,0.625,Positive,MPO_Pacifique_tweeter,['air'],[],unknown
694,909918703902449664,2017-09-18 23:14:59,"['https://t.co/69uuifNHKG', 'https://t.co/VN8G2DR25R']",Nouvelle fermeture de la récolte de #coquillages due aux biotoxines : sous-secteur 23-10. AP0968 https://t.co/69uuifNHKG https://t.co/VN8G2DR25R,Nouvelle fermeture de la colte de coquillages due aux biotoxines sous secteur 23 10 AP0968 https co 69uuifNHKG https co VN8G2DR25R,['#coquillages'],0,0,0,fr,-0.125,Neutral,MPO_Pacifique_tweeter,['secteur'],[],unknown
695,913462925465194497,2017-09-28 17:58:27,['https://t.co/jNd8kcHdSy'],Voyez les progrès réalisés durant la dernière année pour protéger le saumon sauvage du pacifique. https://t.co/jNd8kcHdSy,Voyez les durant la pour ger le saumon sauvage du pacifique https co jNd8kcHdSy,[],0,0,0,fr,0.0,Neutral,MPO_Pacifique_tweeter,,[],unknown
696,765308166783504385,2016-08-15 22:04:20,[],"Vous aimez pêcher? Aidez-nous à protéger les #saumons. Observez, notez et signalez les infractions au 1-800-465-4336. #saumonFraser",Vous aimez Aidez nous ger les saumons Observez notez et signalez les infractions au 800 465 4336 saumonFraser,"['#saumons', '#saumonFraser']",0,0,0,fr,0.0,Neutral,MPO_Pacifique_tweeter,,[],unknown
697,766750364746080258,2016-08-19 21:35:07,['https://t.co/ps0dhOzPv6'],Le MPO surveille les sites de médias sociaux où il peut y avoir commerce ou troc de produits comestibles de la mer https://t.co/ps0dhOzPv6,Le MPO surveille les sites de dias sociaux il peut avoir commerce ou troc de produits comestibles de la mer https co ps0dhOzPv6,[],0,0,0,fr,0.0,Neutral,MPO_Pacifique_tweeter,"['commerce', 'produits']","['mpo', 'commerce', 'produit', 'mer']",Environmental
698,735892942011936769,2016-05-26 17:58:44,[],La marée rouge &amp; l'empoisonn. par l'acide domoïque des coquillages collectés ds une zone fermée peuvent être mortels,La rouge amp empoisonn par acide que des coquillages ds une zone peuvent mortels,[],0,0,0,fr,0.0,Neutral,MPO_Pacifique_tweeter,['or'],[],unknown
699,735609244838432769,2016-05-25 23:11:25,['https://t.co/cJld9uYf'],Nouvelles fermetures de la récolte de #coquillages dues aux biotoxines : Secteurs 9 &amp; 10. Fermetures en vigueur : https://t.co/cJld9uYfuU,Nouvelles fermetures de la colte de coquillages dues aux biotoxines Secteurs amp 10 Fermetures en vigueur https co cJld9uYfuU,['#coquillages'],0,0,0,fr,0.0,Neutral,MPO_Pacifique_tweeter,['secteur'],['secteur'],Economical
700,765579311101476865,2016-08-16 16:01:46,['https://t.co/1yVo9Ow5fr'],Êtes-vous témoin de pêche illégale? Signalez au 1-800-465-4336 et aidez-nous à protéger le #saumonFraser https://t.co/1yVo9Ow5fr,tes vous moin de gale Signalez au 800 465 4336 et aidez nous ger le saumonFraser https co 1yVo9Ow5fr,['#saumonFraser'],0,0,0,fr,0.0,Neutral,MPO_Pacifique_tweeter,,[],unknown
701,765620749562441729,2016-08-16 18:46:25,['https://t.co/ct4RXPqfsA'],Amende de 20 000 $ pour un pêcheur commercial de #crabe résidant à #Burnaby https://t.co/ct4RXPqfsA,Amende de 20 000 pour un commercial de crabe sidant Burnaby https co ct4RXPqfsA,"['#crabe', '#Burnaby']",0,0,0,fr,0.0,Neutral,MPO_Pacifique_tweeter,['mer'],['commercial'],Economical
702,910203585488670721,2017-09-19 18:07:00,['https://t.co/b9f7qdGdS'],Le programme Seafood Watch de l'Aquarium de Monterey Bay a accordé la cote « bon produit substitutif » au #saumon d'élevage de la C.-B. https://t.co/b9f7qdGdS0,Le programme Seafood Watch de Aquarium de Monterey Bay la cote bon produit substitutif au saumon levage de la https co b9f7qdGdS0,['#saumon'],0,0,0,fr,0.0,Neutral,MPO_Pacifique_tweeter,,['produit'],Economical
703,893834294875107329,2017-08-05 14:01:17,"['https://t.co/JkB2VcHz9P', 'https://t.co/ZwHs9i2ML7']",Vs récoltez mollusques ou crustacés cette fin de semaine? Vérifiez fermetures pour cause de contamination : https://t.co/JkB2VcHz9P #BCDay https://t.co/ZwHs9i2ML7,Vs coltez mollusques ou cette fin de semaine rifiez fermetures pour cause de contamination https co JkB2VcHz9P BCDay https co ZwHs9i2ML7,['#BCDay'],0,0,0,fr,0.0,Neutral,MPO_Pacifique_tweeter,['ami'],['contamination'],Environmental
704,736208339814715392,2016-05-27 14:52:00,['https://t.co/4EilKoXmT5'],Les agents des #pêches utilisent la vidéosurveil/les relevés téléphoniques pour arrêter un pêcheur de crabe https://t.co/4EilKoXmT5,Les agents des utilisent la osurveil les phoniques pour un de crabe https co 4EilKoXmT5,['#p'],0,0,0,fr,0.0,Neutral,MPO_Pacifique_tweeter,,[],unknown
705,908819569124528128,2017-09-15 22:27:24,"['https://t.co/uNCSlRX7Ll', 'https://t.co/6ARyYTnixj']",Nouvelle fermeture de la récolte de #coquillages due aux biotoxines : sous-secteur 14-15. AP0963 https://t.co/uNCSlRX7Ll https://t.co/6ARyYTnixj,Nouvelle fermeture de la colte de coquillages due aux biotoxines sous secteur 14 15 AP0963 https co uNCSlRX7Ll https co 6ARyYTnixj,['#coquillages'],0,0,0,fr,-0.125,Neutral,MPO_Pacifique_tweeter,['secteur'],[],unknown
706,730136178024980480,2016-05-10 20:43:24,['https://t.co/aMomlWuHjv'],"Nouvelles fermetures de la récolte de #coquillages dues aux biotoxines : ss-sect 7-8, 7-9, 7-12, 7-22, 7-23 https://t.co/aMomlWuHjv",Nouvelles fermetures de la colte de coquillages dues aux biotoxines ss sect 12 22 23 https co aMomlWuHjv,['#coquillages'],0,0,0,fr,0.0,Neutral,MPO_Pacifique_tweeter,,[],unknown
707,908050305388044288,2017-09-13 19:30:38,"['https://t.co/zA7tnwgV6', 'https://t.co/QoUeciYIW']",Vous avez pêché un #saumon atlantique en C.-B.? Conservez-le et appelez 1-800-811-6010. https://t.co/zA7tnwgV6D https://t.co/QoUeciYIWC,Vous avez un saumon atlantique en Conservez le et appelez 800 811 6010 https co zA7tnwgV6D https co QoUeciYIWC,['#saumon'],0,0,0,fr,0.0,Neutral,MPO_Pacifique_tweeter,['conserve'],[],unknown
708,726149722117836801,2016-04-29 20:42:39,['https://t.co/WvhUefVEFb'],"Navigation plus sûre dans la Mer grande de l’ours avec la dernière carte de SHC, 3982 Caamaño Sound à Whale Channel https://t.co/WvhUefVEFb",Navigation plus dans la Mer grande de avec la carte de SHC 3982 Sound Whale Channel https co WvhUefVEFb,[],0,0,0,fr,0.4,Positive,MPO_Pacifique_tweeter,['mer'],['mer'],Environmental
709,739891065944219648,2016-06-06 18:45:51,['https://t.co/afaXJfxATg'],Apprenez-en plus sur nos évènements et activités régionaux pour célébrer la #JournéeMondialeOcéans ici #OcéansCdn https://t.co/afaXJfxATg,Apprenez en plus sur nos nements et gionaux pour brer la ans ici ansCdn https co afaXJfxATg,"['#Journ', '#Oc']",0,0,0,fr,0.0,Neutral,MPO_Pacifique_tweeter,,[],unknown
