,Unnamed: 0,id,date_published,link,caption_original,caption_cleaned,hashtags,num_comments,num_shares,num_likes,Reactions_SUM,category,matched_keywords,language,average_sentiment_score,sentiment,account_name
42329,8,377625007887_10154867341797888,2016-12-22 08:59:12,https://www.facebook.com/TransportsetInfrastructureauCanada/videos/10154867341797888/,En rappel : Le père Noël a renouvelé sa licence de pilote professionnel à Transports Canada! Le ministre Garneau donne le feu vert au père Noël! http://ow.ly/jaRC307mY6U,En rappel : Le père Noël a renouvelé sa licence de pilote professionnel à Transports Canada! Le ministre Garneau donne le feu vert au père Noël! U,[],4.0,172.0,50,234,['Economical'],"['transport', 'ministre', 'garneau']",fr,0.0,neutral,TransportsetInfrastructureauCanada_facebook
33407,33,134615279898518_1552654448094587,2016-12-14 15:24:25,https://www.facebook.com/ParcsCanada/photos/a.281154578577920.88091.134615279898518/1552654448094587/?type=3,"Vous n'avez pas commandé votre #CarteDécouverte? Pas de panique, il n'y a pas de date limite! Elles seront disponibles au cours de 2017!
Il y a 2 façons de vous y prendre: la commander en ligne ou vous la procurer à nos portes d'entrée et dans nos centres d'information... durant TOUTE l'année 2017!","Vous n'avez pas commandé votre écouverte? Pas de panique, il n'y a pas de date limite! Elles seront disponibles au cours de ! Il y a façons de vous y prendre: la commander en ligne ou vous la procurer à nos portes d'entrée et dans nos centres d'information... durant TOUTE l'année !",['#CarteD'],18.0,95.0,37,154,['Environmental'],['#cartedécouverte'],fr,0.0,neutral,ParcsCanada_facebook
33408,34,134615279898518_1531655830194449,2016-12-10 09:15:08,https://www.facebook.com/ParcsCanada/photos/a.281154578577920.88091.134615279898518/1531655830194449/?type=3,La semaine dernière nous avons lancé notre #ConcoursParcs sur notre nouveau compte #Instagram : @parcs.canada! Commandez votre #CarteDécouverte GRATUITE et participez au #concours dès maintenant! http://ow.ly/Rl4J306YHJO,La semaine dernière nous avons lancé notre sur notre nouveau compte : .canada! Commandez votre écouverte GRATUITE et participez au dès maintenant!,"['#ConcoursParcs', '#Instagram', '#CarteD', '#concours']",15.0,95.0,39,152,"['Environmental', 'Social']","['parcscanada', '#cartedécouverte', 'participez']",fr,0.0,neutral,ParcsCanada_facebook
33414,40,134615279898518_1554787867881245,2016-12-16 15:35:00,https://www.facebook.com/parcscanadawpg/photos/a.703358869722321.1073741828.698703803521161/1271691669555702/?type=3,Cette photo est simplement adorable! Bon week-end à tous et à toutes! Daisy Gilardini Photography Parcs Canada WPG,Cette photo est simplement adorable! Bon week-end à tous et à toutes! Daisy Gilardini Photography Parcs Canada WPG,[],1.0,0.0,115,136,['Environmental'],['parc'],en,0.0,neutral,ParcsCanada_facebook
43651,1,811939764693860353,2016-12-22 14:21:39,"['https://t.co/d18rNRrHfV', 'https://t.co/1XOwEyiNdP']",#EnRappel: Le #pèreNoël a renouvelé sa licence de pilote professionnel! Voici ce qui s’est passé en coulisses: https://t.co/d18rNRrHfV https://t.co/1XOwEyiNdP,EnRappel Le sa licence de pilote professionnel Voici ce qui est en coulisses https co d18rNRrHfV https co 1XOwEyiNdP,"['#EnRappel', '#p']",,54.0,66,120,['other'],[],fr,0.0,Neutral,Transports_gc_tweeter
33432,58,134615279898518_1562092510484114,2016-12-27 10:15:01,https://www.facebook.com/ParcsCanada/photos/a.281154578577920.88091.134615279898518/1562092510484114/?type=3,"Commandez votre #CarteDécouverte 2017 GRATUITE aujourd’hui et participez à notre #ConcoursParcs pour une chance de gagner un voyage inoubliable de sept jours pour quatre personnes dans l’ouest de Terre-Neuve, une des trois fins de semaine d’escapade dans une tente #oTENTik, des produits dérivés et plus encore grâce à nos partenaires MEC et CIBC. Qu’attendez-vous?","Commandez votre écouverte GRATUITE aujourd’hui et participez à notre pour une chance de gagner un voyage inoubliable de sept jours pour quatre personnes dans l’ouest de Terre-Neuve, une des trois fins de semaine d’escapade dans une tente , des produits dérivés et plus encore grâce à nos partenaires MEC et CIBC. Qu’attendez-vous?","['#CarteD', '#ConcoursParcs', '#oTENTik']",2.0,53.0,51,109,"['Economical', 'Environmental', 'Social']","['#cartedécouverte', 'participez', 'produit']",fr,0.0,neutral,ParcsCanada_facebook
33450,76,134615279898518_1534920436534655,2016-12-02 12:20:00,,"Canada150 et la Carte d'entrée Découverte 2017 gratuite de Parcs Canada déclenchent une vague d'enthousiasme et Parcs Canada s'en réjouit. En raison du très grand nombre de commandes en ligne de la carte, vous éprouvez peut-être en ce moment des difficultés en essayant d'accéder au site. 

Nous tenons à rappeler à tous ceux et celles qui essaient de commander leur carte en ligne qu'il ne s'agit pas d'une offre à durée limitée et nous les encourageons à revenir sur le site et à essayer de nouveau. Si vous planifiez des visites bientôt, les cartes seront également disponibles dans les lieux de Parcs Canada partout au pays dès le 1er janvier 2017. 

Nous avons très hâte d'accueillir tous les visiteurs qui ont à coeur de s'aventurer dans les meilleurs endroits patrimoniaux naturels et culturels du Canada en 2017.","Canada150 et la Carte d'entrée Découverte gratuite de Parcs Canada déclenchent une vague d'enthousiasme et Parcs Canada s'en réjouit. En raison du très grand nombre de commandes en ligne de la carte, vous éprouvez peut-être en ce moment des difficultés en essayant d'accéder au site. Nous tenons à rappeler à tous ceux et celles qui essaient de commander leur carte en ligne qu'il ne s'agit pas d'une offre à durée limitée et nous les encourageons à revenir sur le site et à essayer de nouveau. Si vous planifiez des visites bientôt, les cartes seront également disponibles dans les lieux de Parcs Canada partout au pays dès le er janvier . Nous avons très hâte d'accueillir tous les visiteurs qui ont à coeur de s'aventurer dans les meilleurs endroits patrimoniaux naturels et culturels du Canada en .",[],13.0,38.0,37,91,"['Environmental', 'Social']","['parc', 'parc', 'visite', 'parc', 'pays']",fr,0.0,neutral,ParcsCanada_facebook
33471,97,134615279898518_1545555658804466,2016-12-09 09:15:08,https://www.facebook.com/ParcsCanada/photos/a.281154578577920.88091.134615279898518/1545555658804466/?type=3,"Joyeux vendredi photo des abonnés! 

Cette photo inspirante du Parc national Jasper nous vient de @danielericmadrigal via Instagram. On vous invite à nous identifier (@parcs.canada) et à utiliser #ParcsCanada lorsque vous publiez sur Instagram pour que nous puissions voir toutes vos magnifiques photos! http://ow.ly/ZOHq306WISP

Chaque vendredi, nous choisissons au hasard une photo envoyée par un abonné pour la mettre en vedette sur notre mur. Si vous aimeriez soumettre une photo, veuillez nous envoyer un message.","Joyeux vendredi photo des abonnés! Cette photo inspirante du Parc national Jasper nous vient de via Instagram. On vous invite à nous identifier (.canada) et à utiliser lorsque vous publiez sur Instagram pour que nous puissions voir toutes vos magnifiques photos! Chaque vendredi, nous choisissons au hasard une photo envoyée par un abonné pour la mettre en vedette sur notre mur. Si vous aimeriez soumettre une photo, veuillez nous envoyer un message.",['#ParcsCanada'],1.0,7.0,58,77,['Environmental'],"['parc', 'parcscanada', '#parcscanada']",fr,0.0,neutral,ParcsCanada_facebook
33472,98,134615279898518_1531983113495054,2016-12-19 12:10:01,https://www.facebook.com/ParcsCanada/photos/a.281154578577920.88091.134615279898518/1531983113495054/?type=3,L'olympienne Clara Hughes et la ministre Catherine McKenna ont déjà leur #CarteDécouverte 2017 GRATUITE! Assurez-vous de commander la vôtre et #MontrezvotreCarte! #Canada150,L'olympienne Clara Hughes et la ministre Catherine McKenna ont déjà leur écouverte GRATUITE! Assurez-vous de commander la vôtre et !,"['#CarteD', '#MontrezvotreCarte', '#Canada150']",4.0,36.0,32,76,"['Economical', 'Environmental', 'Social']","['ministre', 'mckenna', '#cartedécouverte', '#canada150']",fr,0.0,neutral,ParcsCanada_facebook
33497,123,134615279898518_1535125743180791,2016-12-05 12:10:01,https://www.facebook.com/ParcsCanada/photos/a.281154578577920.88091.134615279898518/1535125743180791/?type=3,"Qui planifie une visite en 2017? Ne manquez pas la chance de visiter certains de nos #TrésorsCachés et célébrez #Canada150. http://ow.ly/U4kP306LgSd

Petit rappel, nos sites et parcs sont #GRATUITS l'année prochaine! Quels endroits figurent dans vos priorités? 

Photo prise aux Parcs nationaux du Mont-Revelstoke et des Glaciers.","Qui planifie une visite en ? Ne manquez pas la chance de visiter certains de nos ésorsCachés et célébrez . d Petit rappel, nos sites et parcs sont l'année prochaine! Quels endroits figurent dans vos priorités? Photo prise aux Parcs nationaux du Mont-Revelstoke et des Glaciers.","['#Tr', '#Canada150', '#GRATUITS']",9.0,24.0,30,67,"['Environmental', 'Social']","['visite', 'célébrez', '#canada150', 'parc', 'parc']",fr,0.0,neutral,ParcsCanada_facebook
