,Unnamed: 0,id,date_published,link,caption_original,caption_cleaned,hashtags,num_comments,num_shares,num_likes,Reactions_SUM,category,matched_keywords,language,average_sentiment_score,sentiment,account_name
33375,1,134615279898518_1383127108380656,2016-07-04 06:05:00,https://www.facebook.com/ParcsCanada/videos/1383127108380656/,"Revivez les souvenirs d'enfance d'Oliver Jones, légende du #jazz de #Montréal, au canal de Lachine! 

Regardez la #vidéo complète ici : https://youtu.be/yqbOFyd2pSo","Revivez les souvenirs d'enfance d'Oliver Jones, légende du de éal, au canal de Lachine! Regardez la éo complète ici :","['#jazz', '#Montr', '#vid']",47.0,669.0,1220,2093,['Social'],['#jazz'],fr,0.0,neutral,ParcsCanada_facebook
37980,11,485734081568161_750108311797402,2016-07-07 11:45:00,https://www.facebook.com/QuestionsdargentCanada/photos/a.534106823397553.1073741828.485734081568161/750108311797402/?type=3,"#AlerteFraude: Soyez en garde contre les escrocs se faisant passer pour des employés de l’Agence du revenu du Canada (ARC) et prétendant que vous devez de l’argent au gouvernement en arriéré d’impôt.

Ces escrocs arrivent à masquer leur vrai numéro de téléphone sur l’afficheur et à le substituer à celui d’un employé de l’ARC afin de se faire passer pour celui ci. Si vous recevez un appel, demander à la personne qui appelle son nom et son numéro de téléphone ainsi que l’endroit où se trouve son bureau, afin que vous puissiez confirmer son identité, et ce, AVANT de lui fournir quelque renseignement personnel que ce soit. Communiquez avec l’ARC au 1 800 959 8281 pour confirmer l’identité de la personne en question.

Soyez sur vos gardes avant de fournir des renseignements personnels ou financiers au téléphone ou par courriel. Voici quelques conseils pour savoir si la personne qui appelle est véritablement un employé de l’ARC : http://ow.ly/8GcA301UMok",": Soyez en garde contre les escrocs se faisant passer pour des employés de l’Agence du revenu du Canada (ARC) et prétendant que vous devez de l’argent au gouvernement en arriéré d’impôt. Ces escrocs arrivent à masquer leur vrai numéro de téléphone sur l’afficheur et à le substituer à celui d’un employé de l’ARC afin de se faire passer pour celui ci. Si vous recevez un appel, demander à la personne qui appelle son nom et son numéro de téléphone ainsi que l’endroit où se trouve son bureau, afin que vous puissiez confirmer son identité, et ce, AVANT de lui fournir quelque renseignement personnel que ce soit. Communiquez avec l’ARC au pour confirmer l’identité de la personne en question. Soyez sur vos gardes avant de fournir des renseignements personnels ou financiers au téléphone ou par courriel. Voici quelques conseils pour savoir si la personne qui appelle est véritablement un employé de l’ARC :",['#AlerteFraude'],1.0,97.0,21,125,['Economical'],['revenu'],fr,-0.025,negative,QuestionsdargentCanada_facebook
33434,60,134615279898518_1387729894587044,2016-07-08 08:15:00,https://www.facebook.com/ParcsCanada/photos/a.281154578577920.88091.134615279898518/1387729894587044/?type=3,"Joyeux vendredi photo des abonnés! 
Cette photo merveilleuse du Parc national Banff nous vient de Glenn T. Saviez-vous que Banff est le premier parc national officiel du Canada?

Chaque vendredi, nous choisissons au hasard une photo envoyée par un abonné pour la mettre en vedette sur notre mur. Si vous aimeriez soumettre une photo, veuillez nous envoyer un message.","Joyeux vendredi photo des abonnés! Cette photo merveilleuse du Parc national Banff nous vient de Glenn T. Saviez-vous que Banff est le premier parc national officiel du Canada? Chaque vendredi, nous choisissons au hasard une photo envoyée par un abonné pour la mettre en vedette sur notre mur. Si vous aimeriez soumettre une photo, veuillez nous envoyer un message.",[],4.0,12.0,83,106,"['Environmental', 'Social']","['parc', 'parc_national']",fr,0.0,neutral,ParcsCanada_facebook
37989,20,485734081568161_756108251197408,2016-07-19 14:31:13,https://www.facebook.com/QuestionsdargentCanada/photos/a.534106823397553.1073741828.485734081568161/756108251197408/?type=3,"Le WiFi GRATUIT, l’utiliser n’est pas toujours une bonne idée. Soyez #WiFiFuté!

La plupart d’entre nous croient que le WiFi gratuit est synonyme d’accès gratuit à Internet, mais les apparences sont parfois trompeuses. Lorsque vous vous branchez à un réseau WiFi public gratuit, les pirates et les cybercriminels peuvent avoir accès à vos renseignements personnels et financiers. Voici 5 conseils pour être #WiFiFuté : ow.ly/sZ34302beQG

Découvrez comment les pirates utilisent un réseau Wi-Fi pour accéder à votre appareil mobile : http://ow.ly/8AqB302paS1","Le WiFi GRATUIT, l’utiliser n’est pas toujours une bonne idée. Soyez é! La plupart d’entre nous croient que le WiFi gratuit est synonyme d’accès gratuit à Internet, mais les apparences sont parfois trompeuses. Lorsque vous vous branchez à un réseau WiFi public gratuit, les pirates et les cybercriminels peuvent avoir accès à vos renseignements personnels et financiers. Voici conseils pour être é : Découvrez comment les pirates utilisent un réseau Wi-Fi pour accéder à votre appareil mobile : 1","['#WiFiFut', '#WiFiFut']",5.0,62.0,28,98,['Social'],['découvrez'],fr,0.105,positive,QuestionsdargentCanada_facebook
33457,83,134615279898518_1404113712948662,2016-07-29 08:15:00,https://www.facebook.com/ParcsCanada/photos/a.281154578577920.88091.134615279898518/1404113712948662/?type=3,"Joyeux vendredi photo des abonnés! 
Cette photo merveilleuse nous vient de Sean T. (www.seantilden.com), accompagnée de la légende suivante : « Dans la mer au Kejimkujik Bord de mer, un endroit splendide sur la côte avec de belles vues, des eaux claires, des oiseaux de mer et des phoques! »
Parc national et lieu historique national Kejimkujik

Chaque vendredi, nous choisissons au hasard une photo envoyée par un abonné pour la mettre en vedette sur notre mur. Si vous aimeriez soumettre une photo, veuillez nous envoyer un message.","Joyeux vendredi photo des abonnés! Cette photo merveilleuse nous vient de Sean T. (), accompagnée de la légende suivante : « Dans la mer au Kejimkujik Bord de mer, un endroit splendide sur la côte avec de belles vues, des eaux claires, des oiseaux de mer et des phoques! » Parc national et lieu historique national Kejimkujik Chaque vendredi, nous choisissons au hasard une photo envoyée par un abonné pour la mettre en vedette sur notre mur. Si vous aimeriez soumettre une photo, veuillez nous envoyer un message.",[],2.0,5.0,71,85,"['Environmental', 'Social']","['mer', 'mer', 'côte', 'eau', 'oiseau', 'mer', 'phoque', 'parc', 'historique']",fr,0.0,neutral,ParcsCanada_facebook
42341,20,377625007887_10154344889537888,2016-07-08 17:00:35,https://www.facebook.com/TransportsetInfrastructureauCanada/photos/a.10153795890792888.1073741827.377625007887/10154344889537888/?type=3,Rappel : Véhicules Ford F150 et Explorer 2016. Le mécanisme manuel d’inclinaison du siège du conducteur pourrait ne pas répondre aux normes canadiennes. http://www.tc.gc.ca/np3mp,Rappel : Véhicules Ford F150 et Elorer . Le mécanisme manuel d’inclinaison du siège du conducteur pourrait ne pas répondre aux normes canadiennes.,[],14.0,59.0,8,83,['Economical'],['véhicule'],fr,0.0,neutral,TransportsetInfrastructureauCanada_facebook
37993,24,485734081568161_752072848267615,2016-07-11 10:45:37,https://www.facebook.com/QuestionsdargentCanada/photos/a.534106823397553.1073741828.485734081568161/752072848267615/?type=3,"Vous avez une dette dont le dossier a été remis à une agence de recouvrement?

Il est important de savoir qu’il est interdit pour une agence de recouvrement de récupérer un montant plus élevé que celui de la dette. L’agence ne peut vous imposer des frais pour recouvrer l’argent que vous devez à son client.

Renseignez-vous sur les règles encadrant les agences de recouvrement : http://ow.ly/2NO33023J7i",Vous avez une dette dont le dossier a été remis à une agence de recouvrement? Il est important de savoir qu’il est interdit pour une agence de recouvrement de récupérer un montant plus élevé que celui de la dette. L’agence ne peut vous imposer des frais pour recouvrer l’argent que vous devez à son client. Renseignez-vous sur les règles encadrant les agences de recouvrement :,[],0.0,50.0,27,82,['Economical'],"['dette', 'dette']",fr,0.0,neutral,QuestionsdargentCanada_facebook
37995,26,485734081568161_747240412084192,2016-07-01 10:45:46,https://www.facebook.com/QuestionsdargentCanada/photos/a.534106823397553.1073741828.485734081568161/747240412084192/?type=3,,,[],1.0,17.0,58,80,['other'],[],tl,0.0,neutral,QuestionsdargentCanada_facebook
33470,96,134615279898518_1386356481391052,2016-07-06 09:33:00,https://www.facebook.com/ParcsCanada/photos/a.281154578577920.88091.134615279898518/1386356481391052/?type=3,"Dans le plus grand parc national au Canada, le Parc national Wood Buffalo, se trouve le plus grand barrage de castors AU MONDE! Au Canada ces ouvrages atteignent généralement au mieux 100 mètres de longueur. Celui-ci mesure 850 mètres! Il est si grand qu'on peut le voir de l'espace! http://ow.ly/yfQ9301W6Ml #mercredidelafaune","Dans le plus grand parc national au Canada, le Parc national Wood Buffalo, se trouve le plus grand barrage de castors AU MONDE! Au Canada ces ouvrages atteignent généralement au mieux mètres de longueur. Celui-ci mesure mètres! Il est si grand qu'on peut le voir de l'espace!",['#mercredidelafaune'],0.0,11.0,58,77,"['Environmental', 'Social']","['parc_national', 'parc']",fr,0.0,neutral,ParcsCanada_facebook
33469,95,134615279898518_1388775854482448,2016-07-09 06:15:00,https://www.facebook.com/ParcsCanada/photos/a.281154578577920.88091.134615279898518/1388775854482448/?type=3,"Bonne fête Nunavut! Nunavut signifie 'notre terre' dans la langue Inuktitut, et c'est le plus gros territoire du Canada. Il y en a cinq parcs et un lieu historique national à découvrir avec Parcs Canada Nunavut!

Photo prise au Parc national Auyuittuq. http://ow.ly/L6sO3023WCH","Bonne fête Nunavut! Nunavut signifie 'notre terre' dans la langue Inuktitut, et c'est le plus gros territoire du Canada. Il y en a cinq parcs et un lieu historique national à découvrir avec Parcs Canada Nunavut! Photo prise au Parc national Auyuittuq.",[],1.0,3.0,67,77,"['Environmental', 'Social']","['fête', 'parc', 'historique', 'découvrir', 'parc', 'parc']",fr,0.0,neutral,ParcsCanada_facebook
