id,full_text,retweet_count,favorite_count,created_at
953381918292299776,#GoC and @MBGovAg working on creating more opportunities and prosperity in agriculture sector https://t.co/jQel7jdYJM #CdnAg  #MBAg,1,0,2018-01-16 21:42:16
953377128128679936,#GoC and @MBGovAg invest to improve insurance coverage for Manitoba farmers: https://t.co/iyXVh21SoR #CdnAg  #MBAg,0,0,2018-01-16 21:23:14
953371352068698112,Thinking about exporting your #CdnAg products to the #EU? Discover the opportunities and benefits created by #CETA: https://t.co/TR6bxvJsNG https://t.co/tjaO2RUnMN,0,0,2018-01-16 21:00:17
953363766602797068,Looking for a way to give your #CdnAg products a #marketing advantage? Join the #CanadaBrand for free tools: https://t.co/S5612P2H1A,0,0,2018-01-16 20:30:09
953358720544727040,What are our scientists up to? Doing important research to help #CdnAg improve productivity and reduce its environmental footprint! Find out how: https://t.co/A1cccvEvoY https://t.co/Aer4aszoEt,1,2,2018-01-16 20:10:06
953347385404678144,The 20th annual @PacAgShow is coming up Jan 25-27 in Abbotsford! Come learn about the latest technology in #CdnAg #PacAgShow2018 https://t.co/md5TKWHrtz,0,0,2018-01-16 19:25:03
953334804157788167,Check out our exhibit @MBAgDays in the MNP Hall at the Keystone Centre from Jan. 16-18: https://t.co/7VPn2BMvPi #CdnAg #AGdays18,3,2,2018-01-16 18:35:04
953318485320400896,Our #CdnAg youth #green jobs initiative is online! Sign up today: https://t.co/S0TWyqCp3q https://t.co/WyJJ83f6Vd,2,1,2018-01-16 17:30:13
953295094932738048,#GoC accepting #green jobs applications to help youth gain valuable experience: https://t.co/7Uji3K9EyD https://t.co/7lZ0vbt0nt,1,0,2018-01-16 15:57:16
953292025151086593,The plant's version of the circle of life - our scientists are studying how nutrients get cycled back into #CdnAg soil: https://t.co/kGXmho3qDl,0,0,2018-01-16 15:45:04
953279446286520320,We’re at @uManitoba career fairs until Thursday. What can we say? Winnipeg is #OneGreatCity (and we ❤️ #Sals)! Come discover a career in agriculture. #CareersInAg https://t.co/RinfxosSSl,2,1,2018-01-16 14:55:05
953271754708963328,"RT @TCS_SDC: DYK? Agriculture &amp; agri-food is one of 12 key sectors that benefits from #CETA, the landmark agreement that makes trade easier…",11,0,2018-01-16 14:24:31
953011431460474881,Helping #CdnAg youth get valuable experience with #green jobs? We can help: https://t.co/QWn6tA1H6s https://t.co/mNOUBLmtPW,2,3,2018-01-15 21:10:06
952993912343465985,Want quick info on the top opportunities for #CdnAg in #Japan? We've identified them in our latest opportunities outline report. Check it out: https://t.co/oQhAP0Og0F,0,0,2018-01-15 20:00:29
952987518869344256,#CdnAg - Meet us at the #Vancouver Small Business Info Expo on Jan 30. Tickets are FREE: https://t.co/GNkuAwb7m9 #SBIE #smallbizbc https://t.co/50aZB4R6yM,0,1,2018-01-15 19:35:04
952973685366906880,How many organisms are in a spoonful of #CdnAg soil? Any guesses? The answer is billions. https://t.co/ALYLd6pfJq,4,3,2018-01-15 18:40:06
952948648958099457,Want to grow your #foodbiz trade? We have resources and services just for #CdnAg interested in international expansion: https://t.co/fzgxgBY6Pn,0,0,2018-01-15 17:00:37
952935935938908166,On a health kick? #DYK that #CdnAg oats keep you feeling fuller for longer? Our scientists have figured out why: https://t.co/ODQ8jFizQe https://t.co/8tMM1j6JLW,6,3,2018-01-15 16:10:06
952923346462789633,We’re at @uManitoba career fairs  tomorrow til Thursday. Come discover a career in agriculture: #CareersInAg,3,3,2018-01-15 15:20:04
951923009970991106,Do you feel like chicken tonight? Try our recipe for Butterflied Chicken with Mild Garlic Tomato Sauce: https://t.co/cH5IaphTlA #CdnAg https://t.co/DEnPrtEIpg,0,0,2018-01-12 21:05:06
951914236095156224,#DYK #CdnAg #foodbiz can take advantage of the Agriculture and Food Trade Commissioner Service? We have in-market experts around the world to help you #export. Learn more: https://t.co/7mf6qaIGY8 https://t.co/aaRDhVCIgk,0,0,2018-01-12 20:30:14
951901623621685249,"Find #GoC guides, support &amp; resources to help #SMEs interested in exporting to international markets. Your #foodbiz can benefit from this information: https://t.co/wvrHZ1Xe94",2,0,2018-01-12 19:40:07
951889033000603648,Congrats to our scientist Dr. Ernest Small on being named a member of the Order of Canada! He has worked long and hard to advance #CdnAg science and inform policy decisions: https://t.co/Rbhvp6Z6Up https://t.co/H2NRNKITEO,9,14,2018-01-12 18:50:05
951858846099795969,"Growing piglets can get more milk from their mother, thanks to our scientist's discoveries: https://t.co/dm21CqmETT https://t.co/3OQZvA3rPb",0,0,2018-01-12 16:50:08
951826119736557568,"Consultations on #AFoodPolicy4Canada have wrapped up after hearing from close to 45,000 Canadians. More in Agri-info: https://t.co/BTzRFUkhqZ #CdnAg https://t.co/IFhisiZ4K0",2,5,2018-01-12 14:40:05
951540495234281472,"With #CETA and our Canada-EU #organic equivalency agreement, #CdnAg #foodbiz has more reasons to export organics to the #EU. Watch our video for more in-depth info: https://t.co/oRT0RKmNNQ",4,6,2018-01-11 19:45:07
951506553609342976,Help your #CdnAg business and post-secondary graduates at the same time with #green job opportunities: https://t.co/6yLnG637kN https://t.co/1iH1lLIOOe,1,0,2018-01-11 17:30:15
951492670177906688,Our scientists are using drones to help improve #CdnAg potato yields- check out how: https://t.co/wL9DCizmah,6,5,2018-01-11 16:35:05
951468829657452546,Our scientists have been working hard to find ways to make healthier bread options- by infusing them with #CdnAg pulses! Learn more: https://t.co/VcXeaBH7hJ https://t.co/OttysQBodk,2,3,2018-01-11 15:00:21
951179375067754496,Is your #foodbiz facing international market access issues? We're here to address barriers blocking #CdnAg from entering global markets. Contact us by visiting: https://t.co/vZONMEviYr,3,4,2018-01-10 19:50:09
951161769988444161,#DYK #Japan is #CdnAg's third-largest market for our exports? We exported C$4.2 billion in 2016! Discover key opportunities for #foodbiz exporters looking at this market: https://t.co/DfvjsqyMTE,2,1,2018-01-10 18:40:12
951145397963116546,#CETA helps #CdnAg #foodbiz exporters reach #EU buyers and customers. Learn about how it can help you: https://t.co/kqgvlB4tv5 https://t.co/yXYR4N1ZXk,2,1,2018-01-10 17:35:08
951133461678522368,"Did you know Canada is home to almost 5,000 commercial poultry and egg producers? Learn more: https://t.co/g1zCwe0BoH #DiscoverAg #CdnAg https://t.co/Fi95kp5rjo",3,3,2018-01-10 16:47:43
951111867577061376,"Our scientists are hard at work perfecting the grass that cattle eat when on the pasture. The better the mixture, the better the quality of #CdnAg beef. Learn how this can lead to increased profits: https://t.co/160iBZnEeo",0,1,2018-01-10 15:21:54
950820629657411584,#GoC and @SKAgriculture invest in $7.7M in 30 crop-related research projects through GF2 Ag Development Fund: https://t.co/6Gy3UYqQGN,3,1,2018-01-09 20:04:38
950818238040068097,Wireworm  is a pest that damages crops and costs #CdnAg $$$- our scientists are finding new ways to manage them: https://t.co/fejiXk82vN,2,2,2018-01-09 19:55:07
