id,full_text,retweet_count,favorite_count,created_at
953431797882347520,"Be sure to mark your #drone with your name, address and phone number. Learn more about our #DroneSafety rules: https://t.co/8hOE6WoHOO https://t.co/iIdlMUBiTq",0,1,2018-01-17 01:00:29
953401523333148676,Do you own or drive a 2006 Ford Ranger? Important #airbag #recall information. Learn more: https://t.co/vfIaj0CCKI https://t.co/xWaNMXJ1hi,4,0,2018-01-16 23:00:11
953367087669489664,RT @GovCanNorth: Read what we heard during #Arctic Policy Framework regional roundtable discussions in #Churchill (MB): https://t.co/kzUNwi…,8,0,2018-01-16 20:43:21
953267364572860416,#TriviaTuesday: Snow and ice are more slippery at 0°C than -20°C,11,4,2018-01-16 14:07:05
953069363854217221,"#DYK: Tires that are worn down close to the tread-wear indicators have reduced traction. Make sure your #WinterTires are doing their job and keeping you safe!
https://t.co/ybaH909mGu https://t.co/Tbo9KzW0bo",6,4,2018-01-16 01:00:18
953024187425345536,RT @NewsroomGC: .@Transport_gc: Additional fine issued for violation of the speed restriction in the Gulf of St. Lawrence https://t.co/HyJS…,7,0,2018-01-15 22:00:47
952981385492484098,RT @GovCanNorth: Due to strong interest in a new #Arctic Policy Framework for 🇨🇦 the deadline for public submissions is extended to Februar…,58,0,2018-01-15 19:10:42
952980428310315014,RT @NewsroomGC: .@transport_gc: Min Garneau will meet transportation stakeholders to discuss their views on #NAFTA modernization https://t.…,5,0,2018-01-15 19:06:54
952888328290004992,Do you know what to do if you see someone pointing a #laser at an aircraft? Call local police! #NotABrightIdea https://t.co/fVjO6nonoC https://t.co/9lq4CzFlLZ,11,14,2018-01-15 13:00:55
952525842541719552,Today is International Kite Day – Be sure to keep your #drone safe and away from other aviators. Happy flying! #DroneSafety https://t.co/LixGoS7VWn https://t.co/5YCnjw1BM4,9,6,2018-01-14 13:00:32
952163532430299136,"#BlackIce can form anywhere, especially on bridges and overpasses. Drive slowly – roads may be more slippery than they appear https://t.co/ImyluCyvqk",12,13,2018-01-13 13:00:51
951982268200955905,What do you do with a sick boat? Take it to the dock #FridayJokes,14,40,2018-01-13 01:00:34
951850174485336064,"RT @Labour_ESDC: Attention, all Canadians! An online public consultation on #LabourStandards has now launched. Tell us what you think https…",49,0,2018-01-12 16:15:40
951801185807282176,How to drive safely this winter? Using appropriate winter tires could save you a lot of headaches: https://t.co/XosJg8b3dW https://t.co/jgUTgMTJgX,22,22,2018-01-12 13:01:00
951619910601510912,#DYK: your vehicle’s headlight upper beam reflects off fog making it difficult to see the road and obstacles in front of you #RoadSafety https://t.co/LFYzmdziS3,15,5,2018-01-12 01:00:41
951589623570067456,"We’re looking for dynamic candidates to help shape the safety culture of the Canadian Railway. If you have experience working in the Canadian railway industry, please consider joining our team in Toronto! Apply by January 17th: #RailSafety #GCJobs https://t.co/fvC5wW22Qq",4,2,2018-01-11 23:00:20
951560232341143553,RT @NewsroomGC: .@Transport_gc lifts temporary speed restriction in the Gulf of St. Lawrence https://t.co/TqLh9WZqPH,14,0,2018-01-11 21:03:33
