id,full_text,retweet_count,favorite_count,created_at
953440298591539200,That's it for today at #JointGathering2018 - see you again tomorrow for Day 2! #BC,3,2,2018-01-17 01:34:15
953307385497620480,Good morning to all participants! Don't forget to use hashtag #JointGathering2018 when tweeting from/about the event. Let's keep the conversation going. #BC @UBCIC @BCAFN @FNSummit @Min_IndServ,7,4,2018-01-16 16:46:06
953277056187551745,"RT @CanadianPM: The Prime Minister and Minister of Youth, Justin Trudeau, launches the design phase of #CanadaServiceCorps today. Learn mor…",47,0,2018-01-16 14:45:35
953039306691612672,One more sleep until #JointGathering2018! Don’t forget to use the official hashtag #JointGathering2018 to follow all the action online.,3,2,2018-01-15 23:00:51
953020346197790720,There is an Open House today (1-4pm) at the BC regional office for #JointGathering2018 delegates who wish to speak with program staff.,4,2,2018-01-15 21:45:31
953009168847339520,Here are a few #Indigenous influencers to look out for in #2018. https://t.co/Hlztf9sgQF Who else makes your list? Let us know by tagging @GCIndigenous   🗣️ https://t.co/9Ttuh2DLGU,48,77,2018-01-15 21:01:06
952541034659090432,Out with the old and in with the new! Stay tuned for our ❄️ WINTER 2017-18 ❄️  social media campaigns on our official accounts. #BRRR https://t.co/VMdU1IRUb8,4,4,2018-01-14 14:00:54
952232365534924800,"RT @CanadaCouncil: Artists &amp; curators, artistic groups &amp; collectives, artistic orgs, First Nations, Inuit &amp; Métis artists, groups, collecti…",26,0,2018-01-13 17:34:22
952193703061479424,Are you an avid #Tweeter? 🐦 Or maybe you're more of an #Instagrammer? 📸Check out these new social media trends and top hashtags to follow in #2018. https://t.co/igl4xthZ8m,3,2,2018-01-13 15:00:44
951844638490578944,RT @ISED_CA: Nominations for the #PMAwards end today. Don’t miss out on nominating an exceptional educator &amp; showing them you appreciate th…,10,0,2018-01-12 15:53:40
951573824759361536,"Congratulations @LoganStaats! Hailing from
Six Nations of the Grand River First Nation (ON), Logan is the first-ever
artist chosen by @TheLaunchCTV to record a new, original song! #TheLaunch https://t.co/tuGrFdAQwG",13,33,2018-01-11 21:57:33
951551909718044673,#GoC surveyed #Indigenous communities about how to improve on-reserve #education. Read the results: https://t.co/VqqH8Up7ek #FNeducation https://t.co/t9mau2kESC,5,4,2018-01-11 20:30:28
951430302064406528,RT @Women_Canada: Build on the strengths and opportunities for economic success of Indigenous women – submit your proposal by Jan 11: https…,19,0,2018-01-11 12:27:15
951200517857972226,RT @NewsroomGC: Oneida Nation of the Thames and #GoC partner to improve housing &amp; school infrastructure. @GCIndigenous https://t.co/QET9WcT…,6,0,2018-01-10 21:14:10
951189516999675905,"If you connect with your culture through art or literature, apply for the @IndigArtStories competition for #IndigenousYouth. Submit a written piece ✍️ or a work of art 🎨 https://t.co/VmWDKolJzn https://t.co/aU7NrAreJH",41,35,2018-01-10 20:30:27
950846830656540672,"Of these 112 communities, 48 are First Nations https://t.co/SuD15EP65k 
 https://t.co/PJX2zVKNrM",8,6,2018-01-09 21:48:44
950842977433346048,RT @INFC_eng: Our new project map gives you details about #infra investments in your #CDNmuni. Check it out here and zoom in on projects cl…,6,0,2018-01-09 21:33:26
950472310091321345,Kick off #2018 by learning something new! Enroll in the Aboriginal Worldviews and Education free online course offered by @OISEUofT: https://t.co/ai1gQ1TNtu https://t.co/8WyNWfuvfI,28,25,2018-01-08 21:00:32
950398369519763456,RT @CBCIndigenous: Sask. Indigenous designer @HelenOroDesigns heading to Hollywood https://t.co/AcR86H0Gyi https://t.co/bhZu2viQl0,23,0,2018-01-08 16:06:43
950004322267467777,"Do you know the many #Indigenous communities in #Quebec? Take a look at ""The Nations"" Map to find out: https://t.co/ORv4SQ05I0 https://t.co/9kiCEt5uj2",16,24,2018-01-07 14:00:55
949641818324504576,#Indigenous people in remote parts of 🇨🇦 rely on their #emergencymanagement plans to protect their people and land. Know someone who deserves the Emergency Management Exemplary Service Award? Find out how to nominate them: https://t.co/Y7nHnVMSc4 https://t.co/95NdTTAdwk,7,9,2018-01-06 14:00:27
949384315686871042,RT @ISED_CA: Know an educator who’s had an impact on #Indigenous children’s education? Nominate them for the #PMAwards. The deadline is Jan…,6,0,2018-01-05 20:57:14
949377584940412929,"Indigenous mythology say thunderbirds are responsible for thunder, lightning, and are big enough to hold a blue whale in their talons! 🐦 What do you know about the thunderbird? Tweet @GCIndigenous https://t.co/ZBWaIF5sUH #nationalbirdday https://t.co/mQeNleOZSS",11,26,2018-01-05 20:30:29
949370253150126080,"#DYK: Carey Price (@CP0031) was raised in Ulkatcho #FirstNation, BC? Check out his unbelievable save from last night. 🏒 🥅 https://t.co/oV17NZu4ko #hockeynightincanada #nhl #indigenouspride @CanadiensMTL",10,6,2018-01-05 20:01:21
949015198517510144,The 'Let's talk on-reserve education' survey report is online. Read what #Indigenous communities had to say: https://t.co/W69gh392Xb #FNeducation https://t.co/3Y3WY7Ouzn,8,7,2018-01-04 20:30:29
948652439904948226,RT @CBCIndigenous: 'We are the future': B.C. teen developing app and summer camp to revitalize Dakelh language https://t.co/cjQwwpLsV4 http…,109,0,2018-01-03 20:29:01
948628945842393088,RT @CCG_GCC: We are #CCGProud to partner with #BritishColumbia coastal Indigenous communities to boost marine emergency response. #OceansPr…,9,0,2018-01-03 18:55:40
948298059963928576,"Today is #NationalScienceFictionDay! Check out this @CanadianArt article by Drew Hayden Taylor, Curve Lake First Nation, (ON), as he explores the barriers Indigenous authors face and the connection between science fiction and Indigenous stories. https://t.co/QEqzoxm0H8 https://t.co/TALbjtgaLt",12,16,2018-01-02 21:00:50
947921488816082949,Congratulations to the #Madawaska #FirstNation (NB) for becoming operational under the First Nation Land Management Regime. This accomplishment will help to further advance their community and economic aspirations. https://t.co/tq6zAGqhoj,14,26,2018-01-01 20:04:29
947818489972252674,2️⃣0️⃣1️⃣8️⃣ 🎉 Happy New Year!  Here’s to another year of working in partnership with Indigenous peoples to create a better Canada for all. #reconciliation #2018 https://t.co/SuhYuR2wXb,31,52,2018-01-01 13:15:12
947591643598938113,RT @CanadianPM: Prime Minister Justin Trudeau wishes Canadians a wonderful New Year's celebration: https://t.co/1haVlC4RLM,240,0,2017-12-31 22:13:47
947512994275176448,Have a safe and happy New Year’s Eve! https://t.co/fA13L9UJza,7,15,2017-12-31 17:01:16
947159131672252416,#2017 was quite the year! Share what moments resonated with you and what your hopes and dreams are for #2018 🎉 by tagging @GCIndigenous https://t.co/8foMnoyxww,3,6,2017-12-30 17:35:09
947112635434233859,"Do you have #NYE plans 🎉? Finish the year off with a bang 💥 at Nimidiwin – A Celebration of Dance from Coast to Coast to Coast at the @CanMusHistory. 
This *free* event runs from 4p.m. to 5:30p.m.!  https://t.co/yEWCcJzwja https://t.co/rXxTlevpmq",17,19,2017-12-30 14:30:23
946788032463728646,"Alianait Arts Festival invites musicians, circus acrobats, dancers, storytellers, actors, filmmakers and visual artists to share their talents in #Iqaluit, #NU. Apply before Dec 29 to show off your talents at this unique festival: https://t.co/MsEd6Ghd5B https://t.co/JPMax55HUX",7,0,2017-12-29 17:00:32
946463462200430592,"Do you know #Indigenousyouth who show excellence in emergency management?  Nominate them for an Emergency Management Exemplary Service Award, Youth Category. Find out how: https://t.co/SaiQtUwRqn https://t.co/RnWMFqPzPY",18,12,2017-12-28 19:30:48
946101003908239360,"REMINDER: Only four days left to apply to be a designer ✂️, model 💃🕺 or volunteer 🙋‍♂️🙋‍♀️ at #Indigenous #FashionWeek Toronto! Don’t miss your opportunity to participate in this amazing cultural event.  https://t.co/AQ6JFQJ6rm @IFWtoronto https://t.co/JZAbaBc8lK",14,17,2017-12-27 19:30:31
945323599233277953,"Do the holidays have you feeling blue? Don't hesitate to call the Hope for Wellness Help Line, available in English, French, Cree, Ojibway, and Inuktut: 1-855-242-3310 https://t.co/Ql7P6vAiYG https://t.co/y0wCEp9FzY",27,27,2017-12-25 16:01:23
944938160827650050,RT @Min_CIRNA: And it's a wrap for the #IndigenousReads Holiday Campaign! I hope you read a few of the books I recommended and put some of…,26,0,2017-12-24 14:29:48
944915800451960832,Are you spending time with family and loved ones today? Safe travels and… Happy Holidays! 🎄✨ https://t.co/X0Qv3L03Dp,16,42,2017-12-24 13:00:57
944568389468610561,"#Indigenous communities and organizations use traditional knowledge and expertise to respond to #flooding, #wildfires and #tornadoes. Recognize their excellence with an #EmergencyManagement Exemplary Service Award: https://t.co/HyMUcOMH0B https://t.co/fcVdGDj0ir",5,4,2017-12-23 14:00:27
944285222786527232,"Do the holidays have you feeling blue? Don't hesitate to call the Hope for Wellness Help Line, available in English, French, Cree, Ojibway, and Inuktut: 1-855-242-3310 https://t.co/s5kul9o6Y1 https://t.co/pbXRkSKKJ9",27,12,2017-12-22 19:15:15
943859270273118208,"RT @Min_CIRNA: Today's recommendation for #IndigenousReads is ""You Hold Me Up"" written by Monique Grey Smith @ltldrum &amp; illustrated by Dani…",34,0,2017-12-21 15:02:40
943571941390155776,Traditional shapes of #snowshoes were created by #Indigenous people to travel across 🇨🇦 in the winter. Where will your snowshoes take you this year? ❄️ 🏔️ Post your best photos using #snowshoeing! https://t.co/ynCZMz7FQI https://t.co/TCBOcdNBoB,15,17,2017-12-20 20:00:56
