id,full_text,retweet_count,favorite_count,created_at
947542996265906176,"Vivez une véritable expérience de nature sauvage en hiver dans le cadre inspirant du #Yukon et des plus grands champs de glace du Canada au PN et PNR Kluane. ⛺ #CampingHivernal@ParcsCanYukon  
https://t.co/b1bNnmPYTD https://t.co/R1eoDRdZPP",3,5,2017-12-31 19:00:29
947513029025058816,Résolution 2018 : réserver tôt! Nos réservations pour le #camping2018 commencent bientôt! ⛺ https://t.co/pNN9mfMbdP https://t.co/Eq1SmhIk7L,1,1,2017-12-31 17:01:24
947225941520109569,Donnez une saveur canadienne à vos plans de la veille du Jour de l’An et regardez ce magnifique vidéoclip des @TenorsMusic de la chanson #AuldLangSyne. Il met en scène les incroyables paysages des sites de @ParcsCanadaTNL le #LHNCapSpear et le #PNGrosMorne https://t.co/1Ar2AAfbCc,2,6,2017-12-30 22:00:37
947150470279294977,"Nous savons que vous avez vécu de grandes #aventures sur nos #sites cette année, alors parlez-en! Partagez votre meilleure expérience à #ParcsCanada en 2017! #Canada150 🏞️ https://t.co/38k3k36eNw",2,4,2017-12-30 17:00:43
947120252776865795,"Des nuits dans l'arrière-pays étoilées aux abris rustiques et douillet, nous avons 10 aventures du #CampingHivernale pour vous aider à obtenir vos #campvibes pendant toute l'année! ⛺️ @Explorezsansfin 
https://t.co/b1bNnmPYTD https://t.co/3j34aqBMzF",2,4,2017-12-30 15:00:39
946848439056379904,"Cherchez-vous une escapade du #CampingHivernal? À quatre heures de Toronto, détendez-vous parmi les vénérables cèdres de la côte de la baie Georgienne @PNPBruce. Profitez d’un week-end au rythme tranquille de la randonnée, de la raquette ou du ski. #YYZ
https://t.co/b1bNnmPYTD https://t.co/GVtT2YK6R8",1,3,2017-12-29 21:00:34
946818389326155776,#SVQ la #CarteDécouverte famille/groupe est à 20 % de rabais jusqu’au 31 décembre 2017? Ne ratez pas l’occasion d’économiser sur votre prochaine aventure! https://t.co/UUid1BEUk6 Au plaisir de vous voir en 2018! 👋 https://t.co/ZNiO9AxZy7,0,1,2017-12-29 19:01:09
946788112054841344,"#Canada150 a été une année remplie d’#aventures et de #découvertes et nous voulons en entendre parler! Pour votre #DéfiParcs final, nous voulons savoir quelle a été votre meilleure expérience à #ParcsCanada en 2017! https://t.co/9fOuhbR1eA",4,5,2017-12-29 17:00:51
946764036305276928,C’est la Journée du tic-tac de l'horloge qui veut dire que l’année tire à sa fin. ⏰ Avez-vous déjà pris votre résolution pour la nouvelle année? La nôtre est de profiter le plus possible du plein air! https://t.co/0mhRyGIri3,1,3,2017-12-29 15:25:10
946512382100156417,Le Père Noël vous a apporté de l’équipement de camping en cadeau? Il ne reste qu’à réserver – les réservations commencent en janvier! https://t.co/pNN9mfMbdP #camping2018 https://t.co/p2B1w2U3Ir,1,1,2017-12-28 22:45:11
946472147115036677,Un gros merci 🎈 de l’incroyable année #Canada150 de la part de tout le réseau de #ParcsCanada. https://t.co/QaKcZTXdg9,82,260,2017-12-28 20:05:19
946448271031009280,"Activités d'hiver pendant la journée 🥅🏒, histoires autour un feu de camp par nuit : si vous n’avez jamais essayé le camping durant les mois les plus froids, voici 10 Aventures de #CampingHivernal pour vous mettre sur la bonne voie.
#CamperAuCanada
https://t.co/b1bNnmPYTD https://t.co/tv3BbkuJAj",2,0,2017-12-28 18:30:26
946425789091930113,"Wow, quelle incroyable année! Vos superbes photos nous ont montré vos diverses aventures sur nos #sites partout au #Canada 🇨🇦. Pour ce #DéfiParcs final, nous vous demandons de nous parler de votre meilleure expérience à #ParcsCanada en 2017! 🏞️ #Canada150 https://t.co/HrjHqTe7MR",3,7,2017-12-28 17:01:06
