,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,status_id,link_name,status_type,status_link,status_published,num_reactions,num_comments,num_shares,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys,num_special,status_message_cleaned,hashtags,urls,text_filtered,text_tokenized,text_stemmed,text_original,category
105,105,105,105,105,105,123326971154939_927374540750174,Timeline Photos,photo,https://www.facebook.com/GovCanNorth/photos/a.343736115780689.1073741825.123326971154939/927374540750174/?type=3,2017-10-06 16:00:42,1,0,3,1,0,0,0,0,0,0,"JOB OPPORTUNITY! Put your skills and eerience in the kitchen to good use! The Canadian Coast Guard is hiring Cooks in Hay River, Northwest Territories! Apply here:",[],['http://ow.ly/4nHV30fHqmP'],JOB OPPORTUNITY Put skills experience kitchen good use Canadian Coast Guard hiring Cooks Hay River Northwest Territories Apply http ow ly 4nHV30fHqmP,"['JOB', 'OPPORTUNITY', 'Put', 'skills', 'experience', 'kitchen', 'good', 'use', 'Canadian', 'Coast', 'Guard', 'hiring', 'Cooks', 'Hay', 'River', 'Northwest', 'Territories', 'Apply', 'http', 'ow', 'ly', '4nHV30fHqmP']","[u'job', u'opportun', u'put', u'skill', u'experi', u'kitchen', u'good', u'use', u'canadian', u'coast', u'guard', u'hire', u'cook', u'hay', u'river', u'northwest', u'territori', u'appli', u'http', 'ow', 'ly', u'4nhv30fhqmp']","JOB OPPORTUNITY! Put your skills and experience in the kitchen to good use! The Canadian Coast Guard is hiring Cooks in Hay River, Northwest Territories! Apply here: http://ow.ly/4nHV30fHqmP",Environmental
106,106,106,106,106,106,123326971154939_926495104171451,Timeline Photos,photo,https://www.facebook.com/GovCanNorth/photos/a.343736115780689.1073741825.123326971154939/926495104171451/?type=3,2017-10-04 15:30:20,2,0,2,2,0,0,0,0,0,0,The Giant Mine Remediation Project Team invites you to a public meeting to discuss the updated Human Health and Ecological Risk Assessment.,[],['http://ow.ly/Yw4W30fCga5'],Giant Mine Remediation Project Team invites public meeting discuss updated Human Health Ecological Risk Assessment http ow ly Yw4W30fCga5,"['Giant', 'Mine', 'Remediation', 'Project', 'Team', 'invites', 'public', 'meeting', 'discuss', 'updated', 'Human', 'Health', 'Ecological', 'Risk', 'Assessment', 'http', 'ow', 'ly', 'Yw4W30fCga5']","[u'giant', u'mine', u'remedi', u'project', u'team', u'invit', u'public', u'meet', u'discuss', u'updat', u'human', u'health', u'ecolog', u'risk', u'assess', u'http', 'ow', 'ly', u'yw4w30fcga5']",The Giant Mine Remediation Project Team invites you to a public meeting to discuss the updated Human Health and Ecological Risk Assessment. http://ow.ly/Yw4W30fCga5,Social
107,107,107,107,107,107,123326971154939_926047667549528,Timeline Photos,photo,https://www.facebook.com/GovCanNorth/photos/a.343736115780689.1073741825.123326971154939/926047667549528/?type=3,2017-10-03 15:00:45,3,0,0,3,0,0,0,0,0,0,"Drone imagery was taken along the Canol Heritage Trail (NWT) to produce historical records before the remediation project begins. These records will be used to create base maps for community meetings, D digital models, and help to track progress as the project proceeds. The imagery will also be added to the region’s repository of satellite photos and to the archives at the Prince of Wales Northern Heritage Centre. To learn more about the Canol Trail Remediation Project, visit:",[],['http://ow.ly/FVXM30fC2fv'],Drone imagery taken along Canol Heritage Trail NWT produce historical records remediation project begins records used create base maps community meetings 3D digital models help track progress project proceeds imagery also added repository satellite photos archives Prince Wales Northern Heritage Centre learn Canol Trail Remediation Project visit http ow ly FVXM30fC2fv,"['Drone', 'imagery', 'taken', 'along', 'Canol', 'Heritage', 'Trail', 'NWT', 'produce', 'historical', 'records', 'remediation', 'project', 'begins', 'records', 'used', 'create', 'base', 'maps', 'community', 'meetings', '3D', 'digital', 'models', 'help', 'track', 'progress', 'project', 'proceeds', 'imagery', 'also', 'added', 'repository', 'satellite', 'photos', 'archives', 'Prince', 'Wales', 'Northern', 'Heritage', 'Centre', 'learn', 'Canol', 'Trail', 'Remediation', 'Project', 'visit', 'http', 'ow', 'ly', 'FVXM30fC2fv']","[u'drone', u'imageri', u'taken', u'along', u'canol', u'heritag', u'trail', u'nwt', u'produc', u'histor', u'record', u'remedi', u'project', u'begin', u'record', u'use', u'creat', u'base', u'map', u'communiti', u'meet', '3d', u'digit', u'model', u'help', u'track', u'progress', u'project', u'proceed', u'imageri', u'also', u'ad', u'repositori', u'satellit', u'photo', u'archiv', u'princ', u'wale', u'northern', u'heritag', u'centr', u'learn', u'canol', u'trail', u'remedi', u'project', u'visit', u'http', 'ow', 'ly', u'fvxm30fc2fv']","Drone imagery was taken along the Canol Heritage Trail (NWT) to produce historical records before the remediation project begins. These records will be used to create base maps for community meetings, 3D digital models, and help to track progress as the project proceeds. The imagery will also be added to the region’s repository of satellite photos and to the archives at the Prince of Wales Northern Heritage Centre. 
To learn more about the Canol Trail Remediation Project, visit: http://ow.ly/FVXM30fC2fv",Social
108,108,108,108,108,108,123326971154939_925597934261168,Parks Canada NWT,photo,https://www.facebook.com/ParksCanadaNWT/photos/a.475948819208442.1073741828.475133362623321/1106628736140444/?type=3,2017-10-02 14:52:18,2,1,0,2,0,0,0,0,0,0,,[],[],,['nan'],[u'nan'],,Social
109,109,109,109,109,109,123326971154939_925527454268216,Library and Archives Canada,video,https://www.facebook.com/LibraryArchives/videos/1540617052651288/,2017-10-02 13:51:59,1,0,0,1,0,0,0,0,0,0,,[],[],,['nan'],[u'nan'],,Social
110,110,110,110,110,110,123326971154939_923784454442516,Photos from GovCan - North's post,photo,https://www.facebook.com/GovCanNorth/photos/a.343736115780689.1073741825.123326971154939/923784224442539/?type=3,2017-09-28 19:56:10,4,0,4,4,0,0,0,0,0,0,Thank you to all those who participated in the Northern Contaminants Program (NCP) Results Workshop this year!,[],['http://ow.ly/jJx730fvaoO'],Thank participated Northern Contaminants Program NCP Results Workshop year http ow ly jJx730fvaoO,"['Thank', 'participated', 'Northern', 'Contaminants', 'Program', 'NCP', 'Results', 'Workshop', 'year', 'http', 'ow', 'ly', 'jJx730fvaoO']","[u'thank', u'particip', u'northern', u'contamin', u'program', u'ncp', u'result', u'workshop', u'year', u'http', 'ow', 'ly', u'jjx730fvaoo']",Thank you to all those who participated in the Northern Contaminants Program (NCP) Results Workshop this year! http://ow.ly/jJx730fvaoO,Social
111,111,111,111,111,111,123326971154939_923725331115095,GovCan - Indigenous Peoples,photo,https://www.facebook.com/GCIndigenous/photos/a.409618582497626.1073741828.218581684934651/1346223095503832/?type=3,2017-09-28 16:05:43,5,0,0,4,1,0,0,0,0,0,Designed in the North for a northern climate! Elders will benefit from safe and energy efficient housing.,[],[],Designed North northern climate Elders benefit safe energy efficient housing,"['Designed', 'North', 'northern', 'climate', 'Elders', 'benefit', 'safe', 'energy', 'efficient', 'housing']","[u'design', u'north', u'northern', u'climat', u'elder', u'benefit', u'safe', u'energi', u'effici', u'hous']",Designed in the North for a northern climate! Elders will benefit from safe and energy efficient housing.,Environmental
112,112,112,112,112,112,123326971154939_923715937782701,,status,,2017-09-28 15:30:14,2,0,1,2,0,0,0,0,0,0,"This year, the Government of Canada is supporting over projects to research and, when possible, reduce the impacts of contaminants in the North. Learn how these projects are making a difference in the North:",[],['http://ow.ly/jUGU30fvawH'],year Government Canada supporting 50 projects research possible reduce impacts contaminants North Learn projects making difference North http ow ly jUGU30fvawH,"['year', 'Government', 'Canada', 'supporting', '50', 'projects', 'research', 'possible', 'reduce', 'impacts', 'contaminants', 'North', 'Learn', 'projects', 'making', 'difference', 'North', 'http', 'ow', 'ly', 'jUGU30fvawH']","[u'year', u'govern', u'canada', u'support', '50', u'project', u'research', u'possibl', u'reduc', u'impact', u'contamin', u'north', u'learn', u'project', u'make', u'differ', u'north', u'http', 'ow', 'ly', u'jugu30fvawh']","This year, the Government of Canada is supporting over 50 projects to research and, when possible, reduce the impacts of contaminants in the North. Learn how these projects are making a difference in the North: http://ow.ly/jUGU30fvawH",Environmental
113,113,113,113,113,113,123326971154939_923671917787103,Parks Canada,photo,https://www.facebook.com/ParksCanada/photos/a.179253688757921.51944.137563459593611/1850045781678695/?type=3,2017-09-28 13:01:31,3,0,0,3,0,0,0,0,0,0,,[],[],,['nan'],[u'nan'],,Social
114,114,114,114,114,114,123326971154939_923309784489983,Timeline Photos,photo,https://www.facebook.com/GovCanNorth/photos/a.343736115780689.1073741825.123326971154939/923309784489983/?type=3,2017-09-27 16:10:04,6,0,1,6,0,0,0,0,0,0,Northern Contaminants Program (NCP) Results Workshop Day : University of Waterloo's presention about community-based monitoring research on mercury levels in Dehcho fish. This important research can lead to a future of cleaner traditional food and water supplies for Northern communities.,[],[],Northern Contaminants Program NCP Results Workshop Day University Waterloo presention community based monitoring research mercury levels Dehcho fish important research lead future cleaner traditional food water supplies Northern communities,"['Northern', 'Contaminants', 'Program', 'NCP', 'Results', 'Workshop', 'Day', 'University', 'Waterloo', 'presention', 'community', 'based', 'monitoring', 'research', 'mercury', 'levels', 'Dehcho', 'fish', 'important', 'research', 'lead', 'future', 'cleaner', 'traditional', 'food', 'water', 'supplies', 'Northern', 'communities']","[u'northern', u'contamin', u'program', u'ncp', u'result', u'workshop', u'day', u'univers', u'waterloo', u'present', u'communiti', u'base', u'monitor', u'research', u'mercuri', u'level', u'dehcho', u'fish', u'import', u'research', u'lead', u'futur', u'cleaner', u'tradit', u'food', u'water', u'suppli', u'northern', u'communiti']",Northern Contaminants Program (NCP) Results Workshop Day 2: University of Waterloo's presention about community-based monitoring research on mercury levels in Dehcho fish. This important research can lead to a future of cleaner traditional food and water supplies for Northern communities.,Social
115,115,115,115,115,115,123326971154939_923304991157129,Inuit Tapiriit Kanatami,video,https://www.facebook.com/inuittapiriitkanatami/videos/1816345431716950/,2017-09-27 15:49:58,1,0,0,1,0,0,0,0,0,0,,[],[],,['nan'],[u'nan'],,Social
116,116,116,116,116,116,123326971154939_923288694492092,GC Jobs,link,https://www.canada.ca/en/public-service-commission/jobs/services/recruitment/graduates/post-secondary-recruitment.html,2017-09-27 14:42:11,1,0,0,1,0,0,0,0,0,0,,[],[],,['nan'],[u'nan'],,Social
117,117,117,117,117,117,123326971154939_923278431159785,Timeline Photos,photo,https://www.facebook.com/GovCanNorth/photos/a.343736115780689.1073741825.123326971154939/923278431159785/?type=3,2017-09-27 14:10:44,8,1,16,6,2,0,0,0,0,0,It's World Tourism Day! Learn how Churchill Wild Ecolodge Polar Bear Tours provides tours through the polar bear inhabited regions of Arctic Canada while also practicing sustainable and responsible tourism. ʕ•ᴥ•ʔ,"['#WTD2017', '#IY2017', '#TravelEnjoyRespect']",['http://ow.ly/t3xB30ft905'],World Tourism Day Learn Churchill Wild Ecolodge Polar Bear Tours provides tours polar bear inhabited regions Arctic Canada also practicing sustainable responsible tourism http ow ly t3xB30ft905 WTD2017 IY2017 TravelEnjoyRespect,"['World', 'Tourism', 'Day', 'Learn', 'Churchill', 'Wild', 'Ecolodge', 'Polar', 'Bear', 'Tours', 'provides', 'tours', 'polar', 'bear', 'inhabited', 'regions', 'Arctic', 'Canada', 'also', 'practicing', 'sustainable', 'responsible', 'tourism', 'http', 'ow', 'ly', 't3xB30ft905', 'WTD2017', 'IY2017', 'TravelEnjoyRespect']","[u'world', u'tourism', u'day', u'learn', u'churchil', u'wild', u'ecolodg', u'polar', u'bear', u'tour', u'provid', u'tour', u'polar', u'bear', u'inhabit', u'region', u'arctic', u'canada', u'also', u'practic', u'sustain', u'respons', u'tourism', u'http', 'ow', 'ly', u't3xb30ft905', u'wtd2017', u'iy2017', u'travelenjoyrespect']",It's World Tourism Day! Learn how Churchill Wild Ecolodge Polar Bear Tours provides tours through the polar bear inhabited regions of Arctic Canada while also practicing sustainable and responsible tourism. http://ow.ly/t3xB30ft905 ʕ•ᴥ•ʔ #WTD2017 #IY2017 #TravelEnjoyRespect,Economical
118,118,118,118,118,118,123326971154939_923269777827317,Timeline Photos,photo,https://www.facebook.com/GovCanNorth/photos/a.343736115780689.1073741825.123326971154939/923269777827317/?type=3,2017-09-27 13:35:09,3,0,1,3,0,0,0,0,0,0,"Join the Northern Contaminants Program (NCP) th anniversary celebrations tonight in Yellowknife, NWT. U9",[],['http://ow.ly/wG2k30fta'],Join Northern Contaminants Program NCP 25th anniversary celebrations tonight Yellowknife NWT http ow ly wG2k30ftaU9,"['Join', 'Northern', 'Contaminants', 'Program', 'NCP', '25th', 'anniversary', 'celebrations', 'tonight', 'Yellowknife', 'NWT', 'http', 'ow', 'ly', 'wG2k30ftaU9']","[u'join', u'northern', u'contamin', u'program', u'ncp', u'25th', u'anniversari', u'celebr', u'tonight', u'yellowknif', u'nwt', u'http', 'ow', 'ly', u'wg2k30ftau9']","Join the Northern Contaminants Program (NCP) 25th anniversary celebrations tonight in Yellowknife, NWT. http://ow.ly/wG2k30ftaU9",Social
119,119,119,119,119,119,123326971154939_923264434494518,Council of Yukon First Nations,photo,https://www.facebook.com/CouncilofYukonFirstNations/photos/a.346717988993102.1073741828.345768489088052/525031277828438/?type=3,2017-09-27 13:14:38,3,0,0,3,0,0,0,0,0,0,,[],[],,['nan'],[u'nan'],,Social
120,120,120,120,120,120,123326971154939_922871991200429,Timeline Photos,photo,https://www.facebook.com/GovCanNorth/photos/a.343736115780689.1073741825.123326971154939/922871991200429/?type=3,2017-09-26 17:30:11,6,0,1,5,1,0,0,0,0,0,Northern Contaminants Program (NCP) Results Workshop Day : Attendees take a hands-on approach at the Researcher E.,['#ArcticScience'],[],Northern Contaminants Program NCP Results Workshop Day Attendees take hands approach Researcher EXPO ArcticScience,"['Northern', 'Contaminants', 'Program', 'NCP', 'Results', 'Workshop', 'Day', 'Attendees', 'take', 'hands', 'approach', 'Researcher', 'EXPO', 'ArcticScience']","[u'northern', u'contamin', u'program', u'ncp', u'result', u'workshop', u'day', u'attende', u'take', u'hand', u'approach', u'research', u'expo', u'arcticsci']",Northern Contaminants Program (NCP) Results Workshop Day 1: Attendees take a hands-on approach at the Researcher EXPO. #ArcticScience,Economical
121,121,121,121,121,121,123326971154939_922865864534375,Timeline Photos,photo,https://www.facebook.com/GovCanNorth/photos/a.343736115780689.1073741825.123326971154939/922865864534375/?type=3,2017-09-26 17:00:39,6,0,0,6,0,0,0,0,0,0,The Northern Contaminants Program (NCP) Annual Research Workshop starts today! The NCP brings together traditional Indigenous knowledge into Arctic science research to reduce contaminants in the North.,['#ArcticScience'],['http://ow.ly/nM0430frKVv'],Northern Contaminants Program NCP Annual Research Workshop starts today NCP brings together traditional Indigenous knowledge Arctic science research reduce contaminants North http ow ly nM0430frKVv ArcticScience,"['Northern', 'Contaminants', 'Program', 'NCP', 'Annual', 'Research', 'Workshop', 'starts', 'today', 'NCP', 'brings', 'together', 'traditional', 'Indigenous', 'knowledge', 'Arctic', 'science', 'research', 'reduce', 'contaminants', 'North', 'http', 'ow', 'ly', 'nM0430frKVv', 'ArcticScience']","[u'northern', u'contamin', u'program', u'ncp', u'annual', u'research', u'workshop', u'start', u'today', u'ncp', u'bring', u'togeth', u'tradit', u'indigen', u'knowledg', u'arctic', u'scienc', u'research', u'reduc', u'contamin', u'north', u'http', 'ow', 'ly', u'nm0430frkvv', u'arcticsci']",The Northern Contaminants Program (NCP) Annual Research Workshop starts today! The NCP brings together traditional Indigenous knowledge into Arctic science research to reduce contaminants in the North. http://ow.ly/nM0430frKVv  #ArcticScience,Social
122,122,122,122,122,122,123326971154939_922365807917714,,status,,2017-09-25 18:30:16,3,0,0,2,1,0,0,0,0,0,"REMINDER: Everyone welcome to a public meeting hosted by the Nutrition North Canada Advisory Board tomorrow, September , in Sanikiluaq, Nunavut. Info: 8",['#NNCMySay'],['http://ow.ly/tNuo30fbyo'],REMINDER Everyone welcome public meeting hosted Nutrition North Canada Advisory Board tomorrow September 26 2017 Sanikiluaq Nunavut Info http ow ly tNuo30fbyo8 NNCMySay,"['REMINDER', 'Everyone', 'welcome', 'public', 'meeting', 'hosted', 'Nutrition', 'North', 'Canada', 'Advisory', 'Board', 'tomorrow', 'September', '26', '2017', 'Sanikiluaq', 'Nunavut', 'Info', 'http', 'ow', 'ly', 'tNuo30fbyo8', 'NNCMySay']","[u'remind', u'everyon', u'welcom', u'public', u'meet', u'host', u'nutrit', u'north', u'canada', u'advisori', u'board', u'tomorrow', u'septemb', '26', u'2017', u'sanikiluaq', u'nunavut', u'info', u'http', 'ow', 'ly', u'tnuo30fbyo8', u'nncmysay']","REMINDER: Everyone welcome to a public meeting hosted by the Nutrition North Canada Advisory Board tomorrow, September 26, 2017 in Sanikiluaq, Nunavut. Info: http://ow.ly/tNuo30fbyo8 #NNCMySay",Environmental
123,123,123,123,123,123,123326971154939_922321771255451,Fisheries and Oceans Canada,photo,https://www.facebook.com/FisheriesOceansCanada/photos/a.331203093968397.1073741828.315919208830119/361854054236634/?type=3,2017-09-25 15:20:48,2,0,0,2,0,0,0,0,0,0,,[],[],,['nan'],[u'nan'],,Social
124,124,124,124,124,124,123326971154939_921762871311341,Timeline Photos,photo,https://www.facebook.com/GovCanNorth/photos/a.343736115780689.1073741825.123326971154939/921762871311341/?type=3,2017-09-24 10:55:05,3,0,2,3,0,0,0,0,0,0,"JOB OPPORTUNITY! If you have eerience working in heritage tourism, education, interpretation or outreach communications, join Parks Canada as an Interpretation Officer/Coordinator in Whitehorse, Yukon!",[],['http://ow.ly/fKae30fmt9L'],JOB OPPORTUNITY experience working heritage tourism education interpretation outreach communications join Parks Canada Interpretation Officer Coordinator Whitehorse Yukon http ow ly fKae30fmt9L,"['JOB', 'OPPORTUNITY', 'experience', 'working', 'heritage', 'tourism', 'education', 'interpretation', 'outreach', 'communications', 'join', 'Parks', 'Canada', 'Interpretation', 'Officer', 'Coordinator', 'Whitehorse', 'Yukon', 'http', 'ow', 'ly', 'fKae30fmt9L']","[u'job', u'opportun', u'experi', u'work', u'heritag', u'tourism', u'educ', u'interpret', u'outreach', u'communic', u'join', u'park', u'canada', u'interpret', u'offic', u'coordin', u'whitehors', u'yukon', u'http', 'ow', 'ly', u'fkae30fmt9l']","JOB OPPORTUNITY! If you have experience working in heritage tourism, education, interpretation or outreach communications, join Parks Canada as an Interpretation Officer/Coordinator in Whitehorse, Yukon! http://ow.ly/fKae30fmt9L",Environmental
125,125,125,125,125,125,123326971154939_921660401321588,,status,,2017-09-24 08:05:04,6,0,3,6,0,0,0,0,0,0,"Learn about the Arctic research projects featured at the Northern Contaminants Program Annual Research Workshop. You're invited: September -28, , in Yellowknife, NWT.",[],['http://ow.ly/3VtW30fmAI5'],Learn Arctic research projects featured Northern Contaminants Program Annual Research Workshop invited September 26 28 2017 Yellowknife NWT http ow ly 3VtW30fmAI5,"['Learn', 'Arctic', 'research', 'projects', 'featured', 'Northern', 'Contaminants', 'Program', 'Annual', 'Research', 'Workshop', 'invited', 'September', '26', '28', '2017', 'Yellowknife', 'NWT', 'http', 'ow', 'ly', '3VtW30fmAI5']","[u'learn', u'arctic', u'research', u'project', u'featur', u'northern', u'contamin', u'program', u'annual', u'research', u'workshop', u'invit', u'septemb', '26', '28', u'2017', u'yellowknif', u'nwt', u'http', 'ow', 'ly', u'3vtw30fmai5']","Learn about the Arctic research projects featured at the Northern Contaminants Program Annual Research Workshop. You're invited: September 26-28, 2017, in Yellowknife, NWT. http://ow.ly/3VtW30fmAI5",Economical
126,126,126,126,126,126,123326971154939_920839601403668,Timeline Photos,photo,https://www.facebook.com/GovCanNorth/photos/a.343736115780689.1073741825.123326971154939/920839601403668/?type=3,2017-09-22 17:00:15,5,0,4,4,1,0,0,0,0,0,JOB OPPORTUNITY! Work directly with communities & businesses in the North with the Canadian Northern Economic Development Agency. Positions are available in Yellowknife (Northwest Territories) or Whitehorse (Yukon). Apply today:,[],['http://ow.ly/Ua8I30fmuZs'],JOB OPPORTUNITY Work directly communities businesses North Canadian Northern Economic Development Agency Positions available Yellowknife Northwest Territories Whitehorse Yukon Apply today http ow ly Ua8I30fmuZs,"['JOB', 'OPPORTUNITY', 'Work', 'directly', 'communities', 'businesses', 'North', 'Canadian', 'Northern', 'Economic', 'Development', 'Agency', 'Positions', 'available', 'Yellowknife', 'Northwest', 'Territories', 'Whitehorse', 'Yukon', 'Apply', 'today', 'http', 'ow', 'ly', 'Ua8I30fmuZs']","[u'job', u'opportun', u'work', u'direct', u'communiti', u'busi', u'north', u'canadian', u'northern', u'econom', u'develop', u'agenc', u'posit', u'avail', u'yellowknif', u'northwest', u'territori', u'whitehors', u'yukon', u'appli', u'today', u'http', 'ow', 'ly', u'ua8i30fmuz']",JOB OPPORTUNITY! Work directly with communities & businesses in the North with the Canadian Northern Economic Development Agency. Positions are available in Yellowknife (Northwest Territories) or Whitehorse (Yukon). Apply today: http://ow.ly/Ua8I30fmuZs,Economical
127,127,127,127,127,127,123326971154939_920789321408696,Photos from GovCan - North's post,photo,https://www.facebook.com/GovCanNorth/photos/a.343736115780689.1073741825.123326971154939/920788938075401/?type=3,2017-09-22 15:30:00,5,1,0,4,1,0,0,0,0,0,"The Canol Trail is known as one of the world’s most challenging trails. It runs through the Mackenzie Mountains west of Norman Wells, Northwest Territories. The rough terrain includes risks to humans like grizzly bears and fast-moving water. The trail is also a designated contaminated site, due to elements leftover from an old pipeline constructed during the Second World War. Recently, a contract was awarded to Englobe Corp. (NWT) to clean up the trail. Remediation of the trail will reduce risks to people, animals and the environment associated with the abandoned pipeline and related infrastructure. This remediation project will benefit the local economy and provide job opportunities to the Sahtu communities. To learn more about the Canol Trail Remediation Project, visit:",[],['http://ow.ly/r8UJ30fmrCN'],Canol Trail known one challenging trails runs Mackenzie Mountains west Norman Wells Northwest Territories rough terrain includes risks humans like grizzly bears fast moving water trail also designated contaminated site due elements leftover old pipeline constructed Second World War Recently contract awarded Englobe Corp NWT clean trail Remediation trail reduce risks people animals environment associated abandoned pipeline related infrastructure remediation project benefit local economy provide job opportunities Sahtu communities learn Canol Trail Remediation Project visit http ow ly r8UJ30fmrCN,"['Canol', 'Trail', 'known', 'one', 'challenging', 'trails', 'runs', 'Mackenzie', 'Mountains', 'west', 'Norman', 'Wells', 'Northwest', 'Territories', 'rough', 'terrain', 'includes', 'risks', 'humans', 'like', 'grizzly', 'bears', 'fast', 'moving', 'water', 'trail', 'also', 'designated', 'contaminated', 'site', 'due', 'elements', 'leftover', 'old', 'pipeline', 'constructed', 'Second', 'World', 'War', 'Recently', 'contract', 'awarded', 'Englobe', 'Corp', 'NWT', 'clean', 'trail', 'Remediation', 'trail', 'reduce', 'risks', 'people', 'animals', 'environment', 'associated', 'abandoned', 'pipeline', 'related', 'infrastructure', 'remediation', 'project', 'benefit', 'local', 'economy', 'provide', 'job', 'opportunities', 'Sahtu', 'communities', 'learn', 'Canol', 'Trail', 'Remediation', 'Project', 'visit', 'http', 'ow', 'ly', 'r8UJ30fmrCN']","[u'canol', u'trail', u'known', u'one', u'challeng', u'trail', u'run', u'mackenzi', u'mountain', u'west', u'norman', u'well', u'northwest', u'territori', u'rough', u'terrain', u'includ', u'risk', u'human', u'like', u'grizzli', u'bear', u'fast', u'move', u'water', u'trail', u'also', u'design', u'contamin', u'site', u'due', u'element', u'leftov', u'old', u'pipelin', u'construct', u'second', u'world', u'war', u'recent', u'contract', u'award', u'englob', u'corp', u'nwt', u'clean', u'trail', u'remedi', u'trail', u'reduc', u'risk', u'peopl', u'anim', u'environ', u'associ', u'abandon', u'pipelin', u'relat', u'infrastructur', u'remedi', u'project', u'benefit', u'local', u'economi', u'provid', u'job', u'opportun', u'sahtu', u'communiti', u'learn', u'canol', u'trail', u'remedi', u'project', u'visit', u'http', 'ow', 'ly', u'r8uj30fmrcn']","The Canol Trail is known as one of the world’s most challenging trails. It runs through the Mackenzie Mountains west of Norman Wells, Northwest Territories. The rough terrain includes risks to humans like grizzly bears and fast-moving water. The trail is also a designated contaminated site, due to elements leftover from an old pipeline constructed during the Second World War. 

Recently, a contract was awarded to Englobe Corp. (NWT) to clean up the trail. Remediation of the trail will reduce risks to people, animals and the environment associated with the abandoned pipeline and related infrastructure. This remediation project will benefit the local economy and provide job opportunities to the Sahtu communities. 
To learn more about the Canol Trail Remediation Project, visit: http://ow.ly/r8UJ30fmrCN",Environmental
128,128,128,128,128,128,123326971154939_920803958073899,Arctic Inspiration Prize,link,https://hubs.ly/H08J6B-0,2017-09-22 15:06:59,2,0,0,2,0,0,0,0,0,0,The Arctic Inspiration Prize Call for Nominations is Now Open!,[],[],Arctic Inspiration Prize 2017 Call Nominations Open,"['Arctic', 'Inspiration', 'Prize', '2017', 'Call', 'Nominations', 'Open']","[u'arctic', u'inspir', u'prize', u'2017', u'call', u'nomin', u'open']",The Arctic Inspiration Prize 2017 Call for Nominations is Now Open!,Economical
129,129,129,129,129,129,123326971154939_920728198081475,Project Naming,photo,https://www.facebook.com/project.naming/photos/a.264358477331743.1073741829.263014457466145/355896728177917/?type=3,2017-09-22 11:18:58,3,0,0,2,1,0,0,0,0,0,,[],[],,['nan'],[u'nan'],,Social
130,130,130,130,130,130,123326971154939_920339394787022,Timeline Photos,photo,https://www.facebook.com/GovCanNorth/photos/a.343736115780689.1073741825.123326971154939/920339394787022/?type=3,2017-09-21 16:01:04,12,1,11,11,1,0,0,0,0,0,JOB OPPORTUNITY! Want to build on your field skills in an Arctic setting? Join Parks Canada as a Visitor Safety Coordinator in Nunavut. Apply here:,[],['http://ow.ly/prIL30fkG4z'],JOB OPPORTUNITY Want build field skills Arctic setting Join Parks Canada Visitor Safety Coordinator Nunavut Apply http ow ly prIL30fkG4z,"['JOB', 'OPPORTUNITY', 'Want', 'build', 'field', 'skills', 'Arctic', 'setting', 'Join', 'Parks', 'Canada', 'Visitor', 'Safety', 'Coordinator', 'Nunavut', 'Apply', 'http', 'ow', 'ly', 'prIL30fkG4z']","[u'job', u'opportun', u'want', u'build', u'field', u'skill', u'arctic', u'set', u'join', u'park', u'canada', u'visitor', u'safeti', u'coordin', u'nunavut', u'appli', u'http', 'ow', 'ly', u'pril30fkg4z']",JOB OPPORTUNITY! Want to build on your field skills in an Arctic setting? Join Parks Canada as a Visitor Safety Coordinator in Nunavut. Apply here: http://ow.ly/prIL30fkG4z,Environmental
