,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,status_id,link_name,status_type,status_link,status_published,num_reactions,num_comments,num_shares,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys,num_special,status_message_cleaned,hashtags,urls,text_filtered,text_tokenized,text_stemmed,text_original,category
0,0,0,0,0,0,566325673547435_814227745423892,Processus de facilitation,video,http://ow.ly/o7oX302foQL,2017-12-30 15:00:30,0,0,0,0,0,0,0,0,0,0,Les malheurs des – La ligne aérienne a perdu vos bagages? Renseignez-vous >,"['#vacances', '#VoyageCnd', '#facilitation']",['http://ow.ly/o7oX302foQL'],Les malheurs des vacances La ligne rienne perdu vos bagages Renseignez vous http ow ly o7oX302foQL VoyageCnd facilitation,"['Les', 'malheurs', 'des', 'vacances', 'La', 'ligne', 'rienne', 'perdu', 'vos', 'bagages', 'Renseignez', 'vous', 'http', 'ow', 'ly', 'o7oX302foQL', 'VoyageCnd', 'facilitation']","[u'les', u'malheur', u'des', u'vacanc', 'la', u'lign', u'rienn', u'perdu', u'vos', u'bagag', u'renseignez', u'vous', u'http', 'ow', 'ly', u'o7ox302foql', u'voyagecnd', u'facilit']",Les malheurs des #vacances – La ligne aérienne a perdu vos bagages? Renseignez-vous >  http://ow.ly/o7oX302foQL #VoyageCnd #facilitation,Social
1,1,1,1,1,1,566325673547435_813678518812148,Timeline Photos,photo,https://www.facebook.com/OfficeDesTransportsDuCanada/photos/a.568957893284213.1073741828.566325673547435/813678518812148/?type=3,2017-12-29 10:01:08,0,0,0,0,0,0,0,0,0,0,"> Vérifiez à l'avance Qu'il s'agisse de transport d'équipement sportif ou d'instruments de musique, de restrictions alimentaires, de conditions médicales et de besoins liés à une déficience, la plupart des transporteurs exigent un préavis de à heures pour répondre aux demandes de service spécial. > Prenez l'air averti > Dix conseils clés >",['#Astucesvoyage'],['http://ow.ly/4nk1SM'],Astucesvoyage rifiez avance Qu il agisse de transport quipement sportif ou instruments de musique de restrictions alimentaires de conditions dicales et de besoins une ficience la plupart des transporteurs exigent un avis de 48 72 heures pour pondre aux demandes de service cial Prenez air averti Dix conseils http ow ly 4nk1SM,"['Astucesvoyage', 'rifiez', 'avance', 'Qu', 'il', 'agisse', 'de', 'transport', 'quipement', 'sportif', 'ou', 'instruments', 'de', 'musique', 'de', 'restrictions', 'alimentaires', 'de', 'conditions', 'dicales', 'et', 'de', 'besoins', 'une', 'ficience', 'la', 'plupart', 'des', 'transporteurs', 'exigent', 'un', 'avis', 'de', '48', '72', 'heures', 'pour', 'pondre', 'aux', 'demandes', 'de', 'service', 'cial', 'Prenez', 'air', 'averti', 'Dix', 'conseils', 'http', 'ow', 'ly', '4nk1SM']","[u'astucesvoyag', u'rifiez', u'avanc', 'qu', 'il', u'agiss', 'de', u'transport', u'quipement', u'sportif', 'ou', u'instrument', 'de', u'musiqu', 'de', u'restrict', u'alimentair', 'de', u'condit', u'dical', 'et', 'de', u'besoin', u'une', u'ficienc', 'la', u'plupart', u'des', u'transporteur', u'exig', 'un', u'avi', 'de', '48', '72', u'heur', u'pour', u'pondr', u'aux', u'demand', 'de', u'servic', u'cial', u'prenez', u'air', u'averti', u'dix', u'conseil', u'http', 'ow', 'ly', u'4nk1sm']","#Astucesvoyage > Vérifiez à l'avance

Qu'il s'agisse de transport d'équipement sportif ou d'instruments de musique, de restrictions alimentaires, de conditions médicales et de besoins liés à une déficience, la plupart des transporteurs exigent un préavis de 48 à 72 heures pour répondre aux demandes de service spécial.

  > Prenez l'air averti > Dix conseils clés > http://ow.ly/4nk1SM",Environmental
2,2,2,2,2,2,566325673547435_813311678848832,,status,,2017-12-28 14:00:49,0,0,0,0,0,0,0,0,0,0,"Il incombe au transporteur de fournir un remplacement provisoire pour une aide à la mobilité perdue ou endommagée, jusqu'à ce que l'aide du voyageur soit disponible. Pour savoir comment vous procurer de l'aide à la mobilité, visitez:",[],['http://ow.ly/fTye307veSA'],Il incombe au transporteur de fournir un remplacement provisoire pour une aide la perdue ou jusqu ce que aide du voyageur soit disponible Pour savoir comment vous procurer de aide la visitez http ow ly fTye307veSA,"['Il', 'incombe', 'au', 'transporteur', 'de', 'fournir', 'un', 'remplacement', 'provisoire', 'pour', 'une', 'aide', 'la', 'perdue', 'ou', 'jusqu', 'ce', 'que', 'aide', 'du', 'voyageur', 'soit', 'disponible', 'Pour', 'savoir', 'comment', 'vous', 'procurer', 'de', 'aide', 'la', 'visitez', 'http', 'ow', 'ly', 'fTye307veSA']","['il', u'incomb', 'au', u'transporteur', 'de', u'fournir', 'un', u'remplac', u'provisoir', u'pour', u'une', u'aid', 'la', u'perdu', 'ou', u'jusqu', 'ce', u'que', u'aid', 'du', u'voyageur', u'soit', u'dispon', u'pour', u'savoir', u'comment', u'vous', u'procur', 'de', u'aid', 'la', u'visitez', u'http', 'ow', 'ly', u'ftye307vesa']","Il incombe au transporteur de fournir un remplacement provisoire pour une aide à la mobilité perdue ou endommagée, jusqu'à ce que l'aide du voyageur soit disponible. Pour savoir comment vous procurer de l'aide à la mobilité, visitez: http://ow.ly/fTye307veSA",Economical
3,3,3,3,3,3,566325673547435_812838202229513,Timeline Photos,photo,https://www.facebook.com/OfficeDesTransportsDuCanada/photos/a.568957893284213.1073741828.566325673547435/812838202229513/?type=3,2017-12-27 12:01:25,0,0,0,0,0,0,0,0,0,0,Lisez à propos de nos ans au coeur des transports >,['#Canada150'],['http://ow.ly/35ct30dbqMv'],Lisez propos de nos 113 ans au coeur des transports http ow ly 35ct30dbqMv Canada150,"['Lisez', 'propos', 'de', 'nos', '113', 'ans', 'au', 'coeur', 'des', 'transports', 'http', 'ow', 'ly', '35ct30dbqMv', 'Canada150']","[u'lisez', u'propo', 'de', u'nos', u'113', u'an', 'au', u'coeur', u'des', u'transport', u'http', 'ow', 'ly', u'35ct30dbqmv', u'canada150']",Lisez à propos de nos 113 ans au coeur des transports > http://ow.ly/35ct30dbqMv #Canada150,Economical
4,4,4,4,4,4,566325673547435_810950865751580,Timeline Photos,photo,https://www.facebook.com/OfficeDesTransportsDuCanada/photos/a.568957893284213.1073741828.566325673547435/810950865751580/?type=3,2017-12-23 08:00:41,0,0,0,0,0,0,0,0,0,0,Passez tous de joyeuses fêtes!,[],[],Passez tous de joyeuses,"['Passez', 'tous', 'de', 'joyeuses']","[u'passez', u'tous', 'de', u'joyeus']",Passez tous de joyeuses fêtes!,Social
5,5,5,5,5,5,566325673547435_810582462455087,Timeline Photos,photo,https://www.facebook.com/OfficeDesTransportsDuCanada/photos/a.568957893284213.1073741828.566325673547435/810582462455087/?type=3,2017-12-22 10:01:16,0,0,0,0,0,0,0,0,0,0,"> Connaissez les limites de votre transporteur aérien Chaque transporteur aérien fixe ses propres limites de responsabilité à l'égard des bagages de cabine et des bagages enregistrés. Les transporteurs prescrivent également des délais pour rapporter la perte, les dommages ou le retard des bagages. Consultez le tarif de votre transporteur aérien pour connaître ses règles et indemnités concernant les bagages. > Prenez l'air averti > Dix conseils clés >",['#Astucesvoyage'],['http://ow.ly/4nk1SM'],Astucesvoyage Connaissez les limites de votre transporteur rien Chaque transporteur rien fixe ses propres limites de gard des bagages de cabine et des bagages Les transporteurs prescrivent galement des lais pour rapporter la perte les dommages ou le retard des bagages Consultez le tarif de votre transporteur rien pour tre ses gles et concernant les bagages Prenez air averti Dix conseils http ow ly 4nk1SM,"['Astucesvoyage', 'Connaissez', 'les', 'limites', 'de', 'votre', 'transporteur', 'rien', 'Chaque', 'transporteur', 'rien', 'fixe', 'ses', 'propres', 'limites', 'de', 'gard', 'des', 'bagages', 'de', 'cabine', 'et', 'des', 'bagages', 'Les', 'transporteurs', 'prescrivent', 'galement', 'des', 'lais', 'pour', 'rapporter', 'la', 'perte', 'les', 'dommages', 'ou', 'le', 'retard', 'des', 'bagages', 'Consultez', 'le', 'tarif', 'de', 'votre', 'transporteur', 'rien', 'pour', 'tre', 'ses', 'gles', 'et', 'concernant', 'les', 'bagages', 'Prenez', 'air', 'averti', 'Dix', 'conseils', 'http', 'ow', 'ly', '4nk1SM']","[u'astucesvoyag', u'connaissez', u'les', u'limit', 'de', u'votr', u'transporteur', u'rien', u'chaqu', u'transporteur', u'rien', u'fix', u'ses', u'propr', u'limit', 'de', u'gard', u'des', u'bagag', 'de', u'cabin', 'et', u'des', u'bagag', u'les', u'transporteur', u'prescriv', u'galement', u'des', u'lai', u'pour', u'rapport', 'la', u'pert', u'les', u'dommag', 'ou', 'le', u'retard', u'des', u'bagag', u'consultez', 'le', u'tarif', 'de', u'votr', u'transporteur', u'rien', u'pour', u'tre', u'ses', u'gles', 'et', u'concern', u'les', u'bagag', u'prenez', u'air', u'averti', u'dix', u'conseil', u'http', 'ow', 'ly', u'4nk1sm']","#Astucesvoyage > Connaissez les limites de votre transporteur aérien

Chaque transporteur aérien fixe ses propres limites de responsabilité à l'égard des bagages de cabine et des bagages enregistrés. Les transporteurs prescrivent également des délais pour rapporter la perte, les dommages ou le retard des bagages. Consultez le tarif de votre transporteur aérien pour connaître ses règles et indemnités concernant les bagages.

  > Prenez l'air averti > Dix conseils clés > http://ow.ly/4nk1SM",Environmental
6,6,6,6,6,6,566325673547435_810232985823368,"Transports accessibles pour tous, module 3: les pratiques optimales pour la communication",video,http://ow.ly/aQu5307vdXO,2017-12-21 14:00:41,0,0,0,0,0,0,0,0,0,0,"Comme fournisseurs de services de transport, il y a certain étapes que vous pouvez prends pour améliorer la communication en fonction de la nature de déficience d'un voyageur. Regardez notre ieme vidéo de formation: d",[],['http://ow.ly/aQu5307vdXO'],Comme fournisseurs de services de transport il certain tapes que vous pouvez prends pour liorer la communication en fonction de la nature de ficience un voyageur Regardez notre 3ieme de formation http ow ly aQu5307vdXO,"['Comme', 'fournisseurs', 'de', 'services', 'de', 'transport', 'il', 'certain', 'tapes', 'que', 'vous', 'pouvez', 'prends', 'pour', 'liorer', 'la', 'communication', 'en', 'fonction', 'de', 'la', 'nature', 'de', 'ficience', 'un', 'voyageur', 'Regardez', 'notre', '3ieme', 'de', 'formation', 'http', 'ow', 'ly', 'aQu5307vdXO']","[u'comm', u'fournisseur', 'de', u'servic', 'de', u'transport', 'il', u'certain', u'tape', u'que', u'vous', u'pouvez', u'prend', u'pour', u'liorer', 'la', u'communic', 'en', u'fonction', 'de', 'la', u'natur', 'de', u'ficienc', 'un', u'voyageur', u'regardez', u'notr', u'3iem', 'de', u'format', u'http', 'ow', 'ly', u'aqu5307vdxo']","Comme fournisseurs de services de transport, il y a certain étapes que vous pouvez prends pour améliorer la communication en fonction de la nature de déficience d'un voyageur. Regardez notre 3ieme vidéo de formation: http://ow.ly/aQu5307vdXO",Environmental
7,7,7,7,7,7,566325673547435_810188449161155,Timeline Photos,photo,https://www.facebook.com/OfficeDesTransportsDuCanada/photos/a.568957893284213.1073741828.566325673547435/810188449161155/?type=3,2017-12-21 11:30:35,0,0,0,0,0,0,0,0,0,0,"Le revenu de CN et de CP provenant du transport du grain de l'Ouest excède leur revenu admissible maximal pour la campagne agricole -2017 L'Office des transports du Canada (OTC) a statué que le revenu de la Compagnie des chemins de fer nationaux du Canada (CN) et de la Compagnie de chemin de fer Canadien Pacifique (CP) provenant du transport du grain de l'Ouest a dépassé leur revenu admissible maximal pour la campagne agricole -2017. - Le revenu de CN provenant du transport du grain s'élève à $, soit $ au-dessus de son revenu admissible fixé à $. - Le revenu de CP provenant du transport du grain s'élève à $, c'est-à-dire $ au-dessus de son revenu admissible fixé à $. CN et CP disposent maintenant de jours pour verser le montant excédant leur revenu admissible pour -2017, auquel s'ajoute une pénalité de cinq pour cent, soit $ pour CN et $ pour CP. Conformément au Règlement, les paiements seront versés à la Western Grains Research Foundation, un organisme financé et dirigé par des agriculteurs des Prairies afin de mener des recherches pouvant s'avérer bénéfiques pour les fermiers des Prairies. Au cours de la campagne agricole -2017, tonnes de grain de l'Ouest ont été transportées ‒ une hausse de ,9 pour cent par rapport au volume transporté au cours de la précédente campagne agricole. La longueur moyenne des mouvements, qui est de milles, excède de deux milles, ou de ,2 pour cent, celle de la précédente campagne agricole.",[],['http://ow.ly/h5iz30hm76P'],Le revenu de CN et de CP provenant du transport du grain de Ouest de leur revenu admissible maximal pour la campagne agricole 2016 2017 Office des transports du Canada OTC que le revenu de la Compagnie des chemins de fer nationaux du Canada CN et de la Compagnie de chemin de fer Canadien Pacifique CP provenant du transport du grain de Ouest leur revenu admissible maximal pour la campagne agricole 2016 2017 Le revenu de CN provenant du transport du grain 808 213 784 soit 773 741 au dessus de son revenu admissible 802 440 043 Le revenu de CP provenant du transport du grain 725 457 448 est dire 078 947 au dessus de son revenu admissible 724 378 501 CN et CP disposent maintenant de 30 jours pour verser le montant dant leur revenu admissible pour 2016 2017 auquel ajoute une de cinq pour cent soit 288 687 pour CN et 53 947 pour CP ment au glement les paiements seront la Western Grains Research Foundation un organisme et par des agriculteurs des Prairies afin de mener des recherches pouvant rer fiques pour les fermiers des Prairies Au cours de la campagne agricole 2016 2017 43 196 615 tonnes de grain de Ouest ont es une hausse de pour cent par rapport au volume au cours de la dente campagne agricole La longueur moyenne des mouvements qui est de 953 milles de de deux milles ou de pour cent celle de la dente campagne agricole http ow ly h5iz30hm76P,"['Le', 'revenu', 'de', 'CN', 'et', 'de', 'CP', 'provenant', 'du', 'transport', 'du', 'grain', 'de', 'Ouest', 'de', 'leur', 'revenu', 'admissible', 'maximal', 'pour', 'la', 'campagne', 'agricole', '2016', '2017', 'Office', 'des', 'transports', 'du', 'Canada', 'OTC', 'que', 'le', 'revenu', 'de', 'la', 'Compagnie', 'des', 'chemins', 'de', 'fer', 'nationaux', 'du', 'Canada', 'CN', 'et', 'de', 'la', 'Compagnie', 'de', 'chemin', 'de', 'fer', 'Canadien', 'Pacifique', 'CP', 'provenant', 'du', 'transport', 'du', 'grain', 'de', 'Ouest', 'leur', 'revenu', 'admissible', 'maximal', 'pour', 'la', 'campagne', 'agricole', '2016', '2017', 'Le', 'revenu', 'de', 'CN', 'provenant', 'du', 'transport', 'du', 'grain', '808', '213', '784', 'soit', '773', '741', 'au', 'dessus', 'de', 'son', 'revenu', 'admissible', '802', '440', '043', 'Le', 'revenu', 'de', 'CP', 'provenant', 'du', 'transport', 'du', 'grain', '725', '457', '448', 'est', 'dire', '078', '947', 'au', 'dessus', 'de', 'son', 'revenu', 'admissible', '724', '378', '501', 'CN', 'et', 'CP', 'disposent', 'maintenant', 'de', '30', 'jours', 'pour', 'verser', 'le', 'montant', 'dant', 'leur', 'revenu', 'admissible', 'pour', '2016', '2017', 'auquel', 'ajoute', 'une', 'de', 'cinq', 'pour', 'cent', 'soit', '288', '687', 'pour', 'CN', 'et', '53', '947', 'pour', 'CP', 'ment', 'au', 'glement', 'les', 'paiements', 'seront', 'la', 'Western', 'Grains', 'Research', 'Foundation', 'un', 'organisme', 'et', 'par', 'des', 'agriculteurs', 'des', 'Prairies', 'afin', 'de', 'mener', 'des', 'recherches', 'pouvant', 'rer', 'fiques', 'pour', 'les', 'fermiers', 'des', 'Prairies', 'Au', 'cours', 'de', 'la', 'campagne', 'agricole', '2016', '2017', '43', '196', '615', 'tonnes', 'de', 'grain', 'de', 'Ouest', 'ont', 'es', 'une', 'hausse', 'de', 'pour', 'cent', 'par', 'rapport', 'au', 'volume', 'au', 'cours', 'de', 'la', 'dente', 'campagne', 'agricole', 'La', 'longueur', 'moyenne', 'des', 'mouvements', 'qui', 'est', 'de', '953', 'milles', 'de', 'de', 'deux', 'milles', 'ou', 'de', 'pour', 'cent', 'celle', 'de', 'la', 'dente', 'campagne', 'agricole', 'http', 'ow', 'ly', 'h5iz30hm76P']","['le', u'revenu', 'de', 'cn', 'et', 'de', 'cp', u'proven', 'du', u'transport', 'du', u'grain', 'de', u'ouest', 'de', u'leur', u'revenu', u'admiss', u'maxim', u'pour', 'la', u'campagn', u'agricol', u'2016', u'2017', u'offic', u'des', u'transport', 'du', u'canada', u'otc', u'que', 'le', u'revenu', 'de', 'la', u'compagni', u'des', u'chemin', 'de', u'fer', u'nationaux', 'du', u'canada', 'cn', 'et', 'de', 'la', u'compagni', 'de', u'chemin', 'de', u'fer', u'canadien', u'pacifiqu', 'cp', u'proven', 'du', u'transport', 'du', u'grain', 'de', u'ouest', u'leur', u'revenu', u'admiss', u'maxim', u'pour', 'la', u'campagn', u'agricol', u'2016', u'2017', 'le', u'revenu', 'de', 'cn', u'proven', 'du', u'transport', 'du', u'grain', u'808', u'213', u'784', u'soit', u'773', u'741', 'au', u'dessus', 'de', u'son', u'revenu', u'admiss', u'802', u'440', u'043', 'le', u'revenu', 'de', 'cp', u'proven', 'du', u'transport', 'du', u'grain', u'725', u'457', u'448', u'est', u'dire', u'078', u'947', 'au', u'dessus', 'de', u'son', u'revenu', u'admiss', u'724', u'378', u'501', 'cn', 'et', 'cp', u'dispos', u'mainten', 'de', '30', u'jour', u'pour', u'verser', 'le', u'montant', u'dant', u'leur', u'revenu', u'admiss', u'pour', u'2016', u'2017', u'auquel', u'ajout', u'une', 'de', u'cinq', u'pour', u'cent', u'soit', u'288', u'687', u'pour', 'cn', 'et', '53', u'947', u'pour', 'cp', u'ment', 'au', u'glement', u'les', u'paiement', u'seront', 'la', u'western', u'grain', u'research', u'foundat', 'un', u'organism', 'et', u'par', u'des', u'agriculteur', u'des', u'prairi', u'afin', 'de', u'mener', u'des', u'recherch', u'pouvant', u'rer', u'fiqu', u'pour', u'les', u'fermier', u'des', u'prairi', 'au', u'cour', 'de', 'la', u'campagn', u'agricol', u'2016', u'2017', '43', u'196', u'615', u'tonn', 'de', u'grain', 'de', u'ouest', u'ont', 'es', u'une', u'hauss', 'de', u'pour', u'cent', u'par', u'rapport', 'au', u'volum', 'au', u'cour', 'de', 'la', u'dent', u'campagn', u'agricol', 'la', u'longueur', u'moyenn', u'des', u'mouvement', u'qui', u'est', 'de', u'953', u'mill', 'de', 'de', u'deux', u'mill', 'ou', 'de', u'pour', u'cent', u'cell', 'de', 'la', u'dent', u'campagn', u'agricol', u'http', 'ow', 'ly', u'h5iz30hm76p']","Le revenu de CN et de CP provenant du transport du grain de l'Ouest excède leur revenu admissible maximal pour la campagne agricole 2016-2017

L'Office des transports du Canada (OTC) a statué que le revenu de la Compagnie des chemins de fer nationaux du Canada (CN) et de la Compagnie de chemin de fer Canadien Pacifique (CP) provenant du transport du grain de l'Ouest a dépassé leur revenu admissible maximal pour la campagne agricole 2016-2017.

- Le revenu de CN provenant du transport du grain s'élève à 808 213 784 $, soit 5 773 741 $ au-dessus de son revenu admissible fixé à 802 440 043 $.
- Le revenu de CP provenant du transport du grain s'élève à 725 457 448 $, c'est-à-dire 1 078 947 $ au-dessus de son revenu admissible fixé à 724 378 501 $.

CN et CP disposent maintenant de 30 jours pour verser le montant excédant leur revenu admissible pour 2016-2017, auquel s'ajoute une pénalité de cinq pour cent, soit 288 687 $ pour CN et 53 947 $ pour CP. Conformément au Règlement, les paiements seront versés à la Western Grains Research Foundation, un organisme financé et dirigé par des agriculteurs des Prairies afin de mener des recherches pouvant s'avérer bénéfiques pour les fermiers des Prairies.

Au cours de la campagne agricole 2016-2017, 43 196 615 tonnes de grain de l'Ouest ont été transportées ‒ une hausse de 6,9 pour cent par rapport au volume transporté au cours de la précédente campagne agricole. La longueur moyenne des mouvements, qui est de 953 milles, excède de deux milles, ou de 0,2 pour cent, celle de la précédente campagne agricole.

http://ow.ly/h5iz30hm76P",Environmental
8,8,8,8,8,8,566325673547435_810102959169704,Prenez l'air averti : Du point A au point B et de retour à la maison | Office des transports du Canada,link,http://ow.ly/fEHx301rhLe,2017-12-21 08:00:25,0,0,0,0,0,0,0,0,0,0,"C'est la première journée de l'hiver! Avant votre vol, vérifiez nos conseils et 'air averti! >",['#Prenezl'],['http://ow.ly/fEHx301rhLe'],est la de hiver Avant votre vol rifiez nos conseils et Prenezl air averti http ow ly fEHx301rhLe,"['est', 'la', 'de', 'hiver', 'Avant', 'votre', 'vol', 'rifiez', 'nos', 'conseils', 'et', 'Prenezl', 'air', 'averti', 'http', 'ow', 'ly', 'fEHx301rhLe']","[u'est', 'la', 'de', u'hiver', u'avant', u'votr', u'vol', u'rifiez', u'nos', u'conseil', 'et', u'prenezl', u'air', u'averti', u'http', 'ow', 'ly', u'fehx301rhl']","C'est la première journée de l'hiver! Avant votre vol, vérifiez nos conseils et #Prenezl'air averti! > http://ow.ly/fEHx301rhLe",Environmental
9,9,9,9,9,9,566325673547435_809764489203551,Timeline Photos,photo,https://www.facebook.com/OfficeDesTransportsDuCanada/photos/a.568957893284213.1073741828.566325673547435/809764489203551/?type=3,2017-12-20 12:00:40,0,0,0,0,0,0,0,0,0,0,"Le saviez-vous? Nous définissons une déficience comme étant un problème de santé qui limite la capacité de voyager d'une personne ou qui lui occasionne des difficultés pendant son voyage. Il peut s'agir d'une condition temporaire comme d'avoir une jambe cassée. Pour obtenir de plus amples renseignements sur les plaintes relatives à l'accessibilité, visitez le >",[],['http://ow.ly/Gi0B309MuQe'],Le saviez vous Nous finissons une ficience comme tant un de qui limite la de voyager une personne ou qui lui occasionne des pendant son voyage Il peut agir une condition temporaire comme avoir une jambe Pour obtenir de plus amples renseignements sur les plaintes relatives visitez le http ow ly Gi0B309MuQe,"['Le', 'saviez', 'vous', 'Nous', 'finissons', 'une', 'ficience', 'comme', 'tant', 'un', 'de', 'qui', 'limite', 'la', 'de', 'voyager', 'une', 'personne', 'ou', 'qui', 'lui', 'occasionne', 'des', 'pendant', 'son', 'voyage', 'Il', 'peut', 'agir', 'une', 'condition', 'temporaire', 'comme', 'avoir', 'une', 'jambe', 'Pour', 'obtenir', 'de', 'plus', 'amples', 'renseignements', 'sur', 'les', 'plaintes', 'relatives', 'visitez', 'le', 'http', 'ow', 'ly', 'Gi0B309MuQe']","['le', u'saviez', u'vous', u'nous', u'finisson', u'une', u'ficienc', u'comm', u'tant', 'un', 'de', u'qui', u'limit', 'la', 'de', u'voyag', u'une', u'personn', 'ou', u'qui', u'lui', u'occasionn', u'des', u'pendant', u'son', u'voyag', 'il', u'peut', u'agir', u'une', u'condit', u'temporair', u'comm', u'avoir', u'une', u'jamb', u'pour', u'obtenir', 'de', u'plus', u'ampl', u'renseign', u'sur', u'les', u'plaint', u'relat', u'visitez', 'le', u'http', 'ow', 'ly', u'gi0b309muq']","Le saviez-vous? Nous définissons une déficience comme étant un problème de santé qui limite la capacité de voyager d'une personne ou qui lui occasionne des difficultés pendant son voyage. Il peut s'agir d'une condition temporaire comme d'avoir une jambe cassée. 

Pour obtenir de plus amples renseignements sur les plaintes relatives à l'accessibilité, visitez le > http://ow.ly/Gi0B309MuQe",Environmental
