,Unnamed: 0,id,retweet_count,favorite_count,created_at,full_text_cleaned,hashtags,urls,text_filtered,text_tokenized,text_stemmed,text_original,category,language,Reactions_SUM,sentiment_score,sentiment_type
0,0,872812036127961088,157,0,2017-06-08 13:46:20,: Happy to all those who enjoy our oceans!,['#WorldOceansDay'],"['https://t.co/x7TZmQOv1I', 'https://t.co/KEBs7IJG8E']",RT Happy WorldOceansDay enjoy oceans https co x7TZmQOv1I https co KEBs7IJG8E,"['RT', 'Happy', 'WorldOceansDay', 'enjoy', 'oceans', 'https', 'co', 'x7TZmQOv1I', 'https', 'co', 'KEBs7IJG8E']","['rt', u'happi', u'worldoceansday', u'enjoy', u'ocean', u'https', 'co', u'x7tzmqov1i', u'https', 'co', u'kebs7ijg8']",RT @DFO_MPO: Happy #WorldOceansDay to all those who enjoy our oceans! 🌊 https://t.co/x7TZmQOv1I https://t.co/KEBs7IJG8E,Environmental,en,157,0.65,Positive
1,1,800758817071845376,65,84,2016-11-21 17:52:34,Crew of CCGS and CCGS rescued boater aboard sailing vessel from Southwest NS on Friday,"['#Spray', '#GPeddleSC', '#CCG']",['https://t.co/Q8xTX4ywgA'],Crew CCGS Spray CCGS GPeddleSC rescued boater aboard sailing vessel Southwest NS Friday CCG https co Q8xTX4ywgA,"['Crew', 'CCGS', 'Spray', 'CCGS', 'GPeddleSC', 'rescued', 'boater', 'aboard', 'sailing', 'vessel', 'Southwest', 'NS', 'Friday', 'CCG', 'https', 'co', 'Q8xTX4ywgA']","[u'crew', u'ccgs', u'spray', u'ccgs', u'gpeddlesc', u'rescu', u'boater', u'aboard', u'sail', u'vessel', u'southwest', 'ns', u'friday', u'ccg', u'https', 'co', u'q8xtx4ywga']",Crew of CCGS #Spray and CCGS #GPeddleSC rescued boater aboard sailing vessel from Southwest NS on Friday #CCG https://t.co/Q8xTX4ywgA,Social,en,149,0.0,Neutral
2,2,872840905534976000,126,0,2017-06-08 15:41:03,: We are proud to announce St. Anns Bank in NS as Canada's newest Marine Protected Area!,['#WorldOceansDay'],['https://t.co/uJOA4bwBHf\xe2\x80\xa6'],RT proud announce St Anns Bank NS Canada newest Marine Protected Area WorldOceansDay https co,"['RT', 'proud', 'announce', 'St', 'Anns', 'Bank', 'NS', 'Canada', 'newest', 'Marine', 'Protected', 'Area', 'WorldOceansDay', 'https', 'co']","['rt', u'proud', u'announc', 'st', u'ann', u'bank', 'ns', u'canada', u'newest', u'marin', u'protect', u'area', u'worldoceansday', u'https', 'co']",RT @DFO_MPO: We are proud to announce St. Anns Bank in NS as Canada's newest Marine Protected Area! #WorldOceansDay https://t.co/uJOA4bwBHf…,Environmental,en,126,1.0,Positive
3,3,712386764393070592,102,0,2016-03-22 21:13:34,: proposes measures to boost our capacity to innovate &amp; grow our economy.,['#Budget2016'],['https://t.co/lEOk21TTmi'],RT FinanceCanada Budget2016 proposes measures boost capacity innovate amp grow economy https co lEOk21TTmi,"['RT', 'FinanceCanada', 'Budget2016', 'proposes', 'measures', 'boost', 'capacity', 'innovate', 'amp', 'grow', 'economy', 'https', 'co', 'lEOk21TTmi']","['rt', u'financecanada', u'budget2016', u'propos', u'measur', u'boost', u'capac', u'innov', u'amp', u'grow', u'economi', u'https', 'co', u'leok21ttmi']",RT @FinanceCanada: #Budget2016 proposes measures to boost our capacity to innovate &amp; grow our economy. https://t.co/lEOk21TTmi,Economical,en,102,0.0,Neutral
4,4,837697641173692418,94,0,2017-03-03 16:14:15,: Canada’s coasts are stunning in every season! Post your favourite coastal pic with,['#MyCoast'],['https://t.co/hyPBeprFoH'],RT coasts stunning every season Post favourite coastal pic MyCoast https co hyPBeprFoH,"['RT', 'coasts', 'stunning', 'every', 'season', 'Post', 'favourite', 'coastal', 'pic', 'MyCoast', 'https', 'co', 'hyPBeprFoH']","['rt', u'coast', u'stun', u'everi', u'season', u'post', u'favourit', u'coastal', u'pic', u'mycoast', u'https', 'co', u'hypbeprfoh']",RT @DFO_MPO: Canada’s coasts are stunning in every season! Post your favourite coastal pic with #MyCoast 📷 https://t.co/hyPBeprFoH,Environmental,en,94,0.625,Positive
5,5,740549514646454272,92,0,2016-06-08 14:22:17,: Minister LeBlanc announces new Oceans Research in Canada Alliance (ORCA) at,"['#OceanSummit', '#WorldOceansDay']",['https://t.co/DWdmRuj\xe2\x80\xa6'],RT Minister LeBlanc announces new Oceans Research Canada Alliance ORCA OceanSummit WorldOceansDay https co,"['RT', 'Minister', 'LeBlanc', 'announces', 'new', 'Oceans', 'Research', 'Canada', 'Alliance', 'ORCA', 'OceanSummit', 'WorldOceansDay', 'https', 'co']","['rt', u'minist', u'leblanc', u'announc', u'new', u'ocean', u'research', u'canada', u'allianc', u'orca', u'oceansummit', u'worldoceansday', u'https', 'co']",RT @DFO_MPO: Minister LeBlanc announces new Oceans Research in Canada Alliance (ORCA) at  #OceanSummit #WorldOceansDay https://t.co/DWdmRuj…,Environmental,en,92,0.13636363636363635,Neutral
6,6,814515177127288832,58,29,2016-12-29 16:55:25,Herring found by DFO C&amp Officers in Southwest Nova Scotia yesterday was not fresh (4-5 days old),[],['https://t.co/CyQzxwxQrH'],Herring found DFO amp Officers Southwest Nova Scotia yesterday fresh days old https co CyQzxwxQrH,"['Herring', 'found', 'DFO', 'amp', 'Officers', 'Southwest', 'Nova', 'Scotia', 'yesterday', 'fresh', 'days', 'old', 'https', 'co', 'CyQzxwxQrH']","[u'herring', u'found', u'dfo', u'amp', u'offic', u'southwest', u'nova', u'scotia', u'yesterday', u'fresh', u'day', u'old', u'https', 'co', u'cyqzxwxqrh']",Herring found by DFO C&amp;P Officers in Southwest Nova Scotia yesterday was not fresh (4-5 days old) https://t.co/CyQzxwxQrH,Environmental,en,87,-0.025,Neutral
7,7,685183217037668352,87,0,2016-01-07 19:36:23,: Online pre-budget consultations launched today. We want to hear from all Canadians 9,['#PBC16'],['https://t.co/zNUc5PKNX'],RT FinanceCanada Online pre budget consultations launched today want hear Canadians PBC16 https co zNUc5PKNX9,"['RT', 'FinanceCanada', 'Online', 'pre', 'budget', 'consultations', 'launched', 'today', 'want', 'hear', 'Canadians', 'PBC16', 'https', 'co', 'zNUc5PKNX9']","['rt', u'financecanada', u'onlin', u'pre', u'budget', u'consult', u'launch', u'today', u'want', u'hear', u'canadian', u'pbc16', u'https', 'co', u'znuc5pknx9']",RT @FinanceCanada: Online pre-budget consultations launched today. We want to hear from all Canadians #PBC16 https://t.co/zNUc5PKNX9,Economical,en,87,0.0,Neutral
8,8,697798604308795393,82,0,2016-02-11 15:05:26,": Wherever you are, take part in the Challenge",['#CanadianFlag'],"['https://t.co/5rYw7nnklv', 'https://t.co/oNiFXXWgZi']",RT CdnHeritage Wherever take part CanadianFlag Challenge https co 5rYw7nnklv https co oNiFXXWgZi,"['RT', 'CdnHeritage', 'Wherever', 'take', 'part', 'CanadianFlag', 'Challenge', 'https', 'co', '5rYw7nnklv', 'https', 'co', 'oNiFXXWgZi']","['rt', u'cdnheritag', u'wherev', u'take', u'part', u'canadianflag', u'challeng', u'https', 'co', u'5ryw7nnklv', u'https', 'co', u'onifxxwgzi']","RT @CdnHeritage: Wherever you are, take part in the #CanadianFlag Challenge https://t.co/5rYw7nnklv https://t.co/oNiFXXWgZi",Social,en,82,0.0,Neutral
9,9,830145091843014656,80,0,2017-02-10 20:03:07,: Tomorrow we start a month long celebration of DFO’s . How will you celebrate ?,"['#WomenInScience', '#WomenScienceDay']",['https://t.co\xe2\x80\xa6'],RT Tomorrow start month long celebration WomenInScience celebrate WomenScienceDay https,"['RT', 'Tomorrow', 'start', 'month', 'long', 'celebration', 'WomenInScience', 'celebrate', 'WomenScienceDay', 'https']","['rt', u'tomorrow', u'start', u'month', u'long', u'celebr', u'womeninsci', u'celebr', u'womenscienceday', u'https']",RT @DFO_Science: Tomorrow we start a month long celebration of DFO’s #WomenInScience. How will you celebrate #WomenScienceDay? https://t.co…,Social,en,80,-0.05,Neutral
