,Unnamed: 0,id,retweet_count,favorite_count,created_at,full_text_cleaned,hashtags,urls,text_filtered,text_tokenized,text_stemmed,text_original,category,language,Reactions_SUM,sentiment_score,sentiment_type
0,0,929115754162778112,2372,0,2017-11-10 22:37:12,": ,000 poppies, one for each of Canada’s Fallen, cascade down Centre Block on Parliament Hill in Ottawa. …",['#CanadaRemembers'],[],RT CanadianPM 117 000 poppies one Fallen cascade Centre Block Parliament Hill Ottawa,"['RT', 'CanadianPM', '117', '000', 'poppies', 'one', 'Fallen', 'cascade', 'Centre', 'Block', 'Parliament', 'Hill', 'Ottawa']","['rt', u'canadianpm', u'117', u'000', u'poppi', u'one', u'fallen', u'cascad', u'centr', u'block', u'parliament', u'hill', u'ottawa']","RT @CanadianPM: 117,000 poppies, one for each of Canada’s Fallen, cascade down Centre Block on Parliament Hill in Ottawa. #CanadaRemembers…",Environmental,en,2372,-0.1555555555555556,Neutral
1,1,946472108955262976,499,1471,2017-12-28 20:05:10,"A big thank you for an incredible year, on behalf of the entire network. dC","['#Canada150', '#ParksCanada']",['https://t.co/UXkwnRTw'],big thank incredible Canada150 year behalf entire ParksCanada network https co UXkwnRTwdC,"['big', 'thank', 'incredible', 'Canada150', 'year', 'behalf', 'entire', 'ParksCanada', 'network', 'https', 'co', 'UXkwnRTwdC']","[u'big', u'thank', u'incred', u'canada150', u'year', u'behalf', u'entir', u'parkscanada', u'network', u'https', 'co', u'uxkwnrtwdc']","A big thank you 🎈 for an incredible #Canada150 year, on behalf of the entire #ParksCanada network. https://t.co/UXkwnRTwdC",Environmental,en,1970,0.3,Neutral
2,2,895726583729856513,162,433,2017-08-10 19:20:34,Qausuittuq National Park is officially open! Learn more about this cluster of islands in the High :,"['#Arctic', '#Nunavut']","['https://t.co/3kCgJN4RYV', 'https://t.co/8d6MR3Ee46']",Qausuittuq National Park officially open Learn cluster islands High Arctic https co 3kCgJN4RYV Nunavut https co 8d6MR3Ee46,"['Qausuittuq', 'National', 'Park', 'officially', 'open', 'Learn', 'cluster', 'islands', 'High', 'Arctic', 'https', 'co', '3kCgJN4RYV', 'Nunavut', 'https', 'co', '8d6MR3Ee46']","[u'qausuittuq', u'nation', u'park', u'offici', u'open', u'learn', u'cluster', u'island', u'high', u'arctic', u'https', 'co', u'3kcgjn4ryv', u'nunavut', u'https', 'co', u'8d6mr3ee46']",Qausuittuq National Park is officially open! Learn more about this cluster of islands in the High #Arctic: https://t.co/3kCgJN4RYV #Nunavut https://t.co/8d6MR3Ee46,Environmental,en,595,0.22,Neutral
3,3,927330962379366402,137,373,2017-11-06 00:25:05,"It’s the first day of ! ️ From cool photos, to fun facts stay tuned all week for all things polar bear!",['#PolarBearWeek'],['https://t.co/3SraumhUxm'],first day PolarBearWeek cool photos fun facts stay tuned week things polar bear PolarBears https co 3SraumhUxm,"['first', 'day', 'PolarBearWeek', 'cool', 'photos', 'fun', 'facts', 'stay', 'tuned', 'week', 'things', 'polar', 'bear', 'PolarBears', 'https', 'co', '3SraumhUxm']","[u'first', u'day', u'polarbearweek', u'cool', u'photo', u'fun', u'fact', u'stay', u'tune', u'week', u'thing', u'polar', u'bear', u'polarbear', u'https', 'co', u'3sraumhuxm']","It’s the first day of #PolarBearWeek! ❄️ From cool photos, to fun facts stay tuned all week for all things polar bear! @PolarBears https://t.co/3SraumhUxm",Environmental,en,510,0.21458333333333326,Neutral
4,4,929336730557341698,106,333,2017-11-11 13:15:17,It’s 🇨🇦 Honour those who have served our country and share a photo of how you will remember them,"['#RemembranceDay', '#ParksChallenge']",['https://t.co/qWJ6OBBF8y'],RemembranceDay Honour served country share photo remember ParksChallenge https co qWJ6OBBF8y,"['RemembranceDay', 'Honour', 'served', 'country', 'share', 'photo', 'remember', 'ParksChallenge', 'https', 'co', 'qWJ6OBBF8y']","[u'remembranceday', u'honour', u'serv', u'countri', u'share', u'photo', u'rememb', u'parkschalleng', u'https', 'co', u'qwj6obbf8i']",It’s #RemembranceDay 🇨🇦 Honour those who have served our country and share a photo of how you will remember them #ParksChallenge https://t.co/qWJ6OBBF8y,Environmental,en,439,0.0,Neutral
5,5,908858879999713280,434,0,2017-09-16 01:03:37,: Thank you to all the crews who worked to protect Lakes National Park.,['#Waterton'],['https://t.co/TzqLZx9U0L'],RT WatertonLakesNP Thank crews worked protect Waterton Lakes National Park https co TzqLZx9U0L,"['RT', 'WatertonLakesNP', 'Thank', 'crews', 'worked', 'protect', 'Waterton', 'Lakes', 'National', 'Park', 'https', 'co', 'TzqLZx9U0L']","['rt', u'watertonlakesnp', u'thank', u'crew', u'work', u'protect', u'waterton', u'lake', u'nation', u'park', u'https', 'co', u'tzqlzx9u0l']",RT @WatertonLakesNP: Thank you to all the crews who worked to protect #Waterton Lakes National Park. https://t.co/TzqLZx9U0L,Environmental,en,434,0.0,Neutral
6,6,936312739764559872,174,245,2017-11-30 19:15:27,"Exciting news! Starting in , admission to places will be for youth and under. Where will you be eloring?","['#ParksCanada', '#FREE']","['https://t.co/dEFbbaXgss', 'https://t.co/t3qBgaL7ZK']",Exciting news Starting 2018 admission ParksCanada places FREE youth 17 https co dEFbbaXgss exploring https co t3qBgaL7ZK,"['Exciting', 'news', 'Starting', '2018', 'admission', 'ParksCanada', 'places', 'FREE', 'youth', '17', 'https', 'co', 'dEFbbaXgss', 'exploring', 'https', 'co', 't3qBgaL7ZK']","[u'excit', u'news', u'start', u'2018', u'admiss', u'parkscanada', u'place', u'free', u'youth', '17', u'https', 'co', u'defbbaxgss', u'explor', u'https', 'co', u't3qbgal7zk']","Exciting news! Starting in 2018, admission to #ParksCanada places will be #FREE for youth 17 and under. 🙌 https://t.co/dEFbbaXgss Where will you be exploring? https://t.co/t3qBgaL7ZK",Environmental,en,419,0.25833333333333336,Neutral
7,7,914521600485191680,116,281,2017-10-01 16:05:15,"It’s , so we want to hear from you: how do our places help you find calm?","['#MentalHealthAwarenessWeek', '#MIAW17']",['https://t.co/RtNVJ0U5ZO'],MentalHealthAwarenessWeek want hear places help find calm MIAW17 https co RtNVJ0U5ZO,"['MentalHealthAwarenessWeek', 'want', 'hear', 'places', 'help', 'find', 'calm', 'MIAW17', 'https', 'co', 'RtNVJ0U5ZO']","[u'mentalhealthawarenessweek', u'want', u'hear', u'place', u'help', u'find', u'calm', u'miaw17', u'https', 'co', u'rtnvj0u5zo']","It’s #MentalHealthAwarenessWeek, so we want to hear from you: how do our places help you find calm? #MIAW17 https://t.co/RtNVJ0U5ZO",Social,en,397,0.30000000000000004,Neutral
8,8,930060241269673984,107,230,2017-11-13 13:10:15,It’s ! It’s so important to be kind to the . We show we care by protecting ecosystems + biodiversity. How about you?,['#WorldKindnessDay'],['https://t.co/A0Rz84ahSv'],WorldKindnessDay important kind show care protecting ecosystems biodiversity https co A0Rz84ahSv,"['WorldKindnessDay', 'important', 'kind', 'show', 'care', 'protecting', 'ecosystems', 'biodiversity', 'https', 'co', 'A0Rz84ahSv']","[u'worldkindnessday', u'import', u'kind', u'show', u'care', u'protect', u'ecosystem', u'biodivers', u'https', 'co', u'a0rz84ahsv']",It’s #WorldKindnessDay! It’s so important to be kind to the 🌎. We show we care by protecting ecosystems + biodiversity. How about you? 🌿❤ https://t.co/A0Rz84ahSv,Environmental,en,337,0.5,Positive
9,9,924335183440109568,86,244,2017-10-28 18:00:55,"Baby are called ""pups"" and bats have only one a year. They are nursed until they're big enough to fly on their own.","['#bats', '#BatWeek']",['https://t.co/d30Y6Phyh3'],Baby bats called pups bats one year nursed big enough fly BatWeek https co d30Y6Phyh3,"['Baby', 'bats', 'called', 'pups', 'bats', 'one', 'year', 'nursed', 'big', 'enough', 'fly', 'BatWeek', 'https', 'co', 'd30Y6Phyh3']","[u'babi', u'bat', u'call', u'pup', u'bat', u'one', u'year', u'nurs', u'big', u'enough', u'fli', u'batweek', u'https', 'co', u'd30y6phyh3']","Baby #bats are called ""pups"" and bats have only one a year. They are nursed until they're big enough to fly on their own. #BatWeek https://t.co/d30Y6Phyh3",Social,en,330,0.28,Neutral
