,id,retweet_count,favorite_count,created_at,full_text_cleaned,hashtags,urls,text_filtered,text_tokenized,text_stemmed,text_original,category,language,score,sentiment_score,sentiment_type
0,925738983488757760,2169,0,2017-11-01 14:59:07,: RT pour rendre hommage aux vétérans canadiens. Vous recevrez un rappel le /11 et serez ajouté à une mosaïque …,['#Lecanada'],[],RT RT pour rendre hommage aux rans canadiens Vous recevrez un rappel le 11 11 et serez une que,"['RT', 'RT', 'pour', 'rendre', 'hommage', 'aux', 'rans', 'canadiens', 'Vous', 'recevrez', 'un', 'rappel', 'le', '11', '11', 'et', 'serez', 'une', 'que']","['rt', 'rt', u'pour', u'rendr', u'hommag', u'aux', u'ran', u'canadien', u'vous', u'recevrez', 'un', u'rappel', 'le', '11', '11', 'et', u'serez', u'une', u'que']",RT @VeteransFR_CA: RT pour rendre hommage aux vétérans canadiens. Vous recevrez un rappel le 11/11 et serez ajouté à une mosaïque #Lecanada…,Social,fr,2169,0.0,Neutral
1,905841906961309696,22,72,2017-09-07 17:15:15,Notre nouveau bâteau d’intervention d’urgence sera basé à pour intervenir sur les incidents maritimes. 9,['#Kitsilano'],"['https://t.co/v9cd7RPfy', 'https://t.co/ym4LVhsyIh']",Notre nouveau teau intervention urgence sera Kitsilano pour intervenir sur les incidents maritimes https co v9cd7RPfy9 https co ym4LVhsyIh,"['Notre', 'nouveau', 'teau', 'intervention', 'urgence', 'sera', 'Kitsilano', 'pour', 'intervenir', 'sur', 'les', 'incidents', 'maritimes', 'https', 'co', 'v9cd7RPfy9', 'https', 'co', 'ym4LVhsyIh']","[u'notr', u'nouveau', u'teau', u'intervent', u'urgenc', u'sera', u'kitsilano', u'pour', u'intervenir', u'sur', u'les', u'incid', u'maritim', u'https', 'co', u'v9cd7rpfy9', u'https', 'co', u'ym4lvhsyih']",Notre nouveau bâteau d’intervention d’urgence sera basé à #Kitsilano pour intervenir sur les incidents maritimes. https://t.co/v9cd7RPfy9 https://t.co/ym4LVhsyIh,Environmental,fr,94,0.0,Neutral
2,816304863751663617,87,0,2017-01-03 15:27:00,: Inscrivez à votre agenda sans plus tarder les activités auxquelles vous participerez en .,"['#2017', '#Canada150']",['https://t.co/SD7\xe2\x80\xa6'],RT canada150e Inscrivez votre agenda sans plus tarder les auxquelles vous participerez en 2017 Canada150 https co,"['RT', 'canada150e', 'Inscrivez', 'votre', 'agenda', 'sans', 'plus', 'tarder', 'les', 'auxquelles', 'vous', 'participerez', 'en', '2017', 'Canada150', 'https', 'co']","['rt', u'canada150', u'inscrivez', u'votr', u'agenda', u'san', u'plus', u'tarder', u'les', u'auxquell', u'vous', u'participerez', 'en', u'2017', u'canada150', u'https', 'co']",RT @canada150e: Inscrivez à votre agenda sans plus tarder les activités auxquelles vous participerez en #2017. #Canada150  https://t.co/SD7…,Social,es,87,0.0,Neutral
3,824257509737320450,80,0,2017-01-25 14:07:58,: C'est la journée ! Joignez la conversation et mettons fin aux préjugés quant à la émentale.,"['#BellCause', '#sant']",['https://t.co/0GK\xe2\x80\xa6'],RT PMcanadien est la BellCause Joignez la conversation et mettons fin aux quant la mentale https co,"['RT', 'PMcanadien', 'est', 'la', 'BellCause', 'Joignez', 'la', 'conversation', 'et', 'mettons', 'fin', 'aux', 'quant', 'la', 'mentale', 'https', 'co']","['rt', u'pmcanadien', u'est', 'la', u'bellcaus', u'joignez', 'la', u'convers', 'et', u'metton', u'fin', u'aux', u'quant', 'la', u'mental', u'https', 'co']",RT @PMcanadien: C'est la journée #BellCause! Joignez la conversation et mettons fin aux préjugés quant à la #santémentale. https://t.co/0GK…,Social,fr,80,0.0,Neutral
4,864856474685779968,76,0,2017-05-17 14:53:46,": Nous soulignons aujourd’hui l’ – la Journée internationale contre l’homophobie, la transphobie et la biphobie https:…",['#IDAHOT'],[],RT PMcanadien Nous soulignons hui IDAHOT la internationale contre homophobie la transphobie et la biphobie https,"['RT', 'PMcanadien', 'Nous', 'soulignons', 'hui', 'IDAHOT', 'la', 'internationale', 'contre', 'homophobie', 'la', 'transphobie', 'et', 'la', 'biphobie', 'https']","['rt', u'pmcanadien', u'nous', u'soulignon', u'hui', u'idahot', 'la', u'international', u'contr', u'homophobi', 'la', u'transphobi', 'et', 'la', u'biphobi', u'https']","RT @PMcanadien: Nous soulignons aujourd’hui l’#IDAHOT – la Journée internationale contre l’homophobie, la transphobie et la biphobie https:…",Social,fr,76,0.0,Neutral
5,780371280809910276,69,0,2016-09-26 11:39:46,: À jours de la fête! Comment allez-vous célébrer en ?,['#Canada150'],"['https://t.co/fOYbFnRP95', 'https://t.co/88whveqGPT']",RT canada150e 100 jours de la Comment allez vous brer Canada150 en 2017 https co fOYbFnRP95 https co 88whveqGPT,"['RT', 'canada150e', '100', 'jours', 'de', 'la', 'Comment', 'allez', 'vous', 'brer', 'Canada150', 'en', '2017', 'https', 'co', 'fOYbFnRP95', 'https', 'co', '88whveqGPT']","['rt', u'canada150', u'100', u'jour', 'de', 'la', u'comment', u'allez', u'vous', u'brer', u'canada150', 'en', u'2017', u'https', 'co', u'foybfnrp95', u'https', 'co', u'88whveqgpt']",RT @canada150e: À 100 jours de la fête! Comment allez-vous célébrer #Canada150 en 2017? https://t.co/fOYbFnRP95 https://t.co/88whveqGPT,Social,fr,69,0.0,Neutral
6,877504243506315264,66,0,2017-06-21 12:31:29,": Célébrons les au pays et reconnaissons leurs précieuses contributions, cultures et histoire. Bonne …","['#Autochtones', '#JNACana']",[],RT GCAutochtones brons les Autochtones au pays et reconnaissons leurs cieuses contributions cultures et histoire Bonne,"['RT', 'GCAutochtones', 'brons', 'les', 'Autochtones', 'au', 'pays', 'et', 'reconnaissons', 'leurs', 'cieuses', 'contributions', 'cultures', 'et', 'histoire', 'Bonne']","['rt', u'gcautochton', u'bron', u'les', u'autochton', 'au', u'pay', 'et', u'reconnaisson', u'leur', u'cieus', u'contribut', u'cultur', 'et', u'histoir', u'bonn']","RT @GCAutochtones: Célébrons les #Autochtones au pays et reconnaissons leurs précieuses contributions, cultures et histoire. Bonne #JNACana…",Social,fr,66,0.0,Neutral
7,938508956216958976,57,0,2017-12-06 20:42:26,: Déclaration du premier ministre Justin Trudeau à l’occasion de la Journée nationale de commémoration et d'action contre la…,[],[],RT PMcanadien claration du premier ministre Justin Trudeau occasion de la nationale de moration et action contre,"['RT', 'PMcanadien', 'claration', 'du', 'premier', 'ministre', 'Justin', 'Trudeau', 'occasion', 'de', 'la', 'nationale', 'de', 'moration', 'et', 'action', 'contre']","['rt', u'pmcanadien', u'clarat', 'du', u'premier', u'ministr', u'justin', u'trudeau', u'occas', 'de', 'la', u'national', 'de', u'morat', 'et', u'action', u'contr']",RT @PMcanadien: Déclaration du premier ministre Justin Trudeau à l’occasion de la Journée nationale de commémoration et d'action contre la…,Environmental,fr,57,0.1,Neutral
8,839503431517732864,56,0,2017-03-08 15:49:49,: Célébrez la en soutenant l'égalité des genres et en reconnaissant les réalisations des femmes:,['#JIF2017'],['https://t.co/5DZRuf\xe2\x80\xa6'],RT PMcanadien brez la JIF2017 en soutenant des genres et en reconnaissant les alisations des femmes https co,"['RT', 'PMcanadien', 'brez', 'la', 'JIF2017', 'en', 'soutenant', 'des', 'genres', 'et', 'en', 'reconnaissant', 'les', 'alisations', 'des', 'femmes', 'https', 'co']","['rt', u'pmcanadien', u'brez', 'la', u'jif2017', 'en', u'souten', u'des', u'genr', 'et', 'en', u'reconnaiss', u'les', u'alis', u'des', u'femm', u'https', 'co']",RT @PMcanadien: Célébrez la #JIF2017 en soutenant l'égalité des genres et en reconnaissant les réalisations des femmes: https://t.co/5DZRuf…,Social,fr,56,0.0,Neutral
9,811944101591609344,54,0,2016-12-22 14:38:53,: : Le èreNoël a renouvelé sa licence de pilote professionnel! Voici ce qui s’est passé en coulisses:,"['#EnRappel', '#p']",['https://t\xe2\x80\xa6'],RT EnRappel Le sa licence de pilote professionnel Voici ce qui est en coulisses https,"['RT', 'EnRappel', 'Le', 'sa', 'licence', 'de', 'pilote', 'professionnel', 'Voici', 'ce', 'qui', 'est', 'en', 'coulisses', 'https']","['rt', u'enrappel', 'le', 'sa', u'licenc', 'de', u'pilot', u'professionnel', u'voici', 'ce', u'qui', u'est', 'en', u'couliss', u'https']",RT @Transports_gc: #EnRappel: Le #pèreNoël a renouvelé sa licence de pilote professionnel! Voici ce qui s’est passé en coulisses: https://t…,Environmental,fr,54,0.0,Neutral
