,id,retweet_count,favorite_count,created_at,full_text_cleaned,hashtags,urls,text_filtered,text_tokenized,text_stemmed,text_original,category,language,score,sentiment_score,sentiment_type
0,943905384338731008,28,24,2017-12-21 18:05:55,"Due to the seriousness of helicopter accident near Tweed, ON, the TSB would like to bring the following to the immediate attention of all helicopter operators: Cargo must be adequately secured at all times, to prevent it from shifting or departing the helicopter during flight.",[],[],Due seriousness helicopter accident near Tweed TSB would like bring following immediate attention helicopter operators Cargo must adequately secured times prevent shifting departing helicopter flight,"['Due', 'seriousness', 'helicopter', 'accident', 'near', 'Tweed', 'TSB', 'would', 'like', 'bring', 'following', 'immediate', 'attention', 'helicopter', 'operators', 'Cargo', 'must', 'adequately', 'secured', 'times', 'prevent', 'shifting', 'departing', 'helicopter', 'flight']","[u'due', u'serious', u'helicopt', u'accid', u'near', u'tweed', u'tsb', u'would', u'like', u'bring', u'follow', u'immedi', u'attent', u'helicopt', u'oper', u'cargo', u'must', u'adequ', u'secur', u'time', u'prevent', u'shift', u'depart', u'helicopt', u'flight']","Due to the seriousness of helicopter accident near Tweed, ON, the TSB would like to bring the following to the immediate attention of all helicopter operators:  Cargo must be adequately secured at all times, to prevent it from shifting or departing the helicopter during flight.",Environmental,en,52,0.07708333333333334,Neutral
1,933350148129853440,22,21,2017-11-22 15:03:10,Fatigue management is a crucial component of transportation safety. This is why we examine the presence of fatigue in nearly all our investigations. The industry has a responsibility to ensure that no one becomes a casualty of fatigue. Chair’s statement:,[],['https://t.co/k4EuTQLkTZ'],Fatigue management crucial component transportation safety examine presence fatigue nearly investigations industry responsibility ensure one becomes casualty fatigue statement https co k4EuTQLkTZ,"['Fatigue', 'management', 'crucial', 'component', 'transportation', 'safety', 'examine', 'presence', 'fatigue', 'nearly', 'investigations', 'industry', 'responsibility', 'ensure', 'one', 'becomes', 'casualty', 'fatigue', 'statement', 'https', 'co', 'k4EuTQLkTZ']","[u'fatigu', u'manag', u'crucial', u'compon', u'transport', u'safeti', u'examin', u'presenc', u'fatigu', u'near', u'investig', u'industri', u'respons', u'ensur', u'one', u'becom', u'casualti', u'fatigu', u'statement', u'https', 'co', u'k4eutqlktz']",Fatigue management is a crucial component of transportation safety. This is why we examine the presence of fatigue in nearly all our investigations. The industry has a responsibility to ensure that no one becomes a casualty of fatigue. Chair’s statement: https://t.co/k4EuTQLkTZ,Economical,en,43,0.05,Neutral
2,793881685662326784,23,19,2016-11-02 18:25:18,"To reduce the risk of collisions on runways, we need implementation of new technology that alerts pilots",['#Watchlist'],"['https://t.co/zhwaXdAftP', 'https://t.co/NnUSEMuDlR']",reduce risk collisions runways need implementation new technology alerts pilots https co zhwaXdAftP Watchlist https co NnUSEMuDlR,"['reduce', 'risk', 'collisions', 'runways', 'need', 'implementation', 'new', 'technology', 'alerts', 'pilots', 'https', 'co', 'zhwaXdAftP', 'Watchlist', 'https', 'co', 'NnUSEMuDlR']","[u'reduc', u'risk', u'collis', u'runway', u'need', u'implement', u'new', u'technolog', u'alert', u'pilot', u'https', 'co', u'zhwaxdaftp', u'watchlist', u'https', 'co', u'nnusemudlr']","To reduce the risk of collisions on runways, we need implementation of new technology that alerts pilots https://t.co/zhwaXdAftP #Watchlist https://t.co/NnUSEMuDlR",Social,en,42,0.13636363636363635,Neutral
3,732560721884684288,37,0,2016-05-17 13:17:41,: Laser pointers can distract pilots during the most critical phases of flight.,['#NotABrightIdea'],['https://t.co/QlthJrqmgv'],RT Laser pointers distract pilots critical phases flight NotABrightIdea https co QlthJrqmgv,"['RT', 'Laser', 'pointers', 'distract', 'pilots', 'critical', 'phases', 'flight', 'NotABrightIdea', 'https', 'co', 'QlthJrqmgv']","['rt', u'laser', u'pointer', u'distract', u'pilot', u'critic', u'phase', u'flight', u'notabrightidea', u'https', 'co', u'qlthjrqmgv']",RT @Transport_gc: Laser pointers can distract pilots during the most critical phases of flight. #NotABrightIdea https://t.co/QlthJrqmgv,Economical,en,37,0.25,Neutral
4,714916410917535745,23,12,2016-03-29 20:45:29,We are launching a full investigation into the aircraft accident near airport,['#ilesdelamadeleine'],['https://t.co/G2u46woXv4'],launching full investigation aircraft accident near ilesdelamadeleine airport https co G2u46woXv4,"['launching', 'full', 'investigation', 'aircraft', 'accident', 'near', 'ilesdelamadeleine', 'airport', 'https', 'co', 'G2u46woXv4']","[u'launch', u'full', u'investig', u'aircraft', u'accid', u'near', u'ilesdelamadelein', u'airport', u'https', 'co', u'g2u46woxv4']",We are launching a full investigation into the aircraft accident near #ilesdelamadeleine airport https://t.co/G2u46woXv4,Environmental,en,35,0.225,Neutral
5,786966345489477632,25,7,2016-10-14 16:26:12,"Deploys a team of investigators to an air accident north of Kelowna, British Columbia",[],['https://t.co/30bHnVXeBR'],Deploys team investigators air accident north Kelowna British Columbia https co 30bHnVXeBR,"['Deploys', 'team', 'investigators', 'air', 'accident', 'north', 'Kelowna', 'British', 'Columbia', 'https', 'co', '30bHnVXeBR']","[u'deploy', u'team', u'investig', u'air', u'accid', u'north', u'kelowna', u'british', u'columbia', u'https', 'co', u'30bhnvxebr']","Deploys a team of investigators to an air accident north of Kelowna, British Columbia https://t.co/30bHnVXeBR",Environmental,en,32,0.0,Neutral
6,847056383115694080,32,0,2017-03-29 12:02:33,: are NOT a spot for or photo shoots. Stay away!,"['#TrainTracks', '#selfies', '#RailSafety']",['https://t.co/l\xe2\x80\xa6'],RT TrainTracks spot selfies photo shoots Stay away RailSafety oplifesaver RailCanada https co,"['RT', 'TrainTracks', 'spot', 'selfies', 'photo', 'shoots', 'Stay', 'away', 'RailSafety', 'oplifesaver', 'RailCanada', 'https', 'co']","['rt', u'traintrack', u'spot', u'selfi', u'photo', u'shoot', u'stay', u'away', u'railsafeti', u'oplifesav', u'railcanada', u'https', 'co']",RT @Transport_gc: #TrainTracks are NOT a spot for  #selfies or photo shoots. Stay away! #RailSafety @oplifesaver @RailCanada https://t.co/l…,Social,en,32,0.0,Neutral
7,723238585034510336,23,6,2016-04-21 19:54:50,New of the aircraft involved in an accident in Gander 8,['#photos'],"['https://t.co/YBIX01wXG', 'https://t.co/pFH0aKBSbG']",New photos aircraft involved accident Gander https co YBIX01wXG8 https co pFH0aKBSbG,"['New', 'photos', 'aircraft', 'involved', 'accident', 'Gander', 'https', 'co', 'YBIX01wXG8', 'https', 'co', 'pFH0aKBSbG']","[u'new', u'photo', u'aircraft', u'involv', u'accid', u'gander', u'https', 'co', u'ybix01wxg8', u'https', 'co', u'pfh0akbsbg']",New #photos of the aircraft involved in an accident in Gander https://t.co/YBIX01wXG8 https://t.co/pFH0aKBSbG,Environmental,en,29,0.13636363636363635,Neutral
8,750714494029029376,22,7,2016-07-06 15:34:17,"Three yrs after égantic train derailment, out of RECs are not yet fully addressed","['#LacM', '#railsafety']",['https://t.co/hztGqGSwZY'],Three yrs gantic train derailment RECs yet fully addressed https co hztGqGSwZY railsafety,"['Three', 'yrs', 'gantic', 'train', 'derailment', 'RECs', 'yet', 'fully', 'addressed', 'https', 'co', 'hztGqGSwZY', 'railsafety']","[u'three', u'yrs', u'gantic', u'train', u'derail', u'rec', u'yet', u'fulli', u'address', u'https', 'co', u'hztgqgswzi', u'railsafeti']","Three yrs after #LacMégantic train derailment, 4 out of 5 RECs are not yet fully addressed https://t.co/hztGqGSwZY #railsafety",Social,en,29,0.0,Neutral
9,834832813622976512,18,10,2017-02-23 18:30:27,Happy ! Canada's contribution to aviation has been significant. Learn more here:,['#NationalAviationDay'],['https://t.co/KOxcut4VQm'],Happy NationalAviationDay Canada contribution aviation significant Learn https co KOxcut4VQm,"['Happy', 'NationalAviationDay', 'Canada', 'contribution', 'aviation', 'significant', 'Learn', 'https', 'co', 'KOxcut4VQm']","[u'happi', u'nationalaviationday', u'canada', u'contribut', u'aviat', u'signific', u'learn', u'https', 'co', u'koxcut4vqm']",Happy #NationalAviationDay ! Canada's contribution to aviation has been significant. Learn more here: https://t.co/KOxcut4VQm,Environmental,en,28,0.625,Positive
