,Unnamed: 0,id,retweet_count,favorite_count,created_at,full_text_cleaned,hashtags,urls,text_filtered,text_tokenized,text_stemmed,text_original,category,language,Reactions_SUM,sentiment_score,sentiment_type
0,0,702550562156445697,3684,0,2016-02-24 17:48:01,": On Pink Shirt Day, we stand up to bullying and vow to spread kindness. Please RT and tag a friend to : htt…",['#PinkItForward'],[],RT JustinTrudeau Pink Shirt Day stand bullying vow spread kindness Please RT tag friend PinkItForward,"['RT', 'JustinTrudeau', 'Pink', 'Shirt', 'Day', 'stand', 'bullying', 'vow', 'spread', 'kindness', 'Please', 'RT', 'tag', 'friend', 'PinkItForward']","['rt', u'justintrudeau', u'pink', u'shirt', u'day', u'stand', u'bulli', u'vow', u'spread', u'kind', u'pleas', 'rt', u'tag', u'friend', u'pinkitforward']","RT @JustinTrudeau: On Pink Shirt Day, we stand up to bullying and vow to spread kindness. Please RT and tag a friend to #PinkItForward:
htt…",Environmental,en,3684,-0.1,Neutral
1,1,863111120923623426,1768,0,2017-05-12 19:18:21,: BREAKING: First-ever footage of using their tusks to feed in the https:…,"['#Narwhals', '#Arctic', '#OdySci']",['https://t.co/pBnIVA0kzB'],RT BREAKING First ever footage Narwhals using tusks feed Arctic OdySci https co pBnIVA0kzB https,"['RT', 'BREAKING', 'First', 'ever', 'footage', 'Narwhals', 'using', 'tusks', 'feed', 'Arctic', 'OdySci', 'https', 'co', 'pBnIVA0kzB', 'https']","['rt', u'break', u'first', u'ever', u'footag', u'narwhal', u'use', u'tusk', u'feed', u'arctic', u'odysci', u'https', 'co', u'pbniva0kzb', u'https']",RT @DFO_Science: BREAKING: First-ever footage of #Narwhals using their tusks to feed in the #Arctic  #OdySci https://t.co/pBnIVA0kzB https:…,Economical,en,1768,0.0,Neutral
2,2,877549394299584514,555,0,2017-06-21 15:30:54,": Celebrate heritage, diverse cultures and outstanding contributions of First Nations, Inuit and Métis peoples in 🇨🇦! …",['#NationalAb'],[],RT Canada Celebrate heritage diverse cultures outstanding contributions First Nations Inuit tis peoples,"['RT', 'Canada', 'Celebrate', 'heritage', 'diverse', 'cultures', 'outstanding', 'contributions', 'First', 'Nations', 'Inuit', 'tis', 'peoples']","['rt', u'canada', u'celebr', u'heritag', u'divers', u'cultur', u'outstand', u'contribut', u'first', u'nation', u'inuit', u'tis', u'peopl']","RT @Canada: Celebrate heritage, diverse cultures and outstanding contributions of First Nations, Inuit and Métis peoples in 🇨🇦! #NationalAb…",Social,en,555,0.40625,Positive
3,3,745379638608863232,448,0,2016-06-21 22:15:28,": On National Aboriginal Day, we honour the unique heritage &amp; achievements of Indigenous Peoples in Canada. htt…",['#NADCanada'],[],RT JustinTrudeau National Aboriginal Day honour unique heritage amp achievements Indigenous Peoples Canada NADCanada,"['RT', 'JustinTrudeau', 'National', 'Aboriginal', 'Day', 'honour', 'unique', 'heritage', 'amp', 'achievements', 'Indigenous', 'Peoples', 'Canada', 'NADCanada']","['rt', u'justintrudeau', u'nation', u'aborigin', u'day', u'honour', u'uniqu', u'heritag', u'amp', u'achiev', u'indigen', u'peopl', u'canada', u'nadcanada']","RT @JustinTrudeau: On National Aboriginal Day, we honour the unique heritage &amp; achievements of Indigenous Peoples in Canada. #NADCanada htt…",Environmental,en,448,0.375,Positive
4,4,727201321229627392,384,0,2016-05-02 18:21:20,: It’s Mental Health Week. We’re proud to to promote awareness in Canada.,['#Getloud'],['https://t.co/EFXBLNhpxR'],RT CanadianPM Mental Health Week proud Getloud promote awareness Canada https co EFXBLNhpxR,"['RT', 'CanadianPM', 'Mental', 'Health', 'Week', 'proud', 'Getloud', 'promote', 'awareness', 'Canada', 'https', 'co', 'EFXBLNhpxR']","['rt', u'canadianpm', u'mental', u'health', u'week', u'proud', u'getloud', u'promot', u'awar', u'canada', u'https', 'co', u'efxblnhpxr']",RT @CanadianPM: It’s Mental Health Week. We’re proud to #Getloud to promote awareness in Canada. https://t.co/EFXBLNhpxR,Social,en,384,0.35000000000000003,Positive
5,5,871751636590440449,277,0,2017-06-05 15:32:41,": This year, Canada hosts the official global celebrations for the first time. h…",['#WorldEnvironmentDay'],['https://t.co/c1tUUMy3vM'],RT CanadianPM year Canada hosts WorldEnvironmentDay official global celebrations first time https co c1tUUMy3vM,"['RT', 'CanadianPM', 'year', 'Canada', 'hosts', 'WorldEnvironmentDay', 'official', 'global', 'celebrations', 'first', 'time', 'https', 'co', 'c1tUUMy3vM']","['rt', u'canadianpm', u'year', u'canada', u'host', u'worldenvironmentday', u'offici', u'global', u'celebr', u'first', u'time', u'https', 'co', u'c1tuumy3vm']","RT @CanadianPM: This year, Canada hosts the #WorldEnvironmentDay official global celebrations for the first time. https://t.co/c1tUUMy3vM h…",Economical,en,277,0.125,Neutral
6,6,780532800701210625,249,0,2016-09-26 22:21:35,: days to go to celebrate! How do you plan to celebrate in ? U,['#Canada150'],"['https://t.co/xYV3Cr433', 'https://t.co/MD6m9W\xe2\x80\xa6']",RT canada150th 100 days go celebrate plan celebrate Canada150 2017 https co xYV3Cr433U https co,"['RT', 'canada150th', '100', 'days', 'go', 'celebrate', 'plan', 'celebrate', 'Canada150', '2017', 'https', 'co', 'xYV3Cr433U', 'https', 'co']","['rt', u'canada150th', u'100', u'day', 'go', u'celebr', u'plan', u'celebr', u'canada150', u'2017', u'https', 'co', u'xyv3cr433u', u'https', 'co']",RT @canada150th: 100 days to go to celebrate! How do you plan to celebrate #Canada150 in 2017?  https://t.co/xYV3Cr433U https://t.co/MD6m9W…,Social,en,249,0.0,Neutral
7,7,795748498343858176,218,0,2016-11-07 22:03:20,: . &amp; Min. announce Canada’s to improve on,"['#Garneau', '#OceansProtectionPlan', '#MarineSafety', '#OurCoasts']",['https://t.co/\xe2\x80\xa6'],RT CanadianPM amp Min Garneau announce OceansProtectionPlan improve MarineSafety OurCoasts https co,"['RT', 'CanadianPM', 'amp', 'Min', 'Garneau', 'announce', 'OceansProtectionPlan', 'improve', 'MarineSafety', 'OurCoasts', 'https', 'co']","['rt', u'canadianpm', u'amp', u'min', u'garneau', u'announc', u'oceansprotectionplan', u'improv', u'marinesafeti', u'ourcoast', u'https', 'co']",RT @Transport_gc: .@CanadianPM &amp; Min. #Garneau announce Canada’s #OceansProtectionPlan to improve #MarineSafety on #OurCoasts https://t.co/…,Environmental,en,218,0.0,Neutral
8,8,863111154570330112,208,0,2017-05-12 19:18:29,": The use their tusk to hit and stun fish, then eat them",['#Narwhal'],"['https://t.co/A5pYcnTblJ', 'https://t.co/5a3JGydM1v']",RT Narwhal use tusk hit stun fish eat https co A5pYcnTblJ https co 5a3JGydM1v,"['RT', 'Narwhal', 'use', 'tusk', 'hit', 'stun', 'fish', 'eat', 'https', 'co', 'A5pYcnTblJ', 'https', 'co', '5a3JGydM1v']","['rt', u'narwhal', u'use', u'tusk', u'hit', u'stun', u'fish', u'eat', u'https', 'co', u'a5pycntblj', u'https', 'co', u'5a3jgydm1v']","RT @DFO_Science: The #Narwhal use their tusk to hit and stun fish, then eat them https://t.co/A5pYcnTblJ https://t.co/5a3JGydM1v",Social,en,208,0.0,Neutral
9,9,727201213276676097,169,0,2016-05-02 18:20:54,: It’s Emergency Preparedness Week! Follow for tips to keep you &amp; your community safe. https:…,['#EPWeek'],['https://t.co/45Yu0lhuaE'],RT CanadianPM Emergency Preparedness Week Follow EPWeek tips keep amp community safe https co 45Yu0lhuaE https,"['RT', 'CanadianPM', 'Emergency', 'Preparedness', 'Week', 'Follow', 'EPWeek', 'tips', 'keep', 'amp', 'community', 'safe', 'https', 'co', '45Yu0lhuaE', 'https']","['rt', u'canadianpm', u'emerg', u'prepared', u'week', u'follow', u'epweek', u'tip', u'keep', u'amp', u'communiti', u'safe', u'https', 'co', u'45yu0lhua', u'https']",RT @CanadianPM: It’s Emergency Preparedness Week! Follow #EPWeek for tips to keep you &amp; your community safe. https://t.co/45Yu0lhuaE https:…,Social,en,169,0.5,Positive
10,10,833752226720014338,145,0,2017-02-20 18:56:35,: Dive into Canada’s newest Marine Protected Area off the coast of,"['#BC', '#conservation', '#GlassSpongeReefs']",['https://t.co/TZixTVDEAh'],RT Dive newest Marine Protected Area coast BC conservation GlassSpongeReefs https co TZixTVDEAh,"['RT', 'Dive', 'newest', 'Marine', 'Protected', 'Area', 'coast', 'BC', 'conservation', 'GlassSpongeReefs', 'https', 'co', 'TZixTVDEAh']","['rt', u'dive', u'newest', u'marin', u'protect', u'area', u'coast', 'bc', u'conserv', u'glassspongereef', u'https', 'co', u'tzixtvdeah']",RT @DFO_MPO: Dive into Canada’s newest Marine Protected Area off the coast of #BC #conservation #GlassSpongeReefs https://t.co/TZixTVDEAh,Environmental,en,145,0.0,Neutral
11,11,934537546285056000,144,0,2017-11-25 21:41:28,": Bordered by the Atlantic, Pacific and Arctic oceans, Canada is truly an ocean nation. that in , Canada was the st cou…",['#DYK'],[],RT Canada Bordered Atlantic Pacific Arctic oceans Canada truly ocean nation DYK 1997 Canada 1st,"['RT', 'Canada', 'Bordered', 'Atlantic', 'Pacific', 'Arctic', 'oceans', 'Canada', 'truly', 'ocean', 'nation', 'DYK', '1997', 'Canada', '1st']","['rt', u'canada', u'border', u'atlant', u'pacif', u'arctic', u'ocean', u'canada', u'truli', u'ocean', u'nation', u'dyk', u'1997', u'canada', u'1st']","RT @Canada: Bordered by the Atlantic, Pacific and Arctic oceans, Canada is truly an ocean nation. #DYK that in 1997, Canada was the 1st cou…",Environmental,en,144,0.0,Neutral
12,12,730410680642371585,142,0,2016-05-11 14:54:11,: We'll be hiring new scientists across the country —DFO's largest scientist recruitment in recent history.,['#morescience'],[],RT hiring 135 new scientists across country DFO largest scientist recruitment recent history morescience,"['RT', 'hiring', '135', 'new', 'scientists', 'across', 'country', 'DFO', 'largest', 'scientist', 'recruitment', 'recent', 'history', 'morescience']","['rt', u'hire', u'135', u'new', u'scientist', u'across', u'countri', u'dfo', u'largest', u'scientist', u'recruit', u'recent', u'histori', u'moresci']",RT @DFO_MPO: We'll be hiring 135 new scientists across the country —DFO's largest scientist recruitment in recent history. #morescience,Environmental,en,142,0.06818181818181818,Neutral
13,13,708393354376126464,56,77,2016-03-11 20:45:11,of lucky White Sturgeon freed alive from poaching nets by officers patrolling nr this week,"['#fishery', '#Chilliwack']",['https://t.co/nD7iUgUhpM'],lucky White Sturgeon freed alive poaching nets fishery officers patrolling nr Chilliwack week https co nD7iUgUhpM,"['lucky', 'White', 'Sturgeon', 'freed', 'alive', 'poaching', 'nets', 'fishery', 'officers', 'patrolling', 'nr', 'Chilliwack', 'week', 'https', 'co', 'nD7iUgUhpM']","[u'lucki', u'white', u'sturgeon', u'freed', u'aliv', u'poach', u'net', u'fisheri', u'offic', u'patrol', 'nr', u'chilliwack', u'week', u'https', 'co', u'nd7iuguhpm']",1 of 6 lucky White Sturgeon freed alive from poaching nets by #fishery officers patrolling nr #Chilliwack this week https://t.co/nD7iUgUhpM,Environmental,en,133,0.14444444444444446,Neutral
14,14,905842168794894338,131,0,2017-09-07 17:16:17,: Our new Emergency Response Vessel will be stationed at Base to respond to marine hazards and incidents.,['#Kitsilano'],['https://t.c\xe2\x80\xa6'],RT new Emergency Response Vessel stationed Kitsilano Base respond marine hazards incidents https,"['RT', 'new', 'Emergency', 'Response', 'Vessel', 'stationed', 'Kitsilano', 'Base', 'respond', 'marine', 'hazards', 'incidents', 'https']","['rt', u'new', u'emerg', u'respons', u'vessel', u'station', u'kitsilano', u'base', u'respond', u'marin', u'hazard', u'incid', u'https']",RT @CCG_GCC: Our new Emergency Response Vessel will be stationed at #Kitsilano Base to respond to marine hazards and incidents. https://t.c…,Environmental,en,131,-0.33181818181818185,Neutral
15,15,738844161743433730,35,79,2016-06-03 21:25:49,"Our first confirmed report of a sighting this year: May , from the Central Coast!",['#baskingshark'],['https://t.co/JixKt5XaZK'],first confirmed report baskingshark sighting year May 29 Central Coast https co JixKt5XaZK,"['first', 'confirmed', 'report', 'baskingshark', 'sighting', 'year', 'May', '29', 'Central', 'Coast', 'https', 'co', 'JixKt5XaZK']","[u'first', u'confirm', u'report', u'baskingshark', u'sight', u'year', u'may', '29', u'central', u'coast', u'https', 'co', u'jixkt5xazk']","Our first confirmed report of a #baskingshark sighting this year: May 29, from the Central Coast! https://t.co/JixKt5XaZK",Environmental,en,114,0.21666666666666667,Neutral
16,16,726798843132678146,114,0,2016-05-01 15:42:02,: We are back,"['#twentyfourseven', '#Kitsilano']",['https://t.co/VhxOCpin4T'],RT back twentyfourseven Kitsilano https co VhxOCpin4T,"['RT', 'back', 'twentyfourseven', 'Kitsilano', 'https', 'co', 'VhxOCpin4T']","['rt', u'back', u'twentyfourseven', u'kitsilano', u'https', 'co', u'vhxocpin4t']",RT @CCG_GCC: We are back #twentyfourseven #Kitsilano https://t.co/VhxOCpin4T,Social,en,114,0.0,Neutral
17,17,737300653828112384,103,0,2016-05-30 15:12:28,: ? Douglas Jung was the first Canadian of Chinese descent to serve as a Member of Parliament. https:…,"['#DYK', '#AsianHeritageMonth']",[],RT CanadianPM DYK Douglas Jung first Canadian Chinese descent serve Member Parliament AsianHeritageMonth https,"['RT', 'CanadianPM', 'DYK', 'Douglas', 'Jung', 'first', 'Canadian', 'Chinese', 'descent', 'serve', 'Member', 'Parliament', 'AsianHeritageMonth', 'https']","['rt', u'canadianpm', u'dyk', u'dougla', u'jung', u'first', u'canadian', u'chines', u'descent', u'serv', u'member', u'parliament', u'asianheritagemonth', u'https']",RT @CanadianPM: #DYK? Douglas Jung was the first Canadian of Chinese descent to serve as a Member of Parliament. #AsianHeritageMonth https:…,Social,en,103,0.125,Neutral
18,18,874318367229956098,102,0,2017-06-12 17:31:57,": This National Public Service Week, PM Trudeau honours the tremendous work of federal public servants.",['#NPSW'],['https://t.co/lT\xe2\x80\xa6'],RT CanadianPM National Public Service Week PM Trudeau honours tremendous work federal public servants NPSW https co,"['RT', 'CanadianPM', 'National', 'Public', 'Service', 'Week', 'PM', 'Trudeau', 'honours', 'tremendous', 'work', 'federal', 'public', 'servants', 'NPSW', 'https', 'co']","['rt', u'canadianpm', u'nation', u'public', u'servic', u'week', 'pm', u'trudeau', u'honour', u'tremend', u'work', u'feder', u'public', u'servant', u'npsw', u'https', 'co']","RT @CanadianPM: This National Public Service Week, PM Trudeau honours the tremendous work of federal public servants. #NPSW https://t.co/lT…",Environmental,en,102,0.1111111111111111,Neutral
19,19,712386851034767360,102,0,2016-03-22 21:13:55,: proposes measures to boost our capacity to innovate &amp; grow our economy.,['#Budget2016'],['https://t.co/lEOk21TTmi'],RT FinanceCanada Budget2016 proposes measures boost capacity innovate amp grow economy https co lEOk21TTmi,"['RT', 'FinanceCanada', 'Budget2016', 'proposes', 'measures', 'boost', 'capacity', 'innovate', 'amp', 'grow', 'economy', 'https', 'co', 'lEOk21TTmi']","['rt', u'financecanada', u'budget2016', u'propos', u'measur', u'boost', u'capac', u'innov', u'amp', u'grow', u'economi', u'https', 'co', u'leok21ttmi']",RT @FinanceCanada: #Budget2016 proposes measures to boost our capacity to innovate &amp; grow our economy. https://t.co/lEOk21TTmi,Economical,en,102,0.0,Neutral
20,20,924367765024268288,101,0,2017-10-28 20:10:23,: Canada has reached its target of protecting % of its by the end of 🇨🇦,"['#MarineConservation', '#oceans']",['https://t.co/aggyCRCFN\xe2\x80\xa6'],RT Canada reached MarineConservation target protecting oceans end 2017 https co,"['RT', 'Canada', 'reached', 'MarineConservation', 'target', 'protecting', 'oceans', 'end', '2017', 'https', 'co']","['rt', u'canada', u'reach', u'marineconserv', u'target', u'protect', u'ocean', u'end', u'2017', u'https', 'co']",RT @DFO_MPO: Canada has reached its #MarineConservation target of protecting 5% of its #oceans by the end of 2017 🇨🇦 https://t.co/aggyCRCFN…,Environmental,en,101,0.0,Neutral
21,21,719624732723777536,100,0,2016-04-11 20:34:40,": For , let's work together to protect areas in Canada.","['#WildlifeWeek', '#wildlife']",['https://t.co/zOTXevA5CQ'],RT CanadianPM WildlifeWeek let work together protect wildlife areas Canada https co zOTXevA5CQ,"['RT', 'CanadianPM', 'WildlifeWeek', 'let', 'work', 'together', 'protect', 'wildlife', 'areas', 'Canada', 'https', 'co', 'zOTXevA5CQ']","['rt', u'canadianpm', u'wildlifeweek', u'let', u'work', u'togeth', u'protect', u'wildlif', u'area', u'canada', u'https', 'co', u'zotxeva5cq']","RT @CanadianPM: For #WildlifeWeek, let's work together to protect #wildlife areas in Canada. https://t.co/zOTXevA5CQ",Environmental,en,100,0.0,Neutral
22,22,771745178327588864,96,0,2016-09-02 16:22:43,: The is reviewing changes to the . Funding is available for Indigenous participation.,"['#GoC', '#FisheriesAct']",['https://t.co/vwKS4niXuN'],RT GoC reviewing changes FisheriesAct Funding available Indigenous participation https co vwKS4niXuN,"['RT', 'GoC', 'reviewing', 'changes', 'FisheriesAct', 'Funding', 'available', 'Indigenous', 'participation', 'https', 'co', 'vwKS4niXuN']","['rt', u'goc', u'review', u'chang', u'fisheriesact', u'fund', u'avail', u'indigen', u'particip', u'https', 'co', u'vwks4nixun']",RT @DFO_MPO: The #GoC is reviewing changes to the #FisheriesAct. Funding is available for Indigenous participation. https://t.co/vwKS4niXuN,Social,en,96,0.4,Positive
23,23,837429563554672640,94,0,2017-03-02 22:29:01,: Canada’s coasts are stunning in every season! Post your favourite coastal pic with,['#MyCoast'],['https://t.co/hyPBeprFoH'],RT coasts stunning every season Post favourite coastal pic MyCoast https co hyPBeprFoH,"['RT', 'coasts', 'stunning', 'every', 'season', 'Post', 'favourite', 'coastal', 'pic', 'MyCoast', 'https', 'co', 'hyPBeprFoH']","['rt', u'coast', u'stun', u'everi', u'season', u'post', u'favourit', u'coastal', u'pic', u'mycoast', u'https', 'co', u'hypbeprfoh']",RT @DFO_MPO: Canada’s coasts are stunning in every season! Post your favourite coastal pic with #MyCoast 📷 https://t.co/hyPBeprFoH,Environmental,en,94,0.625,Positive
24,24,740570403429621761,92,0,2016-06-08 15:45:17,: Minister LeBlanc announces new Oceans Research in Canada Alliance (ORCA) at,"['#OceanSummit', '#WorldOceansDay']",['https://t.co/DWdmRuj\xe2\x80\xa6'],RT Minister LeBlanc announces new Oceans Research Canada Alliance ORCA OceanSummit WorldOceansDay https co,"['RT', 'Minister', 'LeBlanc', 'announces', 'new', 'Oceans', 'Research', 'Canada', 'Alliance', 'ORCA', 'OceanSummit', 'WorldOceansDay', 'https', 'co']","['rt', u'minist', u'leblanc', u'announc', u'new', u'ocean', u'research', u'canada', u'allianc', u'orca', u'oceansummit', u'worldoceansday', u'https', 'co']",RT @DFO_MPO: Minister LeBlanc announces new Oceans Research in Canada Alliance (ORCA) at  #OceanSummit #WorldOceansDay https://t.co/DWdmRuj…,Environmental,en,92,0.13636363636363635,Neutral
25,25,707673459665604608,49,43,2016-03-09 21:04:35,BC or Bermuda? spawn makes ocean near look positively tropical,"['#Herring', '#Comox', '#StilltooColdtoSwim']",['https://t.co/Plwp1z1bOZ'],BC Bermuda Herring spawn makes ocean near Comox look positively tropical StilltooColdtoSwim https co Plwp1z1bOZ,"['BC', 'Bermuda', 'Herring', 'spawn', 'makes', 'ocean', 'near', 'Comox', 'look', 'positively', 'tropical', 'StilltooColdtoSwim', 'https', 'co', 'Plwp1z1bOZ']","['bc', u'bermuda', u'herring', u'spawn', u'make', u'ocean', u'near', u'comox', u'look', u'posit', u'tropic', u'stilltoocoldtoswim', u'https', 'co', u'plwp1z1boz']",BC or Bermuda? #Herring spawn makes ocean near #Comox look positively tropical #StilltooColdtoSwim https://t.co/Plwp1z1bOZ,Environmental,en,92,0.16363636363636366,Neutral
26,26,685179953093148672,87,0,2016-01-07 19:23:25,: Online pre-budget consultations launched today. We want to hear from all Canadians 9,['#PBC16'],['https://t.co/zNUc5PKNX'],RT FinanceCanada Online pre budget consultations launched today want hear Canadians PBC16 https co zNUc5PKNX9,"['RT', 'FinanceCanada', 'Online', 'pre', 'budget', 'consultations', 'launched', 'today', 'want', 'hear', 'Canadians', 'PBC16', 'https', 'co', 'zNUc5PKNX9']","['rt', u'financecanada', u'onlin', u'pre', u'budget', u'consult', u'launch', u'today', u'want', u'hear', u'canadian', u'pbc16', u'https', 'co', u'znuc5pknx9']",RT @FinanceCanada: Online pre-budget consultations launched today. We want to hear from all Canadians #PBC16 https://t.co/zNUc5PKNX9,Economical,en,87,0.0,Neutral
27,27,830157938211819520,80,0,2017-02-10 20:54:10,: Tomorrow we start a month long celebration of DFO’s . How will you celebrate ?,"['#WomenInScience', '#WomenScienceDay']",['https://t.co\xe2\x80\xa6'],RT Tomorrow start month long celebration WomenInScience celebrate WomenScienceDay https,"['RT', 'Tomorrow', 'start', 'month', 'long', 'celebration', 'WomenInScience', 'celebrate', 'WomenScienceDay', 'https']","['rt', u'tomorrow', u'start', u'month', u'long', u'celebr', u'womeninsci', u'celebr', u'womenscienceday', u'https']",RT @DFO_Science: Tomorrow we start a month long celebration of DFO’s #WomenInScience. How will you celebrate #WomenScienceDay? https://t.co…,Social,en,80,-0.05,Neutral
28,28,685188514653298688,77,0,2016-01-07 19:57:26,: Think you know what should be in the Federal Budget? We’re asking Canadians!,['#PBC16'],['https://t.co/rEuGEyQDVa'],RT FinanceCanada Think know Federal Budget asking Canadians PBC16 https co rEuGEyQDVa,"['RT', 'FinanceCanada', 'Think', 'know', 'Federal', 'Budget', 'asking', 'Canadians', 'PBC16', 'https', 'co', 'rEuGEyQDVa']","['rt', u'financecanada', u'think', u'know', u'feder', u'budget', u'ask', u'canadian', u'pbc16', u'https', 'co', u'reugeyqdva']",RT @FinanceCanada: Think you know what should be in the Federal Budget? We’re asking Canadians! #PBC16 https://t.co/rEuGEyQDVa,Economical,en,77,0.0,Neutral
29,29,922887816773865472,73,0,2017-10-24 18:09:36,: Thanks to all female scientists – past &amp; present – who contribute to science excellence in Canada https…,['#ClaimYourPlace'],[],RT Thanks female scientists past amp present contribute science excellence Canada ClaimYourPlace,"['RT', 'Thanks', 'female', 'scientists', 'past', 'amp', 'present', 'contribute', 'science', 'excellence', 'Canada', 'ClaimYourPlace']","['rt', u'thank', u'femal', u'scientist', u'past', u'amp', u'present', u'contribut', u'scienc', u'excel', u'canada', u'claimyourplac']","RT @DFO_Science: Thanks to all female scientists 🔬 – past &amp; present – who contribute to science excellence in Canada #ClaimYourPlace
 https…",Social,fr,73,-0.012499999999999995,Neutral
30,30,685492938936336384,69,0,2016-01-08 16:07:07,: Online pre-budget consultations have started. Have any ideas? Have your say:,['#PBC16'],['https://t.co/pjZgWA4WFL'],RT FinanceCanada Online pre budget consultations started ideas say PBC16 https co pjZgWA4WFL,"['RT', 'FinanceCanada', 'Online', 'pre', 'budget', 'consultations', 'started', 'ideas', 'say', 'PBC16', 'https', 'co', 'pjZgWA4WFL']","['rt', u'financecanada', u'onlin', u'pre', u'budget', u'consult', u'start', u'idea', u'say', u'pbc16', u'https', 'co', u'pjzgwa4wfl']",RT @FinanceCanada: Online pre-budget consultations have started. Have any ideas? Have your say: #PBC16 https://t.co/pjZgWA4WFL,Economical,en,69,0.0,Neutral
31,31,841738153056690176,61,0,2017-03-14 19:49:49,: The final grand hull block of the st Offshore Fisheries Science Vessel is lifted into place at …,"['#VSY', '#OFSV', '#CCGProud']",[],RT final grand hull block 1st Offshore Fisheries Science Vessel lifted place VSY OFSV seaspan,"['RT', 'final', 'grand', 'hull', 'block', '1st', 'Offshore', 'Fisheries', 'Science', 'Vessel', 'lifted', 'place', 'VSY', 'OFSV', 'seaspan']","['rt', u'final', u'grand', u'hull', u'block', u'1st', u'offshor', u'fisheri', u'scienc', u'vessel', u'lift', u'place', u'vsi', u'ofsv', u'seaspan']",RT @CCG_GCC: The final grand hull block of the 1st Offshore Fisheries Science Vessel is lifted into place at #VSY #OFSV @seaspan #CCGProud…,Environmental,en,61,0.25,Neutral
32,32,746485754692509696,20,40,2016-06-24 23:30:47,DFO Fishery Officers released giant live sturgeon from lines set by poachers in BC today.,['#Chilliwack'],['https://t.co/YitPERbk9M'],DFO Fishery Officers released giant live sturgeon lines set poachers Chilliwack BC today https co YitPERbk9M,"['DFO', 'Fishery', 'Officers', 'released', 'giant', 'live', 'sturgeon', 'lines', 'set', 'poachers', 'Chilliwack', 'BC', 'today', 'https', 'co', 'YitPERbk9M']","[u'dfo', u'fisheri', u'offic', u'releas', u'giant', u'live', u'sturgeon', u'line', u'set', u'poacher', u'chilliwack', 'bc', u'today', u'https', 'co', u'yitperbk9m']",DFO Fishery Officers released 4 giant live sturgeon from lines set by poachers in #Chilliwack BC today. https://t.co/YitPERbk9M,Environmental,en,60,0.06818181818181818,Neutral
33,33,788439379039707136,60,0,2016-10-18 17:59:31,": On December , Canada will celebrate! Join the party with thousands of other Canadians to kick off .",['#Canada150'],['https://t.\xe2\x80\xa6'],RT canada150th December 31 Canada celebrate Join party thousands Canadians kick Canada150 https,"['RT', 'canada150th', 'December', '31', 'Canada', 'celebrate', 'Join', 'party', 'thousands', 'Canadians', 'kick', 'Canada150', 'https']","['rt', u'canada150th', u'decemb', '31', u'canada', u'celebr', u'join', u'parti', u'thousand', u'canadian', u'kick', u'canada150', u'https']","RT @canada150th: On December 31, Canada will celebrate! Join the party with thousands of other Canadians to kick off #Canada150. https://t.…",Social,en,60,-0.125,Neutral
34,34,942821163016904705,59,0,2017-12-18 18:17:36,": Starting today, fisheries and aquaculture industries can apply for funding to adopt clean technology that reduce environmenta…",[],[],RT Starting today fisheries aquaculture industries apply funding adopt clean technology reduce,"['RT', 'Starting', 'today', 'fisheries', 'aquaculture', 'industries', 'apply', 'funding', 'adopt', 'clean', 'technology', 'reduce']","['rt', u'start', u'today', u'fisheri', u'aquacultur', u'industri', u'appli', u'fund', u'adopt', u'clean', u'technolog', u'reduc']","RT @DFO_MPO: Starting today, fisheries and aquaculture industries can apply for funding to adopt clean technology that  reduce environmenta…",Environmental,en,59,0.18333333333333326,Neutral
35,35,735200658614276096,59,0,2016-05-24 20:07:51,: The job posters are up! Spread the word! 8,['#morescience'],"['https://t.co/jvO9lhQWv', 'https://t.co/DB3N1dTBsa']",RT job posters Spread word https co jvO9lhQWv8 morescience https co DB3N1dTBsa,"['RT', 'job', 'posters', 'Spread', 'word', 'https', 'co', 'jvO9lhQWv8', 'morescience', 'https', 'co', 'DB3N1dTBsa']","['rt', u'job', u'poster', u'spread', u'word', u'https', 'co', u'jvo9lhqwv8', u'moresci', u'https', 'co', u'db3n1dtbsa']",RT @DFO_MPO: The job posters are up! Spread the word! https://t.co/jvO9lhQWv8 #morescience https://t.co/DB3N1dTBsa,Environmental,en,59,0.0,Neutral
36,36,795728836054970368,58,0,2016-11-07 20:45:13,: PM Justin Trudeau and Minister Garneau participate in a tour of the Vancouver Harbour aboard the Ship Sir Wilfrid…,[],[],RT CanadianPM PM Justin Trudeau Minister Garneau participate tour Vancouver Harbour aboard Ship Sir,"['RT', 'CanadianPM', 'PM', 'Justin', 'Trudeau', 'Minister', 'Garneau', 'participate', 'tour', 'Vancouver', 'Harbour', 'aboard', 'Ship', 'Sir']","['rt', u'canadianpm', 'pm', u'justin', u'trudeau', u'minist', u'garneau', u'particip', u'tour', u'vancouv', u'harbour', u'aboard', u'ship', u'sir']",RT @CanadianPM: PM Justin Trudeau and Minister Garneau participate in a tour of the Vancouver Harbour aboard the @CCG_GCC Ship Sir Wilfrid…,Economical,en,58,0.0,Neutral
