,id,retweet_count,favorite_count,created_at,full_text_cleaned,hashtags,urls,text_filtered,text_tokenized,text_stemmed,text_original,category,language,score,sentiment_score,sentiment_type
0,863025753709064192,1768,0,2017-05-12 13:39:08,: BREAKING: First-ever footage of using their tusks to feed in the https:…,"['#Narwhals', '#Arctic', '#OdySci']",['https://t.co/pBnIVA0kzB'],RT BREAKING First ever footage Narwhals using tusks feed Arctic OdySci https co pBnIVA0kzB https,"['RT', 'BREAKING', 'First', 'ever', 'footage', 'Narwhals', 'using', 'tusks', 'feed', 'Arctic', 'OdySci', 'https', 'co', 'pBnIVA0kzB', 'https']","['rt', u'break', u'first', u'ever', u'footag', u'narwhal', u'use', u'tusk', u'feed', u'arctic', u'odysci', u'https', 'co', u'pbniva0kzb', u'https']",RT @DFO_Science: BREAKING: First-ever footage of #Narwhals using their tusks to feed in the #Arctic  #OdySci https://t.co/pBnIVA0kzB https:…,Economical,en,1768,0.0,Neutral
1,795748683069456384,218,0,2016-11-07 22:04:04,: . &amp; Min. announce Canada’s to improve on,"['#Garneau', '#OceansProtectionPlan', '#MarineSafety', '#OurCoasts']",['https://t.co/\xe2\x80\xa6'],RT CanadianPM amp Min Garneau announce OceansProtectionPlan improve MarineSafety OurCoasts https co,"['RT', 'CanadianPM', 'amp', 'Min', 'Garneau', 'announce', 'OceansProtectionPlan', 'improve', 'MarineSafety', 'OurCoasts', 'https', 'co']","['rt', u'canadianpm', u'amp', u'min', u'garneau', u'announc', u'oceansprotectionplan', u'improv', u'marinesafeti', u'ourcoast', u'https', 'co']",RT @Transport_gc: .@CanadianPM &amp; Min. #Garneau announce Canada’s #OceansProtectionPlan to improve #MarineSafety on #OurCoasts https://t.co/…,Environmental,en,218,0.0,Neutral
2,863029776034013184,208,0,2017-05-12 13:55:07,": The use their tusk to hit and stun fish, then eat them",['#Narwhal'],"['https://t.co/A5pYcnTblJ', 'https://t.co/5a3JGydM1v']",RT Narwhal use tusk hit stun fish eat https co A5pYcnTblJ https co 5a3JGydM1v,"['RT', 'Narwhal', 'use', 'tusk', 'hit', 'stun', 'fish', 'eat', 'https', 'co', 'A5pYcnTblJ', 'https', 'co', '5a3JGydM1v']","['rt', u'narwhal', u'use', u'tusk', u'hit', u'stun', u'fish', u'eat', u'https', 'co', u'a5pycntblj', u'https', 'co', u'5a3jgydm1v']","RT @DFO_Science: The #Narwhal use their tusk to hit and stun fish, then eat them https://t.co/A5pYcnTblJ https://t.co/5a3JGydM1v",Social,en,208,0.0,Neutral
3,872811035299807232,157,0,2017-06-08 13:42:21,: Happy to all those who enjoy our oceans!,['#WorldOceansDay'],"['https://t.co/x7TZmQOv1I', 'https://t.co/KEBs7IJG8E']",RT Happy WorldOceansDay enjoy oceans https co x7TZmQOv1I https co KEBs7IJG8E,"['RT', 'Happy', 'WorldOceansDay', 'enjoy', 'oceans', 'https', 'co', 'x7TZmQOv1I', 'https', 'co', 'KEBs7IJG8E']","['rt', u'happi', u'worldoceansday', u'enjoy', u'ocean', u'https', 'co', u'x7tzmqov1i', u'https', 'co', u'kebs7ijg8']",RT @DFO_MPO: Happy #WorldOceansDay to all those who enjoy our oceans! 🌊 https://t.co/x7TZmQOv1I https://t.co/KEBs7IJG8E,Environmental,en,157,0.65,Positive
4,811554802249433088,133,0,2016-12-21 12:51:57,: The $1.5B Oceans Protection Plan announced by PM Trudeau in November will make Canada a world-leader in marine safety. http…,[],[],RT CanadianPM 5B Oceans Protection Plan announced PM Trudeau November make Canada world leader marine safety,"['RT', 'CanadianPM', '5B', 'Oceans', 'Protection', 'Plan', 'announced', 'PM', 'Trudeau', 'November', 'make', 'Canada', 'world', 'leader', 'marine', 'safety']","['rt', u'canadianpm', '5b', u'ocean', u'protect', u'plan', u'announc', 'pm', u'trudeau', u'novemb', u'make', u'canada', u'world', u'leader', u'marin', u'safeti']",RT @CanadianPM: The $1.5B Oceans Protection Plan announced by PM Trudeau in November will make Canada a world-leader in marine safety. http…,Environmental,en,133,0.0,Neutral
5,882600638567370752,83,46,2017-07-05 14:02:44,"Capelin is starting to roll &amp; scientists need your help. Please report sightings using ecapelin.ca, or","['#DFONL', '#eCapelin', '#capelinroll2017']",['https://t.co/QeOedzj08r'],Capelin starting roll amp DFONL scientists need help Please report sightings using ecapelin ca eCapelin capelinroll2017 https co QeOedzj08r,"['Capelin', 'starting', 'roll', 'amp', 'DFONL', 'scientists', 'need', 'help', 'Please', 'report', 'sightings', 'using', 'ecapelin', 'ca', 'eCapelin', 'capelinroll2017', 'https', 'co', 'QeOedzj08r']","[u'capelin', u'start', u'roll', u'amp', u'dfonl', u'scientist', u'need', u'help', u'pleas', u'report', u'sight', u'use', u'ecapelin', 'ca', u'ecapelin', u'capelinroll2017', u'https', 'co', u'qeoedzj08r']","Capelin is starting to roll &amp; #DFONL scientists need your help. Please report sightings using ecapelin.ca, #eCapelin or #capelinroll2017 https://t.co/QeOedzj08r",Environmental,en,129,0.0,Neutral
6,712386799797194754,102,0,2016-03-22 21:13:43,: proposes measures to boost our capacity to innovate &amp; grow our economy.,['#Budget2016'],['https://t.co/lEOk21TTmi'],RT FinanceCanada Budget2016 proposes measures boost capacity innovate amp grow economy https co lEOk21TTmi,"['RT', 'FinanceCanada', 'Budget2016', 'proposes', 'measures', 'boost', 'capacity', 'innovate', 'amp', 'grow', 'economy', 'https', 'co', 'lEOk21TTmi']","['rt', u'financecanada', u'budget2016', u'propos', u'measur', u'boost', u'capac', u'innov', u'amp', u'grow', u'economi', u'https', 'co', u'leok21ttmi']",RT @FinanceCanada: #Budget2016 proposes measures to boost our capacity to innovate &amp; grow our economy. https://t.co/lEOk21TTmi,Economical,en,102,0.0,Neutral
7,924386962315862020,101,0,2017-10-28 21:26:40,: Canada has reached its target of protecting % of its by the end of 🇨🇦,"['#MarineConservation', '#oceans']",['https://t.co/aggyCRCFN\xe2\x80\xa6'],RT Canada reached MarineConservation target protecting oceans end 2017 https co,"['RT', 'Canada', 'reached', 'MarineConservation', 'target', 'protecting', 'oceans', 'end', '2017', 'https', 'co']","['rt', u'canada', u'reach', u'marineconserv', u'target', u'protect', u'ocean', u'end', u'2017', u'https', 'co']",RT @DFO_MPO: Canada has reached its #MarineConservation target of protecting 5% of its #oceans by the end of 2017 🇨🇦 https://t.co/aggyCRCFN…,Environmental,en,101,0.0,Neutral
8,795679233712488448,99,0,2016-11-07 17:28:06,: Technicians from execute a MEDEVAC off the coast of St. John’s on Nov . Canada’s team – ready to answer t…,"['#SAR', '#103Sqn', '#SAR']",[],RT SAR Technicians 103Sqn execute MEDEVAC coast St Nov SAR team ready answer,"['RT', 'SAR', 'Technicians', '103Sqn', 'execute', 'MEDEVAC', 'coast', 'St', 'Nov', 'SAR', 'team', 'ready', 'answer']","['rt', u'sar', u'technician', u'103sqn', u'execut', u'medevac', u'coast', 'st', u'nov', u'sar', u'team', u'readi', u'answer']",RT @JTFA_FOIA: #SAR Technicians from #103Sqn execute a MEDEVAC off the coast of St. John’s on Nov 5. Canada’s #SAR team – ready to answer t…,Environmental,en,99,0.2,Neutral
9,771758516008787970,96,0,2016-09-02 17:15:43,: The is reviewing changes to the . Funding is available for Indigenous participation.,"['#GoC', '#FisheriesAct']",['https://t.co/vwKS4niXuN'],RT GoC reviewing changes FisheriesAct Funding available Indigenous participation https co vwKS4niXuN,"['RT', 'GoC', 'reviewing', 'changes', 'FisheriesAct', 'Funding', 'available', 'Indigenous', 'participation', 'https', 'co', 'vwKS4niXuN']","['rt', u'goc', u'review', u'chang', u'fisheriesact', u'fund', u'avail', u'indigen', u'particip', u'https', 'co', u'vwks4nixun']",RT @DFO_MPO: The #GoC is reviewing changes to the #FisheriesAct. Funding is available for Indigenous participation. https://t.co/vwKS4niXuN,Social,en,96,0.4,Positive
