,Unnamed: 0,id,date_published,link,caption_original,caption_cleaned,hashtags,num_comments,num_shares,num_likes,Reactions_SUM,category,matched_keywords,language,average_sentiment_score,sentiment,account_name
33377,3,134615279898518_1856278807732148,2017-09-08 13:48:35,https://www.facebook.com/ParcsCanada/videos/1856278807732148/,"Appel à toutes les classes de 1re, 2e et 3e secondaire/7e, 8e et 9e années!!
Avez-vous envie de relever un nouveau défi? Aimez-vous la nature, l’histoire, la culture et la découverte de nouveaux endroits? Cette année, vous pourriez gagner un INCROYABLE voyage dans des sites de Parcs Canada! Nous sommes emballés d'annoncer le concours 2017-2018 La sortie scolaire la plus cool au Canada! Pour en savoir plus : http://concours.monpasseportparcs.ca/  Canadian Geographic EducationFédération canadienne de la faune Historica Canada","Appel à toutes les classes de re, e et e secondaire/7e, e et e années!! Avez-vous envie de relever un nouveau défi? Aimez-vous la nature, l’histoire, la culture et la découverte de nouveaux endroits? Cette année, vous pourriez gagner un INCROYABLE voyage dans des sites de Parcs Canada! Nous sommes emballés d'annoncer le concours -2018 La sortie scolaire la plus cool au Canada! Pour en savoir plus : Canadian Geographic EducationFédération canadienne de la faune Historica Canada",[],41.0,456.0,172,687,"['Environmental', 'Social']","['nature', 'culture', 'parc', 'faune']",fr,0.0,neutral,ParcsCanada_facebook
16943,0,909839192057925632,2017-09-18 17:59:02,[],RT @N_Hulot: Réunion des ministres pour l'action climatique à Montréal : se mobiliser parce que l'accord de Paris est un serment fait à nos…,RT union des ministres pour action climatique al se mobiliser parce que accord de Paris est un serment fait,[],,623.0,0,623,"['Economical', 'Environmental']","['ministre', 'climatique']",fr,0.1,Neutral,ministre_ec_tweeter
33385,11,134615279898518_1854148717945157,2017-09-06 08:53:02,https://www.facebook.com/ParcsCanada/photos/a.281154578577920.88091.134615279898518/1854148391278523/?type=3,"Pour les visiteurs dans les régions de l’Alberta et la Colombie-Britannique, veuillez noter que Parcs Canada a émis une alerte d'évacuation pour tout le parc national des Lacs-Waterton en raison de feux de forêt. Il n'y a pas de danger immédiat. Toutefois, la qualité de l'air est compromise à cause de la fumée et les prévisions météorologiques pour la semaine prochaine prévoient des conditions susceptibles d'entraîner une modification du comportement au feu et une possibilité accrue des dangers et des risques pour les visiteurs. L'alerte d'évacuation se trouve ici : http://ow.ly/2Ukg30eZbQ5 Tourisme Alberta Tourisme Colombie-Britannique

Nous vous recommandons d'envisager des destinations alternatives dans la région pour vos déplacements de vacances. Visitez notre site Web pour en savoir plus sur d'autres excellents endroits de Parcs Canada à explorer : http://www.pc.gc.ca/fr/voyage-travel","Pour les visiteurs dans les régions de l’Alberta et la Colombie-Britannique, veuillez noter que Parcs Canada a émis une alerte d'évacuation pour tout le parc national des Lacs-Waterton en raison de feux de forêt. Il n'y a pas de danger immédiat. Toutefois, la qualité de l'air est compromise à cause de la fumée et les prévisions météorologiques pour la semaine prochaine prévoient des conditions susceptibles d'entraîner une modification du comportement au feu et une possibilité accrue des dangers et des risques pour les visiteurs. L'alerte d'évacuation se trouve ici : Tourisme Alberta Tourisme Colombie-Britannique Nous vous recommandons d'envisager des destinations alternatives dans la région pour vos déplacements de vacances. Visitez notre site Web pour en savoir plus sur d'autres excellents endroits de Parcs Canada à elorer :",[],18.0,103.0,134,337,"['Economical', 'Environmental', 'Social']","['parc', 'parc_national', 'forêt', ""qualité_de_l'air"", 'tourisme', 'tourisme', 'parc']",fr,0.0,neutral,ParcsCanada_facebook
32972,10,2017-09-14_15-42-31,2017-09-14 15:42:31,https://instagram.fyvr3-1.fna.fbcdn.net/vp/8bd22638bb9f470cd17580d15d82abb0/5AEE743F/t51.2885-15/e35/21576543_990656984409493_1463348138600300544_n.jpg,Vous serez fasciné par les eaux envoûtantes du parc marin du Saguenay–Saint-Laurent. Profitez de votre visite et elorez-le en kayak ou allez faire de la plongée! Planifiez votre visite à l’un des meilleurs endroits au monde pour observer les baleines. : ..... ébec,Vous serez par les eaux tantes du parc marin du Saint Laurent Profitez de votre visite et explorez le en kayak ou allez faire de la Planifiez votre visite un des meilleurs endroits au monde pour observer les baleines gablw FjordSaguenay FleuveSaintLaurent bec Canada Saguenay Tadoussac mer baleine PetitRorqual parcscanada explorecanada canada150 parc sauvage nature photographie,"[""fjordsaguenay"",""fleuvesaintlaurent"",""québec"",""canada"",""saguenay"",""tadoussac"",""mer"",""baleine"",""petitrorqual"",""parcscanada"",""explorecanada"",""canada150"",""parc"",""sauvage"",""nature"",""photographie""]",0.0,,274,274,"['Environmental', 'Social']","['eau', 'parc', 'visite', 'visite']",fr,0.0,neutral,parcs.canada_instagram
32978,16,2017-09-24_17-03-58,2017-09-24 17:03:58,https://instagram.fyvr3-1.fna.fbcdn.net/vp/78b5b489e846c933faf628a5dcc31c4e/5AED05AE/t51.2885-15/e35/21980168_151033488819409_4078603241812656128_n.jpg,Peut-on prendre un moment pour admirer ces couleurs magnifiques? ️ Prenez un moment pour apprécier cette beauté : rendez-vous dans les îles pittoresques de granit et de forêts de pins balayées par les vents au parc national des Mille-Îles! : .j.fernandez.....,Peut prendre un moment pour admirer ces couleurs magnifiques Prenez un moment pour cier cette rendez vous dans les les pittoresques de granit et de de pins es par les vents au parc national des Mille les eric fernandez discoveron ontario milesiles nature photographie sauvage voyage jouerdehors aventure paysage parcscanada canada150 canada explorecanada conservation,"[""discoveron"",""ontario"",""milesiles"",""nature"",""photographie"",""sauvage"",""voyage"",""jouerdehors"",""aventure"",""paysage"",""parcscanada"",""canada150"",""canada"",""explorecanada"",""conservation""]",0.0,,264,264,"['Environmental', 'Social']","['forêt', 'parc_national']",fr,0.0,neutral,parcs.canada_instagram
16946,3,909839217576038401,2017-09-18 17:59:08,[],RT @N_Hulot: 🇫🇷 🌏 🇨🇦 Mobilisation générale pour le #climat avec @ministre_ec à l'ouverture de la semaine du climat à New York #CWNYC #ambit…,RT Mobilisation rale pour le climat avec ouverture de la semaine du climat New York CWNYC,"['#climat', '#CWNYC', '#ambit']",,259.0,0,259,['Environmental'],['climat'],fr,0.13636363636363635,Neutral,ministre_ec_tweeter
32989,27,2017-09-02_18-44-41,2017-09-02 18:44:41,https://instagram.fyvr3-1.fna.fbcdn.net/vp/c25ff3e93e0c5b2740d4bf4c3dcf6c23/5ADE4058/t51.2885-15/e35/21294304_463672650672875_7516374745764331520_n.jpg,Laissez-vous guider par l'aventure et découvrez un endroit complètement nouveau! Qu'il s'agisse de faire une randonnée qui semble impossible ou de faire un voyage dans un parc que vous avez toujours rêvé de visiter... suivez la voix de l’elorateur en vous! ️ : Parc national du Mont-Revelstoke : ..... ,Laissez vous guider par aventure et couvrez un endroit tement nouveau Qu il agisse de faire une qui semble impossible ou de faire un voyage dans un parc que vous avez toujours de visiter suivez la voix de explorateur en vous Parc national du Mont Revelstoke toquesandboots montrevelstoke pnmontrevelstoke colombiebritannique parc sauvage nature photographie parcscanada parkscanada explorecanada canada pleinair,"[""montrevelstoke"",""pnmontrevelstoke"",""colombiebritannique"",""parc"",""sauvage"",""nature"",""photographie"",""parcscanada"",""parkscanada"",""explorecanada"",""canada"",""pleinair""]",1.0,,245,246,"['Environmental', 'Social']","['découvrez', 'parc', 'parc']",fr,0.0,neutral,parcs.canada_instagram
37626,1,1498541586883867_1620048651399826,2017-09-12 13:48:42,https://www.facebook.com/PechesOceansCanada/photos/a.1539239129480779.1073741828.1498541586883867/1620048651399826/?type=3,"La Cour suprême du Canada a conclu que les Autochtones disposent d'un droit ancestral de pratiquer la pêche à des fins alimentaires, sociales et rituelles. Cependant, il est interdit d'acheter, de vendre, d'échanger, de troquer, d'offrir d'acheter ou d'offrir pour la vente, l'échange ou le troc des ressources halieutiques autochtones pêchées à des fins alimentaires, sociales et rituelles. Les agents des pêches mèneront des enquêtes sur tous les incidents connus ou soupçonnés de personnes participant à la vente illégale de poissons, et ont les pouvoirs nécessaires en vertu de la Loi sur les pêches de remettre des amendes ou de poursuivre les contrevenants.","La Cour suprême du Canada a conclu que les Autochtones disposent d'un droit ancestral de pratiquer la pêche à des fins alimentaires, sociales et rituelles. Cependant, il est interdit d'acheter, de vendre, d'échanger, de troquer, d'offrir d'acheter ou d'offrir pour la vente, l'échange ou le troc des ressources halieutiques autochtones pêchées à des fins alimentaires, sociales et rituelles. Les agents des pêches mèneront des enquêtes sur tous les incidents connus ou soupçonnés de personnes participant à la vente illégale de poissons, et ont les pouvoirs nécessaires en vertu de la Loi sur les pêches de remettre des amendes ou de poursuivre les contrevenants.",[],24.0,147.0,57,238,"['Economical', 'Environmental', 'Social']","['autochtone', 'droit', 'ressource', 'autochtone', 'poisson']",fr,0.0654913703762755,positive,PechesOceansCanada_facebook
32992,30,2017-09-23_20-29-18,2017-09-23 20:29:18,https://instagram.fyvr3-1.fna.fbcdn.net/vp/f1352a3175d268b724fd56071e1e0fd5/5AEEDD22/t51.2885-15/e35/21909193_176065756300916_4703308927960350720_n.jpg,"Des ciels roses, des plages de sable blanc et des eaux turquoise vous attendent au parc national Kejimkujik, un vrai trésor de la côte atlantique! : .....",Des ciels roses des plages de sable blanc et des eaux turquoise vous attendent au parc national Kejimkujik un vrai sor de la te atlantique joannabond kejimkujik atlantique nature photographie sauvage voyage jouerdehors aventure paysage parcscanada canada150 canada explorecanada conservation,"[""kejimkujik"",""atlantique"",""nature"",""photographie"",""sauvage"",""voyage"",""jouerdehors"",""aventure"",""paysage"",""parcscanada"",""canada150"",""canada"",""explorecanada"",""conservation""]",0.0,,238,238,"['Environmental', 'Social']","['eau', 'parc_national', 'côte']",fr,0.0,neutral,parcs.canada_instagram
32994,32,2017-09-07_16-25-29,2017-09-07 16:25:29,https://instagram.fyvr3-1.fna.fbcdn.net/vp/6b11673757f95f965f2e0170b2163afb/5AE59E1A/t51.2885-15/e35/21479996_310707362731843_5994070282581573632_n.jpg,Vous rêvassez au week-end? Voici de l'inspiration! Imaginez-vous perché sur une falaise au parc national Forillon ... : ,Vous au week end Voici de inspiration Imaginez vous sur une falaise au parc national Forillon Montry75 Forillon PNForillon parc sauvage nature photographie parcscanada explorecanada canada Canada150,"[""forillon"",""pnforillon"",""parc"",""sauvage"",""nature"",""photographie"",""parcscanada"",""explorecanada"",""canada"",""canada150""]",2.0,,235,237,['Social'],['parc_national'],fr,0.1875,positive,parcs.canada_instagram
