,Unnamed: 0,id,date_published,link,caption_original,caption_cleaned,hashtags,num_comments,num_shares,num_likes,Reactions_SUM,category,matched_keywords,language,average_sentiment_score,sentiment,account_name
2924,0,798775163588850_1022430584556639,2017-02-09 10:50:19,https://www.facebook.com/AgricultureCanadienne/photos/a.803710926428607.1073741828.798775163588850/1022430584556639/?type=3,Le Canada produit beaucoup de sirop d’érable! Renseignez-vous sur ce produit-vedette. http://ow.ly/lZJs308OBUD,Le Canada produit beaucoup de sirop d’érable! Renseignez-vous sur ce produit-vedette. UD,[],88.0,453.0,1849,2557,['Economical'],['produit'],fr,0.06441547540651796,positive,AgricultureCanadienne_facebook
2925,1,798775163588850_1022331494566548,2017-02-09 07:10:14,https://www.facebook.com/AgricultureCanadienne/photos/a.803710926428607.1073741828.798775163588850/1022331494566548/?type=3,Les pommes se conservent et restent fraîches plus longtemps grâce à l'innovation. Voyez comment : http://ow.ly/QaDq308OAbW,Les pommes se conservent et restent fraîches plus longtemps grâce à l'innovation. Voyez comment :,[],65.0,370.0,1475,2009,['other'],[],fr,0.08339880952380951,positive,AgricultureCanadienne_facebook
2926,2,798775163588850_1021979637935067,2017-02-08 16:50:11,https://www.facebook.com/AgricultureCanadienne/photos/a.803710926428607.1073741828.798775163588850/1021979637935067/?type=3,Nos chercheurs étudient la saveur des produits de l’érable canadiens. Découvrez pourquoi. http://ow.ly/MGn0308OADW,Nos chercheurs étudient la saveur des produits de l’érable canadiens. Découvrez pourquoi.,[],196.0,378.0,1023,1697,"['Economical', 'Social']","['produit', 'découvrez']",fr,0.2106994212962963,positive,AgricultureCanadienne_facebook
2927,3,798775163588850_1020525681413796,2017-02-06 10:14:48,https://www.facebook.com/AgricultureCanadienne/photos/a.803710926428607.1073741828.798775163588850/1020525681413796/?type=3,Besoin d’un prêt pour améliorer votre ferme? Nous pouvons vous aider. Découvrez comment. http://ow.ly/HH4i308J3W5,Besoin d’un prêt pour améliorer votre ferme? Nous pouvons vous aider. Découvrez comment.,[],42.0,324.0,1017,1412,"['Economical', 'Social']","['ferme', 'aider', 'découvrez']",fr,0.0,neutral,AgricultureCanadienne_facebook
2928,4,798775163588850_1021963211270043,2017-02-08 16:07:36,https://www.facebook.com/AgricultureCanadienne/photos/a.803710926428607.1073741828.798775163588850/1021963211270043/?type=3,Le lycopène donne sa couleur rouge à la tomate. Découvrez pourquoi nous l’étudions. http://ow.ly/FTNi308OBBT,Le lycopène donne sa couleur rouge à la tomate. Découvrez pourquoi nous l’étudions.,[],94.0,234.0,840,1239,"['Economical', 'Social']","['tomate', 'découvrez']",fr,0.05877192982456141,positive,AgricultureCanadienne_facebook
2930,6,798775163588850_1022360681230296,2017-02-09 08:25:12,https://www.facebook.com/AgricultureCanadienne/photos/a.803710926428607.1073741828.798775163588850/1022360681230296/?type=3,SVQ que le blé peut être utilisé pour fabriquer du maquillage et des tees pour le golf? http://ow.ly/olV6308OCt6,SVQ que le blé peut être utilisé pour fabriquer du maquillage et des tees pour le golf?,[],42.0,163.0,660,935,['Economical'],['blé'],fr,0.045546875,positive,AgricultureCanadienne_facebook
2931,7,798775163588850_1022409154558782,2017-02-09 10:10:11,https://www.facebook.com/AgricultureCanadienne/photos/a.803710926428607.1073741828.798775163588850/1022409154558782/?type=3,La recherche menée au Canada aide à réduire les GES émis par les vaches. Voyez comment. http://ow.ly/yAZf308QiCP,La recherche menée au Canada aide à réduire les GES émis par les vaches. Voyez comment.,[],111.0,144.0,460,820,['Environmental'],['réduire'],fr,0.044177648579051126,positive,AgricultureCanadienne_facebook
34620,1,830416468185587712,2017-02-11 14:01:29,"['https://t.co/DYwz9KHh95', 'https://t.co/xhhXcvpMSs']",Envie de découvrir les sites de #ParcsCanada? N’oubliez pas de commander votre carte d’entrée Découverte #GRATUITE! https://t.co/DYwz9KHh95 https://t.co/xhhXcvpMSs,Envie de couvrir les sites de ParcsCanada oubliez pas de commander votre carte couverte GRATUITE https co DYwz9KHh95 https co xhhXcvpMSs,"['#ParcsCanada', '#GRATUITE']",,107.0,180,287,"['Environmental', 'Social']","['découvrir', '#parcscanada']",fr,0.0,Neutral,ParcsCanada_tweeter
2933,9,798775163588850_1021897921276572,2017-02-08 14:27:26,https://www.facebook.com/AgricultureCanadienne/videos/1021897921276572/,Notre recherche permet au Canada de produire certaines des meilleures pommes au monde. Voyez comment : http://ow.ly/qPFi308OROV.,Notre recherche permet au Canada de produire certaines des meilleures pommes au monde. Voyez comment : .,[],13.0,69.0,136,232,['other'],[],fr,-0.1092857142857143,negative,AgricultureCanadienne_facebook
16947,4,831905454443859970,2017-02-15 16:38:11,['https://t.co/DnxU5X4wmH'],RT @Europarl_FR: #CETA Le Parlement européen approuve l'accord économique et commercial global avec le Canada 🇪🇺🇨🇦 https://t.co/DnxU5X4wmH,RT CETA Le Parlement en approuve accord conomique et commercial global avec le Canada https co DnxU5X4wmH,['#CETA'],,217.0,0,217,['Economical'],"['économique', 'commercial']",fr,0.0,Neutral,ministre_ec_tweeter
