,Unnamed: 0,id,date_published,link,caption_original,caption_cleaned,hashtags,num_comments,num_shares,num_likes,Reactions_SUM,category,matched_keywords,language,average_sentiment_score,sentiment,account_name
8982,0,460123390028_10157025984650029,2016-06-13 14:22:54,https://www.facebook.com/EnvironnementetressourcesnaturellesauCanada/photos/a.481746145028.384353.460123390028/10157025984650029/?type=3,"Un Canada sain et entièrement durable. Nous pouvons y arriver, mais nous ne pouvons pas le faire seuls. Nous avons besoin de votre opinion et de votre vision. Jetez un coup d’œil à notre stratégie provisoire pour un Canada durable du point de vue de l’environnement, la Stratégie fédérale de développement durable de 2016-2019. Faites-nous parvenir vos commentaires d’ici le 24 juin. http://ow.ly/10ryuh http://ow.ly/10ryxl","Un Canada sain et entièrement durable. Nous pouvons y arriver, mais nous ne pouvons pas le faire seuls. Nous avons besoin de votre opinion et de votre vision. Jetez un coup d’œil à notre stratégie provisoire pour un Canada durable du point de vue de l’environnement, la Stratégie fédérale de développement durable de -2019. Faites-nous parvenir vos commentaires d’ici le juin.",[],65.0,302.0,1974,2458,"['Environmental', 'Social']","['durable', 'vision', 'durable', 'point_de_vue', 'fédéral', 'développement_durable']",fr,0.11550702380952382,positive,EnvironnementetressourcesnaturellesauCanada_facebook
42325,4,377625007887_10154287081602888,2016-06-16 18:42:24,https://www.facebook.com/TransportsetInfrastructureauCanada/videos/10154287081602888/,,,[],249.0,27.0,221,529,['other'],[],tl,0.0,neutral,TransportsetInfrastructureauCanada_facebook
33398,24,134615279898518_1382444228448944,2016-06-29 17:30:00,https://www.facebook.com/MLVphotographer/photos/a.825447684253027.1073741892.673723356092128/826729410791521/?type=3,"Si cet album ne termine pas merveilleusement bien ce #MercrediSauvage, alors rien ne pourra! 

Photos prises par Maxime Legare-Vezina Photographe au Parc national de la Mauricie, Parcs Canada.","Si cet album ne termine pas merveilleusement bien ce , alors rien ne pourra! Photos prises par Maxime Legare-Vezina Photographe au Parc national de la Mauricie, Parcs Canada.",['#MercrediSauvage'],9.0,0.0,141,171,['Environmental'],"['parc', 'parc']",fr,0.0,neutral,ParcsCanada_facebook
10608,2,745230128842739712,2016-06-21 12:21:23,['https://t.co/u2QcDdHUtB'],"Aujourd'hui, célébrons et reconnaissons les contributions, cultures et l'histoire des Autochtones au pays #JNACanada https://t.co/u2QcDdHUtB",Aujourd hui brons et reconnaissons les contributions cultures et histoire des Autochtones au pays JNACanada https co u2QcDdHUtB,['#JNACanada'],,76.0,34,110,['Social'],"['culture', 'autochtone', 'pays', '#jnacanada']",fr,0.0,Neutral,GCAutochtones_tweeter
37991,22,485734081568161_745646078910292,2016-06-28 10:45:37,http://ow.ly/kx8w301BWIt,"Attention, parents! La nouvelle allocation canadienne pour enfants entrera en vigueur le 1er juillet 2016 (sous réserve de l’approbation parlementaire). L’allocation est un versement mensuel non imposable dont le montant dépend du revenu familial net rajusté.  

Si vous recevez déjà des prestations pour enfants, comme la prestation universelle pour la garde d’enfants ou la prestation fiscale canadienne pour enfants, ou les deux, vous n’avez pas à présenter de demande pour l’allocation canadienne pour enfants.

Renseignements au sujet de la nouvelle allocation canadienne pour enfants : http://ow.ly/kx8w301BWIt 

Renseignements complémentaires sur les prestations pour enfants et familles : http://ow.ly/RbfR301BWTQ","Attention, parents! La nouvelle allocation canadienne pour enfants entrera en vigueur le er juillet (sous réserve de l’approbation parlementaire). L’allocation est un versement mensuel non imposable dont le montant dépend du revenu familial net rajusté. Si vous recevez déjà des prestations pour enfants, comme la prestation universelle pour la garde d’enfants ou la prestation fiscale canadienne pour enfants, ou les deux, vous n’avez pas à présenter de demande pour l’allocation canadienne pour enfants. Renseignements au sujet de la nouvelle allocation canadienne pour enfants : Renseignements complémentaires sur les prestations pour enfants et familles :",[],3.0,74.0,16,93,"['Economical', 'Social']","['enfant', 'revenu', 'enfant', 'enfant', 'enfant', 'enfant', 'enfant', 'famille']",fr,0.056285714285714286,positive,QuestionsdargentCanada_facebook
26407,1,745379724508172288,2016-06-21 22:15:49,[],"RT @JustinTrudeau: Pour la Journ. nationale des Autochtones, honorons l’héritage et les réalisations des Autochtones au Can. #JNACanada htt…",RT JustinTrudeau Pour la Journ nationale des Autochtones honorons ritage et les alisations des Autochtones au JNACanada,['#JNACanada'],,85.0,0,85,['Social'],"['autochtone', 'autochtone', '#jnacanada']",fr,0.0,Neutral,MPO_Pacifique_tweeter
33461,87,134615279898518_1368305419862825,2016-06-10 08:15:00,https://www.facebook.com/ParcsCanada/photos/a.281154578577920.88091.134615279898518/1368305419862825/?type=3,"Joyeux vendredi photo des abonnés! 
Cette merveilleuse photo d'Ève R. confirme que l'île Flowerpot est sans doute l'une des plus belles expériences dont vous pourrez profiter aux Parc national de la Péninsule-Bruce et Parc marin national Fathom Five! 
Chaque vendredi, nous choisissons au hasard une photo envoyée par un abonné pour la mettre en vedette sur notre mur. Si vous aimeriez soumettre une photo, veuillez nous envoyer un message.","Joyeux vendredi photo des abonnés! Cette merveilleuse photo d'Ève R. confirme que l'île Flowerpot est sans doute l'une des plus belles eériences dont vous pourrez profiter aux Parc national de la Péninsule-Bruce et Parc marin national Fathom Five! Chaque vendredi, nous choisissons au hasard une photo envoyée par un abonné pour la mettre en vedette sur notre mur. Si vous aimeriez soumettre une photo, veuillez nous envoyer un message.",[],6.0,16.0,54,83,['Environmental'],"['parc', 'parc']",fr,0.0,neutral,ParcsCanada_facebook
33466,92,134615279898518_1381795195180514,2016-06-29 08:05:00,https://www.facebook.com/ParcsCanada/photos/a.281154578577920.88091.134615279898518/1381795195180514/?type=3,La première de The Amazing Race Canada mettait en vedette notre magnifique Parc national Jasper hier soir! Merci aux concurrents pour leur visite! L’avez-vous regardé? CTV,La première de The Amazing Race Canada mettait en vedette notre magnifique Parc national Jasper hier soir! Merci aux concurrents pour leur visite! L’avez-vous regardé? CTV,[],1.0,7.0,66,79,"['Environmental', 'Social']","['race', 'parc', 'visite']",fr,0.0,neutral,ParcsCanada_facebook
37998,29,485734081568161_743773562430877,2016-06-24 17:45:26,http://ow.ly/J4Fc301ntX5,"Vous êtes un travailleur de plus de 60 ans et vous contribuez au Régime de pension du Canada (RPC)?

Si oui, vous pourriez recevoir une prestation à vie qui augmente votre revenu de retraite.

Apprenez-en plus : http://ow.ly/J4Fc301ntX5","Vous êtes un travailleur de plus de ans et vous contribuez au Régime de pension du Canada (RPC)? Si oui, vous pourriez recevoir une prestation à vie qui augmente votre revenu de retraite. Apprenez-en plus :",[],2.0,60.0,13,77,"['Economical', 'Social']","['vie', 'revenu']",fr,0.105,positive,QuestionsdargentCanada_facebook
20115,0,745248137435095040,2016-06-21 13:32:56,[],"RT @GCAutochtones: Aujourd'hui, célébrons et reconnaissons les contributions, cultures et l'histoire des Autochtones au pays #JNACanada htt…",RT GCAutochtones Aujourd hui brons et reconnaissons les contributions cultures et histoire des Autochtones au pays JNACanada,['#JNACanada'],,76.0,0,76,['Social'],"['culture', 'autochtone', 'pays', '#jnacanada']",fr,0.0,Neutral,MPO_Centre_tweeter
