,Unnamed: 0,id,date_published,link,caption_original,caption_cleaned,hashtags,num_comments,num_shares,num_likes,Reactions_SUM,category,matched_keywords,language,average_sentiment_score,sentiment,account_name
42323,2,377625007887_10155965912767888,2017-12-21 18:01:04,https://www.facebook.com/TransportsetInfrastructureauCanada/photos/a.10151491514147888.1073741825.377625007887/10155965912767888/?type=3,Rappel : VTT Bombardier avec direction assistée dynamique. L’arbre de direction pourrait se briser et provoquer une perte de contrôle. Les propriétaires ne devraient pas conduire leur VTT à moins que la réparation provisoire ait été effectuée. http://ow.ly/AqDW30hn5t4,Rappel : VTT Bombardier avec direction assistée dynamique. L’arbre de direction pourrait se briser et provoquer une perte de contrôle. Les propriétaires ne devraient pas conduire leur VTT à moins que la réparation provisoire ait été effectuée.,[],57.0,780.0,18,856,['other'],[],fr,0.05018322172619048,positive,TransportsetInfrastructureauCanada_facebook
33379,5,134615279898518_1965701726789855,2017-12-22 10:00:00,https://www.facebook.com/ParcsCanada/photos/a.281154578577920.88091.134615279898518/1965701166789911/?type=3,"Il est plus intéressant que jamais de nous rendre visite! Commandez votre #CarteDécouverte famille/groupe avant le 31 décembre 2017 et obtenez un rabais de 20%! 

Commandez dès aujourd’hui et venez voir ce que nos endroits vous offrent! 

http://www.commandesparcs-parksorders.ca/webapp/wcs/stores/servlet/fr/parksb2c/discovery-pass?currency=CAD&catalogId=53407&langId=-2&storeId=22953",Il est plus intéressant que jamais de nous rendre visite! Commandez votre écouverte famille/groupe avant le décembre et obtenez un rabais de %! Commandez dès aujourd’hui et venez voir ce que nos endroits vous offrent!,['#CarteD'],31.0,124.0,429,602,"['Environmental', 'Social']","['visite', '#cartedécouverte']",fr,0.00237301587301587,positive,ParcsCanada_facebook
33380,6,134615279898518_1941966262496735,2017-12-02 09:45:23,https://www.facebook.com/ParcsCanada/photos/a.281154578577920.88091.134615279898518/1941964999163528/?type=3,"WOW! Pouvez-vous croire qu'un tel paysage existe? 😍 Mentionnez un ami dans les commentaires avec lequel vous aimeriez explorer ce joyau naturel!

Photo prise à la réserve de parc national Nahanni, Parcs Canada TNO","WOW! Pouvez-vous croire qu'un tel paysage existe? Mentionnez un ami dans les commentaires avec lequel vous aimeriez elorer ce joyau naturel! Photo prise à la réserve de parc national Nahanni, Parcs Canada TNO",[],123.0,29.0,288,546,"['Environmental', 'Social']","['ami', 'parc_national', 'parc']",fr,0.1096327670784884,positive,ParcsCanada_facebook
32963,1,2017-12-29_10-33-53,2017-12-29 10:33:53,https://instagram.fyvr3-1.fna.fbcdn.net/vp/85fcc511ee2c39735fcd5a096f55fa42/5ADF0996/t51.2885-15/e35/26263897_1139137629556061_8560944743868006400_n.jpg,Nous avons eu une année incroyable sur Instagram. Regardez les photos pour voir les DIX photos les plus POPULAIRES! ⭐️ Merci de nous suivre et de nous mentionner sur toutes vos photos extraordinaires cette année. Nous nous réjouissons de faire partie de vos aventures et de votre . Est-ce que VOTRE photo préférée fait partie de la liste?.....,Nous avons eu une 2017 incroyable sur Instagram Regardez les photos pour voir les DIX photos les plus POPULAIRES Merci de nous suivre et de nous mentionner sur toutes vos photos extraordinaires cette Nous nous jouissons de faire partie de vos aventures et de votre Canada150 Est ce que VOTRE photo fait partie de la liste nature photographie sauvage voyage jouerdehors aventure paysage parcscanada canada150 canada explorecanada parcnational parcsnationaux,"[""canada150"",""nature"",""photographie"",""sauvage"",""voyage"",""jouerdehors"",""aventure"",""paysage"",""parcscanada"",""canada150"",""canada"",""explorecanada"",""parcnational"",""parcsnationaux""]",7.0,,369,376,['Social'],['aventure'],fr,0.4026785714285714,positive,parcs.canada_instagram
32965,3,2017-12-05_16-04-42,2017-12-05 16:04:42,https://instagram.fyvr3-1.fna.fbcdn.net/vp/6c96788ceef5fe5a50d553d2509c365c/5AFC9A1E/t51.2885-15/e35/24127052_1941211966198145_346113478601211904_n.jpg,L’hiver est arrivé au parc national du Mont-Riding et c’est le moment idéal pour observer la faune!  : .ca.....,hiver est au parc national du Mont Riding et est le moment al pour observer la faune mfkphotography ca nature photographie sauvage voyage jouerdehors aventure paysage parcscanada canada150 canada explorecanada conservation PNMR PNMontRiding ExploreMB MontRiding parcnational parcsnationaux tourisme Manitoba,"[""nature"",""photographie"",""sauvage"",""voyage"",""jouerdehors"",""aventure"",""paysage"",""parcscanada"",""canada150"",""canada"",""explorecanada"",""conservation"",""pnmr"",""pnmontriding"",""exploremb"",""montriding"",""parcnational"",""parcsnationaux"",""tourisme"",""manitoba""]",5.0,,339,344,"['Environmental', 'Social']","['parc_national', 'faune']",fr,0.009999999999999998,positive,parcs.canada_instagram
34619,0,946472147115036677,2017-12-28 20:05:19,['https://t.co/QaKcZTXdg'],Un gros merci 🎈 de l’incroyable année #Canada150 de la part de tout le réseau de #ParcsCanada. https://t.co/QaKcZTXdg9,Un gros merci de incroyable Canada150 de la part de tout le seau de ParcsCanada https co QaKcZTXdg9,"['#Canada150', '#ParcsCanada']",,82.0,260,342,"['Environmental', 'Social']","['#canada150', '#parcscanada']",ca,0.0,Neutral,ParcsCanada_tweeter
32973,11,2017-12-16_16-17-31,2017-12-16 16:17:31,https://instagram.fyvr3-1.fna.fbcdn.net/vp/decc299d938d61e1899ff55ab6ffe6ab/5AF918D1/t51.2885-15/e35/25011363_132944820715690_9125505163996430336_n.jpg,Des couchers de soleil dorés et des plages sablonneuses… ce sont de telles couleurs qui rendent le parc national de l'Île-du-Prince-Édouard invitant à n’importe quel moment de l’année! ️ : .....ÎleduPrinceÉdouard ÎleduPrinceÉdouard,Des couchers de soleil et des plages ce sont de telles couleurs qui rendent le parc national de le du Prince douard invitant importe quel moment de douard explorepei douard igerscanada ohcanada canadaday igcanada ExploreCanada parkscanada parcscanada canada tourcanada enjoycanada sauvage nature photographie parc,"[""lîleduprinceédouard"",""explorepei"",""pnlîleduprinceédouard"",""igerscanada"",""ohcanada"",""canadaday"",""ig_canada"",""oh_canada"",""igcanada"",""explorecanada"",""parkscanada"",""parcscanada"",""canada"",""snapshot_canada"",""tourcanada"",""enjoycanada"",""sauvage"",""nature"",""photographie"",""parc""]",2.0,,270,272,['Social'],['parc_national'],fr,0.1475,positive,parcs.canada_instagram
32979,17,2017-12-31_14-09-27,2017-12-31 14:09:27,https://instagram.fyvr3-1.fna.fbcdn.net/vp/c678f3dd2158d54fd3b211f1484a713b/5AF4E6E9/t51.2885-15/e35/25037942_1542654039185022_974805156392599552_n.jpg,Notre résolution du début de l'année est de voir plus de paysages exceptionnels comme celui-ci et de découvrir davantage tout ce que le Canada a à offrir. Bonne année! Ce fut une année incroyable et MERCI d'avoir passé avec nous. : Parc national du Gros-Morne : .....,Notre solution du de est de voir plus de paysages exceptionnels comme celui ci et de couvrir davantage tout ce que le Canada offrir Bonne Ce fut une incroyable et MERCI avoir Canada150 avec nous Parc national du Gros Morne tomcochrane GrosMorne TNL TerreNeuve parcscanada Canada150 canada parc explorecanada nature photographie sauvage voyage jouerdehors aventure paysage conservation,"[""canada150"",""grosmorne"",""tnl"",""terreneuve"",""parcscanada"",""canada150"",""canada"",""parc"",""explorecanada"",""nature"",""photographie"",""sauvage"",""voyage"",""jouerdehors"",""aventure"",""paysage"",""conservation""]",2.0,,260,262,"['Environmental', 'Social']","['découvrir', 'parc']",fr,0.0,neutral,parcs.canada_instagram
33022,60,2017-12-12_16-38-15,2017-12-12 16:38:15,https://instagram.fyvr3-1.fna.fbcdn.net/vp/2065228fd8de51dbf6ce2fdc4043a543/5AFA4A0E/t51.2885-15/e35/25019107_364468574017612_4352094016053968896_n.jpg,Nous rêvons de jours plus ensoleillés! Imaginez-vous en train de vous promener le long de cette côte au crépuscule empourpré. : : Parc national des Hautes-Terres-du-Cap-Breton.....,Nous de jours plus Imaginez vous en train de vous promener le long de cette te au puscule dansedran Parc national des Hautes Terres du Cap Breton capbreton hautesterres hautesterresducapbreton pncapbreton NouvelleEcosse visitnovascotia igerscanada ohcanada canadaday igcanada ExploreCanada parkscanada parcscanada canada tourcanada enjoycanada sauvage nature photographie parc,"[""capbreton"",""hautesterres"",""hautesterresducapbreton"",""pncapbreton"",""nouvelleecosse"",""visitnovascotia"",""igerscanada"",""ohcanada"",""canadaday"",""ig_canada"",""oh_canada"",""igcanada"",""explorecanada"",""parkscanada"",""parcscanada"",""canada"",""snapshot_canada"",""tourcanada"",""enjoycanada"",""sauvage"",""nature"",""photographie"",""parc""]",1.0,,206,207,['Environmental'],"['côte', 'parc']",fr,0.0,neutral,parcs.canada_instagram
33031,69,2017-12-19_13-54-19,2017-12-19 13:54:19,https://instagram.fyvr3-1.fna.fbcdn.net/vp/8277fb22ed04226ef3a78233d479207a/5AECD244/t51.2885-15/e35/25015679_321138165068558_934423672012144640_n.jpg,"Le parc national de la Péninsule-Bruce accueille des elorateurs de tous les âges qui veulent découvrir ses merveilles naturelles, dont des côtes de calcaire, des forêts aux arbres variés, des cèdres à flanc de falaise, des lacs cristallins et des orchidées aux couleurs vibrantes. : ..... ",Le parc national de la ninsule Bruce accueille des explorateurs de tous les ges qui veulent couvrir ses merveilles naturelles dont des tes de calcaire des aux arbres des dres flanc de falaise des lacs cristallins et des es aux couleurs vibrantes zachbaranowski ParcNationalPeninsuleBruce PeninsuleBruce PNPeninsuleBruce Canada ontario DiscoverON northernontario ontarioparks exploreontario ontariocanada,"[""parcnationalpeninsulebruce"",""peninsulebruce"",""pnpeninsulebruce"",""canada"",""ontario"",""discoveron"",""northernontario"",""ontarioparks"",""exploreontario"",""ontariocanada""]",0.0,,202,202,"['Environmental', 'Social']","['parc_national', 'découvrir', 'côte', 'forêt', 'arbre', 'lac']",fr,0.0,neutral,parcs.canada_instagram
