,id,date_published,link,caption_original,caption_cleaned,hashtags,category,Reactions_SUM,average_sentiment_score,language,account_name,words_matched_list,sentiment,FSDS_Goal_Category,FSDS_Goal_Category_word_list
0,702550562156445697,2016-02-24 17:48:01,[],"RT @JustinTrudeau: On Pink Shirt Day, we stand up to bullying and vow to spread kindness. Please RT and tag a friend to #PinkItForward:
htt…",RT JustinTrudeau Pink Shirt Day stand bullying vow spread kindness Please RT tag friend PinkItForward,['#PinkItForward'],Environmental,3684,-0.1,en,DFO_Pacific_tweeter,"['eau', 'or']",negative,Responsible Consumption and Production,['eau']
1,863111120923623426,2017-05-12 19:18:21,['https://t.co/pBnIVA0kzB'],RT @DFO_Science: BREAKING: First-ever footage of #Narwhals using their tusks to feed in the #Arctic  #OdySci https://t.co/pBnIVA0kzB https:…,RT BREAKING First ever footage Narwhals using tusks feed Arctic OdySci https co pBnIVA0kzB https,"['#Narwhals', '#Arctic', '#OdySci']",Economical,1768,0.0,en,DFO_Pacific_tweeter,['arctic'],neutral,unknown,
2,877549394299584514,2017-06-21 15:30:54,[],"RT @Canada: Celebrate heritage, diverse cultures and outstanding contributions of First Nations, Inuit and Métis peoples in 🇨🇦! #NationalAb…",RT Canada Celebrate heritage diverse cultures outstanding contributions First Nations Inuit tis peoples,['#NationalAb'],Social,555,0.40625,en,DFO_Pacific_tweeter,"['culture', 'inuit', 'first nations']",positive,No Poverty,['inuit']
3,745379638608863232,2016-06-21 22:15:28,[],"RT @JustinTrudeau: On National Aboriginal Day, we honour the unique heritage &amp; achievements of Indigenous Peoples in Canada. #NADCanada htt…",RT JustinTrudeau National Aboriginal Day honour unique heritage amp achievements Indigenous Peoples Canada NADCanada,['#NADCanada'],Environmental,448,0.375,en,DFO_Pacific_tweeter,"['eau', 'or']",positive,Zero Hunger,['indigenous peoples']
4,727201321229627392,2016-05-02 18:21:20,['https://t.co/EFXBLNhpxR'],RT @CanadianPM: It’s Mental Health Week. We’re proud to #Getloud to promote awareness in Canada. https://t.co/EFXBLNhpxR,RT CanadianPM Mental Health Week proud Getloud promote awareness Canada https co EFXBLNhpxR,['#Getloud'],Social,384,0.35000000000000003,en,DFO_Pacific_tweeter,['health'],positive,Good Health and well-being,['mental health']
5,871751636590440449,2017-06-05 15:32:41,['https://t.co/c1tUUMy3vM'],"RT @CanadianPM: This year, Canada hosts the #WorldEnvironmentDay official global celebrations for the first time. https://t.co/c1tUUMy3vM h…",RT CanadianPM year Canada hosts WorldEnvironmentDay official global celebrations first time https co c1tUUMy3vM,['#WorldEnvironmentDay'],Economical,277,0.125,en,DFO_Pacific_tweeter,['global'],positive,Gender Equality,['men']
6,780532800701210625,2016-09-26 22:21:35,"['https://t.co/xYV3Cr433', 'https://t.co/MD6m9W\xe2\x80\xa6']",RT @canada150th: 100 days to go to celebrate! How do you plan to celebrate #Canada150 in 2017?  https://t.co/xYV3Cr433U https://t.co/MD6m9W…,RT canada150th 100 days go celebrate plan celebrate Canada150 2017 https co xYV3Cr433U https co,['#Canada150'],Social,249,0.0,en,DFO_Pacific_tweeter,[],neutral,unknown,
7,795748498343858176,2016-11-07 22:03:20,['https://t.co/\xe2\x80\xa6'],RT @Transport_gc: .@CanadianPM &amp; Min. #Garneau announce Canada’s #OceansProtectionPlan to improve #MarineSafety on #OurCoasts https://t.co/…,RT CanadianPM amp Min Garneau announce OceansProtectionPlan improve MarineSafety OurCoasts https co,"['#Garneau', '#OceansProtectionPlan', '#MarineSafety', '#OurCoasts']",Environmental,218,0.0,en,DFO_Pacific_tweeter,"['eau', 'coasts', 'oceans', 'marine', 'coast']",neutral,Lifel Below Water,"['marin', 'oceans', 'marine']"
8,863111154570330112,2017-05-12 19:18:29,"['https://t.co/A5pYcnTblJ', 'https://t.co/5a3JGydM1v']","RT @DFO_Science: The #Narwhal use their tusk to hit and stun fish, then eat them https://t.co/A5pYcnTblJ https://t.co/5a3JGydM1v",RT Narwhal use tusk hit stun fish eat https co A5pYcnTblJ https co 5a3JGydM1v,['#Narwhal'],Social,208,0.0,en,DFO_Pacific_tweeter,[],neutral,unknown,
9,727201213276676097,2016-05-02 18:20:54,['https://t.co/45Yu0lhuaE'],RT @CanadianPM: It’s Emergency Preparedness Week! Follow #EPWeek for tips to keep you &amp; your community safe. https://t.co/45Yu0lhuaE https:…,RT CanadianPM Emergency Preparedness Week Follow EPWeek tips keep amp community safe https co 45Yu0lhuaE https,['#EPWeek'],Social,169,0.5,en,DFO_Pacific_tweeter,"['safe', 'community', 'mer']",positive,unknown,
10,833752226720014338,2017-02-20 18:56:35,['https://t.co/TZixTVDEAh'],RT @DFO_MPO: Dive into Canada’s newest Marine Protected Area off the coast of #BC #conservation #GlassSpongeReefs https://t.co/TZixTVDEAh,RT Dive newest Marine Protected Area coast BC conservation GlassSpongeReefs https co TZixTVDEAh,"['#BC', '#conservation', '#GlassSpongeReefs']",Environmental,145,0.0,en,DFO_Pacific_tweeter,"['conservation', 'marine', 'coast']",neutral,Lifel Below Water,"['marin', 'conservation', 'marine']"
11,934537546285056000,2017-11-25 21:41:28,[],"RT @Canada: Bordered by the Atlantic, Pacific and Arctic oceans, Canada is truly an ocean nation. #DYK that in 1997, Canada was the 1st cou…",RT Canada Bordered Atlantic Pacific Arctic oceans Canada truly ocean nation DYK 1997 Canada 1st,['#DYK'],Environmental,144,0.0,en,DFO_Pacific_tweeter,"['oceans', 'or']",neutral,Lifel Below Water,['oceans']
12,730410680642371585,2016-05-11 14:54:11,[],RT @DFO_MPO: We'll be hiring 135 new scientists across the country —DFO's largest scientist recruitment in recent history. #morescience,RT hiring 135 new scientists across country DFO largest scientist recruitment recent history morescience,['#morescience'],Environmental,142,0.06818181818181818,en,DFO_Pacific_tweeter,['or'],positive,Gender Equality,['men']
13,708393354376126464,2016-03-11 20:45:11,['https://t.co/nD7iUgUhpM'],1 of 6 lucky White Sturgeon freed alive from poaching nets by #fishery officers patrolling nr #Chilliwack this week https://t.co/nD7iUgUhpM,lucky White Sturgeon freed alive poaching nets fishery officers patrolling nr Chilliwack week https co nD7iUgUhpM,"['#fishery', '#Chilliwack']",Environmental,133,0.14444444444444446,en,DFO_Pacific_tweeter,['ice'],positive,Quality Education,['free']
14,905842168794894338,2017-09-07 17:16:17,['https://t.c\xe2\x80\xa6'],RT @CCG_GCC: Our new Emergency Response Vessel will be stationed at #Kitsilano Base to respond to marine hazards and incidents. https://t.c…,RT new Emergency Response Vessel stationed Kitsilano Base respond marine hazards incidents https,['#Kitsilano'],Environmental,131,-0.33181818181818185,en,DFO_Pacific_tweeter,"['marine', 'mer']",negative,Lifel Below Water,"['marin', 'marine']"
