,Unnamed: 0,id,date_published,link,caption_original,caption_cleaned,hashtags,num_shares,num_likes,Reactions_SUM,category,language,average_sentiment_score,sentiment,account_name,words_matched_list
0,0,863106710424231936,2017-05-12 19:00:50,['https://t.co/pBnIVA0kzB'],RT @DFO_Science: BREAKING: First-ever footage of #Narwhals using their tusks to feed in the #Arctic  #OdySci https://t.co/pBnIVA0kzB https:…,RT BREAKING First ever footage Narwhals using tusks feed Arctic OdySci https co pBnIVA0kzB https,"['#Narwhals', '#Arctic', '#OdySci']",1768,0,1768,Economical,en,0.0,Neutral,DFO_Gulf_tweeter,['arctic']
1,1,781510412651159553,2016-09-29 15:06:16,['https://t.co/wExS2mF8\xe2\x80\xa6'],"RT @NASA: Water swirls seen in reflections off the waters of the Gulf of St. Lawrence, north of Prince Edward Island: https://t.co/wExS2mF8…",RT NASA Water swirls seen reflections waters Gulf St Lawrence north Prince Edward Island https co,[],476,0,476,Environmental,en,0.0,Neutral,DFO_Gulf_tweeter,"['water', 'or']"
2,2,863106649615159296,2017-05-12 19:00:35,"['https://t.co/A5pYcnTblJ', 'https://t.co/5a3JGydM1v']","RT @DFO_Science: The #Narwhal use their tusk to hit and stun fish, then eat them https://t.co/A5pYcnTblJ https://t.co/5a3JGydM1v",RT Narwhal use tusk hit stun fish eat https co A5pYcnTblJ https co 5a3JGydM1v,['#Narwhal'],208,0,208,unknown,en,0.0,Neutral,DFO_Gulf_tweeter,
3,3,692439067800240128,2016-01-27 20:08:33,[],"RT @Clerk_GC: Together we can end the stigma. Promoting hope, compassion and a help-seeking culture is essential. #BellLetsTalk",RT Together end stigma Promoting hope compassion help seeking culture essential BellLetsTalk,['#BellLetsTalk'],140,0,140,Social,en,0.0,Neutral,DFO_Gulf_tweeter,['culture']
4,4,883039275821957120,2017-07-06 19:05:44,"['https://t.co/x3MolOr8MH', 'https://t.co/e7Xb1cMuXF']",DFO &amp; US partners free entangled NA Right whale near NB. Thanks to all involved https://t.co/x3MolOr8MH https://t.co/e7Xb1cMuXF,DFO amp US partners free entangled NA Right whale near NB Thanks involved https co x3MolOr8MH https co e7Xb1cMuXF,[],36,81,117,Environmental,en,0.24642857142857144,Neutral,DFO_Gulf_tweeter,['or']
5,5,712385584052965376,2016-03-22 21:08:53,['https://t.co/lEOk21TTmi'],RT @FinanceCanada: #Budget2016 proposes measures to boost our capacity to innovate &amp; grow our economy. https://t.co/lEOk21TTmi,RT FinanceCanada Budget2016 proposes measures boost capacity innovate amp grow economy https co lEOk21TTmi,['#Budget2016'],102,0,102,Economical,en,0.0,Neutral,DFO_Gulf_tweeter,['finance']
6,6,924982047713775616,2017-10-30 12:51:20,['https://t.co/aggyCRCFN\xe2\x80\xa6'],RT @DFO_MPO: Canada has reached its #MarineConservation target of protecting 5% of its #oceans by the end of 2017 🇨🇦 https://t.co/aggyCRCFN…,RT Canada reached MarineConservation target protecting oceans end 2017 https co,"['#MarineConservation', '#oceans']",101,0,101,Environmental,en,0.0,Neutral,DFO_Gulf_tweeter,"['conservation', 'oceans', 'marine']"
7,7,739884074320465920,2016-06-06 18:18:04,['https://t.co/ge\xe2\x80\xa6'],RT @csa_asc: World Environment Day: CDN satellite data contribute to improve climate understanding and prediction. #WED2016 https://t.co/ge…,RT World Environment Day CDN satellite data contribute improve climate understanding prediction WED2016 https co,['#WED2016'],98,0,98,Environmental,en,0.0,Neutral,DFO_Gulf_tweeter,"['climate', 'or', 'climat']"
8,8,740600132329168896,2016-06-08 17:43:25,['https://t.co/DWdmRuj\xe2\x80\xa6'],RT @DFO_MPO: Minister LeBlanc announces new Oceans Research in Canada Alliance (ORCA) at  #OceanSummit #WorldOceansDay https://t.co/DWdmRuj…,RT Minister LeBlanc announces new Oceans Research Canada Alliance ORCA OceanSummit WorldOceansDay https co,"['#OceanSummit', '#WorldOceansDay']",92,0,92,Environmental,en,0.13636363636363635,Neutral,DFO_Gulf_tweeter,"['oceans', 'or', 'summit']"
9,9,685444513519812608,2016-01-08 12:54:41,['https://t.co/rEuGEyQDVa'],RT @FinanceCanada: Think you know what should be in the Federal Budget? We’re asking Canadians! #PBC16 https://t.co/rEuGEyQDVa,RT FinanceCanada Think know Federal Budget asking Canadians PBC16 https co rEuGEyQDVa,['#PBC16'],77,0,77,Economical,en,0.0,Neutral,DFO_Gulf_tweeter,['finance']
