Unnamed: 0,id,date_published,link,caption_original,caption_cleaned,hashtags,num_shares,num_likes,Reactions_SUM,language,average_sentiment_score,sentiment,account_name,words_matched_list,matched_keywords,category
0,863025753709064192,2017-05-12 13:39:08,['https://t.co/pBnIVA0kzB'],RT @DFO_Science: BREAKING: First-ever footage of #Narwhals using their tusks to feed in the #Arctic  #OdySci https://t.co/pBnIVA0kzB https:…,RT BREAKING First ever footage Narwhals using tusks feed Arctic OdySci https co pBnIVA0kzB https,"['#Narwhals', '#Arctic', '#OdySci']",1768,0,1768,en,0.0,Neutral,DFO_NL_tweeter,['arctic'],"['breaking', '#arctic', '#odysci']",Environmental
1,795748683069456384,2016-11-07 22:04:04,['https://t.co/\xe2\x80\xa6'],RT @Transport_gc: .@CanadianPM &amp; Min. #Garneau announce Canada’s #OceansProtectionPlan to improve #MarineSafety on #OurCoasts https://t.co/…,RT CanadianPM amp Min Garneau announce OceansProtectionPlan improve MarineSafety OurCoasts https co,"['#Garneau', '#OceansProtectionPlan', '#MarineSafety', '#OurCoasts']",218,0,218,en,0.0,Neutral,DFO_NL_tweeter,"['eau', 'coasts', 'oceans', 'marine', 'coast']","['#oceansprotectionplan', '#marinesafety', '#ourcoasts']",Environmental
2,863029776034013184,2017-05-12 13:55:07,"['https://t.co/A5pYcnTblJ', 'https://t.co/5a3JGydM1v']","RT @DFO_Science: The #Narwhal use their tusk to hit and stun fish, then eat them https://t.co/A5pYcnTblJ https://t.co/5a3JGydM1v",RT Narwhal use tusk hit stun fish eat https co A5pYcnTblJ https co 5a3JGydM1v,['#Narwhal'],208,0,208,en,0.0,Neutral,DFO_NL_tweeter,,['#narwhal'],Environmental
3,872811035299807232,2017-06-08 13:42:21,"['https://t.co/x7TZmQOv1I', 'https://t.co/KEBs7IJG8E']",RT @DFO_MPO: Happy #WorldOceansDay to all those who enjoy our oceans! 🌊 https://t.co/x7TZmQOv1I https://t.co/KEBs7IJG8E,RT Happy WorldOceansDay enjoy oceans https co x7TZmQOv1I https co KEBs7IJG8E,['#WorldOceansDay'],157,0,157,en,0.65,Positive,DFO_NL_tweeter,"['oceans', 'or']",['#worldoceansday'],Environmental
4,811554802249433088,2016-12-21 12:51:57,[],RT @CanadianPM: The $1.5B Oceans Protection Plan announced by PM Trudeau in November will make Canada a world-leader in marine safety. http…,RT CanadianPM 5B Oceans Protection Plan announced PM Trudeau November make Canada world leader marine safety,[],133,0,133,en,0.0,Neutral,DFO_NL_tweeter,"['eau', 'oceans', 'marine', 'or']","['marine', 'safety']",Environmental
5,882600638567370752,2017-07-05 14:02:44,['https://t.co/QeOedzj08r'],"Capelin is starting to roll &amp; #DFONL scientists need your help. Please report sightings using ecapelin.ca, #eCapelin or #capelinroll2017 https://t.co/QeOedzj08r",Capelin starting roll amp DFONL scientists need help Please report sightings using ecapelin ca eCapelin capelinroll2017 https co QeOedzj08r,"['#DFONL', '#eCapelin', '#capelinroll2017']",83,46,129,en,0.0,Neutral,DFO_NL_tweeter,['or'],"['capelin', '#dfonl', 'scientist']",Environmental
6,712386799797194754,2016-03-22 21:13:43,['https://t.co/lEOk21TTmi'],RT @FinanceCanada: #Budget2016 proposes measures to boost our capacity to innovate &amp; grow our economy. https://t.co/lEOk21TTmi,RT FinanceCanada Budget2016 proposes measures boost capacity innovate amp grow economy https co lEOk21TTmi,['#Budget2016'],102,0,102,en,0.0,Neutral,DFO_NL_tweeter,['finance'],"['#budget2016', 'economy']",Economical
7,924386962315862020,2017-10-28 21:26:40,['https://t.co/aggyCRCFN\xe2\x80\xa6'],RT @DFO_MPO: Canada has reached its #MarineConservation target of protecting 5% of its #oceans by the end of 2017 🇨🇦 https://t.co/aggyCRCFN…,RT Canada reached MarineConservation target protecting oceans end 2017 https co,"['#MarineConservation', '#oceans']",101,0,101,en,0.0,Neutral,DFO_NL_tweeter,"['conservation', 'oceans', 'marine']",[],unknown
8,795679233712488448,2016-11-07 17:28:06,[],RT @JTFA_FOIA: #SAR Technicians from #103Sqn execute a MEDEVAC off the coast of St. John’s on Nov 5. Canada’s #SAR team – ready to answer t…,RT SAR Technicians 103Sqn execute MEDEVAC coast St Nov SAR team ready answer,"['#SAR', '#103Sqn', '#SAR']",99,0,99,en,0.2,Neutral,DFO_NL_tweeter,['coast'],['coast'],Environmental
9,771758516008787970,2016-09-02 17:15:43,['https://t.co/vwKS4niXuN'],RT @DFO_MPO: The #GoC is reviewing changes to the #FisheriesAct. Funding is available for Indigenous participation. https://t.co/vwKS4niXuN,RT GoC reviewing changes FisheriesAct Funding available Indigenous participation https co vwKS4niXuN,"['#GoC', '#FisheriesAct']",96,0,96,en,0.4,Positive,DFO_NL_tweeter,"['change', 'indigenous']","['#goc', 'change', 'funding', 'indigenous']",Social
