,id,date_published,link,caption_original,caption_cleaned,hashtags,category,Reactions_SUM,average_sentiment_score,language,account_name,words_matched_list,sentiment,FSDS_Goal_Category,FSDS_Goal_Category_word_list
0,1498541586883867_1564426720295353,2017-07-25 14:57:34,https://www.facebook.com/PechesOceansCanada/videos/1564426720295353/,"Effectuez une visite virtuelle de notre Institut Maurice-Lamontagne, le seul centre de recherche francophone de Pêches et Océans Canada. Tout ce qui s’y passe a pour but de faire avancer les sciences en eau douce et marine. 
Notre vidéo vous a plu et vous a donné le goût d'approfondir votre visite en vous rendant sur place à Mont-Joli (Québec)? Ça tombe bien : cet été, dans le cadre de son 30e anniversaire, l'Institut est ouvert au public du lundi au vendredi, de 9 h à 16 h. Réservez tout de suite votre place pour une de nos visites guidées gratuites en composant le 418-775-0500.","Effectuez une visite virtuelle de notre Institut Maurice-Lamontagne, le seul centre de recherche francophone de Pêches et Océans Canada. Tout ce qui s’y passe a pour but de faire avancer les sciences en eau douce et marine. Notre vidéo vous a plu et vous a donné le goût d'approfondir votre visite en vous rendant sur place à Mont-Joli (Québec)? Ça tombe bien : cet été, dans le cadre de son e anniversaire, l'Institut est ouvert au public du lundi au vendredi, de h à h. Réservez tout de suite votre place pour une de nos visites guidées gratuites en composant le -775-0500.",[],Environmental,345,0.050900607638888894,fr,PechesOceansCanada_facebook,"['eau', 'marine', 'vert', 'ice', 'air']",positive,Affordable and clean energy,"['vert', 'air']"
1,1498541586883867_1620048651399826,2017-09-12 13:48:42,https://www.facebook.com/PechesOceansCanada/photos/a.1539239129480779.1073741828.1498541586883867/1620048651399826/?type=3,"La Cour suprême du Canada a conclu que les Autochtones disposent d'un droit ancestral de pratiquer la pêche à des fins alimentaires, sociales et rituelles. Cependant, il est interdit d'acheter, de vendre, d'échanger, de troquer, d'offrir d'acheter ou d'offrir pour la vente, l'échange ou le troc des ressources halieutiques autochtones pêchées à des fins alimentaires, sociales et rituelles. Les agents des pêches mèneront des enquêtes sur tous les incidents connus ou soupçonnés de personnes participant à la vente illégale de poissons, et ont les pouvoirs nécessaires en vertu de la Loi sur les pêches de remettre des amendes ou de poursuivre les contrevenants.","La Cour suprême du Canada a conclu que les Autochtones disposent d'un droit ancestral de pratiquer la pêche à des fins alimentaires, sociales et rituelles. Cependant, il est interdit d'acheter, de vendre, d'échanger, de troquer, d'offrir d'acheter ou d'offrir pour la vente, l'échange ou le troc des ressources halieutiques autochtones pêchées à des fins alimentaires, sociales et rituelles. Les agents des pêches mèneront des enquêtes sur tous les incidents connus ou soupçonnés de personnes participant à la vente illégale de poissons, et ont les pouvoirs nécessaires en vertu de la Loi sur les pêches de remettre des amendes ou de poursuivre les contrevenants.",[],Environmental,238,-0.0020833333333333337,fr,PechesOceansCanada_facebook,"['vert', 'air']",negative,No Poverty,"['social', 'autochtones', 'aliment']"
2,1498541586883867_1558943824176976,2017-07-21 08:42:23,https://www.facebook.com/PechesOceansCanada/videos/1558943824176976/,"Les premières semaines de vie des bélugas sont des moments charnières dans l’établissement du lien mère-veau. Puisque les cris du nouveau-né sont encore très faibles, la mère peut facilement perdre son bébé s’ils s’éloignent trop l’un de l’autre. D’où l’importance de réduire les dérangements.
En présence de bélugas, gardez vos distances. #Beluga400m
Pour en savoir plus sur les bonnes pratiques de navigation en présence de bélugas : http://ow.ly/J6ZP30dMQVM 
Et sur la réglementation spécifique à l’intérieur des limites du parc marin du Saguenay Saint-Laurent : http://ow.ly/WRnj30dMQZH","Les premières semaines de vie des bélugas sont des moments charnières dans l’établissement du lien mère-veau. Puisque les cris du nouveau-né sont encore très faibles, la mère peut facilement perdre son bébé s’ils s’éloignent trop l’un de l’autre. D’où l’importance de réduire les dérangements. En présence de bélugas, gardez vos distances. Pour en savoir plus sur les bonnes pratiques de navigation en présence de bélugas : Et sur la réglementation spécifique à l’intérieur des limites du parc marin du Saguenay Saint-Laurent :",['#Beluga400m'],Environmental,171,0.48828125,fr,PechesOceansCanada_facebook,"['eau', 'parc', 'gas', 'or']",positive,Gender Equality,['men']
3,1498541586883867_1686639068074117,2017-11-08 10:19:50,https://www.facebook.com/PechesOceansCanada/photos/a.1686628891408468.1073741866.1498541586883867/1686639068074117/?type=3,"Incroyable tout ce qu’on peut voir quand on regarde sous la surface ! Dans le cadre du relevé annuel d’été à bord du CCGS Alfred Needler de la Garde côtière canadienne, nos scientifiques ont exploré les eaux profondes du plateau néo-écossais au large de la côte de la Nouvelle-Écosse. Bien que  l’échantillonnage de la vie marine en profondeur demande beaucoup de patience – les câbles de 3 000 mètres peuvent prendre jusqu’à une heure à atteindre le fond – mais les espèces inhabituelles qu’on y retrouve en valent la peine. Plus d’info sur les relevés multi-espèces au chalut de fond ici : http://ow.ly/47jo30grkSA","Incroyable tout ce qu’on peut voir quand on regarde sous la surface ! Dans le cadre du relevé annuel d’été à bord du CCGS Alfred Needler de la Garde côtière canadienne, nos scientifiques ont eloré les eaux profondes du plateau néo-écossais au large de la côte de la Nouvelle-Écosse. Bien que l’échantillonnage de la vie marine en profondeur demande beaucoup de patience – les câbles de mètres peuvent prendre jusqu’à une heure à atteindre le fond – mais les espèces inhabituelles qu’on y retrouve en valent la peine. Plus d’info sur les relevés multi-espèces au chalut de fond ici :",[],Environmental,119,0.075,fr,PechesOceansCanada_facebook,"['eau', 'marine', 'or']",positive,Lifel Below Water,"['marin', 'marine']"
4,1498541586883867_1565428706861821,2017-07-26 11:00:40,https://www.facebook.com/PechesOceansCanada/photos/a.1539239129480779.1073741828.1498541586883867/1565428706861821/?type=3,"Vous naviguez dans l’estuaire du Saint-Laurent?
Vous croiserez peut-être les patrouilles conjointes du parc marin du Saguenay–St-Laurent et de Pêches et Océans Canada. Au cours des prochains jours, nos agents sensibiliseront les plaisanciers au dérangement des bélugas.
Si vous apercevez un béluga: Gardez vos distances, ralentissez, éloignez-vous à plus de 400 mètres. #Beluga400m
Bonnes pratiques de navigation en présence de bélugas: http://ow.ly/FrqP30dUg36 
Règlement applicable dans le parc marin du Saguenay–St-Laurent: http://ow.ly/bdNm30dUg6A 
Au plaisir de vous rencontrer!","Vous naviguez dans l’estuaire du Saint-Laurent? Vous croiserez peut-être les patrouilles conjointes du parc marin du Saguenay–St-Laurent et de Pêches et Océans Canada. Au cours des prochains jours, nos agents sensibiliseront les plaisanciers au dérangement des bélugas. Si vous apercevez un béluga: Gardez vos distances, ralentissez, éloignez-vous à plus de mètres. Bonnes pratiques de navigation en présence de bélugas: Règlement applicable dans le parc marin du Saguenay–St-Laurent: Au plaisir de vous rencontrer!",['#Beluga400m'],Environmental,106,0.08680555555555554,fr,PechesOceansCanada_facebook,"['parc', 'gas', 'air']",positive,Affordable and clean energy,"['gas', 'air']"
5,1498541586883867_1611470355590989,2017-09-04 11:58:25,https://www.facebook.com/PechesOceansCanada/videos/1611470355590989/,"Chaque année, nous surveillons plus de 300 espèces dans le golfe du Saint-Laurent. Pour en assurer la durabilité, nos biologistes, comme Hugo Bourdages, effectuent des relevés scientifiques en vue de maintenir la bonne santé des écosystèmes et la prospérité des pêches au Canada. http://ow.ly/l0Bp30eR8QU","Chaque année, nous surveillons plus de espèces dans le golfe du Saint-Laurent. Pour en assurer la durabilité, nos biologistes, comme Hugo Bourdages, effectuent des relevés scientifiques en vue de maintenir la bonne santé des écosystèmes et la prospérité des pêches au Canada. U",[],Social,103,0.23125,fr,PechesOceansCanada_facebook,[],positive,unknown,
6,1498541586883867_1554157944655564,2017-07-17 10:23:54,https://www.facebook.com/PechesOceansCanada/photos/a.1539239129480779.1073741828.1498541586883867/1554157657988926/?type=3,"La carpe asiatique ne devrait pas se trouver au Canada! Si vous en voyez une, assurez-vous de la signaler en composant le numéro de la Ligne d’assistance téléphonique pour les espèces envahissantes : 1-800-563-7711. Une carpe de roseau femelle a été trouvée morte le 12 juillet près de Dunnville, en Ontario, et nous effectuons actuellement d’autres analyses. Nous souhaitons remercier la personne qui l’a trouvée et signalée. http://ow.ly/h5P330dH097","La carpe asiatique ne devrait pas se trouver au Canada! Si vous en voyez une, assurez-vous de la signaler en composant le numéro de la Ligne d’assistance téléphonique pour les espèces envahissantes : -800-563-7711. Une carpe de roseau femelle a été trouvée morte le juillet près de Dunnville, en Ontario, et nous effectuons actuellement d’autres analyses. Nous souhaitons remercier la personne qui l’a trouvée et signalée.",[],Environmental,100,-0.053333333333333316,fr,PechesOceansCanada_facebook,"['eau', 'or', 'mer']",negative,Good Health and well-being,['mort']
7,1498541586883867_1702314439839913,2017-11-22 14:05:00,https://www.facebook.com/PechesOceansCanada/photos/a.1539239129480779.1073741828.1498541586883867/1702314119839945/?type=3,"Un thon rouge de l'Atlantique a parcouru toute une distance l'hiver dernier! Nos agents des pêches et nos biologistes ont travaillé de concert pour récupérer une étiquette au large de Shippagan, au Nouveau-Brunswick, qui avait été fixée à un thon pendant plus d'une année. Selon l'étiquette, le thon a initialement été marqué le 17 octobre 2016 au large de Port Mouton, en Nouvelle-Écosse. Le thon a demeuré dans les eaux canadiennes jusqu'en décembre, puis il a parcouru 3 000 km jusqu'au sud-ouest des Açores avant de revenir au large de la Nouvelle-Écosse en avril. Découvrez comment le marquage nous aide à mieux comprendre cette espèce : http://ow.ly/Z19p30gHA6U","Un thon rouge de l'Atlantique a parcouru toute une distance l'hiver dernier! Nos agents des pêches et nos biologistes ont travaillé de concert pour récupérer une étiquette au large de Shippagan, au Nouveau-Brunswick, qui avait été fixée à un thon pendant plus d'une année. Selon l'étiquette, le thon a initialement été marqué le octobre au large de Port Mouton, en Nouvelle-Écosse. Le thon a demeuré dans les eaux canadiennes jusqu'en décembre, puis il a parcouru km jusqu'au sud-ouest des Açores avant de revenir au large de la Nouvelle-Écosse en avril. Découvrez comment le marquage nous aide à mieux comprendre cette espèce : U",[],Environmental,97,0.14285714285714285,fr,PechesOceansCanada_facebook,"['eau', 'parc', 'or']",positive,Gender Equality,['men']
8,1498541586883867_1694388537299170,2017-11-14 14:12:00,https://www.facebook.com/PechesOceansCanada/videos/1694388537299170/,"Notre scientifique Nathalie Simard étudie les espèces aquatiques envahissantes afin de protéger nos eaux et les écosystèmes, les économies et les collectivités qui en dépendent. Chaque année, cette biologiste de l’Institut Maurice-Lamontagne (Mont-Joli, Québec) et ses collègues se rendent dans les différents ports et marinas. Ils essaient de détecter les nouvelles espèces envahissantes dès leur arrivée et suivent l’évolution de celles qui sont déjà là.
Apprenez-en davantage sur les espèces aquatiques envahissantes :
http://ow.ly/muHz30gzzDy","Notre scientifique Nathalie Simard étudie les espèces aquatiques envahissantes afin de protéger nos eaux et les écosystèmes, les économies et les collectivités qui en dépendent. Chaque année, cette biologiste de l’Institut Maurice-Lamontagne (Mont-Joli, Québec) et ses collègues se rendent dans les différents ports et marinas. Ils essaient de détecter les nouvelles espèces envahissantes dès leur arrivée et suivent l’évolution de celles qui sont déjà là. Apprenez-en davantage sur les espèces aquatiques envahissantes :",[],Environmental,89,0.10714285714285712,fr,PechesOceansCanada_facebook,"['eau', 'or', 'ice']",positive,Responsible Consumption and Production,['eau']
9,1498541586883867_1615508595187165,2017-09-08 08:00:33,https://www.facebook.com/PechesOceansCanada/photos/a.1605638326174192.1073741846.1498541586883867/1615508458520512/?type=3,"Grâce à l’expédition conjointe avec Oceana Canada, nos scientifiques ont pu découvrir des zones jusqu’alors inexplorées du golfe du Saint-Laurent. Du 23 au 30 août, l’équipe scientifique a prélevé des échantillons et des données scientifiques ainsi que filmé des séquences vidéos de haute définition du plancher océanique. Des renseignements essentiels sur les espèces marines qui vivent dans les eaux superficielles, comme les oiseaux de mer, les tortues de mer et les requins, ont aussi été recueillis. Cette expérience unique a permis à nos scientifiques de faire des pas de géants pour documenter la richesse du milieu marin. De bons outils qui permettront de mieux le protéger ! Pour en savoir plus sur l’expédition : http://ow.ly/pz5N30f0wuN","Grâce à l’eédition conjointe avec Oceana Canada, nos scientifiques ont pu découvrir des zones jusqu’alors inelorées du golfe du Saint-Laurent. Du au août, l’équipe scientifique a prélevé des échantillons et des données scientifiques ainsi que filmé des séquences vidéos de haute définition du plancher océanique. Des renseignements essentiels sur les espèces marines qui vivent dans les eaux superficielles, comme les oiseaux de mer, les tortues de mer et les requins, ont aussi été recueillis. Cette eérience unique a permis à nos scientifiques de faire des pas de géants pour documenter la richesse du milieu marin. De bons outils qui permettront de mieux le protéger ! Pour en savoir plus sur l’eédition :",[],Environmental,87,0.0,fr,PechesOceansCanada_facebook,"['oiseau', 'marine', 'air', 'oiseaux', 'mer', 'eau', 'or']",neutral,Lifel Below Water,"['marin', 'marine']"
