id,full_text,retweet_count,favorite_count,created_at
946788747047309312,RT @MPO_DFO: Nos océans canadiens sont magnifiques en raison de la variété de la vie aquatique. https://t.co/IEz2nL9zBM #Top5 #Meilleurde20…,4,0,2017-12-29 17:03:22
946399380764069888,RT @GCC_CCG: #JeudiRétro déglaçage dans l'Arctique. Nous fournissons des services de déglaçage pour assurer une navigation sécuritaire; emp…,5,0,2017-12-28 15:16:10
944301393007054848,RT @GCC_CCG: Les stations saisonnières de #SAR de la région Atlantique de la GCC dans le golfe du Saint-Laurent sont fermées pour la saison…,3,0,2017-12-22 20:19:31
944231127421734912,Il est prévu que le phare de Black Rock Point soit dûment transféré à Island Lights Inc. https://t.co/G5jNcPjEy4,0,0,2017-12-22 15:40:18
944229854232358913,Il est prévu que le phare de Gillis Point soit dûment transféré à la Society for the Preservation of the Gillis Point Lighthouse https://t.co/wq9yY4nKFY,0,1,2017-12-22 15:35:14
943926973591621632,RT @MPO_Science: Notre Perlan perché des temps des fêtes festoie avec des baleines à bec commune sur le plateau néo-écossais au large des c…,2,0,2017-12-21 19:31:42
943557239922667520,RT @MPO_Science: Voyez le bassin simulateur de vagues qui nous permet d’étudier le comportement du pétrole dans diverses conditions marines…,1,0,2017-12-20 19:02:31
943552685839671297,RT @GCC_CCG: Les équipes de recherche et sauvetage #SAR de la GCC ont récemment participé à une formation sur la manoeuvre des embarcations…,2,0,2017-12-20 18:44:25
942831857930047489,"RT @MPO_Science: Kenneth Lee, PhD et expert en déversement de pétrole, dirige notre nouveau programme qui réunit les experts du Canada &amp; du…",1,0,2017-12-18 19:00:06
942805684147703809,RT @MPO_Science: Nos chercheurs font plus de recherche pour mieux cerner le comportement du pétrole dans l’eau et protéger #NosCôtes https:…,7,0,2017-12-18 17:16:06
942787403223326720,RT @salledepresseGC: Le GC investit 80 M$ @MPO_DFO et @RNCan pour améliorer la recherche sur les déversements de pétrole https://t.co/PoCSq…,1,0,2017-12-18 16:03:27
942780699861553152,RT @salledepresseGC: .@MPO_DFO lance le programme de technologies propres de 20M$ pour secteurs pêches &amp; aquaculture https://t.co/m0Qv12FGxN,1,0,2017-12-18 15:36:49
