id,full_text,retweet_count,favorite_count,created_at
947595796731564032,Quel est votre #RésolutionNouvelAn pour la #durabilité? La Stratégie de #DevDurable propose des mesures que vous pouvez prendre en 2018 : https://t.co/MxSvWRVNKv https://t.co/tpEUNkMKQq,5,2,2017-12-31 22:30:18
947512685473677312,"Hé, Canada! Des plaques #Canada150 sont installées partout au pays pour rendre hommage aux Canadiens ayant réservé des terres aux fins de #conservation de l’habitat. Pour en savoir plus : https://t.co/fjANUaxnhv @NSNatureTrust #PurcellsCove https://t.co/ODUdxkFHtZ",2,4,2017-12-31 17:00:02
947224553557721089,"Dans le cadre de l’année de la prévision polaire (APP), les observations météorologiques augmenteront dans le Nord du Canada. L’APP vise à améliorer les prévisions #météo et climatiques pour les régions polaires. #ScienceArctique https://t.co/MxsfsaRqmt https://t.co/FDVMKcf0F3",3,3,2017-12-30 21:55:06
947160411924819968,Birgit et son équipe scientifique mènent une étude à long terme sur les contaminants dans les œufs des #oiseaux marins. #ScienceArctique https://t.co/sdfZ28WmLI,0,0,2017-12-30 17:40:14
947127651952496640,Êtes-vous propriétaire d’une terre? Avez-vous des terres écosensibles? Renseignez-vous sur le #financement lié à la #conservation de la #nature et nos programmes incitatifs fiscaux pour les propriétaires privés. https://t.co/ILB6ljj75d https://t.co/uPwnwrW5wJ,1,1,2017-12-30 15:30:03
946777902598774787,C’est le Mois de la science dans l’Arctique! Nos scientifiques étudient les effets des contaminants sur la santé des #EspècesSauvages et des écosystèmes de l’Arctique. #ScienceArctique https://t.co/LVBu1S8r4K https://t.co/KhfPz3cyIt,0,2,2017-12-29 16:20:16
946750175283838977,Des plaques #Canada150 sont installées sur 150 propriétés pour remercier et reconnaître des Canadiens pour leurs efforts de #conservation sur leurs propriétés. Merci! https://t.co/GXbklMUYlc https://t.co/cyuRaIKGHO,0,0,2017-12-29 14:30:06
946485931090907136,"Hé, Canada! Des plaques #Canada150 sont installées partout au pays pour rendre hommage aux Canadiens ayant réservé des terres aux fins de #conservation de l’habitat. Pour en savoir plus : https://t.co/mlQKFNll9Z https://t.co/tDhm8njXzY",1,3,2017-12-28 21:00:05
946467090202087424,C’est le mois de la science dans l’Arctique. Nos scientifiques utilisent la cartographie géospatiale pour étudier les effets des #ChangementsClimatiques sur le pergélisol de l’Arctique. #ScienceArctique https://t.co/EaRXD5GtXO https://t.co/fhJveN1a1T,9,9,2017-12-28 19:45:13
946463707097456640,RT @ENERGYSTAR_CDN: Pas d’idée de #bonnerésolution? En voici une : baissez votre consommation d’énergie pour atténuer les effets des #chang…,4,0,2017-12-28 19:31:46
946431838284931073,"Pour la période des Fêtes, prenez le temps de renouer avec la #nature! Apprenez-en davantage sur la Stratégie 🇨🇦   #DevDurable : https://t.co/ctZUliBJhX https://t.co/7il0BdZerH",0,0,2017-12-28 17:25:08
946405437754281985,"Êtes-vous amateur, importateur ou spécialiste de #salamandre? Répondez à notre sondage en ligne pour nous aider à créer un permis d’importation et des règles de commerce responsable. https://t.co/YFfDO1NTPt https://t.co/PYao1RtS1F",0,0,2017-12-28 15:40:14
946119795673530369,C’est le mois de la science dans l’Arctique! Découvrez les mesures prises par le Canada pour favoriser la préservation de l’#OursBlanc : https://t.co/ruekXqhq0V #ScienceArctique https://t.co/XC8WiVsBKB,7,10,2017-12-27 20:45:12
946034248489885696,N’oubliez pas de participer à la consultation publique sur 13 espèces canadiennes dont on envisage l’inscription à la liste de la Loi sur les #EspècesEnPéril! Envoyez vos commentaires d'ici le 18 janvier 2018. https://t.co/QGqgL9yZRr https://t.co/rfQGIztzeh,1,1,2017-12-27 15:05:15
945722156247285760,C’est le mois de la science dans l’Arctique! Nos scientifiques combinent la #science au savoir autochtone pour mieux préserver le caribou. #ScienceArctique https://t.co/1YbBYhML1N https://t.co/6KTS5YA5ib,4,3,2017-12-26 18:25:07
945679379182555136,C’est le temps de nettoyer après une belle journée d’échange de cadeaux? Vérifiez auprès de votre #municipalité pour voir ce qui est recyclable; réduisez au minimum les déchets que vous envoyez aux sites d’enfouissement! #GreenHoliday #BoxingDay https://t.co/d3hyKHKsGg,2,4,2017-12-26 15:35:08
