id,full_text,retweet_count,favorite_count,created_at
947559275982880769,"Looking for information on tides, currents and water levels? Get it here. https://t.co/8MiTNrKF8T https://t.co/L0iQmlvwiT",0,0,2017-12-31 20:05:10
947176765419655170,Small #boatowners: Reminder! Check for ice &amp; #snow build-up on your moored vessel - pipes and engine blocks may freeze. #BePrepared https://t.co/x7TTtsEbuh,2,3,2017-12-30 18:45:13
946877269540294656,"The Marine refuge in the Offshore Pacific Area of Interest protects #GlassSponges &amp; #corals as well as underwater seamounts, hydrothermal vents and the unique ecosystems they support. #MarineConservation https://t.co/o174AOtrRJ https://t.co/G2SUmJk5Sb",6,12,2017-12-29 22:55:07
946876122221961217,"New Red Tide/PSP bivalve #shellfish closures in areas 12, 13, 14, 16, 24, 25 and 26. FN1314 Details: https://t.co/GYUmc8VWYa",1,1,2017-12-29 22:50:34
946813073259712512,RT @DFO_MPO: Our Canadian oceans are beautiful because of the variety of life within them. https://t.co/RgPCQaRUZy #Top5 #BestOf2017 https:…,12,0,2017-12-29 18:40:02
946463429812019200,In BC’s Strait of Georgia and Howe Sound there are 9 #GlassSponge Reef Conservation Areas. Bottom contact fishing is not allowed in these areas. Avoid anchoring here because it could damage sensitive glass sponges living on the seabed. https://t.co/70SLZxYN7y https://t.co/v4NQyOWaAx,8,14,2017-12-28 19:30:40
946139185597083650,"You have until March 15, 2018 to apply for funding to have an abandoned boat removed from your local waterway. https://t.co/rxLTOpBL8v",6,6,2017-12-27 22:02:14
946112262821031936,"Areas may be closed to fishing for many reasons, including for #conservation purposes. Check to see if the spot you’re interested in falls in a restricted #fishing area. https://t.co/HNbLjKzbjF https://t.co/y0f6j8l4Oh",0,2,2017-12-27 20:15:16
945756567160242176,"RT @DFO_MPO: #DYK that sea #otters hold hands so they don't drift apart. Their ""rafts"" can contain up to 200 otters! https://t.co/UHKRk0CgO…",42,0,2017-12-26 20:41:51
945727212459872266,Repairing an old dock? We have useful information to help you protect fish and fish habitat when you are building near water. https://t.co/Wpie3Zlmng https://t.co/Lssptue1g5,0,1,2017-12-26 18:45:12
945523928583278593,RT @CCG_GCC: Our personnel work 24/7/365 - keeping our waters safe. Happy Holidays to our crews and personel on and off duty. Thank you for…,37,0,2017-12-26 05:17:26
945383675092459520,Happy holidays from @DFO_Pacific ! https://t.co/lspjkIa677,4,8,2017-12-25 20:00:07
945016270050775040,"Colourful sea urchins from the Pacific, as beautiful as any holiday ornament! https://t.co/YyJUgztEoT",5,11,2017-12-24 19:40:10
