status_id,status_message,link_name,status_type,status_link,status_published,num_reactions,num_comments,num_shares,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys,num_special
460123390028_10159804118270029,,Eurêka! Canada,video,https://www.facebook.com/EurekaCanadaFrancais/videos/1660714813991851/,2017-12-29 10:34:22,1,0,0,1,0,0,0,0,0,0
460123390028_10159803928805029,,Pêches et Océans Canada,photo,https://www.facebook.com/PechesOceansCanada/photos/a.1539239129480779.1073741828.1498541586883867/1743688695702487/?type=3,2017-12-29 09:43:40,8,0,1,8,0,0,0,0,0,0
460123390028_10159803917210029,,Eurêka! Canada,video,https://www.facebook.com/EurekaCanadaFrancais/videos/1660714813991851/,2017-12-29 09:40:30,0,0,0,0,0,0,0,0,0,0
460123390028_10159800888645029,"Si vous êtes amateur, importateur ou spécialiste de salamandre, veuillez prendre quelques minutes pour répondre à un sondage en ligne. 

Vos réponses nous aideront à élaborer un système de permis d’importation et des contrôles qui favoriseront le commerce responsable, tout en empêchant la maladie fongique du B. sal de contaminer les populations de salamandres canadiennes et américaines. Le sondage prendra de 5 à 10 minutes de votre temps. Merci de votre participation! http://ow.ly/eVan30hnN6X",Timeline Photos,photo,https://www.facebook.com/EnvironnementetressourcesnaturellesauCanada/photos/a.481746145028.384353.460123390028/10159800888645029/?type=3,2017-12-28 15:00:21,2,0,0,2,0,0,0,0,0,0
460123390028_10159800824465029,,ENERGY STAR au Canada,photo,https://www.facebook.com/ENERGYSTARCan/photos/a.669433423231597.1073741828.669358079905798/916558521852418/?type=3,2017-12-28 14:41:31,2,0,0,2,0,0,0,0,0,0
460123390028_10159800690795029,"Le temps des Fêtes est le moment de renouer avec vos proches. Pendant que vous en profitez pour vous détendre et vous reposer auprès de votre famille et de vos amis, essayez de prendre un peu de temps pour renouer également avec la nature! Passer du temps dans la nature améliore votre santé physique et mentale et favorise le développement des enfants. De plus, aller dehors et explorer notre environnement nous incite à agir pour le protéger.

Vous voulez en apprendre davantage sur l’importance de renouer avec la nature? Consultez la Stratégie fédérale de développement durable :  http://ow.ly/OokL30hnEv6",Timeline Photos,photo,https://www.facebook.com/EnvironnementetressourcesnaturellesauCanada/photos/a.481746145028.384353.460123390028/10159800690795029/?type=3,2017-12-28 14:00:19,3,0,0,3,0,0,0,0,0,0
460123390028_10159796190270029,"Restez à l’affût des plaques #Canada150 qui sont installées partout au pays pour rendre hommage aux Canadiens ayant réservé leurs terres privées aux fins de conservation de l’habitat à long terme.

Êtes-vous propriétaire foncier? Avez-vous des terres écosensibles? Renseignez-vous sur les programmes de financement et la façon de participer à la conservation des habitats : http://ow.ly/jq3j30hs125",des plaques #Canada150,video,https://www.facebook.com/EnvironnementetressourcesnaturellesauCanada/videos/10159796190270029/,2017-12-28 10:00:00,2,0,1,2,0,0,0,0,0,0
460123390028_10159797411060029,"Prononcez-vous sur les modifications proposées à la liste de la Loi sur les #EspècesEnPéril! L’ours grizzly, l’effraie des clochers, le carcajou et plusieurs espèces d’abeilles sont parmi les espèces canadiennes proposées les plus récentes. Envoyez vos commentaires d’ici le 18 janvier 2018! 
http://ow.ly/R79w30hnMXm",Timeline Photos,photo,https://www.facebook.com/EnvironnementetressourcesnaturellesauCanada/photos/a.481746145028.384353.460123390028/10159797411060029/?type=3,2017-12-27 16:55:04,2,0,0,2,0,0,0,0,0,0
460123390028_10159796127550029,"Vous rappelez-vous de moi? Je suis un Plongeon huard, la mascotte du Service canadien de la faune à Environnement et Changement climatique Canada. 

Il y a quelque temps, j’ai demandé à être baptisé, et vous avez suggéré plusieurs noms. J’ai donc choisi  « Kwimu » ce qui veut dire « oiseau esprit » en plusieurs langues autochtones. Comme le nom « Tuuli » était aussi très populaire, j’ai décidé de donner ce nom au petit que je porte sur mon dos. Tuuli veut dire « huard » en Inuktitut. Merci de m’avoir donné un nom! 🐦",Timeline Photos,photo,https://www.facebook.com/EnvironnementetressourcesnaturellesauCanada/photos/a.481746145028.384353.460123390028/10159796127550029/?type=3,2017-12-27 10:10:06,4,1,1,4,0,0,0,0,0,0
460123390028_10159787975225029,,Timeline Photos,photo,https://www.facebook.com/EnvironnementetressourcesnaturellesauCanada/photos/a.481746145028.384353.460123390028/10159787975225029/?type=3,2017-12-25 12:00:51,2,0,2,2,0,0,0,0,0,0
460123390028_10159775207595029,,Agence spatiale canadienne,photo,https://www.facebook.com/Agencespatialecanadienne/photos/a.124483697607364.26772.116571361731931/1673798712675847/?type=3,2017-12-22 13:23:52,3,0,0,3,0,0,0,0,0,0
460123390028_10159775205530029,,Pêches et Océans Canada,video,https://www.facebook.com/PechesOceansCanada/videos/1742507832487240/,2017-12-22 13:23:23,2,0,0,2,0,0,0,0,0,0
460123390028_10159771608995029,,Environnement et Changement climatique,video,https://www.facebook.com/EnvironnementetChangementclimatique/videos/397084057414793/,2017-12-21 17:05:04,2,0,0,2,0,0,0,0,0,0
460123390028_10159771458685029,,Environnement et Changement climatique,video,https://www.facebook.com/EnvironnementetChangementclimatique/videos/397148524075013/,2017-12-21 16:20:55,2,0,0,2,0,0,0,0,0,0
460123390028_10159771388410029,,Environnement et Changement climatique,photo,https://www.facebook.com/EnvironnementetChangementclimatique/photos/a.377494369373762.1073741828.370233926766473/397144730742059/?type=3,2017-12-21 16:03:17,5,0,0,5,0,0,0,0,0,0
460123390028_10159771227500029,,Environnement et Changement climatique,video,https://www.facebook.com/EnvironnementetChangementclimatique/videos/397132520743280/,2017-12-21 15:12:10,0,0,0,0,0,0,0,0,0,0
460123390028_10159771039075029,,ENERGY STAR au Canada,photo,https://www.facebook.com/ENERGYSTARCan/photos/a.669433423231597.1073741828.669358079905798/912565472251723/?type=3,2017-12-21 14:15:23,0,0,0,0,0,0,0,0,0,0
