status_id,status_message,link_name,status_type,status_link,status_published,num_reactions,num_comments,num_shares,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys,num_special
242079006274865_324838921332206,Going the extra nautical mile! Captain Barrett joins Captain Kooiman aboard the CCGS Griffon to ensure non-stop service on the Seaway during critical ice conditions.,Photos from Canadian Coast Guard's post,photo,https://www.facebook.com/CanadianCoastGuard/photos/a.261340221015410.1073741829.242079006274865/324838847998880/?type=3,2017-12-29 18:06:24,107,1,5,103,3,1,0,0,0,0
242079006274865_320794831736615,CCGS Louis S. St-Laurent is our largest ship at 120 m. long! The Louis recently returned from the  Arctic!,CCGS Louis S. St-Laurent,video,https://www.facebook.com/CanadianCoastGuard/videos/320794831736615/,2017-12-29 09:00:00,57,0,4,54,2,1,0,0,0,0
242079006274865_320717611744337,"#TBT to icebreaking in the arctic. We provide icebreaking services to ensure safe navigation, prevent the formation of ice jams and flooding, and maintain open routes for maritime commerce. For more information visit: http://ow.ly/cfmm30hisTU Library and Archives Canada",Photos from Canadian Coast Guard's post,photo,https://www.facebook.com/CanadianCoastGuard/photos/a.258864731262959.1073741828.242079006274865/320717445077687/?type=3,2017-12-28 09:00:00,37,0,1,33,3,1,0,0,0,0
242079006274865_320685611747537,Caitlin Powers is the Project Manager for our helicopter team and has been a proud Coast Guard employee for over 10 years! Check out her video to learn about some of her amazing experiences with the Coast Guard.,Caitlin Powers,video,https://www.facebook.com/CanadianCoastGuard/videos/320685611747537/,2017-12-27 09:00:00,44,1,2,42,2,0,0,0,0,0
242079006274865_320681858414579,"The red and white ships of the Canadian Coast Guard are a visible symbol of our identity, and have been familiar and comforting sights to coastal communities since 1962. ow.ly/rOHl30hcwhn",,photo,https://www.facebook.com/CanadianCoastGuard/photos/a.258864731262959.1073741828.242079006274865/320681685081263/?type=3,2017-12-26 11:00:00,100,2,9,95,5,0,0,0,0,0
242079006274865_320798908402874,Our College is recruiting! Join us for an exciting career. Apply here: ow.ly/Yzi730fbmkh,CCGC – A Journey with Amazing Benefits,video,https://www.facebook.com/CanadianCoastGuard/videos/320798908402874/,2017-12-26 09:00:01,113,3,62,107,6,0,0,0,0,0
242079006274865_320679695081462,Our personnel work 24/7/365 - keeping our waters safe. Happy Holidays to our crews and personell on and off duty. Thank you for your service.,Happy Holidays,video,https://www.facebook.com/CanadianCoastGuard/videos/320679695081462/,2017-12-25 09:00:01,61,3,6,56,3,1,0,0,0,1
242079006274865_321866441629454,"For the TWELFTH day of our 12 day holiday countdown ☃️… TWELVE Marine Communications and Traffic Services (MCTS) Stations!

Our MCTS centres provide distress and safety call monitoring and coordinate responses; broadcast maritime safety information (weather and navigational warnings); screen vessels entering Canadian waters; deliver information and advice to regulate marine traffic movement; and take appropriate action to ensure the safe and efficient movement of vessels in Canadian waters! http://ow.ly/HcMU30hnAXY",,photo,https://www.facebook.com/CanadianCoastGuard/photos/a.258864731262959.1073741828.242079006274865/321866364962795/?type=3,2017-12-24 11:00:00,63,8,18,58,3,1,0,0,0,1
242079006274865_321864224963009,"For the ELEVENTH day of our 12 day holiday countdown ☃️… ELEVEN fourth year Canadian Coast Guard College Engineering cadets!

The Canadian Coast Guard Officer Training Program (OTP) trains Officers in Marine Engineering and Marine Navigation and offers the exciting opportunity to serve your country while making a real difference on Canada’s waters.
Apply today: http://ow.ly/UdHY30h2dj8",,photo,https://www.facebook.com/CanadianCoastGuard/photos/a.258864731262959.1073741828.242079006274865/321864131629685/?type=3,2017-12-23 11:00:00,77,4,12,71,4,2,0,0,0,0
242079006274865_321862391629859,"Seasonal CCG Atlantic Region Search & Rescue stations in the Gulf of St. Lawrence are closed for the season. Vessels from seasonal SAR stations cannot operate in the ice-covered waters & operations will resume in April 2018. CCG stations are strategically located to provide assistance as quickly as possible to minimize loss of life, injury & property damage. For 24-hour marine emergency response call CCG Atlantic: http://ow.ly/FFup30hnyYT",,photo,https://www.facebook.com/CanadianCoastGuard/photos/a.258864731262959.1073741828.242079006274865/321862271629871/?type=3,2017-12-22 15:00:00,28,0,1,26,1,1,0,0,0,0
242079006274865_321856728297092,"Check out CCGS Cape Providence and CCGS Thunder Cape being removed from the water during the seasonal closure of Search and rescue lifeboat stations at Meaford & Tobermory, ON. Video credit: Greg Mulligan http://ow.ly/8D2v30hnxpx

As our rescue boats are designed for open-water use and cannot be operated in ice, winter search and rescue operations are carried out by our icebreakers!",CCGS Cape Providence and CCGS Thunder Cape,video,https://www.facebook.com/CanadianCoastGuard/videos/321856728297092/,2017-12-22 11:00:00,55,2,6,52,0,2,0,1,0,0
242079006274865_321852124964219,"For the TENTH day of our 12 day holiday countdown ☃️…. We participated in TEN Canada's 150th Anniversary of Confederation Celebrations!

This year, we were proud to participate in 5 Pride Parades; 2 meetups with Canada C3; Canada Day 150; 105th Grey Cup Festival and attend the Canada150 rink!",Photos from Canadian Coast Guard's post,photo,https://www.facebook.com/CanadianCoastGuard/photos/a.258864731262959.1073741828.242079006274865/321851718297593/?type=3,2017-12-22 09:00:00,18,0,0,16,0,2,0,0,0,0
242079006274865_321849441631154,TBT to that time when CCGS Terry Fox & crew joined Santa in the North Pole for some golf in 2015!,Photos from Canadian Coast Guard's post,photo,https://www.facebook.com/CanadianCoastGuard/photos/a.258864731262959.1073741828.242079006274865/321849241631174/?type=3,2017-12-21 13:42:43,112,1,28,102,6,4,0,0,0,0
242079006274865_321163055033126,"For the NINTH day of our 12 day holiday countdown ☃️…. NINE Hero Class vessels, which honour the brave Canadians who have lost their lives serving. http://ow.ly/vKb130fOgZk",,photo,https://www.facebook.com/CanadianCoastGuard/photos/a.258864731262959.1073741828.242079006274865/321162888366476/?type=3,2017-12-21 09:00:00,52,0,6,47,5,0,0,0,0,0
242079006274865_321493731666725,,Transport and Infrastructure in Canada,video,https://www.facebook.com/TransportandInfrastructureinCanada/videos/10156105735727975/,2017-12-20 14:33:20,19,0,1,16,0,0,3,0,0,0
242079006274865_321493465000085,,Transport and Infrastructure in Canada,photo,https://www.facebook.com/TransportandInfrastructureinCanada/photos/a.10151569797817975.1073741825.401846167974/10156108558677975/?type=3,2017-12-20 14:32:52,4,0,0,4,0,0,0,0,0,0
242079006274865_321175911698507,"Our Search & Rescue teams recently participated in Canadian Coast Guard´s Rigid Hull Inflatable Operator Training (RHIOT) in Halifax, Nova Scotia on the CCGS Cape Roger!",,photo,https://www.facebook.com/CanadianCoastGuard/photos/a.258864731262959.1073741828.242079006274865/321175851698513/?type=3,2017-12-20 13:00:09,61,1,5,57,3,1,0,0,0,0
242079006274865_320796681736430,"For the EIGHTH day of our 12 day holiday countdown ☃️... EIGHT State Members at the 2017 Arctic Coast Guard Forum, keeping our waters safe and navigable for all to enjoy!

This past September, we proudly participated in the Arctic Coast Guard Forum with partners from Demark, Finland, Iceland, Norway, Russia, Sweden and the USA. Here are some highlights of the 3-day Arctic Guardian exercise in Iceland! http://ow.ly/UJai30hj03c",ACGF_Eng,video,https://www.facebook.com/CanadianCoastGuard/videos/320796681736430/,2017-12-20 09:00:00,68,6,32,65,1,2,0,0,0,0
242079006274865_320789738403791,"For the SEVENTH day of our 12 day holiday countdown ☃️... we have SEVEN core mandated responsibilities!

Our seven core mandated responsibilities include: Aids to navigation; Marine communications and traffic management services; Icebreaking & Ice-management services; Channel maintenance; Marine search and rescue; Marine pollution response; & Supporting other government departments, boards and agencies by providing ships, aircraft and other services. http://ow.ly/Djqx30hiXmX",Photos from Canadian Coast Guard's post,photo,https://www.facebook.com/CanadianCoastGuard/photos/a.258864731262959.1073741828.242079006274865/320789485070483/?type=3,2017-12-19 09:00:00,51,0,4,47,2,1,0,0,0,1
242079006274865_320804878402277,"Our seasonal Rescue Stations in Lark Harbour and Port aux Choix, Newfoundland and Labrador have closed for the season.  Vessels used by the seasonal stations cannot operate in ice-covered waters. They will resume operations in April 2018. For marine emergency response, please contact 1-800-563-2444 (24/7).",,photo,https://www.facebook.com/CanadianCoastGuard/photos/a.258864731262959.1073741828.242079006274865/320804835068948/?type=3,2017-12-18 16:25:38,50,2,20,45,2,2,0,0,0,1
242079006274865_320778055071626,Bravo Zulu to the officer-cadets at the Coast Guard College who had their last exam yesterday! Cheers to another semester completed!  http://ow.ly/UdHY30h2dj8,,photo,https://www.facebook.com/CanadianCoastGuard/photos/a.258864731262959.1073741828.242079006274865/320777958404969/?type=3,2017-12-18 14:21:59,123,11,25,113,8,2,0,0,0,0
242079006274865_319696871846411,"For the SIXTH day of our 12 day holiday countdown ☃️… here are SIX Coast Guard employees who have served with the Canadian Armed Forces.

Rick Fougère, Incident Command Syst. Officer, retired from the Canadian Forces after 25 years of service and transferred to the Coast Guard.

Evan Boettger, Project Director, enrolled in the Canadian Forces as a Reservist in 1976 and served until his retirement from the Royal Canadian Navy in 2015.

Rob Justice joined the Coast Guard in 2013 following a lengthy career in the Royal Canadian Navy. He is now Manager, Office of Incident Management in Ottawa.

Eric Arsenault retired from the Canadian Forces after 20 years of service and is now a National Project Manager with us.

Lieutenant-Commander Sheyla Dussault, Manager of Search and rescue, joined the Naval Reserve in 1993 and she is still serving today.",,photo,https://www.facebook.com/CanadianCoastGuard/photos/a.258864731262959.1073741828.242079006274865/319696788513086/?type=3,2017-12-18 11:00:00,43,2,2,38,5,0,0,0,0,0
242079006274865_319698848512880,"We continue to strengthen ties with U.S. Coast Guard Great Lakes. During her recent visit to Montreal, Rear Admiral Joanna Nunan, Ninth District Commander, accompanied Julie Gascon, Assistant Commissioner for the Central and Arctic Region, to meet the CCGS Mamilossa Crew.",Photos from Canadian Coast Guard's post,photo,https://www.facebook.com/CanadianCoastGuard/photos/a.258864731262959.1073741828.242079006274865/319698748512890/?type=3,2017-12-18 10:00:00,38,0,3,35,1,2,0,0,0,0
242079006274865_318191001996998,"For the FIFTH day of our 12 day holiday countdown ☃️... we are proud to have participated in FIVE Pride Parades this year! St John’s, Montreal, Ottawa, London and Sydney.",Photos from Canadian Coast Guard's post,photo,https://www.facebook.com/CanadianCoastGuard/photos/a.258864731262959.1073741828.242079006274865/318190841997014/?type=3,2017-12-17 15:00:00,35,1,5,32,3,0,0,0,0,0
242079006274865_317046415444790,"For the FOURTH day of our 12 day holiday countdown ☃️... FOUR Medium Icebreakers, CCGS Des Groseilliers, CCGS Henry Larsen, CCGS Pierre Radisson, CCGS Amundsen.",Photos from Canadian Coast Guard's post,photo,https://www.facebook.com/CanadianCoastGuard/photos/a.258864731262959.1073741828.242079006274865/317046182111480/?type=3,2017-12-16 12:00:00,64,3,15,60,4,0,0,0,0,0
242079006274865_319661295183302,,Royal Canadian Air Force,video,https://www.facebook.com/RCAF.ARC/videos/10154927572981237/,2017-12-15 13:46:09,1,0,0,1,0,0,0,0,0,0
242079006274865_317044232111675,"For the THIRD day of our 12 day holiday countdown ☃️... Here are our THREE Assistant Commissioners! 

Julie Gascon from the Central & Arctic region, Roger Girouard from the Western region & Wade Spurrell from the Atlantic region!",Photos from Canadian Coast Guard's post,photo,https://www.facebook.com/CanadianCoastGuard/photos/a.258864731262959.1073741828.242079006274865/317044072111691/?type=3,2017-12-15 09:30:00,80,0,6,77,1,1,0,0,1,0
242079006274865_317032708779494,For the SECOND day of our 12 day holiday countdown ☃️... TWO Marine diploma College programs! We have Marine Navigation and Marine Engineering programs at our Coast Guard College! http://ow.ly/UdHY30h2dj8,Photos from Canadian Coast Guard's post,photo,https://www.facebook.com/CanadianCoastGuard/photos/a.258864731262959.1073741828.242079006274865/317032605446171/?type=3,2017-12-14 09:30:00,46,4,13,44,1,1,0,0,0,0
242079006274865_319217635227668,"ᐃᖃᓗᒻᒥᐅᓄᑦ! ᐃᑲᔪᕈᒪᒐᔭᖅᑭᑦ ᐅᒥᐊᖅᑐᖅᑐᓂᒃ ᐱᔪᖃᑳᓪᓚᑦᑐᓂᒃ ᐊᑦᑕᓇᖅᑐᒃᑯᑦ ᐊᒻᒪᓗ ᐊᐳᖅᓯᑦᑕᐃᓕᒪᑎᑦᑎᓂᕐᒥᒃ ᐅᒥᐊᕐᓂᒃ? ᐊᑎᓕᐅᖁᕙᑦᓯ ᑕᕆᐅᕐᔪᐊᓕᕆᔨᒃᑯᑦ ᑲᒪᔨᒃᓴᓕᕆᔨᖏᓐᓄᑦ ᖃᐅᔨᒃᑲᐃᓂᕐᒧᑦ ᐃᖏᕐᕋᔪᓕᕆᓂᕐᒧᓪᓗ (MCTS-ᖑᓂᕋᖅᑕᐅᔪᖅ) ᐆᑦᑐᕋᖅᑎᑕᐅᖃᑕᐅᓂᐊᕋᕕᑦ ᐃᖃᓗᓐᓂ ᓈᑦᑎᖑᔭᒥ ᑎᓯᐱᕆ 18, Services Canada-ᒃᑯᓐᓂ 933 ᐊᖅᑯᑎᖓ ᒥᕝᕕᐅᓂᕋᖅᑕᐅᔪᖅ, 1-ᒨᖅᑲᑦ. ᐆᑦᑐᖅᑕᐅᓂᐊᖅᑐᑦ ᐃᑲᕐᕋᓂᒃ ᐱᖓᓱᓂᒃ. ᐃᕐᖐᓐᓈᖅᑕᐅᑎᒃᑯᑦ ᑎᑎᕋᕐᕕᒋᔪᖅᓇᑕᓯ ᐅᕗᖓ: go-mcts-go-sctm@dfo-mpo.gc.ca ᐅᖄᓚᕕᒋᓗᒋᓪᓘᓐᓃᑦ ᐅᕗᖓ: 1-418-648-5437 ᑐᑭᓯᒋᐊᒃᑲᓐᓂᕈᒪᒍᕕᑦ.",,photo,https://www.facebook.com/CanadianCoastGuard/photos/a.258864731262959.1073741828.242079006274865/319217128561052/?type=3,2017-12-14 09:13:52,11,1,11,11,0,0,0,0,0,0
242079006274865_319216888561076,"Iqalummiut! Would you like to help mariners in distress and prevent vessels from colliding? We invite you to register for our Marine Communications and Traffic Services (MCTS) aptitude testing in Iqaluit on Monday, December 18 at the Services Canada office, 933 Mivvik Street, 1 p.m. The test will take about 3 hours. Please email go-mcts-go-sctm@dfo-mpo.gc.ca or call 1-418-648-5437 for more information.",,photo,https://www.facebook.com/CanadianCoastGuard/photos/a.258864731262959.1073741828.242079006274865/319216841894414/?type=3,2017-12-14 09:11:10,29,0,21,29,0,0,0,0,0,0
242079006274865_318927921923306,"Are you an Inuk student with a strong interest in boating activities? The Arctic is getting an Inshore Rescue Boat station, and we’re hiring locally to staff it. For more information, or to apply, please visit 

Inuinnaqtun
Tamnauvit Inuit ilihartuq piyumaqpiartuq qayartuqniqmun huliniq? Tahamna Ukiurtartuq pitalirtuq Tagiuqni Hinaani Annaktuiyit Qayaq havakvianik, havaktikhartaqliqtugut nunalikni havaktikhanitnik. Tuhaqpaligiami, tukhigarniqluniit, takulugu 

Inuktitut
ᐃᓄᕕᑦ ᐃᓕᓐᓂᐊᕐᑎᐅᓪᓗᑏᑦ ᐅᒥᐊᕐᑐᕐᓂᕐᒥᒃ ᐊᓕᐊᓇᐃᒋᔭᖃᕐᓗᑎᑦ? ᐅᑭᐅᕐᑕᕐᑐᒥ ᓯᒃᔭᒥ ᐸᕐᓴᐃᓂᕐᒧᑦ ᐅᒥᐊᒃᑯᑦ ᐃᓂᖃᕐᕕᒃ ᐱᔭᐅᓂᐊᕐᒪᑦ, ᐊᒻᒪᓗ ᐃᖃᓇᐃᔭᕐᑎᑦᑎᓇᓱᒃᑐᒍᑦ. ᑐᑭᓯᒋᐊᒃᑲᓐᓂᕈᒪᒍᕕᑦ, ᐱᓇᓱᒍᒪᒍᕕᓪᓘᓐᓂᑦ ᑕᑯᓗᒍ ᐅᕗᖓ
ow.ly/31ms30hcxlF",Photos from Canadian Coast Guard's post,photo,https://www.facebook.com/CanadianCoastGuard/photos/a.258864731262959.1073741828.242079006274865/318927771923321/?type=3,2017-12-13 15:00:00,57,18,76,51,6,0,0,0,0,0
242079006274865_318921165257315,"The Canadian Coast Guard, the Royal Canadian Mounted Police and Canadian Pacific Railway paid homage to a true Canadian hero with the unveiling of a commemorative plaque aboard the Canadian Coast Guard Ship Private Robertson V.C. in Burlington Ontario December 10 2017.

Private James Peter Robertson was awarded posthumously the Victoria Cross for his extraordinary valour and devotion to duty while facing a hostile force in one of the most significant battles in World War I, at Passchendaele Belgium.

CP commissioned the plaque at the request of CP engineer Darrel Sundholm of Calgary Alberta. “After his family moved from Springhill Nova Scotia to Medicine Hat Alberta, James Peter Robertson joined the Canadian Pacific Railway, working his way up to locomotive engineer. He earned his nickname “Singing Pete” for his cheerful singing and whistling, whether in the cab or at the roundhouse,” said Sundholm. “The bravery that earned him the Victoria Cross made him a legend among locomotive engineers the world over.”

Steve Pauley, Commanding Officer of the Canadian Coast Guard ship named in Robertson's honour stated at the ceremony “In this, the 100th year anniversary of his death, it is our honour to share the story of Private Robertson’s service to our country and remember his ultimate sacrifice with dignity and respect.” Pauley added “This plaque will educate all who step aboard this ship for many years to come.”",CCGS Private Robertson V.C. Commemorative Plaque,video,https://www.facebook.com/CanadianCoastGuard/videos/318921165257315/,2017-12-13 13:15:00,76,1,49,66,9,1,0,0,0,0
242079006274865_318187201997378,"For the FIRST day of our 12 day holiday countdown ☃️…. On behalf of ONE Canadian Coast Guard, we’d like to wish everyone a safe and happy holiday season!",FIRST day of our 12 day holiday countdown,video,https://www.facebook.com/CanadianCoastGuard/videos/318187201997378/,2017-12-13 11:00:00,43,1,2,42,1,0,0,0,0,0
242079006274865_318541291961969,"Last month we participated in “Exercise Salish Sea,” which was the largest major incident exercise in Canadian Coast Guard history! The two-day major maritime incident training exercise took place east of Salt Spring Island, British Columbia. Day two focused on practicing environmental response skills, processes and procedures, with partners. http://ow.ly/5w7I30h3O3n

Canadian Armed Forces, Transport and Infrastructure in Canada, U.S. Coast Guard",Exercise Salish Sea,video,https://www.facebook.com/CanadianCoastGuard/videos/318541291961969/,2017-12-12 13:33:30,64,2,16,60,1,3,0,0,0,0
242079006274865_318531141962984,,Public Services and Procurement Canada,link,http://ow.ly/VaPQ30h6Ab3,2017-12-12 12:46:16,55,0,0,53,2,0,0,0,0,0
242079006274865_318217041994394,"Seaspan’s Vancouver Shipyard has officially launched our first Offshore Fisheries Science Vessel under the National Shipping Strategy.  This vessel is the first of a series of new ships, marking tangible progress towards the renewal of our fleet, and of the success of the National Shipbuilding Strategy. 

The future CCGS Sir John Franklin will be a welcomed addition to our fleet! A ceremony was held on December 8th in North Vancouver to mark this historic milestone.",Photos from Canadian Coast Guard's post,photo,https://www.facebook.com/CanadianCoastGuard/photos/a.258864731262959.1073741828.242079006274865/318216775327754/?type=3,2017-12-11 15:00:01,72,1,10,70,0,2,0,0,0,0
242079006274865_317021888780576,"Monday Motivation!

Dennis Cadieux, Commanding Officer at the Rescue Station in Goderich, ON has 28 years of service with the Coast Guard. Dennis began his career as a cook aboard the CCGS Griffon. Throughout his career, he has worked seasonally as an Assistant Rescue Coordinator, Deckhand, Leading Seaman and ashore as a Regional Operations Officer. After obtaining certification, Dennis Cadieux worked as a Commanding Officer aboard CCGS Vakta and was a Commanding Officer at the Rescue Stations in Tobermory, ON and Amherstburg, ON.",Photos from Canadian Coast Guard's post,photo,https://www.facebook.com/CanadianCoastGuard/photos/a.258864731262959.1073741828.242079006274865/317021768780588/?type=3,2017-12-11 09:00:00,111,10,12,108,3,0,0,0,0,0
242079006274865_317881172027981,"The future CCGS Sir John Franklin was launched, is free of the Careen and is now positioned at the Vancouver dry dock.",Photos from Canadian Coast Guard's post,photo,https://www.facebook.com/CanadianCoastGuard/photos/a.261340221015410.1073741829.242079006274865/317881118694653/?type=3,2017-12-10 17:04:41,95,5,18,87,6,2,0,0,0,0
242079006274865_316589832157115,"We are looking back on some of our proud Canada150 moments from 2017, like when we participated in Ottawa’s Canada Day weekend. We offered tours aboard the CCGS Mamilossa and hands-on activities including trying on our immersion suits. Canada's 150th Anniversary of Confederation",Photos from Canadian Coast Guard's post,photo,https://www.facebook.com/CanadianCoastGuard/photos/a.258864731262959.1073741828.242079006274865/316589665490465/?type=3,2017-12-10 15:00:00,26,1,1,24,1,1,0,0,0,0
242079006274865_317477928734972,The launch event of the CCGS Sir John Franklin marks significant and tangible step in our fleet renewal process!,Photos from Canadian Coast Guard's post,photo,https://www.facebook.com/CanadianCoastGuard/photos/a.261340221015410.1073741829.242079006274865/317477778734987/?type=3,2017-12-09 15:54:35,226,11,69,203,13,10,0,0,0,0
242079006274865_317018382114260,"The Canadian Coast Guard is proud to serve mariners who travel the inland and coastal waterways of our nation.  More than 1,700 dedicated employees work in our vast Central and Arctic Region.   From operations that save lives at sea to supporting our nation's economy through safe and efficient marine transportation, we provide a multitude of essential marine services on the Great Lakes, the St. Lawrence River and Canadian Arctic waterways.

Would you like to join us on our journey? We are hiring and creating an inventory for many seagoing positions in the Central and Arctic Region. Interested? Please visit:

http://www.ccg-gcc.gc.ca/College-and-Careers/Job-openings",Photos from Canadian Coast Guard's post,photo,https://www.facebook.com/CanadianCoastGuard/photos/a.258864731262959.1073741828.242079006274865/317017878780977/?type=3,2017-12-08 10:57:51,55,2,7,54,1,0,0,0,0,0
242079006274865_317001305449301,,Public Services and Procurement Canada,link,http://ow.ly/6GdT30h4Qts,2017-12-08 10:14:19,3,0,0,3,0,0,0,0,0,0
