,id,retweet_count,favorite_count,created_at,full_text_cleaned,hashtags,urls
0,947225950009397255,1,3,2017-12-30 22:00:39,la écouverte famille/groupe de est à % de rabais jusqu’au décembre ? Ne ratez pas l’occasion d’économiser sur votre prochaine aventure! Au plaisir de vous voir en !,"['#SVQ', '#CarteD']","['https://t.co/ZlwkPo3MUm', 'https://t.co/zKZBPbmCJ3']"
1,946487177676050433,1,3,2017-12-28 21:05:02,Quelle année incroyable! La ministre McKenna tient à vous REMERCIER de vos visites dans les sites de en dans le cadre de et espère vous y revoir en ! 0,['#Canada150'],['https://t.co/xKTamR8UF']
2,946395561313423360,3,8,2017-12-28 15:00:59,"Des nouvelles géniales! À partir de , l'entrée aux endroits de est pour les jeunes de ans et moins. Où comptez-vous elorer?",['#GRATUITE'],"['https://t.co/ZlwkPo3MUm', 'https://t.co/PJSMQMFgUV']"
3,946108517173334016,3,4,2017-12-27 20:00:22,les parcs du Nord comme le PN seront les plus affectés par le ? Plus d'informations ici: 92,"['#SVQ', '#Quttinirpaaq', '#changementclimatique', '#NatureVueDenHaut']","['https://t.co/YK8RXpdowG', 'https://t.co/iVEnRg6B']"
4,946059416759144449,4,8,2017-12-27 16:45:16,"Juste à temps pour souhaiter une bonne année à tous, les ont lancé la vidéo « Auld Lang Syne », tournée dans de magnifiques sites de à Terre-Neuve-et-Labrador. Puisse les paysages de cette vidéo inspirer vos voyages en !",[],['https://t.co/C3pHXdhuwj']
5,945701067198812160,1,3,2017-12-26 17:01:19,Apprenez en plus sur l’histoire du Canada avec la écouverte famille/groupe de ! Commandez la vôtre avant le décembre et obtenez un rabais de %!,['#CarteD'],['https://t.co/ZlwkPo3MUm']
6,945685658831437830,3,8,2017-12-26 16:00:05,Le gouvernement du Canada passe au vert!,['#ActionClimatique'],"['https://t.co/J4ImFnxMun', 'https://t.co/CIUkW57Qxa']"
7,944646336418377728,1,3,2017-12-23 19:10:11,"En ces êtesÉcolo de , décorez avec des lumières de Noël DEL! Faites des économies avec un éclairage encore plus brillant!","['#F', '#Canada150']",['https://t.co/zULr7n3mmI']
8,944613909088129024,1,3,2017-12-23 17:01:20,"NOUVEAU : à partir du er janvier, l'entrée aux endroits de est pour les jeunes de ans et moins! Encore du plaisir en , soyez des nôtres!",['#GRATUITE'],"['https://t.co/ZlwkPo3MUm', 'https://t.co/LqXjqRULHx']"
9,944338051588939776,1,2,2017-12-22 22:45:11,Les employés de travaillent d’arrache-pied à la préservation de la ÀFeuillesDeltoïdes et d’autres espèces sauvages qui risquent de disparaître pour toujours. Pour de plus amples renseignements :,"['#ParcsCanada', '#Balsamorhize', '#ScienceParcsCanada']","['https://t.co/Sma1MirrEX', 'https://t.co/5ObjWwAFHq']"
10,944260063992086528,1,2,2017-12-22 17:35:17,"En ces êtesÉcolo de , offrez des cartes électroniques au lieu des cartes en papier pour vos vœux des Fêtes!","['#F', '#Canada150']",['https://t.co/9fj9oI9fcG']
11,944237413127385088,0,1,2017-12-22 16:05:17,Le charbon dans le bas de Noël sera un jour chose du passé. Découvrez l’Alliance ÉnergiserAudelàDuCharbon entre le Canada et le Royaume-Uni : êtesÉcolo,"['#', '#F']","['https://t.co/cbTBUifehV', 'https://t.co/yOYZi0et9v']"
12,944234874243895296,7,9,2017-12-22 15:55:11,"Pendant le mois de la , salutations à l’équipe de recherche sur la faune d’ qui étudie les menaces qui pèsent sur l’habitat des oiseaux.","['#ScienceArctique', '#ChangementsClimatiques']",['https://t.co/nTRKMdHsYp']
