,id,retweet_count,favorite_count,created_at,full_text_cleaned,hashtags,urls
0,947225954195333120,9,13,2017-12-30 22:00:40,"'s Family/Group is % off until December , ? Don’t miss this opportunity to save on your next adventure! See you in ! U","['#DidYouKnow', '#DiscoveryPass']","['https://t.co/gfaRf9nLVl', 'https://t.co/SzS7acjps']"
1,946487191647277056,13,58,2017-12-28 21:05:06,"What an amazing year! Minister McKenna would like to THANK YOU all for visiting places in in celebration of , and hopes to see you back in !",['#Canada150'],['https://t.co/C4MawnIF8l']
2,946395543521185794,16,40,2017-12-28 15:00:55,"Exciting news! Starting in , admission to places will be for youth and under. Where will you be eloring?",['#FREE'],"['https://t.co/gfaRf9nLVl', 'https://t.co/eQzQcV6S8X']"
3,946108443055845378,13,21,2017-12-27 20:00:05,? Northern parks like National Park will be most affected by . Learn more: D,"['#DYK', '#Quttinirpaaq', '#climatechange', '#NatureFromAbove']","['https://t.co/O2zY10DXUZ', 'https://t.co/85QiN7EW3']"
4,946059419124752384,11,33,2017-12-27 16:45:17,"Just in time to wish Canadians a , the released their new “Auld Lang Syne” video, filmed in beautiful locations in Newfoundland and Labrador. May these scenes inspire your travels in !",['#HappyNewYear'],['https://t.co/OblKn2P0dR']
5,945701090913325056,4,7,2017-12-26 17:01:25,"Get to know Canada's with 's Family/Group ! Get yours before December , and save %!","['#history', '#DiscoveryPass']","['https://t.co/gfaRf9nLVl', 'https://t.co/8585nUeFiV']"
6,945685644168200192,74,161,2017-12-26 16:00:02,The Government of Canada is going green! C,['#ClimateAction'],"['https://t.co/Ho5zZ3TibB', 'https://t.co/Lrh5bzZXl']"
7,944646339744489472,6,21,2017-12-23 19:10:12,"This , deck the halls with LED holiday lights! Saves money and emits a brighter light!","['#Canada150', '#GreenHoliday']",['https://t.co/gIFBMNa3ge']
8,944613866897657858,10,28,2017-12-23 17:01:10,"NEW: starting January st, admission to places for youth and under is ! We’re keeping the fun going in , join us! 9U",['#FREE'],"['https://t.co/gfaRf9nLVl', 'https://t.co/SybhwbEL']"
9,944338054411706368,6,14,2017-12-22 22:45:11,staff are working hard to keep the and other endangered species from disappearing forever. Find out more here:,"['#ParksCanada', '#DeltoidBalsamroot', '#ParksCanadaScience']","['https://t.co/Uth0GR20MW', 'https://t.co/jNmLYrNLjE']"
10,944260055993651200,2,5,2017-12-22 17:35:15,"For this year’s , choose e-cards over paper cards when sharing your holiday greetings! u","['#Canada150', '#GreenHoliday']",['https://t.co/C90CWIQfA']
11,944237411139284994,10,17,2017-12-22 16:05:16,Coal in your stocking will one day be a thing of the past. Learn more about the Canada-UK led agreement:,"['#PoweringPastCoal', '#GreenHoliday']","['https://t.co/qsV7Qh0Q9J', 'https://t.co/1PvOfBtIDb']"
12,944234879633543168,13,32,2017-12-22 15:55:12,"During Month, a shout out to wildlife research team studying threats to bird habitat. CC","['#ArcticScience', '#ClimateChange']",['https://t.co/fotQkimA']
13,943975693943214082,16,23,2017-12-21 22:45:18,. Polar Bear Research Program was launched years ago.,"['#ArcticScience', '#ClimateChange', '#TBT']","['https://t.co/P26oGELQxn', 'https://t.co/NiIHNXYe83']"
14,943973132678893569,6,9,2017-12-21 22:35:07,"For this year’s choose festive holiday garlands like popcorn, over !","['#GreenHoliday', '#tinsel']",['https://t.co/hCAaF99c7W']
15,943961842971566086,11,40,2017-12-21 21:50:15,"Minister McKenna would like to thank you all for visiting places in , and hopes to see you back in ! For information on the : 0 9","['#DiscoveryPass', '#Canada150']","['https://t.co/uZE4nL78m', 'https://t.co/rVFHXS7iK']"
16,943958020530171904,11,21,2017-12-21 21:35:04,"On Dec , Minister McKenna attended and worked with leaders from public and private sectors on new and innovative .","['#OnePlanetSummit', '#ClimateAction']",['https://t.co/xr25dMn5UY']
17,943954278443601923,7,14,2017-12-21 21:20:12,"This holiday season, think about our planet when you are wrapping up the presents! Make it a !","['#Canada150', '#GreenHoliday']",['https://t.co/jPiK7X37il']
18,943947640328384512,12,30,2017-12-21 20:53:49,Minister McKenna and Minister Phillips sign a environmental monitoring pact. 8,['#OilSands'],"['https://t.co/aVdQ5G6w1z', 'https://t.co/K38aueOzK']"
19,943932644538101764,12,0,2017-12-21 19:54:14,": No matter what you decide to do, whether you weather the conditions outside or stay indoors, you can always enjoy a nice cu…",[],[]
20,943931026195320832,10,0,2017-12-21 19:47:48,": And hey – before doing the eye-test out your window to see the snowy conditions, why not head over to ’s weat…",[],[]
21,943929794110074880,8,0,2017-12-21 19:42:54,": The walk to work or to the bus stop can be a bit chilly at times, check out what advises to do during extreme…",[],[]
22,943928708007714818,12,0,2017-12-21 19:38:35,": Our friends at have the info you need to drive safely in a snowy, cold Canadian winter:",[],['https://t.co/OAF0zidH\xe2\x80\xa6']
23,943927513948082178,10,0,2017-12-21 19:33:51,: Hold onto your toques – winter has come. Let us help you enjoy the shortest day of the year with some tips…,['#WinterSolstice'],[]
24,943924075281485825,20,25,2017-12-21 19:20:11,The Government of Canada is committed to putting a . Provinces and territories have until fall of to outline how they will each implement a system that meets the federal standard. C,"['#PriceOnPollution', '#CarbonPricing']","['https://t.co/1ETG4EQDg6', 'https://t.co/OJFCjfKFe']"
25,943913124629024771,24,0,2017-12-21 18:36:40,": was a great year for our country! Rain or shine, we all lived through some pretty crazy weather. Here are the…",['#Canada150'],[]
26,943885106896363520,12,29,2017-12-21 16:45:20,"An inspiration for ! Click to learn more about overpasses in , and how other countries are adopting similar models.","['#conservation', '#wildlife', '#ParksCanadaScience']","['https://t.co/Ib6gWVIT4X', 'https://t.co/1MHkfsaqYJ']"
27,943866416629014530,21,0,2017-12-21 15:31:04,": AND last but not least, No. event in Canada this year: ’s longest and most destructive seas…","['#Top10Weather', '#BC', '#wildfire']",[]
28,943861842887237637,12,0,2017-12-21 15:12:54,: No. story of : Dry and hot in western Canada.,"['#Top10Weather', '#Canada150', '#ShareYourWeather', '#ClimateChange']",['https://t.co/r\xe2\x80\xa6']
29,943861812788854785,9,0,2017-12-21 15:12:46,: No. events of : Spring in Quebec and Ontario. https…,"['#Top10Weather', '#Canada150', '#flooding', '#ShareYourWeather', '#ClimateChange']",[]
30,943856811899326464,12,0,2017-12-21 14:52:54,: No. story of : ’s cold and snowy winter.,"['#Top10Weather', '#Canada150', '#BC', '#ShareYourWeather', '#ClimateChange']",['https://t.co/M1T\xe2\x80\xa6']
31,943854376380239874,9,0,2017-12-21 14:43:13,: No. events of : August’s record rainfall and in southwestern Ontario. …,"['#Top10Weather', '#Canada150', '#flooding', '#ShareYourWeat']",[]
32,943852646447964160,8,0,2017-12-21 14:36:21,: No. story this year: Central Canada’s missing summer. https:…,"['#Top10Weather', '#Canada150', '#ShareYourWeather', '#ClimateChange']",[]
33,943847673890770947,11,0,2017-12-21 14:16:35,": No. events of : A new “Storm of the Century” in Eastern Canada, March -15, . ️ ️ ️ …","['#Top10Weather', '#Canada150', '#S']",[]
34,943845528227414016,10,0,2017-12-21 14:08:04,: No. of events of : we all eerienced summer in September. …,"['#Top10Weather', '#Canada150', '#ShareYourWeather', '#ClimateChange']",[]
35,943844101140766720,11,0,2017-12-21 14:02:24,: No. of our events in Canada: “Brier Blast” hits and Labrador early March. …,"['#Canada150', '#Top10Weather', '#NFLD', '#ShareYourWea']",[]
36,943843886916689921,3,4,2017-12-21 14:01:33,"Your next is right around the corner! Don’t miss your chance to save on 's Family/Group . Purchase before December , and save %! Order here:","['#adventure', '#DiscoveryPass']","['https://t.co/gfaRf9nLVl', 'https://t.co/cp4RV5WDUY']"
37,943840845199003648,10,0,2017-12-21 13:49:27,: Leading off our events! Number : New Brunswick’s wicked ice storm in January! …,"['#Canada150', '#Top10Weather', '#ShareYourWeath']",[]
38,943836602849202181,5,8,2017-12-21 13:32:36,Eerts at are counting down Canada’s top events this year. Follow us using the hashtag !,"['#weather', '#Top10Weather']","['https://t.co/tqVUtrfpsm', 'https://t.co/Kenlq0z7Sy']"
39,943598189676040192,3,4,2017-12-20 21:45:14,Insect conservation matters! species of beetles may be at risk in Canada? u,"['#DYK', '#WildlifeWednesday']","['https://t.co/qUDdFOaEy6', 'https://t.co/keBlPAEcF']"
