,id,retweet_count,favorite_count,created_at,full_text_cleaned,hashtags,urls
0,947502636818993152,0,0,2017-12-31 16:20:07,Vous voulez en savoir plus long sur la recherche scientifique à l’origine de notre vidéo des célébrations de ? Jetez-y un coup d’oeil : 2,"['#Canada150', '#AgCan']",['https://t.co/54mF9vlT7']
1,947482702550315008,0,0,2017-12-31 15:00:54,Voici notre gazouillis ou message le plus populaire de la dernière année concernant !,['#Canada150'],['https://t.co/PeWJVVrJFS']
2,947474974939459584,0,0,2017-12-31 14:30:11,"tire peut-être à sa fin, mais n’oubliez pas que ce n’était qu’un début! U",['#Canada150'],['https://t.co/qSD8LDPQw']
3,947137736984682496,0,0,2017-12-30 16:10:08,Notre chercheur a découvert une nouvelle souche bactérienne qui aide à combattre les maladies fongiques! Elle a été nommée en l’honneur de :,"['#Canada150', '#AgCan']","['https://t.co/u9TseBRTpl', 'https://t.co/EveN9iBfx6']"
4,947120288684232705,0,0,2017-12-30 15:00:48,Le compte à rebours vers commence avec nos meilleurs messages ou gazouillis de la dernière année concernant ! Voici le numéro :,['#Canada150'],['https://t.co/wWZ3HrHgwk']
5,946797997903491072,0,0,2017-12-29 17:40:08,Un objectif clé du consiste à appuyer un secteur dynamique et en constante évolution.,"['#PartenariatCanAg', '#AgCan']","['https://t.co/ktR7ttLjZs', 'https://t.co/wrHB2jos8K']"
6,946791705419894784,0,0,2017-12-29 17:15:07,Il y a quelque kiosques disponibles au sein du au salon Gulfood qui se déroulera en février. Contactez MAS-SAM.GC.CA,['#pavillonduCanada'],['https://t.co/Zy1O11MYbO']
7,946781636103983104,0,0,2017-12-29 16:35:07,"Le mois de la tire à sa fin, mais nos chercheurs continuent d’étudier des technologies de culture en serre – une des clés du développement de l’ dans le Nord!","['#ScienceArctique', '#AgCan']","['https://t.co/lnHEl7dmIO', 'https://t.co/4sq1yxeiFh']"
8,946774107856752641,0,0,2017-12-29 16:05:12,Vous cherchez une recette pour le jour de l’An? Essayez notre saumon grillé à la compote de petits fruits :,['#AgCan'],"['https://t.co/C88z8MZb7I', 'https://t.co/G6Zm15tweG']"
9,946765364049993729,0,0,2017-12-29 15:30:27,Les méthodes modernes aident à conserver la fraîcheur de nos aliments pendant l’hiver : 2,['#AgCan'],"['https://t.co/FXYBeahmho', 'https://t.co/KIxS6ayZA']"
10,946757964362379267,0,0,2017-12-29 15:01:03,Le compte à rebours vers commence avec nos meilleurs messages ou gazouillis de la dernière année concernant ! Voici le numéro :,['#Canada150'],['https://t.co/66pezBh73b']
11,946434349846720512,0,2,2017-12-28 17:35:07,nouveaux produits de boulangerie ont été lancés en ces dernières années? Découvrez d’autres tendances des :,"['#SVQ', '#Chine', '#entreprisesalimentaires']",['https://t.co/Pwpbp0711m']
12,946426796538499072,0,0,2017-12-28 17:05:06,"Félicitations à notre chercheur Wade Abbott (Ph. D.), dont les travaux sur les glycanes pectiques ont été publiés dans : d (anglais seulement) C",['#AgCan'],"['https://t.co/MKwIS2V8a', 'https://t.co/suVEKDHde']"
13,946415493908434944,0,1,2017-12-28 16:20:11,: Apprenez-en davantage sur la résistance antimicrobienne dans le dernier numéro d’Agri-info: 8,['#AgCan'],"['https://t.co/ZF4oxcn564', 'https://t.co/rwT4kxBzj']"
14,946405419102146560,0,0,2017-12-28 15:40:09,Nos chercheurs travaillent fort pour s’assurer que l’ continue de prospérer. Découvrez comment :,"['#AgCan', '#scienceAg']","['https://t.co/ZcQJNQ8zaN', 'https://t.co/gh3rFZ8nmF']"
15,946395597141049344,0,0,2017-12-28 15:01:08,Le compte à rebours vers commence avec nos meilleurs messages ou gazouillis de la dernière année concernant ! Voici le numéro :,['#Canada150'],['https://t.co/7dqXYI0R0A']
16,946064438532214784,0,0,2017-12-27 17:05:13,"% des importations de lentilles dans le monde provenaient de l’Espagne, de l’Allemagne et de l’Italie en . Apprenez-en plus : 0","['#AgCan', '#SVQ']",['https://t.co/plEiMwicN']
17,946056855612264449,0,2,2017-12-27 16:35:05,Les noms de deux nouvelles variétés de pommes de terre canadiennes mises au point par nos chercheurs soulignent ! 1,"['#Canada150', '#AgCan']","['https://t.co/VuGiMN7dUZ', 'https://t.co/eOqa1fwCG']"
