,id,retweet_count,favorite_count,created_at,full_text_cleaned,hashtags,urls
0,947542990825848832,9,37,2017-12-31 19:00:28,Immerse yourself in a true winter wilderness in the inspirational surroundings of the Yukon and Canada’s largest icefield at Kluane NP and NPR. 1,"['#WinterCamping', '#ExploreYukon']","['https://t.co/82ikpjBdX', 'https://t.co/xNSQvTVBNx']"
1,947512987694321664,6,21,2017-12-31 17:01:14,? Book early! Our reservations start soon!,"['#NewYearResolution', '#2018camping', '#PlanAhead']","['https://t.co/ePsOQZnx5q', 'https://t.co/v3o70k9oyB']"
2,947225931952939009,14,44,2017-12-30 22:00:35,"Put a Canadian twist on your plans, and cue up this stunning music video of performed by . Breathtaking scenery locations and . 8","['#NewYearsEve', '#AuldLangSyne', '#CapeSpearNHS', '#GrosMorneNP']",['https://t.co/1mhZwqP9A']
3,947150587883347969,7,33,2017-12-30 17:01:12,"We know you’ve had some great in our this year, so tell us all about it! Share your best eerience of ! ️","['#adventures', '#places', '#ParksCanada', '#Canada150']",['https://t.co/pPqT7pWZAq']
4,947120242572054533,7,29,2017-12-30 15:00:37,"From starry backcountry nights to cozy rustic shelters, we’ve got Adventures to help you get your on all year round! ️ 1 c","['#WinterCamping', '#campvibes']","['https://t.co/82ikpjBdX', 'https://t.co/OCf86NJkV']"
5,946848436569149442,7,28,2017-12-29 21:00:33,"Looking for getaway? Four hours from Toronto, unwind among the ancient cedars on the rugged Georgian Bay shoreline . Enjoy a slow-paced weekend of hiking, snowshoeing or skiing. 1","['#WinterCamping', '#YYZ']","['https://t.co/82ikpjBdX', 'https://t.co/RosQB5Gokj']"
6,946818267636695043,6,9,2017-12-29 19:00:40,"our Family/Group is % off until December , ? Don’t miss this opportunity to save on your next adventure! 0U8 See you in !","['#DidYouKnow', '#DiscoveryPass']","['https://t.co/U8DWrr6', 'https://t.co/WKkwA9XNee']"
7,946788104144281605,11,72,2017-12-29 17:00:49,"was full of and and we want to hear about it! For our final , we want you to show us your best eerience of !","['#Canada150', '#adventure', '#discovery', '#ParksChallenge', '#ParksCanada']",['https://t.co/2mC3oZDW2n']
8,946764037966180354,16,34,2017-12-29 15:25:11,"It’s , which means the year is coming to an end… ⏰ Our is to spend as much time in the great outdoors as possible in , how about you?","['#TickTockDay', '#NewYearsResolution', '#GetOutside']",['https://t.co/bQCROMJCuN']
9,946512381756264449,10,39,2017-12-28 22:45:11,Did bring you new gear? The only thing left is for you to book – reservations start in January!,"['#Santa', '#camping', '#2018camping']","['https://t.co/ePsOQZnx5q', 'https://t.co/nNb9KUeSfP']"
10,946472108955262976,499,1471,2017-12-28 20:05:10,"A big thank you for an incredible year, on behalf of the entire network. dC","['#Canada150', '#ParksCanada']",['https://t.co/UXkwnRTw']
11,946448278199132161,11,27,2017-12-28 18:30:28,"Winter activities by day 🥅, campfire stories by night: if you’ve never tried camping in the colder months before, you’re in for a treat! Here are Adventures to get you started! U",['#WinterCamping'],"['https://t.co/s5C2ARtEP', 'https://t.co/dg8vwufSym']"
12,946425799141396482,10,57,2017-12-28 17:01:08,"Wow, what a year it’s been! We’ve seen some amazing photos from your adventures at our across 🇨🇦, but which was your favourite? For this final , we want to hear about your best eerience of ! ️","['#places', '#Canada', '#ParksChallenge', '#ParksCanada', '#Canada150']",['https://t.co/kZEf3iG1FJ']
13,946410724917641217,0,3,2017-12-28 16:01:14,"Last year, we brought you to the of Canada with our Big Red Balloon as a countdown to . Stay tuned later today to see where the travelled in !","['#4corners', '#Canada150']",['https://t.co/hTFKXQkp2b']
14,946395534398455808,26,50,2017-12-28 15:00:53,"Exciting news! Starting in , admission to places will be for youth and under. 0U8 Where will you be eloring? c","['#ParksCanada', '#FREE']","['https://t.co/U8DWrr6', 'https://t.co/rn8TDxkSg']"
15,946149993735483392,15,41,2017-12-27 22:45:11,"may be almost over… but that doesn’t mean the fun has to end! Check out ’ tips on visiting the adventure-ridden Torngat Mountains National Park, :",['#Canada150'],"['https://t.co/FAxT5SDfLy', 'https://t.co/KpAHeSwKXO']"
