,id,retweet_count,favorite_count,created_at,full_text_cleaned,hashtags,urls
0,947595798791024641,26,27,2017-12-31 22:30:18,What's your ? The strategy has actions you can take in :,"['#sustainability', '#NewYearsResolution', '#SustDev']","['https://t.co/FV44lEXKCp', 'https://t.co/TRJRNwXVde']"
1,947512687092625409,19,29,2017-12-31 17:00:03,"Hey, Canada! plaques are being installed across the country to honour Canadians who set aside lands for habitat . Find out more:","['#Canada150', '#conservation', '#PurcellsCove']","['https://t.co/k1tryyuMzt', 'https://t.co/h8oE2z51ll']"
2,947224550357520385,22,25,2017-12-30 21:55:06,"As part the (YOPP), weather observations will be increased in Canada’s North. YOPP aims to improve and climate forecasts for polar regions.","['#YearOfPolarPrediction', '#weather', '#ArcticScience']","['https://t.co/Qvf6pGyVcG', 'https://t.co/wYAQ7T02hJ']"
3,947160409257267200,6,21,2017-12-30 17:40:13,Birgit and her science team are conducting a long term study of contaminants in seabird eggs.,['#ArcticScience'],['https://t.co/kxmajjKpgl']
4,947127645925400576,19,20,2017-12-30 15:30:02,Are you a land owner? Do you have ecologically sensitive lands? Find out more about our and incentive programs for private . D2,"['#nature', '#conservation', '#funding', '#tax', '#landowners']","['https://t.co/akP1ZJMMWa', 'https://t.co/tcqBjHmz']"
5,946777905316712448,8,30,2017-12-29 16:20:17,It’s Month! Our scientists are studying the effects of contaminants on the health of Arctic and ecosystems.,"['#ArcticScience', '#wildlife']","['https://t.co/r3S8upAo5Y', 'https://t.co/h0jiWc95VW']"
6,946750175195807750,18,29,2017-12-29 14:30:06,plaques are being installed on properties to thank Canadians and recognize them for habitat on their properties. Thank you!,"['#Canada150', '#conservation']","['https://t.co/WnFHU05DvK', 'https://t.co/T4SBOGvk4N']"
7,946485926762446848,17,28,2017-12-28 21:00:04,"Hey, Canada! plaques are being installed across the country to honour Canadians who set aside lands for habitat . Find out more:","['#Canada150', '#conservation']","['https://t.co/comjMQSCw5', 'https://t.co/frwDoDX2yZ']"
8,946467092525666304,32,62,2017-12-28 19:45:14,It’s Month. Our scientists use geospatial mapping to monitor the effects of on Arctic permafrost. 2,"['#ArcticScience', '#ClimateChange']","['https://t.co/vUnatvTX3', 'https://t.co/G8FowOW6hO']"
9,946463606849273856,26,0,2017-12-28 19:31:22,: Can’t decide on a ? Here’s one: lower your energy use to help reduce impacts. …,"['#NewYearsResolution', '#ClimateChange', '#Winte']",[]
10,946431840725995521,3,8,2017-12-28 17:25:09,"This holiday season, make some time to ! Learn more from 🇨🇦’s strategy:","['#ConnectWithNature', '#SustDev']","['https://t.co/S9bvyqmZHB', 'https://t.co/4TVXcamDJP']"
11,946405438526054400,4,11,2017-12-28 15:40:14,"Are you a enthusiast, importer or researcher? Complete our online survey and help design import permitting and controls for responsible trade. 0",['#salamander'],"['https://t.co/Oni42DBve', 'https://t.co/kXRt9dER3r']"
12,946119802589995008,60,130,2017-12-27 20:45:13,It’s Month! Find out what Canada is doing to help with the conservation of the :,"['#ArcticScience', '#PolarBear']","['https://t.co/xYGggk3twy', 'https://t.co/1lELm1wYyk']"
13,946034262247079939,34,45,2017-12-27 15:05:19,"Don’t forget to participate in the public comment period for Canadian species being considered for protection under the Act! Comment by Jan , .",['#SpeciesAtRisk'],"['https://t.co/BD2CqRJQh5', 'https://t.co/QWGxNpyWlh']"
14,945722159695106050,15,28,2017-12-26 18:25:08,It’s Month! Our scientists combine and Indigenous knowledge to help conserve the caribou.,"['#ArcticScience', '#science']","['https://t.co/inygVp8BPP', 'https://t.co/hL0I7HdhKT']"
15,945679380956803072,22,22,2017-12-26 15:35:08,Cleaning up after a fun-filled day of gift-exchanging? Check with your to see what can be recycled; don’t send unnecessary waste to landfills!,"['#municipality', '#GreenHoliday', '#BoxingDay']",['https://t.co/FZ8tPb4e9L']
16,945315809961955328,14,25,2017-12-25 15:30:26,! Going to see family and friends? travel calls for extra care – check our hourly forecasts before heading out. Be !,"['#HappyHolidays', '#Winter', '#WeatherWise']","['https://t.co/TPs93Gd7Rs', 'https://t.co/wOYBvVfCQz']"
17,944665188304932870,7,19,2017-12-23 20:25:06,Keep the kids busy over the holidays! Have them play and elore our new website:,"['#ClimateKids', '#GreenHoliday']","['https://t.co/GB3jOV3pLs', 'https://t.co/6I4b4CIuSN']"
18,944643974920273920,13,43,2017-12-23 19:00:48,Selfie! Our scientists Amila and Jane measure contaminants from permafrost thaws into Nunavut lakes. u,"['#ArcticScience', '#ClimateChange']","['https://t.co/57DYtjlORX', 'https://t.co/tOlqjPV43']"
19,944599787437023232,39,30,2017-12-23 16:05:13,Effects of on Canada’s Arctic region include loss of sea ice and habitat. Find out more:,"['#ClimateChange', '#wildlife', '#ArcticScience']","['https://t.co/zH0LKOHemx', 'https://t.co/5UvJRlWBhQ']"
20,944562021886058496,15,22,2017-12-23 13:35:09,"For a , wrap gifts in reusable materials like comics, old maps or magazines!",['#GreenHoliday'],['https://t.co/TaSQy1kG2t']
21,944308960437374977,7,0,2017-12-22 20:49:35,": What do our places have to offer this season? Beauty, history and birds! Take note of the bird counts happening i…",['#holiday'],[]
22,944308746959904768,12,0,2017-12-22 20:48:44,: that we’re offering admission to ALL places starting in for and under? It is the pe…,"['#DYK', '#FREE', '#ParksCanada', '#youth']",[]
23,944307929724973057,36,0,2017-12-22 20:45:29,": Get ready to make your holiday wishes during the Ursids meteor shower, peaking after midnight and before dawn tomorrow. Credi…",[],[]
24,944304161478332416,18,21,2017-12-22 20:30:31,is here! Being prepared and knowing what to do during can save your life!,"['#Winter', '#SevereWx']","['https://t.co/TFHUJJf7Re', 'https://t.co/pzmu44rcSj']"
25,944264474042740736,13,0,2017-12-22 17:52:48,: Be careful this ! Check for weather warnings in your area before going out to sea. https…,['#HolidaySeason'],['https://t.co/OxVzdxQwXT']
26,944264118617432064,9,0,2017-12-22 17:51:24,: Proud to be one of departments contributing to 🇨🇦’s GHG reduction goal. We’ve reduced emissions by % since ! …,"['#GoC', '#Gree']",[]
27,944263407871709184,11,0,2017-12-22 17:48:34,": From a high-rise made of wood to field work in the Arctic, we keep you informed on our latest science achievements with Simply S…",[],[]
28,944263156389548032,16,0,2017-12-22 17:47:34,: . Polar Bear Research Program was launched years ago.,"['#ArcticScience', '#ClimateChange', '#TBT']",['https://t.co/P26\xe2\x80\xa6']
29,944263054660964352,13,0,2017-12-22 17:47:10,": During Month, a shout out to wildlife research team studying threats to bird habitat. …","['#ArcticScience', '#Clima']",[]
30,944256291949699079,6,9,2017-12-22 17:20:18,"This year, give a that stays in your memory and not a landfill! How about tickets to a play, movie or sporting event?","['#gift', '#GreenHoliday']",['https://t.co/iIwetbfJ9F']
