status_id,status_message,link_name,status_type,status_link,status_published,num_reactions,num_comments,num_shares,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys,num_special
883120228472315_1505371686247163,"Join us this week at the @uManitoba career fairs! We have careers to suit every interest, and in locations from coast to coast. Our employees include farmers, finance officers, administrators and scientists just to name a few! http://ow.ly/5yTm30hOgAT",,status,,2018-01-16 12:50:05,3,0,1,3,0,0,0,0,0,0
883120228472315_1505239456260386,Our scientists work to make sure Canadian agriculture keeps on innovating! Check out some of the science that’s underway: http://ow.ly/I9oq30hOd7b,Timeline Photos,photo,https://www.facebook.com/CanadianAgriculture/photos/a.889058524545152.1073741828.883120228472315/1505239456260386/?type=3,2018-01-16 10:20:04,7,0,0,7,0,0,0,0,0,0
883120228472315_1504462746338057,"ICYMI: Get help with green improvements on your farm from recent graduates – apply now to our Agricultural Youth Green Jobs Initiative! Applications are being accepted on a first-come, first-served basis. For more info on your eligibility, or to apply visit: http://ow.ly/Q8GZ30hN9vp",Timeline Photos,photo,https://www.facebook.com/CanadianAgriculture/photos/a.889058524545152.1073741828.883120228472315/1504462746338057/?type=3,2018-01-15 13:30:14,11,0,12,10,0,1,0,0,0,0
883120228472315_1504347176349614,We’re at @uManitoba career fairs tomorrow til Thursday. Come discover a career in agriculture: #CareersInAg,,status,,2018-01-15 10:50:04,3,0,1,3,0,0,0,0,0,0
883120228472315_1501823973268601,Do you feel like chicken tonight? Try our recipe for Butterflied Chicken with Mild Garlic Tomato Sauce: http://ow.ly/Vhyi30hJUgr,Timeline Photos,photo,https://www.facebook.com/CanadianAgriculture/photos/a.889058524545152.1073741828.883120228472315/1501823973268601/?type=3,2018-01-12 16:00:23,6,0,1,5,0,0,0,0,1,0
883120228472315_1501686773282321,Congrats to our scientist Dr. Ernest Small on being named a member of the Order of Canada! He has worked long and hard to advance agricultural science and inform policy decisions: http://ow.ly/Cd7630hJU3V,Timeline Photos,photo,https://www.facebook.com/CanadianAgriculture/photos/a.889058524545152.1073741828.883120228472315/1501686773282321/?type=3,2018-01-12 12:30:13,22,0,1,20,2,0,0,0,0,0
883120228472315_1501567863294212,"Growing piglets can get more milk from their mothers, thanks to our scientist's discoveries: http://ow.ly/LIEV30hJTyH",Timeline Photos,photo,https://www.facebook.com/CanadianAgriculture/photos/a.889058524545152.1073741828.883120228472315/1501567863294212/?type=3,2018-01-12 10:00:20,18,3,1,16,0,0,0,0,2,0
883120228472315_1500859690031696,"Consultations on #AFoodPolicy4Canada have wrapped up after hearing from close to 45,000 Canadians! More in Agri-info: http://ow.ly/tPm030hIzXk",Timeline Photos,photo,https://www.facebook.com/CanadianAgriculture/photos/a.889058524545152.1073741828.883120228472315/1500859690031696/?type=3,2018-01-11 15:15:08,11,0,3,10,0,1,0,0,0,0
883120228472315_1500707706713561,Our scientists have been working hard to find ways to make healthier bread options- by infusing them with Canadian pulses! Learn more: http://ow.ly/MEmA30hIyPT,Timeline Photos,photo,https://www.facebook.com/CanadianAgriculture/photos/a.889058524545152.1073741828.883120228472315/1500707706713561/?type=3,2018-01-11 11:33:54,19,3,3,18,1,0,0,0,0,0
883120228472315_1499714816812850,"Did you know Canada is home to almost 5,000 commercial poultry and egg producers? Learn more: http://ow.ly/gftE30hH3SR",Timeline Photos,photo,https://www.facebook.com/CanadianAgriculture/photos/a.889058524545152.1073741828.883120228472315/1499714816812850/?type=3,2018-01-10 10:23:57,25,5,6,22,0,0,0,1,2,0
883120228472315_1498940230223642,We'll be at the 2018 Vancouver Small Business Information Expo on January 30. Drop by to learn about more than 50 government programs that can help support your small business! RSVP and get your free ticket here: http://ow.ly/in7i30hFK8q,Timeline Photos,photo,https://www.facebook.com/CanadianAgriculture/photos/a.889058524545152.1073741828.883120228472315/1498940230223642/?type=3,2018-01-09 15:15:07,9,0,1,9,0,0,0,0,0,0
