status_id,status_message,link_name,status_type,status_link,status_published,num_reactions,num_comments,num_shares,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys,num_special
431918433581020_1301538073285714,,Financial Consumer Agency of Canada (FCAC),photo,https://www.facebook.com/FCACan/photos/a.455450081187979.103116.378967748836213/1628162523916723/?type=3,2018-01-16 14:29:07,1,0,0,1,0,0,0,0,0,0
431918433581020_1301442003295321,"Life is full of surprises, and not all of them are positive. Plan for life’s ups AND downs by making an emergency fund part of your budget. 💸

A good emergency fund should help cover living expenses for three to six months. Here are more tips on updating your financial priorities: http://ow.ly/lcgJ30hKkdC",Timeline Photos,photo,https://www.facebook.com/YourMoneyMattersCanada/photos/a.501487959957400.1073741828.431918433581020/1301442003295321/?type=3,2018-01-16 11:45:19,7,2,7,7,0,0,0,0,0,0
431918433581020_1300895056683349,"Did you know that if you made a mistake on your tax return or forgot to include something, you can request a change online? http://ow.ly/DIVg30hKjZr #CdnTax",Timeline Photos,photo,https://www.facebook.com/YourMoneyMattersCanada/photos/a.501487959957400.1073741828.431918433581020/1300895056683349/?type=3,2018-01-15 18:45:08,3,2,3,3,0,0,0,0,0,0
431918433581020_1300680796704775,"Thinking of turning some of your old gold into new cash? 👑💰

Remember that weight is only one factor in determining your gold jewelry’s value. Get the best price by having your gold appraised by multiple credible sources. 

Learn more about buying and selling gold:
http://ow.ly/i7ei30hKjF9
#getwhatyoupayfor",Timeline Photos,photo,https://www.facebook.com/YourMoneyMattersCanada/photos/a.501487959957400.1073741828.431918433581020/1300680796704775/?type=3,2018-01-15 11:45:17,1,1,1,0,1,0,0,0,0,0
431918433581020_1300515270054661,Holiday bills got you stressed? Check out these helpful tips on making and sticking to a budget in 2018: http://ow.ly/HTxe30hKeNR #BlueMonday #FinancialPlanning,Timeline Photos,photo,https://www.facebook.com/YourMoneyMattersCanada/photos/a.501487959957400.1073741828.431918433581020/1300515270054661/?type=3,2018-01-15 08:00:33,6,2,2,4,2,0,0,0,0,0
431918433581020_1298234173616104,"DYK that in most Canadian provinces and territories, you don’t pay certain sales taxes (PST, GST and HST) on children’s clothing and footwear? Double-check your receipts to make sure you aren’t charged tax when you should be getting an exemption. 👕 👖 👟🛍️

Contact your provincial or territorial consumer affairs office to learn which items are tax-exempt: http://ow.ly/isGH30hBGYM",Timeline Photos,photo,https://www.facebook.com/YourMoneyMattersCanada/photos/a.501487959957400.1073741828.431918433581020/1298234173616104/?type=3,2018-01-12 11:45:25,9,7,4,8,1,0,0,0,0,0
431918433581020_1298149596957895,,Financial Consumer Agency of Canada (FCAC),photo,https://www.facebook.com/FCACan/photos/a.455450081187979.103116.378967748836213/1616139818452327/?type=3,2018-01-12 09:30:59,4,0,0,4,0,0,0,0,0,0
431918433581020_1297512283688293,"Is your old gas furnace rattling and buzzing non-stop this winter? Thinking of replacing it?

Consider replacing it with an energy-efficient furnace. On top of being more quiet and eco-friendly, it’ll help cut your energy bills and save you money in the long run. 💲🌡️

Many programs offer incentives to use eco-friendly models in your home. Check out which programs are available in your province, territory or city: http://ow.ly/nYIi30hBGOg #EnergyEfficiency",Timeline Photos,photo,https://www.facebook.com/YourMoneyMattersCanada/photos/a.501487959957400.1073741828.431918433581020/1297512283688293/?type=3,2018-01-11 11:45:26,5,2,4,4,1,0,0,0,0,0
431918433581020_1296714313768090,"New year. New budget. 📋💲

Take the stress out of planning your 2018 budget.  The Financial Consumer Agency of Canada has money management tools for everything from paying down your debt to calculating your mortgage payment schedule.

Find the tools and calculators that can help you budget:  http://ow.ly/YLha30hBGzJ",Timeline Photos,photo,https://www.facebook.com/YourMoneyMattersCanada/photos/a.501487959957400.1073741828.431918433581020/1296714313768090/?type=3,2018-01-10 11:45:19,6,2,7,5,1,0,0,0,0,0
431918433581020_1296018063837715,,CRTC - Canadian Radio-television and Telecommunications Commission,photo,https://www.facebook.com/crtceng/photos/a.773717422711240.1073741828.701549873261329/1626667544082886/?type=3,2018-01-09 16:45:53,3,1,0,2,1,0,0,0,0,0
