comment_id,status_id,parent_id,comment_message,comment_published,num_reactions,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys,num_special
10156029821412888_10156029826912888,377625007887_10156029821412888,,"À 20 degrés, il n'y a ni neige ni glace....",2018-01-16 09:13:05,0,0,0,0,0,0,0,0
10156029821412888_10156029852102888,377625007887_10156029821412888,,Vous la trouvez où votre neige et votre glace à 20 degrés???,2018-01-16 09:22:20,0,0,0,0,0,0,0,0
10156029821412888_10156029860787888,377625007887_10156029821412888,,surement -20,2018-01-16 09:26:06,1,1,0,0,0,0,0,0
10156029821412888_10156029882452888,377625007887_10156029821412888,,Sa parait que ses le gouvernement il font meme des fautes dans leur devinette,2018-01-16 09:39:07,2,0,0,0,2,0,0,0
10156029821412888_10156029975812888,377625007887_10156029821412888,,+glissant à 0 degré,2018-01-16 10:24:39,0,0,0,0,0,0,0,0
10156029821412888_10156030574532888,377625007887_10156029821412888,,A,2018-01-16 14:32:20,0,0,0,0,0,0,0,0
10156029821412888_10156030789477888,377625007887_10156029821412888,,B)Car à -20 C les pneus adhèrent moins sur la neige/glace qu’à 0 degrés C.,2018-01-16 16:26:58,0,0,0,0,0,0,0,0
10156029821412888_10156030876482888,377625007887_10156029821412888,10156029821412888_10156030789477888,J'ai gagné 😁,2018-01-16 17:09:44,1,0,0,0,1,0,0,0
10156029821412888_10156030795242888,377625007887_10156029821412888,,"Réponse : Vrai. À 0 °C, la neige et la glace sont plus glissantes, car elles sont plus près de leur point de fusion. Conseils sur la conduite en hiver : http://ow.ly/7vlq30hnE2T [[PHOTO]]",2018-01-16 16:29:01,1,0,0,1,0,0,0,0
10156029821412888_10156031018727888,377625007887_10156029821412888,,"Vrai, la glace est plus dure donc plus de mordent avec le neige étoilée, grésil plus rond plus glissant.",2018-01-16 18:45:22,0,0,0,0,0,0,0,0
10156029821412888_10156031132672888,377625007887_10156029821412888,,True,2018-01-16 20:04:48,0,0,0,0,0,0,0,0
10156029821412888_10156031238947888,377625007887_10156029821412888,,Faux,2018-01-16 20:49:37,0,0,0,0,0,0,0,0
10156029821412888_10156031459867888,377625007887_10156029821412888,,Vrai,2018-01-16 23:13:53,0,0,0,0,0,0,0,0
10156029821412888_10156034136127888,377625007887_10156029821412888,,A,2018-01-17 22:51:57,0,0,0,0,0,0,0,0
10156027399617888_10156028999937888,377625007887_10156027399617888,,Ostie vous êtes fatiguant avec ça,2018-01-15 23:29:22,0,0,0,0,0,0,0,0
10156022416017888_10156023790392888,377625007887_10156022416017888,,Passages supérieurs plutôt que passagers supérieurs,2018-01-13 19:39:05,1,1,0,0,0,0,0,0
10156021364477888_10156021380342888,377625007887_10156021364477888,,That's it!,2018-01-12 20:09:01,0,0,0,0,0,0,0,0
10156021364477888_10156021384372888,377625007887_10156021364477888,,Je vais la garder pour un joke de papa,2018-01-12 20:10:35,2,1,0,0,1,0,0,0
10156021364477888_10156021618662888,377625007887_10156021364477888,,Marie-Pier Couturier,2018-01-12 22:28:18,0,0,0,0,0,0,0,0
10156021364477888_10156021650472888,377625007887_10156021364477888,,Jérémie Roy j’ai pensé à toi,2018-01-12 22:53:58,0,0,0,0,0,0,0,0
10156018944232888_10156019100127888,377625007887_10156018944232888,,Bonne chance ! Yen a une mechante gang qui savent meme pas quils roulent sur les hautes à l’annee,2018-01-11 21:16:58,0,0,0,0,0,0,0,0
10156018944232888_10156019109522888,377625007887_10156018944232888,,hummm c'est une page pour les gens de la maternelle ?,2018-01-11 21:24:06,0,0,0,0,0,0,0,0
10156018944232888_10156019953082888,377625007887_10156018944232888,,Aujourd’hui y on pu le choix,2018-01-12 08:01:55,0,0,0,0,0,0,0,0
10156018944232888_10156020183282888,377625007887_10156018944232888,,Oui ont le sais,2018-01-12 10:14:45,0,0,0,0,0,0,0,0
10156018465287888_10156019730782888,377625007887_10156018465287888,,j'ai envie de vous aider dans le domaine du transport à travers ma compétence acquise du secteur.,2018-01-12 05:24:45,0,0,0,0,0,0,0,0
10156017662862888_10156018026137888,377625007887_10156017662862888,,Mmmeeehhhh..... Loll serieux yen as quion besoin dun cour sur les vehicules....,2018-01-11 11:25:44,0,0,0,0,0,0,0,0
10156014013037888_10156014022887888,377625007887_10156014013037888,,On peut tu me dire pkoi les auto se promene la nuit avec les lumieres fermé? Pis que la polices passe a coté comme si ce n'était rien ?,2018-01-09 16:06:30,0,0,0,0,0,0,0,0
10156013078537888_10156014074737888,377625007887_10156013078537888,,Vingt-cinq ponts et tunnels routiers internationaux et neuf structures ferroviaires internationales relient le Canada et les États-Unis Agence des services frontaliers du Canada  http://www.cbsa-asfc.gc.ca/bwt-taf/menu-fra.html [[SHARE]],2018-01-09 16:30:18,0,0,0,0,0,0,0,0
10156013078537888_10156016215337888,377625007887_10156013078537888,,je sais pas mais entre quebec levis il manque un tunnel au lieu d'un tramway de crotte,2018-01-10 15:16:12,1,1,0,0,0,0,0,0
10156013078537888_10156017210142888,377625007887_10156013078537888,,Combien y en as entre le Canada et la France?,2018-01-11 02:12:08,0,0,0,0,0,0,0,0
10156003921822888_10156006255057888,377625007887_10156003921822888,,Pour rapatrier les migrants Tabernacle,2018-01-06 11:49:21,0,0,0,0,0,0,0,0
10156003096272888_10156003103242888,377625007887_10156003096272888,,He he!,2018-01-05 08:06:14,0,0,0,0,0,0,0,0
10156003096272888_10156004075297888,377625007887_10156003096272888,,Mathieu Rufino ahahahaahahahahahaha,2018-01-05 15:59:30,1,0,1,0,0,0,0,0
10156001996712888_10156002112707888,377625007887_10156001996712888,,Pascal Levasseur-Tremblay,2018-01-04 20:49:49,0,0,0,0,0,0,0,0
10156001996712888_10156002112992888,377625007887_10156001996712888,10156001996712888_10156002112707888,vitre qui tombe,2018-01-04 20:49:58,0,0,0,0,0,0,0,0
10156001996712888_10156002126592888,377625007887_10156001996712888,10156001996712888_10156002112707888,Change de clé,2018-01-04 20:55:28,0,0,0,0,0,0,0,0
10156001356357888_10156001369452888,377625007887_10156001356357888,,Tabarouette Steve Michaud des bons trucks pareil 😂😂😂😂 Ben mieux avec un Ford t’auras pas deux rappelle en une journée 😂😂😜,2018-01-04 14:07:07,4,3,0,0,1,0,0,0
10156001356357888_10156001371197888,377625007887_10156001356357888,,Pascal Levasseur-Tremblay,2018-01-04 14:08:08,0,0,0,0,0,0,0,0
10156001356357888_10156001372857888,377625007887_10156001356357888,10156001356357888_10156001371197888,Its timw,2018-01-04 14:08:39,0,0,0,0,0,0,0,0
10156001356357888_10156001519122888,377625007887_10156001356357888,,Alex Papineau another one... fucking dodge 😂,2018-01-04 15:20:45,1,1,0,0,0,0,0,0
10156001356357888_10156001551902888,377625007887_10156001356357888,10156001356357888_10156001519122888,"It's ok, I like it hot",2018-01-04 15:39:56,1,0,0,0,1,0,0,0
10156001356357888_10156001563412888,377625007887_10156001356357888,,Jimmy Marcoux,2018-01-04 15:46:20,0,0,0,0,0,0,0,0
10156001356357888_10156001592047888,377625007887_10156001356357888,10156001356357888_10156001563412888,Jai un ram,2018-01-04 16:03:40,0,0,0,0,0,0,0,0
10156001356357888_10156001593427888,377625007887_10156001356357888,10156001356357888_10156001563412888,Jimmy Marcoux 🤣🤣🤣bin oui j avait pas regarder,2018-01-04 16:04:25,0,0,0,0,0,0,0,0
10156001356357888_10156001901932888,377625007887_10156001356357888,,"Risque de donner le""feux au cul"" des conducteurs..........de Dodge!! Hihihi",2018-01-04 19:04:49,0,0,0,0,0,0,0,0
10156001356357888_10156001904502888,377625007887_10156001356357888,,Steves Mercierr,2018-01-04 19:07:07,0,0,0,0,0,0,0,0
10156001356357888_10156002349042888,377625007887_10156001356357888,10156001356357888_10156001904502888,J’ai un ram,2018-01-04 22:51:59,0,0,0,0,0,0,0,0
10156001356357888_10156002222522888,377625007887_10156001356357888,,Pas recu de lettre du fabriquant donc pas de probleme,2018-01-04 21:37:30,0,0,0,0,0,0,0,0
10156001356357888_10156002402192888,377625007887_10156001356357888,,Guillaume Ratte encore un dodge😂,2018-01-04 23:33:33,0,0,0,0,0,0,0,0
10156001356357888_10156003189617888,377625007887_10156001356357888,,Samuel Grant,2018-01-05 08:59:33,0,0,0,0,0,0,0,0
10156001356357888_10156005809937888,377625007887_10156001356357888,10156001356357888_10156003189617888,Haha on parlera pas de ta audi 😂😂,2018-01-06 08:21:27,0,0,0,0,0,0,0,0
10156001356357888_10156004267102888,377625007887_10156001356357888,,Kenworth Alex Marc-Antoine Sévigny-Pharand,2018-01-05 17:35:42,0,0,0,0,0,0,0,0
10156001356357888_10156009460152888,377625007887_10156001356357888,,bon pour sylvain,2018-01-07 18:20:20,0,0,0,0,0,0,0,0
10155998775302888_10155998801017888,377625007887_10155998775302888,,David Forest-Leroux au cas,2018-01-03 14:47:42,1,1,0,0,0,0,0,0
10155998775302888_10155998810072888,377625007887_10155998775302888,10155998775302888_10155998801017888,Bon a savoir !,2018-01-03 14:51:31,1,1,0,0,0,0,0,0
10155998775302888_10155998816787888,377625007887_10155998775302888,,Thomas Giroux check sa,2018-01-03 14:55:07,0,0,0,0,0,0,0,0
10155998775302888_10155999234237888,377625007887_10155998775302888,10155998775302888_10155998816787888,2009-2017 😂😂😂😂😂,2018-01-03 18:47:14,1,1,0,0,0,0,0,0
10155998775302888_10155998818002888,377625007887_10155998775302888,,"Sylvie Boisvert pour papa jacques
Olivier Jacques",2018-01-03 14:55:43,0,0,0,0,0,0,0,0
10155998775302888_10155998819367888,377625007887_10155998775302888,,Nicolas Ouellet,2018-01-03 14:56:43,0,0,0,0,0,0,0,0
10155998775302888_10155998829027888,377625007887_10155998775302888,,Vincent Boulet 😂,2018-01-03 15:00:19,1,1,0,0,0,0,0,0
10155998775302888_10155999523217888,377625007887_10155998775302888,10155998775302888_10155998829027888,😂😂😂😂,2018-01-03 21:07:20,0,0,0,0,0,0,0,0
10155998775302888_10155998837042888,377625007887_10155998775302888,,Stéphane Simard,2018-01-03 15:03:46,0,0,0,0,0,0,0,0
10155998775302888_10155998845412888,377625007887_10155998775302888,,Dave Duchesne,2018-01-03 15:07:39,0,0,0,0,0,0,0,0
10155998775302888_10155998845472888,377625007887_10155998775302888,,Maxime Bernard,2018-01-03 15:07:42,0,0,0,0,0,0,0,0
10155998775302888_10155998851067888,377625007887_10155998775302888,,Élisabeth Bercegeay,2018-01-03 15:10:50,0,0,0,0,0,0,0,0
10155998775302888_10155999122587888,377625007887_10155998775302888,10155998775302888_10155998851067888,"Fiou, c'est un 2005 celui à Do!",2018-01-03 17:43:12,0,0,0,0,0,0,0,0
10155998775302888_10155998852302888,377625007887_10155998775302888,,Sylvain Savard,2018-01-03 15:11:34,0,0,0,0,0,0,0,0
10155998775302888_10155998852677888,377625007887_10155998775302888,,Eddy Gibbons,2018-01-03 15:11:50,0,0,0,0,0,0,0,0
10155998775302888_10155998859377888,377625007887_10155998775302888,,Nicolas Tanguay Sebastien Picard,2018-01-03 15:14:44,2,2,0,0,0,0,0,0
10155998775302888_10155999437932888,377625007887_10155998775302888,10155998775302888_10155998859377888,Merci Max Verreault,2018-01-03 20:33:11,1,1,0,0,0,0,0,0
10155998775302888_10155999440962888,377625007887_10155998775302888,10155998775302888_10155998859377888,Merci Max Verreault,2018-01-03 20:34:36,1,1,0,0,0,0,0,0
10155998775302888_10155998859972888,377625007887_10155998775302888,,Carol Bisson.. tiens encore les ram 😂 Pascal Loubier,2018-01-03 15:15:06,1,1,0,0,0,0,0,0
10155998775302888_10155998866242888,377625007887_10155998775302888,10155998775302888_10155998859972888,Toujour les ram lol,2018-01-03 15:18:31,0,0,0,0,0,0,0,0
10155998775302888_10155998875812888,377625007887_10155998775302888,10155998775302888_10155998859972888, [[STICKER]],2018-01-03 15:24:26,0,0,0,0,0,0,0,0
10155998775302888_10155998883952888,377625007887_10155998775302888,10155998775302888_10155998859972888,Pascal Loubier encore un ram hein pascal,2018-01-03 15:28:49,0,0,0,0,0,0,0,0
10155998775302888_10155998865017888,377625007887_10155998775302888,,Alexandre Gauthier,2018-01-03 15:17:41,0,0,0,0,0,0,0,0
10155998775302888_10155999054047888,377625007887_10155998775302888,10155998775302888_10155998865017888,Faudrai qui le prenne pour sa Dave Girard  a moin qui rente dedans avec son lodeur en graten😂,2018-01-03 17:02:03,0,0,0,0,0,0,0,0
10155998775302888_10155999231952888,377625007887_10155998775302888,10155998775302888_10155998865017888,Wais wais gangs de comique,2018-01-03 18:45:20,1,1,0,0,0,0,0,0
10155998775302888_10155998865842888,377625007887_10155998775302888,,Brian Burcombe,2018-01-03 15:18:13,0,0,0,0,0,0,0,0
10155998775302888_10155998867797888,377625007887_10155998775302888,10155998775302888_10155998865842888,Ouin,2018-01-03 15:19:46,1,1,0,0,0,0,0,0
10155998775302888_10155999513867888,377625007887_10155998775302888,10155998775302888_10155998865842888,Je savais que c’était d’la marde c truck la .... hihii,2018-01-03 21:01:25,2,0,0,0,2,0,0,0
10155998775302888_10155999567547888,377625007887_10155998775302888,10155998775302888_10155998865842888,Martin Cleroux that’s why my truck was down the street when we came out of the office...😜,2018-01-03 21:32:54,1,0,0,0,1,0,0,0
10155998775302888_10155998865977888,377625007887_10155998775302888,,Yvon Proulx,2018-01-03 15:18:22,0,0,0,0,0,0,0,0
10155998775302888_10155998870087888,377625007887_10155998775302888,,Emmanuel Morin,2018-01-03 15:21:33,1,1,0,0,0,0,0,0
10155998775302888_10155998873637888,377625007887_10155998775302888,,Daniel Mailloux,2018-01-03 15:23:39,0,0,0,0,0,0,0,0
10155998775302888_10155999123692888,377625007887_10155998775302888,10155998775302888_10155998873637888,Correct le mien 2007,2018-01-03 17:44:09,1,1,0,0,0,0,0,0
10155998775302888_10155998875392888,377625007887_10155998775302888,,2003. le truck du siecle,2018-01-03 15:24:20,0,0,0,0,0,0,0,0
10155998775302888_10155998882072888,377625007887_10155998775302888,,Francis Rémillard?,2018-01-03 15:27:40,0,0,0,0,0,0,0,0
10155998775302888_10155998989087888,377625007887_10155998775302888,10155998775302888_10155998882072888,Francis Rémillard,2018-01-03 16:26:51,0,0,0,0,0,0,0,0
10155998775302888_10155998989547888,377625007887_10155998775302888,10155998775302888_10155998882072888,mmoi il nest pas sur la colonne,2018-01-03 16:27:02,0,0,0,0,0,0,0,0
10155998775302888_10155998994722888,377625007887_10155998775302888,10155998775302888_10155998882072888,Francis Rémillard  roulette de laveuse samsung,2018-01-03 16:29:01,1,1,0,0,0,0,0,0
10155998775302888_10155999000607888,377625007887_10155998775302888,10155998775302888_10155998882072888,lol ca va mieux qun shifter a colonne qui date des annees 70 😜,2018-01-03 16:30:59,0,0,0,0,0,0,0,0
10155998775302888_10155998884097888,377625007887_10155998775302888,,Serge Lavallee,2018-01-03 15:28:57,0,0,0,0,0,0,0,0
10155998775302888_10155998884777888,377625007887_10155998775302888,,Étienne Carrier,2018-01-03 15:29:27,0,0,0,0,0,0,0,0
10155998775302888_10155998885187888,377625007887_10155998775302888,,Sylvain Roy,2018-01-03 15:29:43,0,0,0,0,0,0,0,0
10155998775302888_10155998885922888,377625007887_10155998775302888,,Guy Lessard,2018-01-03 15:30:29,0,0,0,0,0,0,0,0
10155998775302888_10155998896622888,377625007887_10155998775302888,,Michel Neault va faire cheker ca,2018-01-03 15:34:18,0,0,0,0,0,0,0,0
10155998775302888_10155998896742888,377625007887_10155998775302888,,Deschenes Harvey Briian,2018-01-03 15:34:22,0,0,0,0,0,0,0,0
10155998775302888_10155998901217888,377625007887_10155998775302888,10155998775302888_10155998896742888,Le mien y fait sa haha jtrouve sa pratique moi 😂😂😂,2018-01-03 15:37:07,0,0,0,0,0,0,0,0
10155998775302888_10155998903797888,377625007887_10155998775302888,10155998775302888_10155998896742888,Mon 2003 aussi fesais sa ahah,2018-01-03 15:38:32,0,0,0,0,0,0,0,0
10155998775302888_10155998909437888,377625007887_10155998775302888,10155998775302888_10155998896742888,Fait bin le reculon enbarque moeu haha,2018-01-03 15:41:12,0,0,0,0,0,0,0,0
10155998775302888_10155998912342888,377625007887_10155998775302888,10155998775302888_10155998896742888,😂🤦🏻‍♂️,2018-01-03 15:42:44,0,0,0,0,0,0,0,0
10155998775302888_10155998899752888,377625007887_10155998775302888,,HLuc HVollant Jacques Langis,2018-01-03 15:36:23,0,0,0,0,0,0,0,0
10155998775302888_10155998900447888,377625007887_10155998775302888,,Pierre-Luc Thibodeau 😂 un autre rdv!,2018-01-03 15:36:50,0,0,0,0,0,0,0,0
10155998775302888_10155998914387888,377625007887_10155998775302888,,Bruno Girard,2018-01-03 15:44:12,0,0,0,0,0,0,0,0
10155998775302888_10155998914702888,377625007887_10155998775302888,,André Perreault 🙄,2018-01-03 15:44:21,0,0,0,0,0,0,0,0
10155998775302888_10155998915517888,377625007887_10155998775302888,,Shirleyetcyril Demers Leblond,2018-01-03 15:44:57,0,0,0,0,0,0,0,0
10155998775302888_10155998921152888,377625007887_10155998775302888,,William Pare,2018-01-03 15:47:17,0,0,0,0,0,0,0,0
10155998775302888_10155998926692888,377625007887_10155998775302888,,Aurèle Dubé partagez partagez,2018-01-03 15:49:42,0,0,0,0,0,0,0,0
10155998775302888_10155998927717888,377625007887_10155998775302888,,Sonia Vallée,2018-01-03 15:50:27,0,0,0,0,0,0,0,0
10155998775302888_10155998928117888,377625007887_10155998775302888,10155998775302888_10155998927717888,Sonia Vallée,2018-01-03 15:50:44,0,0,0,0,0,0,0,0
