status_id,status_message,link_name,status_type,status_link,status_published,num_reactions,num_comments,num_shares,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys,num_special
485734081568161_1079845198823710,,Agence de la consommation en matière financière du Canada (ACFC),photo,https://www.facebook.com/ACFCan/photos/a.260990094033469.64157.184605778338568/1171786616287141/?type=3,2018-01-16 14:34:27,1,0,1,1,0,0,0,0,0,0
485734081568161_1079792138829016,"La vie est remplie de surprises, et elles ne sont pas toutes bonnes. Planifiez pour les hauts ET les bas de la vie en constituant un fonds d’urgence dans le cadre de votre budget. 💸

Un bon fonds d’urgence devrait pouvoir couvrir vos frais de subsistance pour trois à six mois. Voici d’autres conseils pour mettre à jour vos priorités financières: http://ow.ly/9RZ430hKkic",Timeline Photos,photo,https://www.facebook.com/QuestionsdargentCanada/photos/a.534106823397553.1073741828.485734081568161/1079792138829016/?type=3,2018-01-16 11:45:20,4,1,4,2,0,0,2,0,0,0
485734081568161_1079451108863119,Saviez-vous que vous pouvez demander en ligne une correction des erreurs et oublis dans votre déclaration de revenus ? http://ow.ly/mypM30hKk2K #impôtcdn,Timeline Photos,photo,https://www.facebook.com/QuestionsdargentCanada/photos/a.534106823397553.1073741828.485734081568161/1079451108863119/?type=3,2018-01-15 18:45:07,1,0,6,1,0,0,0,0,0,0
485734081568161_1079310572210506,"Vous envisagez de transformer votre vieil or en argent comptant? 👑💰

Sachez que le poids est un facteur parmi d’autres dans l’établissement de la valeur de vos bijoux en or. Pour obtenir le meilleur prix possible, n’hésitez pas à faire évaluer votre or par de multiples entreprises fiables.

Pour en apprendre plus sur la vente et l’achat de l’or: http://ow.ly/ox7p30hKjOD 

Obtenez-en #pourvotreargent",Timeline Photos,photo,https://www.facebook.com/QuestionsdargentCanada/photos/a.534106823397553.1073741828.485734081568161/1079310572210506/?type=3,2018-01-15 11:45:17,5,0,4,4,0,0,0,0,0,1
485734081568161_1079208552220708,"Les factures des Fêtes vous causent du stress? Voici des conseils pratiques qui vous aideront à établir un budget (et à le respecter) en 2018: http://ow.ly/eVAY30hKeRq 
#LundiBlues #PlanificationFinancière",Timeline Photos,photo,https://www.facebook.com/QuestionsdargentCanada/photos/a.534106823397553.1073741828.485734081568161/1079208552220708/?type=3,2018-01-15 08:00:27,0,0,2,0,0,0,0,0,0,0
485734081568161_1077807032360860,,Agence de la consommation en matière financière du Canada (ACFC),photo,https://www.facebook.com/ACFCan/photos/a.260990094033469.64157.184605778338568/1168615553270914/?type=3,2018-01-12 13:09:24,3,1,0,3,0,0,0,0,0,0
485734081568161_1077772835697613,"Saviez-vous que dans la plupart des provinces et des territoires du Canada, vous ne payez pas certaines taxes de vente (TVP, TPS et TVH) sur les vêtements pour enfants et les chaussures? Vérifiez toujours vos factures pour vous assurer qu’on ne vous a pas chargé la taxe visée alors que vous auriez dû avoir une exemption. 👕 👖 👟🛍️

Communiquez avec votre bureau de la consommation provincial ou territorial pour découvrir quels articles sont exempts de taxes: http://ow.ly/g8Ln30hBH3z",Timeline Photos,photo,https://www.facebook.com/QuestionsdargentCanada/photos/a.534106823397553.1073741828.485734081568161/1077772835697613/?type=3,2018-01-12 11:45:24,4,2,20,3,0,1,0,0,0,0
485734081568161_1077285759079654,"Votre fournaise à gaz montre des signes de vieillesse cet hiver et vous songez à la remplacer?

Pensez à vous procurer une fournaise écoénergétique. Les nouveaux modèles sont moins bruyants et plus écologiques et vous pourrez ainsi réduire vos coûts d’énergie et épargner à long terme. 💲🌡️

Plusieurs programmes offrent des incitatifs pour vous encourager à utiliser un modèle plus écologique à la maison. Informez-vous sur les programmes offerts dans votre province, territoire ou municipalité: http://ow.ly/xyIQ30hBGS0 #Efficacitéénergétique",Timeline Photos,photo,https://www.facebook.com/QuestionsdargentCanada/photos/a.534106823397553.1073741828.485734081568161/1077285759079654/?type=3,2018-01-11 11:45:24,0,0,1,0,0,0,0,0,0,0
485734081568161_1076790032462560,"Nouvel an, nouveau budget. 📋💲

Éliminez le stress de la planification de votre budget en 2018. L’Agence de la consommation en matière financière du Canada offre toute une gamme d’outils de gestion financière, dont des outils qui vous aideront à régler vos dettes et à calculer vos paiements hypothécaires. 

Trouvez les outils et les calculatrices qui vous aideront à planifier votre budget:  http://ow.ly/IZZs30hBGE5",Timeline Photos,photo,https://www.facebook.com/QuestionsdargentCanada/photos/a.534106823397553.1073741828.485734081568161/1076790032462560/?type=3,2018-01-10 11:45:18,9,1,12,9,0,0,0,0,0,0
485734081568161_1076394335835463,,CRTC - Conseil de la radiodiffusion et des télécommunications canadiennes,photo,https://www.facebook.com/crtcfra/photos/a.341059446078800.1073741828.287368074781271/794126210772119/?type=3,2018-01-09 16:46:59,0,0,0,0,0,0,0,0,0,0
485734081568161_1076271605847736,"Avez-vous déjà eu besoin de voir un médecin durant vos vacances? 🏥🚑

Dans certains pays, les services de santé coûtent beaucoup plus cher qu’au Canada. Quand vous voyagez à l’étranger, vous êtes responsable des frais médicaux et d’hospitalisation dépassant les taux fixés par votre province ou territoire.

Vérifiez les protections dont vous disposez et évaluez bien de quelle couverture vous avez besoin: http://ow.ly/lkIM30hBGsr",Timeline Photos,photo,https://www.facebook.com/QuestionsdargentCanada/photos/a.534106823397553.1073741828.485734081568161/1076271605847736/?type=3,2018-01-09 11:45:20,0,0,1,0,0,0,0,0,0,0
485734081568161_1075754179232812,"La prise de dispositions de fin de vie peut aider à alléger le fardeau financier et le stress de vos êtres chers lors de votre décès.

Les sociétés de prévoyance funéraire sont des organismes bénévoles, sans but lucratif, qui se consacrent à aider les gens à prendre toutes les dispositions voulues pour des funérailles simples et en toute dignité, qui ne sont pas ruineuses.

Pour en savoir plus sur les préarrangements funéraires, consultez: http://ow.ly/ajdn30hBGcr",Timeline Photos,photo,https://www.facebook.com/QuestionsdargentCanada/photos/a.534106823397553.1073741828.485734081568161/1075754179232812/?type=3,2018-01-08 11:45:21,6,1,6,6,0,0,0,0,0,0
485734081568161_1074306712710892,,Agence de la consommation en matière financière du Canada (ACFC),photo,https://www.facebook.com/ACFCan/photos/a.260990094033469.64157.184605778338568/1165312103601259/?type=3,2018-01-05 13:15:52,4,0,2,4,0,0,0,0,0,0
