status_id,status_message,link_name,status_type,status_link,status_published,num_reactions,num_comments,num_shares,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys,num_special
123326971154939_978042902350004,"Read what we heard during regional roundtable discussions in Churchill (MB) about developing a new #Arctic Policy Framework for Canada: http://ow.ly/KXf830hOv11 
The report is also available in Inuktitut: http://ow.ly/OyS930hOxlK 
#ArcticTogether",Timeline Photos,photo,https://www.facebook.com/GovCanNorth/photos/a.343736115780689.1073741825.123326971154939/978042902350004/?type=3,2018-01-16 14:00:16,2,0,4,2,0,0,0,0,0,0
123326971154939_978000129020948,,Polar Knowledge Canada,link,https://www.facebook.com/PolarKnowledge/posts/1401154863344000,2018-01-16 12:04:08,1,0,0,1,0,0,0,0,0,0
123326971154939_977615465726081,"Today, Minister Carolyn Bennett committed to supporting the Qulliq Energy Corporation (QEC) and the City of Iqaluit’s proposed expansion of QEC’s existing district heating system in Iqaluit, Nunavut. The project will capture excess heat from Iqaluit’s diesel generators and distribute the heat to the new Aquatic Centre for space and water heating. Learn more: ow.ly/Irz830hN9Wq",Photos from GovCan - North's post,photo,https://www.facebook.com/GovCanNorth/photos/a.343736115780689.1073741825.123326971154939/977624615725166/?type=3,2018-01-15 16:44:07,20,0,14,20,0,0,0,0,0,0
123326971154939_977613189059642,,Polar Knowledge Canada,link,https://www.facebook.com/PolarKnowledge/posts/1400429620083191,2018-01-15 16:35:59,1,0,0,1,0,0,0,0,0,0
123326971154939_977568335730794,,Polar Knowledge Canada,link,http://ow.ly/fBoV30hHo1W,2018-01-15 14:13:11,1,0,0,1,0,0,0,0,0,0
123326971154939_977563582397936,"Due to overwhelming interest, you now have until February 28, 2018 to comment on a new Arctic Policy Framework for Canada. Share your ideas about education, climate change, social programming, transportation, Indigenous knowledge, and more: http://ow.ly/ed6830hN1iR #ArcticPolicy #ArcticTogether",Timeline Photos,photo,https://www.facebook.com/GovCanNorth/photos/a.343736115780689.1073741825.123326971154939/977563582397936/?type=3,2018-01-15 13:54:17,4,0,23,4,0,0,0,0,0,0
123326971154939_976050385882589,,Project Naming,photo,https://www.facebook.com/project.naming/photos/a.297646497336274.1073741843.263014457466145/396651894102400/?type=3,2018-01-12 10:07:33,1,0,1,1,0,0,0,0,0,0
123326971154939_975689409252020,Polaris fritillary butterflies are found in the Arctic. They soak up energy from the sun and travel across the tundra from Alaska to Labrador. Read more about this gentle #ArcticAnimal : http://ow.ly/VPFr30hIPGg,Timeline Photos,photo,https://www.facebook.com/GovCanNorth/photos/a.343736115780689.1073741825.123326971154939/975689409252020/?type=3,2018-01-11 15:30:08,5,0,0,4,0,1,0,0,0,0
123326971154939_975223185965309,,GovCan - North's cover photo,photo,https://www.facebook.com/GovCanNorth/photos/a.142225349265101.32912.123326971154939/975222435965384/?type=3,2018-01-10 16:28:49,6,0,0,6,0,0,0,0,0,0
123326971154939_973101949510766,"The last day to submit funding proposals for the Northern Contaminants Program is coming up on January 10, 2018. http://ow.ly/i7Jq30hBKGs",Timeline Photos,photo,https://www.facebook.com/GovCanNorth/photos/a.343736115780689.1073741825.123326971154939/973101949510766/?type=3,2018-01-06 09:00:49,7,0,3,6,1,0,0,0,0,0
123326971154939_972724592881835,"It’s time for the Inuvik Sunrise Festival! After weeks of darkness, locals and visitors will come together to celebrate the return of the ☀️ on January 8, 2018! #SunriseFestival2018",Inuvik Sunrise Festival,photo,https://www.facebook.com/InuvikSunriseFestival/photos/a.1566205220288869.1073741828.1556825874560137/2043500472559339/?type=3,2018-01-05 16:20:13,7,0,0,7,0,0,0,0,0,0
123326971154939_972654092888885,,Canadian Coast Guard,photo,https://www.facebook.com/CanadianCoastGuard/photos/a.258864731262959.1073741828.242079006274865/327218701094228/?type=3,2018-01-05 13:04:59,4,0,0,3,1,0,0,0,0,0
123326971154939_972200622934232,"Voles, otherwise known as field mice, play an important role in the Northern food chain. These expert tunnellers use a series of passageways under the ground and snow to stay active throughout the winter. Learn more from the Government of Yukon’s site: http://ow.ly/3cW330hApkY #ArcticAnimals",Timeline Photos,photo,https://www.facebook.com/GovCanNorth/photos/a.343736115780689.1073741825.123326971154939/972200622934232/?type=3,2018-01-04 15:30:18,2,0,1,2,0,0,0,0,0,0
