Unnamed: 0,status_id,link_name,status_type,status_link,status_published,num_reactions,num_comments,num_shares,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys,num_special,status_message_cleaned,hashtags,urls,text_filtered,text_tokenized,text_stemmed
0,123326971154939_968910083263286,Timeline Photos,photo,https://www.facebook.com/GovCanNorth/photos/a.343736115780689.1073741825.123326971154939/968910083263286/?type=3,2017-12-29 13:10:11,6,0,2,6,0,0,0,0,0,0,"Construction contracts of the Canadian High Arctic Research Station have been awarded to Inuit firms, and created employment through an Inuit Benefits Plan.","['#ArcticScience', '#ArcticTogether']",['http://ow.ly/Usnp30hoDUh'],Construction contracts Canadian High Arctic Research Station awarded Inuit firms created employment Inuit Benefits Plan,"['Construction', 'contracts', 'Canadian', 'High', 'Arctic', 'Research', 'Station', 'awarded', 'Inuit', 'firms', 'created', 'employment', 'Inuit', 'Benefits', 'Plan']","[u'construct', u'contract', u'canadian', u'high', u'arctic', u'research', u'station', u'award', u'inuit', u'firm', u'creat', u'employ', u'inuit', u'benefit', u'plan']"
1,123326971154939_968895789931382,Angry Inuk,video,https://www.facebook.com/angryinuk/videos/10155980206676950/,2017-12-29 12:30:05,10,1,2,9,1,0,0,0,0,0,A must see!,[],[],must see,"['must', 'see']","[u'must', u'see']"
2,123326971154939_968861106601517,Canadian Coast Guard,video,https://www.facebook.com/CanadianCoastGuard/videos/320794831736615/,2017-12-29 10:57:11,6,0,1,5,0,1,0,0,0,0,,[],[],nan,['nan'],[u'nan']
3,123326971154939_968405969980364,Timeline Photos,photo,https://www.facebook.com/GovCanNorth/photos/a.343736115780689.1073741825.123326971154939/968405969980364/?type=3,2017-12-28 14:15:05,3,0,0,3,0,0,0,0,0,0,Youth and students can help us build a strong . The Government of Canada wants your thoughts on developing Canada's new Arctic Policy Framework.,['#ArcticTogether'],['http://ow.ly/DvKX30hoJJR'],Youth students help us build strong Government Canada wants thoughts developing Canada new Arctic Policy Framework,"['Youth', 'students', 'help', 'us', 'build', 'strong', 'Government', 'Canada', 'wants', 'thoughts', 'developing', 'Canada', 'new', 'Arctic', 'Policy', 'Framework']","[u'youth', u'student', u'help', 'us', u'build', u'strong', u'govern', u'canada', u'want', u'thought', u'develop', u'canada', u'new', u'arctic', u'polici', u'framework']"
4,123326971154939_967855763368718,Timeline Photos,photo,https://www.facebook.com/GovCanNorth/photos/a.343736115780689.1073741825.123326971154939/967855763368718/?type=3,2017-12-27 10:30:10,9,0,1,8,1,0,0,0,0,0,"% of the Canadian High Arctic Research Station is made of recycled content, exceeding the Leadership in Energy and Environmental Design (LEED) criteria.","['#ArcticScience', '#ArcticTogether']",['http://ow.ly/fb6j30hoDAn'],Canadian High Arctic Research Station made recycled content exceeding Leadership Energy Environmental Design LEED criteria,"['Canadian', 'High', 'Arctic', 'Research', 'Station', 'made', 'recycled', 'content', 'exceeding', 'Leadership', 'Energy', 'Environmental', 'Design', 'LEED', 'criteria']","[u'canadian', u'high', u'arctic', u'research', u'station', u'made', u'recycl', u'content', u'exceed', u'leadership', u'energi', u'environment', u'design', u'leed', u'criteria']"
5,123326971154939_965741143580180,Timeline Photos,photo,https://www.facebook.com/GovCanNorth/photos/a.343736115780689.1073741825.123326971154939/965741143580180/?type=3,2017-12-23 11:00:42,4,0,9,4,0,0,0,0,0,0,"Check out job opportunities in Nunavut in areas such as land administration, communications, environmental regulation and more. The Government of Canada is committed to a diverse and inclusive workforce. This recruitment campaign provides hiring preference to Inuit enrolled under the Nunavut Agreement. Visit:",[],['http://ow.ly/yni730hlXII'],Check job opportunities Nunavut areas land administration communications environmental regulation Government Canada committed diverse inclusive workforce recruitment campaign provides hiring preference Inuit enrolled Nunavut Agreement Visit,"['Check', 'job', 'opportunities', 'Nunavut', 'areas', 'land', 'administration', 'communications', 'environmental', 'regulation', 'Government', 'Canada', 'committed', 'diverse', 'inclusive', 'workforce', 'recruitment', 'campaign', 'provides', 'hiring', 'preference', 'Inuit', 'enrolled', 'Nunavut', 'Agreement', 'Visit']","[u'check', u'job', u'opportun', u'nunavut', u'area', u'land', u'administr', u'communic', u'environment', u'regul', u'govern', u'canada', u'commit', u'divers', u'inclus', u'workforc', u'recruit', u'campaign', u'provid', u'hire', u'prefer', u'inuit', u'enrol', u'nunavut', u'agreement', u'visit']"
6,123326971154939_965325960288365,Timeline Photos,photo,https://www.facebook.com/GovCanNorth/photos/a.343736115780689.1073741825.123326971154939/965325960288365/?type=3,2017-12-22 14:30:18,3,0,2,3,0,0,0,0,0,0,Reminder: The Northern Contaminants Program is now accepting funding proposals for -2019: D,['#ArcticScience'],['http://ow.ly/5zgR30hoPS'],Reminder Northern Contaminants Program accepting funding proposals 2019,"['Reminder', 'Northern', 'Contaminants', 'Program', 'accepting', 'funding', 'proposals', '2019']","[u'remind', u'northern', u'contamin', u'program', u'accept', u'fund', u'propos', u'2019']"
7,123326971154939_965272193627075,Timeline Photos,photo,https://www.facebook.com/GovCanNorth/photos/a.343736115780689.1073741825.123326971154939/965272193627075/?type=3,2017-12-22 12:05:05,16,2,7,15,1,0,0,0,0,0,The Canadian High Arctic Research Station has a Knowledge Sharing Centre for exchanging information between Canadian and international scientists on traditional knowledge and science.,"['#ArcticScience', '#ArcticTogether']",['http://ow.ly/5tAr30hoBX3'],Canadian High Arctic Research Station Knowledge Sharing Centre exchanging information Canadian international scientists traditional knowledge science,"['Canadian', 'High', 'Arctic', 'Research', 'Station', 'Knowledge', 'Sharing', 'Centre', 'exchanging', 'information', 'Canadian', 'international', 'scientists', 'traditional', 'knowledge', 'science']","[u'canadian', u'high', u'arctic', u'research', u'station', u'knowledg', u'share', u'centr', u'exchang', u'inform', u'canadian', u'intern', u'scientist', u'tradit', u'knowledg', u'scienc']"
8,123326971154939_964823337005294,Timeline Photos,photo,https://www.facebook.com/GovCanNorth/photos/a.343736115780689.1073741825.123326971154939/964823337005294/?type=3,2017-12-21 15:00:31,1,0,1,1,0,0,0,0,0,0,"On November , , the winning artists of the Qilaut Songwriting Contest were announced ! Sing your ️ out when the CD is released this February during the Uqausirmut Quviasuutiqarniq celebration of Inuktut in Nunavut. Check out the winning songs here:",['#IndigenousLanguages'],['http://ow.ly/y9kq30hnyWn'],November winning artists Qilaut Songwriting Contest announced Sing CD released February Uqausirmut Quviasuutiqarniq celebration Inuktut Nunavut Check winning songs,"['November', 'winning', 'artists', 'Qilaut', 'Songwriting', 'Contest', 'announced', 'Sing', 'CD', 'released', 'February', 'Uqausirmut', 'Quviasuutiqarniq', 'celebration', 'Inuktut', 'Nunavut', 'Check', 'winning', 'songs']","[u'novemb', u'win', u'artist', u'qilaut', u'songwrit', u'contest', u'announc', u'sing', 'cd', u'releas', u'februari', u'uqausirmut', u'quviasuutiqarniq', u'celebr', u'inuktut', u'nunavut', u'check', u'win', u'song']"
9,123326971154939_964756970345264,Timeline Photos,photo,https://www.facebook.com/GovCanNorth/photos/a.343736115780689.1073741825.123326971154939/964756970345264/?type=3,2017-12-21 11:50:05,4,1,0,2,1,1,0,0,0,0,Check out these Northern housing project profiles from Canada Mortgage and Housing Corporation (CMHC) ‏that outline the design and building process of sustainable housing in the North:,['#ArcticTogether'],['http://ow.ly/sZSM30hm9mF'],Check Northern housing project profiles Canada Mortgage Housing Corporation CMHC outline design building process sustainable housing North,"['Check', 'Northern', 'housing', 'project', 'profiles', 'Canada', 'Mortgage', 'Housing', 'Corporation', 'CMHC', 'outline', 'design', 'building', 'process', 'sustainable', 'housing', 'North']","[u'check', u'northern', u'hous', u'project', u'profil', u'canada', u'mortgag', u'hous', u'corpor', u'cmhc', u'outlin', u'design', u'build', u'process', u'sustain', u'hous', u'north']"
