Unnamed: 0,status_id,link_name,status_type,status_link,status_published,num_reactions,num_comments,num_shares,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys,num_special,status_message_cleaned,hashtags,urls,text_filtered,text_tokenized,text_stemmed
0,299048997203389_387135848394703,Photos from Garde côtière canadienne's post,photo,https://www.facebook.com/GardeCotiereCanadienne/photos/a.318076611967294.1073741829.299048997203389/387135741728047/?type=3,2017-12-29 18:05:27,28,1,3,23,5,0,0,0,0,0,Droit devant avec ce mile nautique de plus! La Capitaine Barrett se joint au Capitaine Kooiman à bord du NGCC Griffon pour assurer les services sans escale sur la voie maritime durant les conditions de glace critiques.,[],[],Droit devant avec ce mile nautique de plus La Capitaine Barrett se joint au Capitaine Kooiman bord du NGCC Griffon pour assurer les services sans escale sur la voie maritime durant les conditions de glace critiques,"['Droit', 'devant', 'avec', 'ce', 'mile', 'nautique', 'de', 'plus', 'La', 'Capitaine', 'Barrett', 'se', 'joint', 'au', 'Capitaine', 'Kooiman', 'bord', 'du', 'NGCC', 'Griffon', 'pour', 'assurer', 'les', 'services', 'sans', 'escale', 'sur', 'la', 'voie', 'maritime', 'durant', 'les', 'conditions', 'de', 'glace', 'critiques']","[u'droit', u'devant', u'avec', 'ce', u'mile', u'nautiqu', 'de', u'plus', 'la', u'capitain', u'barrett', 'se', u'joint', 'au', u'capitain', u'kooiman', u'bord', 'du', u'ngcc', u'griffon', u'pour', u'assur', u'les', u'servic', u'san', u'escal', u'sur', 'la', u'voie', u'maritim', u'durant', u'les', u'condit', 'de', u'glace', u'critiqu']"
1,299048997203389_381981638910124,NGCC Louis S. St-Laurent,video,https://www.facebook.com/GardeCotiereCanadienne/videos/381981638910124/,2017-12-29 09:00:01,35,1,4,32,2,1,0,0,0,0,NGCC Louis S. St-Laurent est notre plus grand navire mesurant mètres de long! Le Louis vient de revenir de l’Arctique.,[],[],NGCC Louis St Laurent est notre plus grand navire mesurant tres de long Le Louis vient de revenir de Arctique,"['NGCC', 'Louis', 'St', 'Laurent', 'est', 'notre', 'plus', 'grand', 'navire', 'mesurant', 'tres', 'de', 'long', 'Le', 'Louis', 'vient', 'de', 'revenir', 'de', 'Arctique']","[u'ngcc', u'loui', 'st', u'laurent', u'est', u'notr', u'plus', u'grand', u'navir', u'mesur', u'tres', 'de', u'long', 'le', u'loui', u'vient', 'de', u'revenir', 'de', u'arctiqu']"
2,299048997203389_381873355587619,Photos from Garde côtière canadienne's post,photo,https://www.facebook.com/GardeCotiereCanadienne/photos/a.315762808865341.1073741828.299048997203389/381873265587628/?type=3,2017-12-28 09:00:00,23,1,1,22,1,0,0,0,0,0,étro déglaçage dans l'Arctique. Nous fournissons des services de déglaçage pour assurer une navigation sécuritaire; empêcher la formation d’embâcles et les inondations et maintenir les routes de transport maritime commercial. d Bibliothèque et Archives Canada,['#JeudiR'],['http://ow.ly/MipR30hit3'],tro age dans Arctique Nous fournissons des services de age pour assurer une navigation curitaire la formation cles et les inondations et maintenir les routes de transport maritime commercial que et Archives Canada,"['tro', 'age', 'dans', 'Arctique', 'Nous', 'fournissons', 'des', 'services', 'de', 'age', 'pour', 'assurer', 'une', 'navigation', 'curitaire', 'la', 'formation', 'cles', 'et', 'les', 'inondations', 'et', 'maintenir', 'les', 'routes', 'de', 'transport', 'maritime', 'commercial', 'que', 'et', 'Archives', 'Canada']","[u'tro', u'age', u'dan', u'arctiqu', u'nous', u'fournisson', u'des', u'servic', 'de', u'age', u'pour', u'assur', u'une', u'navig', u'curitair', 'la', u'format', u'cles', 'et', u'les', u'inond', 'et', u'maintenir', u'les', u'rout', 'de', u'transport', u'maritim', u'commerci', u'que', 'et', u'archiv', u'canada']"
3,299048997203389_381850048923283,Caitlin Powers,video,https://www.facebook.com/GardeCotiereCanadienne/videos/381850048923283/,2017-12-27 09:00:00,10,0,4,8,2,0,0,0,0,0,Caitlin Powers est gestionnaire de projet pour l'équipe d’hélicoptères de la GCC et a été une fière employée de la Garde côtière pendant plus de ans! Regardez sa vidéo pour en savoir plus sur ses eériences extraordinaires avec la Garde côtière.,[],[],Caitlin Powers est gestionnaire de projet pour quipe res de la GCC et une de la Garde pendant plus de ans Regardez sa pour en savoir plus sur ses riences extraordinaires avec la Garde,"['Caitlin', 'Powers', 'est', 'gestionnaire', 'de', 'projet', 'pour', 'quipe', 'res', 'de', 'la', 'GCC', 'et', 'une', 'de', 'la', 'Garde', 'pendant', 'plus', 'de', 'ans', 'Regardez', 'sa', 'pour', 'en', 'savoir', 'plus', 'sur', 'ses', 'riences', 'extraordinaires', 'avec', 'la', 'Garde']","[u'caitlin', u'power', u'est', u'gestionnair', 'de', u'projet', u'pour', u'quip', u'res', 'de', 'la', u'gcc', 'et', u'une', 'de', 'la', u'gard', u'pendant', u'plus', 'de', u'an', u'regardez', 'sa', u'pour', 'en', u'savoir', u'plus', u'sur', u'ses', u'rienc', u'extraordinair', u'avec', 'la', u'gard']"
4,299048997203389_381847328923555,,photo,https://www.facebook.com/GardeCotiereCanadienne/photos/a.315762808865341.1073741828.299048997203389/381847198923568/?type=3,2017-12-26 11:00:00,34,0,3,29,5,0,0,0,0,0,Les navires rouges et blancs de la Garde côtière canadienne constituent un symbole visible de notre identité et leurs silhouettes rassurantes font partie du paysage des collectivités côtières depuis .,[],['ow.ly/H6ZQ30hcwkl'],Les navires rouges et blancs de la Garde canadienne constituent un symbole visible de notre et leurs silhouettes rassurantes font partie du paysage des res depuis,"['Les', 'navires', 'rouges', 'et', 'blancs', 'de', 'la', 'Garde', 'canadienne', 'constituent', 'un', 'symbole', 'visible', 'de', 'notre', 'et', 'leurs', 'silhouettes', 'rassurantes', 'font', 'partie', 'du', 'paysage', 'des', 'res', 'depuis']","[u'les', u'navir', u'roug', 'et', u'blanc', 'de', 'la', u'gard', u'canadienn', u'constitu', 'un', u'symbol', u'visibl', 'de', u'notr', 'et', u'leur', u'silhouett', u'rassurant', u'font', u'parti', 'du', u'paysag', u'des', u'res', u'depui']"
5,299048997203389_381986238909664,CGCC – un voyage avec des avantages exceptionnels,video,https://www.facebook.com/GardeCotiereCanadienne/videos/381986238909664/,2017-12-26 09:00:00,41,2,9,37,4,0,0,0,0,0,Notre collège recrute! Joignez-vous à nous pour une carrière excitante ! Postulez ici,[],['ow.ly/8H8d30fbmJfLe'],Notre ge recrute Joignez vous nous pour une excitante Postulez ici,"['Notre', 'ge', 'recrute', 'Joignez', 'vous', 'nous', 'pour', 'une', 'excitante', 'Postulez', 'ici']","[u'notr', 'ge', u'recrut', u'joignez', u'vous', u'nous', u'pour', u'une', u'excitant', u'postulez', u'ici']"
6,299048997203389_381844575590497,Joyeuses Fêtes,video,https://www.facebook.com/GardeCotiereCanadienne/videos/381844575590497/,2017-12-25 09:00:00,30,2,4,26,4,0,0,0,0,0,"Notre personnel travaille heures sur , jours sur , jours par année, pour assurer la sécurité de nos eaux. Joyeux temps des Fêtes à nos équipages et personnels sur et hors service. Merci de votre service.",[],[],Notre personnel travaille heures sur jours sur jours par pour assurer la de nos eaux Joyeux temps des nos quipages et personnels sur et hors service Merci de votre service,"['Notre', 'personnel', 'travaille', 'heures', 'sur', 'jours', 'sur', 'jours', 'par', 'pour', 'assurer', 'la', 'de', 'nos', 'eaux', 'Joyeux', 'temps', 'des', 'nos', 'quipages', 'et', 'personnels', 'sur', 'et', 'hors', 'service', 'Merci', 'de', 'votre', 'service']","[u'notr', u'personnel', u'travaill', u'heur', u'sur', u'jour', u'sur', u'jour', u'par', u'pour', u'assur', 'la', 'de', u'nos', u'eaux', u'joyeux', u'temp', u'des', u'nos', u'quipag', 'et', u'personnel', u'sur', 'et', u'hor', u'servic', u'merci', 'de', u'votr', u'servic']"
7,299048997203389_383247052116916,,photo,https://www.facebook.com/GardeCotiereCanadienne/photos/a.315762808865341.1073741828.299048997203389/383247015450253/?type=3,2017-12-24 11:00:00,12,0,1,10,1,1,0,0,0,0,"Pour le e jour de notre décompte de jours de la période des fêtes ️... DOUZE stations des services de communication et de trafic maritime (SCTM)! Les centres des Services de communication et de trafic maritimes (SCTM) assurent une surveillance des appels de détresse et de sécurité et coordonnent les réponses, diffusent de l'information sur la sécurité maritime (avertissements en matière de conditions météorologiques et de navigation), contrôlent les navires qui pénètrent dans les eaux canadiennes, fournissent des renseignements et des conseils pour réglementer le trafic maritime et prennent les mesures adéquates pour assurer la sécurité et l'efficacité des déplacements des navires dans les eaux canadiennes.",[],['http://ow.ly/UFyY30hnBOb'],Pour le jour de notre compte de jours de la riode des DOUZE stations des services de communication et de trafic maritime SCTM Les centres des Services de communication et de trafic maritimes SCTM assurent une surveillance des appels de tresse et de et coordonnent les ponses diffusent de information sur la maritime avertissements en de conditions orologiques et de navigation lent les navires qui trent dans les eaux canadiennes fournissent des renseignements et des conseils pour glementer le trafic maritime et prennent les mesures quates pour assurer la et des placements des navires dans les eaux canadiennes,"['Pour', 'le', 'jour', 'de', 'notre', 'compte', 'de', 'jours', 'de', 'la', 'riode', 'des', 'DOUZE', 'stations', 'des', 'services', 'de', 'communication', 'et', 'de', 'trafic', 'maritime', 'SCTM', 'Les', 'centres', 'des', 'Services', 'de', 'communication', 'et', 'de', 'trafic', 'maritimes', 'SCTM', 'assurent', 'une', 'surveillance', 'des', 'appels', 'de', 'tresse', 'et', 'de', 'et', 'coordonnent', 'les', 'ponses', 'diffusent', 'de', 'information', 'sur', 'la', 'maritime', 'avertissements', 'en', 'de', 'conditions', 'orologiques', 'et', 'de', 'navigation', 'lent', 'les', 'navires', 'qui', 'trent', 'dans', 'les', 'eaux', 'canadiennes', 'fournissent', 'des', 'renseignements', 'et', 'des', 'conseils', 'pour', 'glementer', 'le', 'trafic', 'maritime', 'et', 'prennent', 'les', 'mesures', 'quates', 'pour', 'assurer', 'la', 'et', 'des', 'placements', 'des', 'navires', 'dans', 'les', 'eaux', 'canadiennes']","[u'pour', 'le', u'jour', 'de', u'notr', u'compt', 'de', u'jour', 'de', 'la', u'riod', u'des', u'douz', u'station', u'des', u'servic', 'de', u'communic', 'et', 'de', u'trafic', u'maritim', u'sctm', u'les', u'centr', u'des', u'servic', 'de', u'communic', 'et', 'de', u'trafic', u'maritim', u'sctm', u'assur', u'une', u'surveil', u'des', u'appel', 'de', u'tress', 'et', 'de', 'et', u'coordonn', u'les', u'pons', u'diffus', 'de', u'inform', u'sur', 'la', u'maritim', u'avertiss', 'en', 'de', u'condit', u'orologiqu', 'et', 'de', u'navig', u'lent', u'les', u'navir', u'qui', u'trent', u'dan', u'les', u'eaux', u'canadienn', u'fourniss', u'des', u'renseign', 'et', u'des', u'conseil', u'pour', u'glement', 'le', u'trafic', u'maritim', 'et', u'prennent', u'les', u'mesur', u'quat', u'pour', u'assur', 'la', 'et', u'des', u'placement', u'des', u'navir', u'dan', u'les', u'eaux', u'canadienn']"
8,299048997203389_383242842117337,,photo,https://www.facebook.com/GardeCotiereCanadienne/photos/a.315762808865341.1073741828.299048997203389/383242755450679/?type=3,2017-12-23 11:00:00,10,0,0,10,0,0,0,0,0,0,En ce e jour de notre décompte de jours de la période des fêtes ️... ONZE élèves mécaniciens de quatrième année du Collège de la Garde côtière canadienne! Le Programme de formation des officiers (PFO) de la Garde côtière canadienne offre aux officiers une formation en mécanique maritime et en navigation maritime et offre aussi une excellente occasion de servir le pays tout en produisant des résultats concrets sur les eaux canadiennes. Postulez dès maintenant :,[],['http://ow.ly/2Xfj30h2dln'],En ce jour de notre compte de jours de la riode des ONZE ves caniciens de du ge de la Garde canadienne Le Programme de formation des officiers PFO de la Garde canadienne offre aux officiers une formation en canique maritime et en navigation maritime et offre aussi une excellente occasion de servir le pays tout en produisant des sultats concrets sur les eaux canadiennes Postulez maintenant,"['En', 'ce', 'jour', 'de', 'notre', 'compte', 'de', 'jours', 'de', 'la', 'riode', 'des', 'ONZE', 'ves', 'caniciens', 'de', 'du', 'ge', 'de', 'la', 'Garde', 'canadienne', 'Le', 'Programme', 'de', 'formation', 'des', 'officiers', 'PFO', 'de', 'la', 'Garde', 'canadienne', 'offre', 'aux', 'officiers', 'une', 'formation', 'en', 'canique', 'maritime', 'et', 'en', 'navigation', 'maritime', 'et', 'offre', 'aussi', 'une', 'excellente', 'occasion', 'de', 'servir', 'le', 'pays', 'tout', 'en', 'produisant', 'des', 'sultats', 'concrets', 'sur', 'les', 'eaux', 'canadiennes', 'Postulez', 'maintenant']","['en', 'ce', u'jour', 'de', u'notr', u'compt', 'de', u'jour', 'de', 'la', u'riod', u'des', u'onz', u'ves', u'canicien', 'de', 'du', 'ge', 'de', 'la', u'gard', u'canadienn', 'le', u'programm', 'de', u'format', u'des', u'offici', u'pfo', 'de', 'la', u'gard', u'canadienn', u'offr', u'aux', u'offici', u'une', u'format', 'en', u'caniqu', u'maritim', 'et', 'en', u'navig', u'maritim', 'et', u'offr', u'aussi', u'une', u'excellent', u'occas', 'de', u'servir', 'le', u'pay', u'tout', 'en', u'produis', u'des', u'sultat', u'concret', u'sur', u'les', u'eaux', u'canadienn', u'postulez', u'mainten']"
9,299048997203389_383249925449962,,photo,https://www.facebook.com/GardeCotiereCanadienne/photos/a.315762808865341.1073741828.299048997203389/383249832116638/?type=3,2017-12-22 15:00:00,9,1,0,8,1,0,0,0,0,0,"Les stations saisonnières de recherche et sauvetage de la région de l’Atlantique de la Garde côtière canadienne dans le golfe du Saint-Laurent sont fermées pour la saison. Les navires des stations saisonnières de Recherche et Sauvetage ne peuvent pas naviguer dans les eaux couvertes de glaces; les activités reprendront en avril . Les stations de la GCC sont stratégiquement placées pour intervenir au plus vite et minimiser les blessures, les décès et les dommages. Pour les interventions d’urgence maritime (en tout temps), veuillez appeler la région de l'Atlantique de la GCC :",[],['http://ow.ly/EYjn30hnDiN'],Les stations res de recherche et sauvetage de la gion de Atlantique de la Garde canadienne dans le golfe du Saint Laurent sont es pour la saison Les navires des stations res de Recherche et Sauvetage ne peuvent pas naviguer dans les eaux couvertes de glaces les reprendront en avril Les stations de la GCC sont giquement es pour intervenir au plus vite et minimiser les blessures les et les dommages Pour les interventions urgence maritime en tout temps veuillez appeler la gion de Atlantique de la GCC,"['Les', 'stations', 'res', 'de', 'recherche', 'et', 'sauvetage', 'de', 'la', 'gion', 'de', 'Atlantique', 'de', 'la', 'Garde', 'canadienne', 'dans', 'le', 'golfe', 'du', 'Saint', 'Laurent', 'sont', 'es', 'pour', 'la', 'saison', 'Les', 'navires', 'des', 'stations', 'res', 'de', 'Recherche', 'et', 'Sauvetage', 'ne', 'peuvent', 'pas', 'naviguer', 'dans', 'les', 'eaux', 'couvertes', 'de', 'glaces', 'les', 'reprendront', 'en', 'avril', 'Les', 'stations', 'de', 'la', 'GCC', 'sont', 'giquement', 'es', 'pour', 'intervenir', 'au', 'plus', 'vite', 'et', 'minimiser', 'les', 'blessures', 'les', 'et', 'les', 'dommages', 'Pour', 'les', 'interventions', 'urgence', 'maritime', 'en', 'tout', 'temps', 'veuillez', 'appeler', 'la', 'gion', 'de', 'Atlantique', 'de', 'la', 'GCC']","[u'les', u'station', u'res', 'de', u'recherch', 'et', u'sauvetag', 'de', 'la', u'gion', 'de', u'atlantiqu', 'de', 'la', u'gard', u'canadienn', u'dan', 'le', u'golf', 'du', u'saint', u'laurent', u'sont', 'es', u'pour', 'la', u'saison', u'les', u'navir', u'des', u'station', u'res', 'de', u'recherch', 'et', u'sauvetag', 'ne', u'peuvent', u'pas', u'navigu', u'dan', u'les', u'eaux', u'couvert', 'de', u'glace', u'les', u'reprendront', 'en', u'avril', u'les', u'station', 'de', 'la', u'gcc', u'sont', u'giquement', 'es', u'pour', u'intervenir', 'au', u'plus', u'vite', 'et', u'minimis', u'les', u'blessur', u'les', 'et', u'les', u'dommag', u'pour', u'les', u'intervent', u'urgenc', u'maritim', 'en', u'tout', u'temp', u'veuillez', u'appel', 'la', u'gion', 'de', u'atlantiqu', 'de', 'la', u'gcc']"
