Unnamed: 0,status_id,link_name,status_type,status_link,status_published,num_reactions,num_comments,num_shares,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys,num_special,status_message_cleaned,hashtags,urls,text_filtered,text_tokenized,text_stemmed
0,315919208830119_400742507014455,Fisheries and Oceans Canada,photo,https://www.facebook.com/FisheriesOceansCanada/photos/a.331203093968397.1073741828.315919208830119/360726221016084/?type=3,2017-12-29 13:47:00,22,0,0,20,1,1,0,0,0,0,Best of : A countdown of our favourite posts of the year!,[],[],Best countdown favourite posts year,"['Best', 'countdown', 'favourite', 'posts', 'year']","[u'best', u'countdown', u'favourit', u'post', u'year']"
1,315919208830119_401065763648796,,photo,https://www.facebook.com/FisheriesOceansCanada/photos/a.331203093968397.1073741828.315919208830119/401063800315659/?type=3,2017-12-29 11:00:00,34,1,12,33,1,0,0,0,0,0,"We have an app for that! In collaboration with The Toronto Zoo, we developed a free mussel app called “Clam Counter”. The app has information about all of Canada’s mussel species, a number of which are considered species at risk. You can learn information to help identify mussels, or simply get a list of species that can be found in a lake or river nearby. You can even report a mussel finding to help discover and protect our mussels! Download the app here: Apple: Android:",[],"['http://ow.ly/XXZh30hoKBo', 'http://ow.ly/KsVJ30hoKFX']",app collaboration Toronto Zoo developed free mussel app called Clam app information mussel species number considered species risk learn information help identify mussels simply get list species found lake river nearby even report mussel finding help discover protect mussels Download app Apple Android,"['app', 'collaboration', 'Toronto', 'Zoo', 'developed', 'free', 'mussel', 'app', 'called', 'Clam', 'app', 'information', 'mussel', 'species', 'number', 'considered', 'species', 'risk', 'learn', 'information', 'help', 'identify', 'mussels', 'simply', 'get', 'list', 'species', 'found', 'lake', 'river', 'nearby', 'even', 'report', 'mussel', 'finding', 'help', 'discover', 'protect', 'mussels', 'Download', 'app', 'Apple', 'Android']","[u'app', u'collabor', u'toronto', u'zoo', u'develop', u'free', u'mussel', u'app', u'call', u'clam', u'app', u'inform', u'mussel', u'speci', u'number', u'consid', u'speci', u'risk', u'learn', u'inform', u'help', u'identifi', u'mussel', u'simpli', u'get', u'list', u'speci', u'found', u'lake', u'river', u'nearbi', u'even', u'report', u'mussel', u'find', u'help', u'discov', u'protect', u'mussel', u'download', u'app', u'appl', u'android']"
2,315919208830119_400741040347935,Anguniaqvia niqiqyuam,video,https://www.facebook.com/FisheriesOceansCanada/videos/400741040347935/,2017-12-28 10:40:01,51,0,16,49,2,0,0,0,0,0,"This summer, several of our researchers participated in a nearshore fish survey in Darnley Bay in the Northwest Territories, where they captured footage of some beautiful animals that call the Anguniaqvia niqiqyuam Marine Protected Area (MPA) home. This is the first MPA with conservation objectives based on Indigenous and traditional knowledge.",[],['http://ow.ly/DBD730hnLXO'],summer several researchers participated nearshore fish survey Darnley Bay Northwest Territories captured footage beautiful animals call Anguniaqvia niqiqyuam Marine Protected Area MPA home first MPA conservation objectives based Indigenous traditional knowledge,"['summer', 'several', 'researchers', 'participated', 'nearshore', 'fish', 'survey', 'Darnley', 'Bay', 'Northwest', 'Territories', 'captured', 'footage', 'beautiful', 'animals', 'call', 'Anguniaqvia', 'niqiqyuam', 'Marine', 'Protected', 'Area', 'MPA', 'home', 'first', 'MPA', 'conservation', 'objectives', 'based', 'Indigenous', 'traditional', 'knowledge']","[u'summer', u'sever', u'research', u'particip', u'nearshor', u'fish', u'survey', u'darnley', u'bay', u'northwest', u'territori', u'captur', u'footag', u'beauti', u'anim', u'call', u'anguniaqvia', u'niqiqyuam', u'marin', u'protect', u'area', u'mpa', u'home', u'first', u'mpa', u'conserv', u'object', u'base', u'indigen', u'tradit', u'knowledg']"
3,315919208830119_401076513647721,,video,https://www.facebook.com/FisheriesOceansCanada/videos/401076513647721/,2017-12-28 09:35:00,35,0,7,33,2,0,0,0,0,0,Hydrography eert Scott Youngblut elains how seabed mapping in the Arctic is improving mariner safety,[],['http://ow.ly/Z3OK30hnLJK'],Hydrography eert Scott Youngblut elains seabed mapping Arctic improving mariner safety,"['Hydrography', 'eert', 'Scott', 'Youngblut', 'elains', 'seabed', 'mapping', 'Arctic', 'improving', 'mariner', 'safety']","[u'hydrographi', u'eert', u'scott', u'youngblut', u'elain', u'seab', u'map', u'arctic', u'improv', u'marin', u'safeti']"
4,315919208830119_400739440348095,Fisheries and Oceans Canada,photo,https://www.facebook.com/FisheriesOceansCanada/photos/a.331203093968397.1073741828.315919208830119/359271554494884/?type=3,2017-12-27 13:34:00,39,3,1,37,2,0,0,0,0,0,Best of : A countdown of our favourite posts of the year!,[],[],Best countdown favourite posts year,"['Best', 'countdown', 'favourite', 'posts', 'year']","[u'best', u'countdown', u'favourit', u'post', u'year']"
5,315919208830119_400738380348201,Arctic Flyover,video,https://www.facebook.com/FisheriesOceansCanada/videos/400738380348201/,2017-12-27 08:49:01,17,0,2,16,0,1,0,0,0,0,Check out all the furry friends we spotted while conducting an aerial seal survey off the coast of northern Newfoundland and Labrador. How many can you count?,[],['http://ow.ly/a4mo30hnLss'],Check furry friends spotted conducting aerial seal survey coast northern Newfoundland Labrador many count,"['Check', 'furry', 'friends', 'spotted', 'conducting', 'aerial', 'seal', 'survey', 'coast', 'northern', 'Newfoundland', 'Labrador', 'many', 'count']","[u'check', u'furri', u'friend', u'spot', u'conduct', u'aerial', u'seal', u'survey', u'coast', u'northern', u'newfoundland', u'labrador', u'mani', u'count']"
6,315919208830119_400738253681547,Fisheries and Oceans Canada,video,https://www.facebook.com/FisheriesOceansCanada/videos/341591366262903/,2017-12-26 13:29:01,24,1,0,19,5,0,0,0,0,0,Best of : A countdown of our favourite posts of the year!,[],[],Best countdown favourite posts year,"['Best', 'countdown', 'favourite', 'posts', 'year']","[u'best', u'countdown', u'favourit', u'post', u'year']"
7,315919208830119_400737733681599,Cable laying,video,https://www.facebook.com/FisheriesOceansCanada/videos/400737733681599/,2017-12-26 10:47:00,38,4,5,36,1,1,0,0,0,0,"It’s Arctic Science Month! This past summer, an underwater cable system was laid in part of the Northwest Passage to help scientists measure ice thickness, water temperature, passive acoustics & much more. The -km cable connects to an on-shore computer that communicates directly to the Bedford Institute of Oceanography in Dartmouth, Nova Scotia. This system helps to collect important data in real-time, even when the ice is m thick!",[],['http://ow.ly/QX4V30hnL1f'],Arctic Science Month past summer underwater cable system laid part Northwest Passage help scientists measure ice thickness water temperature passive acoustics much km cable connects shore computer communicates directly Bedford Institute Oceanography Dartmouth Nova Scotia system helps collect important data real time even ice thick,"['Arctic', 'Science', 'Month', 'past', 'summer', 'underwater', 'cable', 'system', 'laid', 'part', 'Northwest', 'Passage', 'help', 'scientists', 'measure', 'ice', 'thickness', 'water', 'temperature', 'passive', 'acoustics', 'much', 'km', 'cable', 'connects', 'shore', 'computer', 'communicates', 'directly', 'Bedford', 'Institute', 'Oceanography', 'Dartmouth', 'Nova', 'Scotia', 'system', 'helps', 'collect', 'important', 'data', 'real', 'time', 'even', 'ice', 'thick']","[u'arctic', u'scienc', u'month', u'past', u'summer', u'underwat', u'cabl', u'system', u'laid', u'part', u'northwest', u'passag', u'help', u'scientist', u'measur', u'ice', u'thick', u'water', u'temperatur', u'passiv', u'acoust', u'much', 'km', u'cabl', u'connect', u'shore', u'comput', u'communic', u'direct', u'bedford', u'institut', u'oceanographi', u'dartmouth', u'nova', u'scotia', u'system', u'help', u'collect', u'import', u'data', u'real', u'time', u'even', u'ice', u'thick']"
8,315919208830119_400735810348458,,photo,https://www.facebook.com/FisheriesOceansCanada/photos/a.331203093968397.1073741828.315919208830119/400735780348461/?type=3,2017-12-25 10:17:00,87,1,6,80,6,1,0,0,0,0,They’re still on the move! Our researchers continue to track the movements of narwhals equipped with satellite transmitters off the coast of Nunavut. This map shows their movements through the month of November – Full interactive map here:,[],['http://ow.ly/G7k230hnHtb'],still move researchers continue track movements narwhals equipped satellite transmitters coast Nunavut map shows movements month November Full interactive map,"['still', 'move', 'researchers', 'continue', 'track', 'movements', 'narwhals', 'equipped', 'satellite', 'transmitters', 'coast', 'Nunavut', 'map', 'shows', 'movements', 'month', 'November', 'Full', 'interactive', 'map']","[u'still', u'move', u'research', u'continu', u'track', u'movement', u'narwhal', u'equip', u'satellit', u'transmitt', u'coast', u'nunavut', u'map', u'show', u'movement', u'month', u'novemb', u'full', u'interact', u'map']"
9,315919208830119_401070186981687,,photo,https://www.facebook.com/FisheriesOceansCanada/photos/a.331203093968397.1073741828.315919208830119/401070006981705/?type=3,2017-12-25 08:00:00,192,2,67,171,10,0,10,1,0,0,,[],[],nan,['nan'],[u'nan']
