,Unnamed: 0,id,date_published,link,caption_original,caption_cleaned,hashtags,num_shares,num_likes,Reactions_SUM,category,language,average_sentiment_score,sentiment,account_name,words_matched_list
16,16,788439444063789056,2016-10-18 17:59:46,[],"RT @canada150e: Le 31 décembre, tout le Canada sera en fête! Faites comme des milliers d’autres Canadiens et participez au coup d’envoi de…",RT canada150e Le 31 cembre tout le Canada sera en Faites comme des milliers autres Canadiens et participez au coup envoi,[],21,0,21,unknown,fr,0.0,Neutral,MPO_Pacifique_tweeter,
69,69,788472028680585217,2016-10-18 20:09:15,"['https://t.co/wroOHx20IJ', 'https://t.co/xRUBn\xe2\x80\xa6']",RT @MPO_DFO: #ParlonsHabitatDuPoisson! Le #GC consulte pour la #LoiSurLesPêches. Participez sur https://t.co/wroOHx20IJ! https://t.co/xRUBn…,RT ParlonsHabitatDuPoisson Le GC consulte pour la Participez sur https co wroOHx20IJ https co,"['#ParlonsHabitatDuPoisson', '#GC', '#LoiSurLesP']",8,0,8,unknown,fr,0.0,Neutral,MPO_Pacifique_tweeter,
97,97,792055850508685313,2016-10-28 17:30:05,['https://t.co/wroOHx20IJ'],RT @MPO_DFO: Pourquoi vous souciez-vous de l'habitat du poisson? Dites-le au #GC! https://t.co/wroOHx20IJ #ParlonsHabitatDuPoisson #LoiSurL…,RT Pourquoi vous souciez vous de habitat du poisson Dites le au GC https co wroOHx20IJ ParlonsHabitatDuPoisson,"['#GC', '#ParlonsHabitatDuPoisson', '#LoiSurL']",7,0,7,unknown,fr,0.0,Neutral,MPO_Pacifique_tweeter,
167,167,789561822059831296,2016-10-21 20:19:42,['https://t.co\xe2\x80\xa6'],"RT @canada150e: 19 centres urbains, une panoplie de festivités, une date à retenir : 31 décembre. Soyez de la fête! #Canada150 https://t.co…",RT canada150e 19 centres urbains une panoplie de une date retenir 31 cembre Soyez de la Canada150 https,['#Canada150'],5,0,5,unknown,fr,0.0,Neutral,MPO_Pacifique_tweeter,
183,183,790667549654585345,2016-10-24 21:33:28,[],"RT @MPO_Centre: Dame Nature offre au vaillant équipage du NGCC #SirWilfridLaurier une incroyable aurore boréale près de Nome, Alaska @GCC_C…",RT Dame Nature offre au vaillant quipage du NGCC SirWilfridLaurier une incroyable aurore ale de Nome Alaska,['#SirWilfridLaurier'],4,0,4,Environmental,fr,0.0,Neutral,MPO_Pacifique_tweeter,"['or', 'nature']"
198,198,789564211361906690,2016-10-21 20:29:12,['https://t.co/\xe2\x80\xa6'],RT @salledepresseGC: Les demandes de financement sont maintenant acceptées pour la ronde 6 du PPCPR #PêcheRécréative @MPO_DFO https://t.co/…,RT salledepresseGC Les demandes de financement sont maintenant es pour la ronde du PPCPR ative https co,['#P'],4,0,4,Economical,fr,0.0,Neutral,MPO_Pacifique_tweeter,"['financement', 'finance']"
200,200,785875097219428352,2016-10-11 16:09:58,[],"RT @GCC_CCG: Laura Yerex (gauche), Officier en charge au #SCTM Prince Rupert, C.-B. assure la sécurité dans les eaux canadiennes #GrâceàEll…",RT Laura Yerex gauche Officier en charge au SCTM Prince Rupert assure la dans les eaux canadiennes,"['#SCTM', '#Gr']",4,0,4,Environmental,fr,0.0,Neutral,MPO_Pacifique_tweeter,['eau']
261,261,788400715165274112,2016-10-18 15:25:52,[],RT @salledepresseGC: Le min. Garneau fait une déclaration sur l'incident maritime dans le passage Seaforth #BellaBella #BC @GCC_CCG https:/…,RT salledepresseGC Le min Garneau fait une claration sur incident maritime dans le passage Seaforth BellaBella BC https,"['#BellaBella', '#BC']",3,0,3,Environmental,fr,0.0,Neutral,MPO_Pacifique_tweeter,"['eau', 'or']"
265,265,787415611479502850,2016-10-15 22:11:25,['https://t.co/dNQbUihpV'],Intervention environnementale maritime dans le passage Seaforth #BellaBella BC: informations au https://t.co/dNQbUihpVd,Intervention environnementale maritime passage Seaforth BellaBella BC informations https co dNQbUihpVd,['#BellaBella'],3,0,3,Environmental,fr,0.0,Neutral,MPO_Pacifique_tweeter,"['environnement', 'or']"
266,266,784487175631101952,2016-10-07 20:14:52,[],"RT @GCC_CCG: Commandante Joanne McNish, Directrice régionale de la Flotte est fière de représenter le personnel naviguant de la Flotte #Grâ…",RT Commandante Joanne McNish Directrice gionale de la Flotte est de senter le personnel naviguant de la Flotte,['#Gr'],3,0,3,Environmental,fr,0.0,Neutral,MPO_Pacifique_tweeter,['ice']
