,Unnamed: 0,id,date_published,link,caption_original,caption_cleaned,hashtags,num_comments,num_likes,Reactions_SUM,category,language,average_sentiment_score,account_name,words_matched_list,sentiment
2,2,2017-06-27_13-49-23,2017-06-27 13:49:23,https://instagram.fyvr3-1.fna.fbcdn.net/vp/1aa71667981cf4f642d005d2363083be/5AF5C115/t51.2885-15/e35/25010942_510159062684614_1715675908167172096_n.jpg,"The clouds ️ pictured are called mammatus. Mammatus are formed from outpouching of water vapour high in the atmosphere. They are often (but not always) seen in the anvil of strong thunderstorms, as was the case on this summer day!.... : Kyle Fougere",clouds pictured called mammatus Mammatus formed outpouching water vapour high atmosphere often always seen anvil strong thunderstorms case summer day SevereWeather Weather WeatherNerd PhotoOfTheDay SummerWeather MeteorologicalServiceCanada EnvironmentCanada Clouds Cloud InstaCloud Mammatus MammatusClouds StormClouds Kyle Fougere,"[""severeweather"",""weather"",""weathernerd"",""photooftheday"",""summerweather"",""meteorologicalservicecanada"",""environmentcanada"",""clouds"",""cloud"",""instacloud"",""mammatus"",""mammatusclouds"",""stormclouds""]",8,120,128,Environmental,en,0.3080853174603175,canenvironment_instagram,"['water', 'or', 'ice', 'mer']",positive
8,8,2017-06-16_07-56-27,2017-06-16 07:56:27,https://instagram.fyvr3-1.fna.fbcdn.net/vp/41bf8c9710b60d2ec811ace8184f8483/5AE92573/t51.2885-15/e35/25011949_269567136900723_673189871145189376_n.jpg,"The cloud pictured is called a supercell thunderstorm. Supercell thunderstorms have a rotating updraft, and are almost always associated with severe weather. They often look like a barber pole or in some cases, a UFO!....: Kyle Fougere ",cloud pictured called supercell thunderstorm Supercell thunderstorms rotating updraft almost always associated severe weather often look like barber pole cases UFO Kyle Fougere Throwback Flashback Meteorology Wx SevereWeather Weather WeatherNerd PhotoOfTheDay SummerWeather MeteorologicalServiceCanada MSC EnvironmentCanada Clouds Cloud InstaCloud,"[""throwback"",""flashback"",""meteorology"",""wx"",""severeweather"",""weather"",""weathernerd"",""photooftheday"",""summerweather"",""meteorologicalservicecanada"",""msc"",""environmentcanada"",""clouds"",""cloud"",""instacloud""]",12,104,116,Environmental,en,0.2669270833333333,canenvironment_instagram,"['or', 'ice', 'mer']",positive
25,25,2017-06-22_08-01-29,2017-06-22 08:01:29,https://instagram.fyvr3-1.fna.fbcdn.net/vp/4990870bf6885f16ffeefcdf1f156990/5AE324ED/t51.2885-15/e35/24327846_190391928204966_6278336665912082432_n.jpg,"We have a season-long program on Country Island, Nova Scotia to protect the Roseate Tern colony and assess their productivity. One of the biggest jobs each season is to count the number of active Tern nests and in order to do that we usually bring a few extra people onto the island because of the number of nests and the fact that they’re often in challenging vegetation and so hard to see!! This means, all hands on deck …even directors and managers go on field trips! With views like these, who wouldn’t like to get out in the field to work? Yes CWS, the social media team is extremely jealous.... : Garry Donaldson",season long program Country Island Nova Scotia protect Roseate Tern colony assess productivity nOne biggest jobs season count number active Tern nests order usually bring extra people onto island number nests fact often challenging vegetation hard see means hands deck even directors managers go field trips views like like get field work Yes CWS social media team extremely jealous FieldTrip FieldWork TeamWork BirdLover CanadianWildlifeService NovaScotia BirdCount HiddenGems EnvironmentCanada CanEnvironment Flashback Summer WithNature InstaBird PhotoOfTheDay WildlifePhoto BirdNerd BirdsOfInstagram Garry Donaldson,"[""fieldtrip"",""fieldwork"",""teamwork"",""birdlover"",""canadianwildlifeservice"",""novascotia"",""birdcount"",""hiddengems"",""environmentcanada"",""canenvironment"",""flashback"",""summer"",""withnature"",""instabird"",""photooftheday"",""wildlifephoto"",""birdnerd"",""birdsofinstagram""]",4,92,96,Environmental,en,0.5875,canenvironment_instagram,"['wildlife', 'nature', 'ice', 'bird', 'mer', 'or']",positive
26,26,2017-06-28_06-07-04,2017-06-28 06:07:04,https://instagram.fyvr3-1.fna.fbcdn.net/vp/087204e4303d5016e3675483aeb85683/5AF2A4F5/t51.2885-15/e35/25009144_369445493503533_3000295601289035776_n.jpg,"!Here’s Lynne, a biologist with the Canadian Wildlife Service, admiring this Weidemeyer’s while collecting genetic samples to help conserve the species. The Weidemeyer’s Admiral is a large butterfly that is only known in Canada from a small geographic area of southeastern Alberta. The species is listed as Special Concern under Canada’s Species at Risk Act, and little is known about the Canadian population. Cool fact: males of the species are territorial – they patrol and defend an area from all intruders.....",COOLSCIENTISTALERT Lynne biologist Canadian Wildlife Service admiring collecting genetic samples help conserve species Admiral large butterfly known Canada small geographic area southeastern Alberta species listed Special Concern Species Risk Act little known Canadian population Cool fact males species territorial patrol defend area intruders DYK ScienceBuffs FunFacts ScienceFacts BiologistsOfInstagram InstaScience Science WldlifeLovers CanadianWildifeService WildlifeConservation SpeciesAtRisk SpeciesAtRiskAct SpeciesAtRiskRegistry CanadianWildlife Butterflies InstaButterflies Insect EnvironmentCanada CanEnvironment WildlifeWednesday,"[""coolscientistalert"",""dyk"",""sciencebuffs"",""funfacts"",""sciencefacts"",""biologistsofinstagram"",""instascience"",""science"",""wldlifelovers"",""canadianwildifeservice"",""wildlifeconservation"",""speciesatrisk"",""speciesatriskact"",""speciesatriskregistry"",""canadianwildlife"",""butterflies"",""instabutterflies"",""insect"",""environmentcanada"",""canenvironment"",""wildlifewednesday""]",0,96,96,Environmental,en,0.0,canenvironment_instagram,"['wildlife', 'ice', 'conserve', 'conservation', 'species', 'or']",neutral
34,34,2017-06-14_06-02-34,2017-06-14 06:02:34,https://instagram.fyvr3-1.fna.fbcdn.net/vp/f1edc06c0b0bbbd3ce32c5ec170ebe73/5AD9069B/t51.2885-15/e35/24332561_316513075421769_7216867623739326464_n.jpg,from ....No colour on the tundra is prettier than that of a redpoll's eggs! How few nests we've found over the past years adds to their specialness... rogram,Repost BirdNerd jennierausch nNo colour tundra prettier redpoll eggs nests found past 18 years adds specialness TrickyBirds CanadianWildlifeService ArcticShoreBirdMonitoringProgram rogram ArcticPrism Kugluktuk NoFilterNeeded WildlifeConservation ArcticScience FieldWork NaturePhotography BirdLovers InstaBird BiologistOfInstagram,"[""repost"",""birdnerd"",""trickybirds"",""canadianwildlifeservice"",""arcticshorebirdmonitoringprogr"",""arcticprism"",""kugluktuk"",""nofilterneeded"",""wildlifeconservation"",""arcticscience"",""fieldwork"",""naturephotography"",""birdlovers"",""instabird"",""biologistofinstagram""]",0,92,92,Environmental,en,0.0,canenvironment_instagram,"['wildlife', 'nature', 'ice', 'bird', 'conservation', 'or']",neutral
39,39,2017-06-05_07-10-15,2017-06-05 07:10:15,https://instagram.fyvr3-1.fna.fbcdn.net/vp/9097bb9398f1966fefe85d6652e7f3df/5AE14525/t51.2885-15/e35/25018336_940209522802955_1071216864266289152_n.jpg,"Today is all about connecting people to nature! Nature surrounds us and World Environment Day reminds us to take action to conserve and protect our natural environment. Breathe in the beauty and remember that by keeping our planet healthy, we keep ourselves healthy too.Even as scientists discover new species (estimates suggest millions remain unknown), it is clear that our biodiversity is under threat – from competing land uses, pollution, population growth and human activities.We’re working with partners to conserve our biodiversity.....WorldEnvironmentDay",Today connecting people nature Nature surrounds us World Environment Day reminds us take action conserve protect natural environment Breathe beauty remember keeping planet healthy keep healthy nEven scientists discover new species estimates suggest millions remain unknown clear biodiversity threat competing land uses pollution population growth human activities working partners conserve biodiversity nWorldEnvironmentDay WithNature Canada EnvironmentCanada Wildlifeconservation ConservationWork FieldWork Canada150 WEDCan Biodiversity,"[""withnature"",""canada"",""environmentcanada"",""wildlifeconservation"",""conservationwork"",""fieldwork"",""canada150"",""wedcan"",""biodiversity""]",1,88,89,Environmental,en,0.0,canenvironment_instagram,"['wildlife', 'biodiversity', 'natural', 'nature', 'or', 'species', 'planet', 'conservation', 'eau', 'conserve', 'pollution']",neutral
52,52,2017-06-23_09-29-06,2017-06-23 09:29:06,https://instagram.fyvr3-1.fna.fbcdn.net/vp/b86731a222958c4f3337ceac617c1143/5AFBF73A/t51.2885-15/e35/25007074_1991952031027784_552997861361451008_n.jpg,"Did you know that endangered species conservation is sometimes complex and multi-national? This endangered burrowing owl was fitted with a satellite transmitter near her nest in Alberta in . The solar-powered transmitter allows scientists with the Canadian Wildlife Service and project collaborators to track her movements wherever she goes. After leaving her burrow in Alberta this bird flew over ,500km to winter in Central Mexico. In spring she returned to Alberta and nested less than km from where she was first captured. She was recently sighted by biologists in Mexico in the same wintering site as the year before, and we are hoping she makes a safe and successful return to Canada to raise the next generation of owls. 🦉....",know endangered species conservation sometimes complex multi national endangered burrowing owl fitted satellite transmitter near nest Alberta 2015 solar powered transmitter allows scientists Canadian Wildlife Service project collaborators track movements wherever goes leaving burrow Alberta bird flew 500km winter Central Mexico nIn spring 2016 returned Alberta nested less 3km first captured recently sighted biologists Mexico wintering site year hoping makes safe successful return Canada raise next generation owls DYK FunFacts MigratoryBirds BirdYear BiologistsOfInstagram InstaScience Science WildlifeLovers CanadianWildifeService WildlifeConservation CanadianWildlife OwlsLover CuteOwls OwlsPic InstaOwls EnvironmentCanada CanEnvironment,"[""dyk"",""funfacts"",""migratorybirds"",""birdyear"",""biologistsofinstagram"",""instascience"",""science"",""wildlifelovers"",""canadianwildifeservice"",""wildlifeconservation"",""canadianwildlife"",""owlslover"",""cuteowls"",""owlspic"",""instaowls"",""environmentcanada"",""canenvironment""]",0,85,85,Environmental,en,0.0,canenvironment_instagram,"['wildlife', 'or', 'ice', 'bird', 'conservation', 'solar', 'species']",neutral
119,119,2017-06-02_14-00-27,2017-06-02 14:00:27,https://instagram.fyvr3-1.fna.fbcdn.net/vp/848e58f852163acf746f5222acefdac0/5A6401F8/t51.2885-15/e15/25007122_249338385599847_8224485793402454016_n.jpg,Are you ready to go behind the scenes with us for World Environment Day? We’ll be bringing you all the inside scoop! Check out our Insta stories June -5....,ready go behind scenes us World Environment Day bringing inside scoop Check Insta stories June WorldEnvironmentDay WithNature Adventures FunTimes BehindTheScenes Canada ExploreCanada WEDCan Canada150 ECCan150 EnvironmentCanada CanEnvironment,"[""worldenvironmentday"",""withnature"",""adventures"",""funtimes"",""behindthescenes"",""canada"",""explorecanada"",""wedcan"",""canada150"",""eccan150"",""environmentcanada"",""canenvironment""]",2,62,64,Environmental,en,0.375,canenvironment_instagram,"['or', 'nature']",positive
125,125,2017-06-12_12-51-00,2017-06-12 12:51:00,https://instagram.fyvr3-1.fna.fbcdn.net/vp/24c401e54db5d5df052888af196ce932/5AF74117/t51.2885-15/e35/25005757_234950160376044_5028680132588470272_n.jpg,"In celebration of National Public Service Week and , the Canada Centre for Inland Waters located on the shores of Lake Ontario in Burlington, Ontario, is hosting an Open House from Friday, June to Saturday, June . Over exhibits will be staffed by Government of Canada’s eerts working in areas including freshwater, fisheries, wildlife and Arctic research, environmental and wildlife enforcement, climate change, and Great Lakes Management. Come for a visit!...",celebration National Public Service Week Canada150 Canada Centre Inland Waters located shores Lake Ontario Burlington Ontario hosting Open House Friday June 16 Saturday June 17 nOver 50 exhibits staffed Government experts working areas including freshwater fisheries wildlife Arctic research environmental wildlife enforcement climate change Great Lakes Management Come visit OpenHouse WaterScience BiologistsOfInstagram WildlifeOfficer WildlifeEnforcement ClimateChange ScienceAndTechnology Scientists BurlingtonOntario DiscoverON EnvironmentCanada NationalPublicServiceWeek,"[""canada150"",""openhouse"",""waterscience"",""biologistsofinstagram"",""wildlifeofficer"",""wildlifeenforcement"",""climatechange"",""scienceandtechnology"",""scientists"",""burlingtonontario"",""discoveron"",""environmentcanada"",""nationalpublicserviceweek""]",3,59,62,Environmental,en,0.0,canenvironment_instagram,"['fisheries ', 'climat', 'government', 'climate change', 'lakes', 'ice', 'water', 'climate', 'wildlife', 'or', 'lake ']",neutral
130,130,2017-06-21_07-02-43,2017-06-21 07:02:43,https://instagram.fyvr3-1.fna.fbcdn.net/vp/8c4ff67aec7cef092ef46f55fae4102b/5AF73BB6/t51.2885-15/e35/25013240_308903492941272_2328789537712504832_n.jpg,"These photos were taken during the Piping Plover census that takes place every five years throughout its breeding range which in Canada includes the prairies, Great Lakes, Quebec and Atlantic Canada. In this set of pictures Andrew and Garry spent the day on Shediac Island which is off the coast of New Brunswick in the Northumberland Strait. Even though they were in good habitat, they didn’t find Piping Plovers but there were a few Least Sandpipers kicking around!! ..... : Garry Donaldson",photos taken Piping Plover census takes place every five years throughout breeding range Canada includes prairies Great Lakes Quebec Atlantic Canada set pictures Andrew Garry spent day Shediac Island coast New Brunswick Northumberland Strait Even though good habitat find Piping Plovers Least Sandpipers kicking around Sandpipers InstaBirds Shediac ConservationWork Conservation BiologistOfInstagram BiologistsOfInstagram CanadianWildlife CanadianWildlifeService EnvironmentCanada BirdCensus Garry Donaldson,"[""sandpipers"",""instabirds"",""shediac"",""conservationwork"",""conservation"",""biologistofinstagram"",""biologistsofinstagram"",""canadianwildlife"",""canadianwildlifeservice"",""environmentcanada"",""birdcensus""]",0,61,61,Environmental,en,0.0,canenvironment_instagram,"['wildlife', 'or', 'lakes', 'ice', 'coast', 'conservation', 'air', 'bird']",neutral
