,Unnamed: 0,id,date_published,link,caption_original,caption_cleaned,hashtags,num_reactions,num_comments,num_shares,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys,num_special,Reactions_SUM,category,language,average_sentiment_score,account_name,words_matched_list,sentiment
8,8,123326971154939_938577622963199,2017-10-29 22:20:05,https://www.facebook.com/GovCanNorth/photos/a.343736115780689.1073741825.123326971154939/938577622963199/?type=3,"Check out the latest photos of the Canadian High Arctic Research Station construction in Cambridge Bay, Nunavut: http://ow.ly/AuWr30gbf1R","Check out the latest photos of the Canadian High Arctic Research Station construction in Cambridge Bay, Nunavut:",[],23,2,21,17,1,5,0,0,0,0,46,Economical,en,0.375,GovCanNorth_facebook,['arctic'],positive
16,16,123326971154939_934889973331964,2017-10-22 10:00:19,https://www.facebook.com/GovCanNorth/photos/a.343736115780689.1073741825.123326971154939/934889973331964/?type=3,"Are you interested in promoting Canada’s Arctic? Parks Canada is seeking motivated team-players to deliver dynamic engagement and public outreach programs during Summer 2018! For more information, visit: http://ow.ly/kyHm30g1D4R","Are you interested in promoting Canada’s Arctic? Parks Canada is seeking motivated team-players to deliver dynamic engagement and public outreach programs during Summer ! For more information, visit:",[],13,2,18,12,1,0,0,0,0,0,33,Social,en,0.375,GovCanNorth_facebook,"['ami', 'engagement']",positive
35,35,123326971154939_930932047061090,2017-10-14 10:00:45,https://www.facebook.com/GovCanNorth/photos/a.343736115780689.1073741825.123326971154939/930932047061090/?type=3,"Inuk leader, Sheila Watt-Cloutier, is an activist at the crossroads of Indigenous rights and environmental advocacy.
 
She was nominated for a Nobel Peace Prize Concert prize for her environmental and political activism, which highlighted the effects of climate change on Inuit communities. http://ow.ly/f9Y430fRo4V 
#WomensHistoryMonth
#IndigenousWomen","Inuk leader, Sheila Watt-Cloutier, is an activist at the crossroads of Indigenous rights and environmental advocacy. She was nominated for a Nobel Peace Prize Concert prize for her environmental and political activism, which highlighted the effects of climate change on Inuit communities.","['#WomensHistoryMonth', '#IndigenousWomen']",11,0,6,10,1,0,0,0,0,0,17,Social,en,0.0,GovCanNorth_facebook,"['inuit', 'change', 'indigenous']",neutral
54,54,123326971154939_938577626296532,2017-10-29 22:20:05,https://www.facebook.com/GovCanNorth/photos/a.343736115780689.1073741825.123326971154939/938577626296532/?type=3,"Check out the latest photos of the Canadian High Arctic Research Station construction in Cambridge Bay, Nunavut: http://ow.ly/AuWr30gbf1R","Check out the latest photos of the Canadian High Arctic Research Station construction in Cambridge Bay, Nunavut:",[],11,0,2,10,1,0,0,0,0,0,13,Economical,en,0.0,GovCanNorth_facebook,['arctic'],neutral
66,66,123326971154939_937355939752034,2017-10-27 11:30:20,,"Are you from Canada's North? Find out if your community, organization or project is eligible for funding from the Northern Responsible Energy Approach for Community Heat and Electricity (REACHE) program and how to apply. http://ow.ly/ebZv30g9J7q #cleanenergy","Are you from Canada's North? Find out if your community, organization or project is eligible for funding from the Northern Responsible Energy Approach for Community Heat and Electricity (REACHE) program and how to apply.",['#cleanenergy'],7,0,3,7,0,0,0,0,0,0,10,Economical,en,0.0,GovCanNorth_facebook,"['energy', 'funding', 'northern']",neutral
79,79,123326971154939_932871620200466,2017-10-18 09:05:32,https://www.facebook.com/LibraryArchives/photos/a.448149705231367.104813.383985531647785/1554029517976708/?type=3,,,[],8,1,0,4,4,0,0,0,0,0,9,unknown,tl,0.0,GovCanNorth_facebook,,neutral
93,93,123326971154939_938900109597617,2017-10-30 14:01:08,http://ow.ly/KENv30ge9FD,"“From the North” brings together musicians, visual artists, media artists, storytellers, dancers and Dene and Inuit athletes from the territories on a tour of the northern capital cities – Whitehorse, Yellowknife and Iqaluit – followed by stops in Ottawa, Montréal and Vancouver. Check out the schedule here: http://ow.ly/KENv30ge9FD","“From the North” brings together musicians, visual artists, media artists, storytellers, dancers and Dene and Inuit athletes from the territories on a tour of the northern capital cities – Whitehorse, Yellowknife and Iqaluit – followed by stops in Ottawa, Montréal and Vancouver. Check out the schedule here: D",[],5,0,3,5,0,0,0,0,0,0,8,Social,en,0.0,GovCanNorth_facebook,['inuit'],neutral
134,134,123326971154939_936516383169323,2017-10-25 17:30:12,https://www.facebook.com/GovCanNorth/photos/a.343736115780689.1073741825.123326971154939/936516383169323/?type=3,"At the Renewables in Remote Communities 2017 Conference in Whitehorse, the Government of Canada continues to work with Indigenous people and other partners to reduce reliance on diesel in northern communities while growing the economy. http://ow.ly/Al8w30g86rQ #RiRC2017","At the Renewables in Remote Communities Conference in Whitehorse, the Government of Canada continues to work with Indigenous people and other partners to reduce reliance on diesel in northern communities while growing the economy.",['#RiRC2017'],5,0,0,5,0,0,0,0,0,0,5,Economical,en,0.0,GovCanNorth_facebook,"['northern', 'government']",neutral
151,151,123326971154939_927374540750174,2017-10-06 16:00:42,https://www.facebook.com/GovCanNorth/photos/a.343736115780689.1073741825.123326971154939/927374540750174/?type=3,"JOB OPPORTUNITY! Put your skills and experience in the kitchen to good use! The Canadian Coast Guard is hiring Cooks in Hay River, Northwest Territories! Apply here: http://ow.ly/4nHV30fHqmP","JOB OPPORTUNITY! Put your skills and eerience in the kitchen to good use! The Canadian Coast Guard is hiring Cooks in Hay River, Northwest Territories! Apply here:",[],1,0,3,1,0,0,0,0,0,0,4,Environmental,en,0.0,GovCanNorth_facebook,"['guard', 'or', 'coast']",neutral
162,162,123326971154939_926495104171451,2017-10-04 15:30:20,https://www.facebook.com/GovCanNorth/photos/a.343736115780689.1073741825.123326971154939/926495104171451/?type=3,The Giant Mine Remediation Project Team invites you to a public meeting to discuss the updated Human Health and Ecological Risk Assessment. http://ow.ly/Yw4W30fCga5,The Giant Mine Remediation Project Team invites you to a public meeting to discuss the updated Human Health and Ecological Risk Assessment.,[],2,0,2,2,0,0,0,0,0,0,4,Social,en,0.0,GovCanNorth_facebook,['health'],neutral
154,154,123326971154939_936994589788169,2017-10-26 16:00:53,https://www.facebook.com/GovCanNorth/photos/a.343736115780689.1073741825.123326971154939/936994589788169/?type=3,Ukkusiksalik National Park in Nunavut is a traditional hunting and fishing ground for Inuit. Imagine their gatherings as you hike the trails or paddle the traditional routes Inuit men and women have traveled for centuries. http://ow.ly/A9oZ30g9IAx  #IndigenousLanguages,Ukkusiksalik National Park in Nunavut is a traditional hunting and fishing ground for Inuit. Imagine their gatherings as you hike the trails or paddle the traditional routes Inuit men and women have traveled for centuries.,['#IndigenousLanguages'],3,0,1,3,0,0,0,0,0,0,4,Social,en,0.0,GovCanNorth_facebook,"['inuit', 'women']",neutral
164,164,123326971154939_932499603571001,2017-10-17 14:12:38,https://www.facebook.com/events/1544280118944526/,,,[],4,0,0,4,0,0,0,0,0,0,4,unknown,tl,0.0,GovCanNorth_facebook,,neutral
143,143,123326971154939_930019477152347,2017-10-12 13:28:19,https://www.facebook.com/ParksCanadaNunavut/photos/a.1431815217092389.1073741829.1386242694982975/1950455335228372/?type=3,,,[],4,0,0,4,0,0,0,0,0,0,4,unknown,tl,0.0,GovCanNorth_facebook,,neutral
137,137,123326971154939_929600267194268,2017-10-11 16:00:00,https://www.facebook.com/GovCanNorth/photos/a.343736115780689.1073741825.123326971154939/929600090527619/?type=3,"The Canol Trail telephone wire clean-up is a joint project between the Government of Canada, the Government of the Northwest Territories, and the Doi T’oh Territorial Park Corporation. Over the last three years, telephone wire left over from the construction and operation of the Canadian Oil (CANOL) pipeline has been cut and removed from the trail. The contract for the next phase of the remediation project was recently awarded. To learn more about the Canol Trail Remediation Project visit: http://ow.ly/RRDl30fOiL1","The Canol Trail telephone wire clean-up is a joint project between the Government of Canada, the Government of the Northwest Territories, and the Doi T’oh Territorial Park Corporation. Over the last three years, telephone wire left over from the construction and operation of the Canadian Oil (CANOL) pipeline has been cut and removed from the trail. The contract for the next phase of the remediation project was recently awarded. To learn more about the Canol Trail Remediation Project visit: 1",[],4,0,0,2,2,0,0,0,0,0,4,Environmental,en,0.0,GovCanNorth_facebook,"['park', 'or', 'clean', 'government']",neutral
138,138,123326971154939_932530810234547,2017-10-17 15:34:25,https://www.facebook.com/GCIndigenous/photos/a.409618582497626.1073741828.218581684934651/1362958920496916/?type=3,,,[],4,0,0,4,0,0,0,0,0,0,4,unknown,tl,0.0,GovCanNorth_facebook,,neutral
184,184,123326971154939_937325003088461,2017-10-27 10:06:43,https://www.facebook.com/TransportandInfrastructureinCanada/photos/a.10151569797817975.1073741825.401846167974/10155948550312975/?type=3,,,[],3,0,0,2,1,0,0,0,0,0,3,unknown,tl,0.0,GovCanNorth_facebook,,neutral
187,187,123326971154939_926047667549528,2017-10-03 15:00:45,https://www.facebook.com/GovCanNorth/photos/a.343736115780689.1073741825.123326971154939/926047667549528/?type=3,"Drone imagery was taken along the Canol Heritage Trail (NWT) to produce historical records before the remediation project begins. These records will be used to create base maps for community meetings, 3D digital models, and help to track progress as the project proceeds. The imagery will also be added to the region’s repository of satellite photos and to the archives at the Prince of Wales Northern Heritage Centre. 
To learn more about the Canol Trail Remediation Project, visit: http://ow.ly/FVXM30fC2fv","Drone imagery was taken along the Canol Heritage Trail (NWT) to produce historical records before the remediation project begins. These records will be used to create base maps for community meetings, D digital models, and help to track progress as the project proceeds. The imagery will also be added to the region’s repository of satellite photos and to the archives at the Prince of Wales Northern Heritage Centre. To learn more about the Canol Trail Remediation Project, visit:",[],3,0,0,3,0,0,0,0,0,0,3,Social,en,0.0,GovCanNorth_facebook,"['archives', 'community']",neutral
200,200,123326971154939_925597934261168,2017-10-02 14:52:18,https://www.facebook.com/ParksCanadaNWT/photos/a.475948819208442.1073741828.475133362623321/1106628736140444/?type=3,,,[],2,1,0,2,0,0,0,0,0,0,3,unknown,tl,0.375,GovCanNorth_facebook,,positive
258,258,123326971154939_938867912934170,2017-10-30 12:25:22,https://www.facebook.com/events/140443470022250/,,,[],2,0,0,2,0,0,0,0,0,0,2,unknown,tl,0.0,GovCanNorth_facebook,,neutral
263,263,123326971154939_932870360200592,2017-10-18 09:02:24,https://www.facebook.com/project.naming/photos/a.264358477331743.1073741829.263014457466145/364113324022924/?type=3,,,[],1,1,0,1,0,0,0,0,0,0,2,unknown,tl,0.0,GovCanNorth_facebook,,neutral
261,261,123326971154939_936971419790486,2017-10-26 14:30:23,,"The Government of Canada continues to invest in clean energy for Indigenous and Northern communities. http://ow.ly/U4Ns30g9HvS 
#CleanEnergy",The Government of Canada continues to invest in clean energy for Indigenous and Northern communities.,['#CleanEnergy'],2,0,0,2,0,0,0,0,0,0,2,Economical,en,0.0,GovCanNorth_facebook,"['invest', 'energy', 'northern', 'government']",neutral
