,Unnamed: 0,id,date_published,link,caption_original,caption_cleaned,hashtags,num_reactions,num_comments,num_shares,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys,num_special,Reactions_SUM,category,language,average_sentiment_score,account_name,words_matched_list,sentiment
8,8,134615279898518_1504059299620769,2016-11-07 15:00:32,https://www.facebook.com/ParcsCanada/photos/a.281154578577920.88091.134615279898518/1504059299620769/?type=3,"175 ans, ça se fête en grand! Les 19 et 20 novembre, venez célébrer l’anniversaire de sir Wilfrid Laurier au lieu historique national de la Maison-Laurier à Ottawa, qui vous ouvre ses portes GRATUITEMENT pour l’occasion. http://ow.ly/fQEf305WhLt","ans, ça se fête en grand! Les et novembre, venez célébrer l’anniversaire de sir Wilfrid Laurier au lieu historique national de la Maison-Laurier à Ottawa, qui vous ouvre ses portes GRATUITEMENT pour l’occasion.",[],279,11,162,265,13,0,1,0,0,0,452,Environmental,fr,0.0,ParcsCanada_facebook,"['or', 'air']",neutral
196,196,134615279898518_1516836125009753,2016-11-19 09:35:00,http://ow.ly/nsit306j1z7,"L'oiseau national du Canada: le geai gris! Saviez-vous que vous pouvez les trouver dans les forêts (et parcs!) d'un océan à l'autre? 

http://ow.ly/nsit306j1z7 (Anglais)",L'oiseau national du Canada: le geai gris! Saviez-vous que vous pouvez les trouver dans les forêts (et parcs!) d'un océan à l'autre? (Anglais),[],39,2,11,32,7,0,0,0,0,0,52,Environmental,fr,0.0,ParcsCanada_facebook,"['oiseau', 'eau', 'parc', 'or']",neutral
237,237,134615279898518_1507842635909102,2016-11-12 06:15:00,https://www.facebook.com/ParcsCanada/photos/a.281154578577920.88091.134615279898518/1507842635909102/?type=3,Faites l’expérience de 4 siècles d'histoire de la Ville de Québec en visitant l'arrondissement historique du Vieux-Québec! Lieu historique national des Fortifications-de-Québec #UNESCO,Faites l’eérience de siècles d'histoire de la Ville de Québec en visitant l'arrondissement historique du Vieux-Québec! Lieu historique national des Fortifications-de-Québec,['#UNESCO'],39,0,7,32,6,1,0,0,0,0,46,Social,fr,0.0,ParcsCanada_facebook,['historique'],neutral
258,258,134615279898518_1523919914301374,2016-11-26 07:55:01,https://www.facebook.com/ParcsCanada/photos/a.281154578577920.88091.134615279898518/1523919914301374/?type=3,"NOUVELLE EMBALLANTE! Le 1er décembre, nous aurons enfin notre compte Instagram!

Qu’aimeriez-vous voir sur notre page?","NOUVELLE EMBALLANTE! Le er décembre, nous aurons enfin notre compte Instagram! Qu’aimeriez-vous voir sur notre page?",[],17,2,23,17,0,0,0,0,0,0,42,Environmental,fr,0.0,ParcsCanada_facebook,['mer'],neutral
274,274,134615279898518_1495411323818900,2016-11-02 08:12:00,https://www.facebook.com/ParcsCanada/photos/a.281154578577920.88091.134615279898518/1495411323818900/?type=3,"On ne sait jamais ce qui va se pointer au camp de base du parc national #Ivvavik! Alors qu’il se préparait à partir en randonnée, Joe Arey, hôte culturel inuvialuit fait remarquer la présence d’un bœuf musqué à environ 10 m de là, sur la rive du ruisseau Sheep. Une merveilleuse surprise et un excellent départ pour la journée! #mercredidelafaune

Planifiez VOTRE excursion : http://ow.ly/UJIn305DBz0","On ne sait jamais ce qui va se pointer au camp de base du parc national ! Alors qu’il se préparait à partir en randonnée, Joe Arey, hôte culturel inuvialuit fait remarquer la présence d’un bœuf musqué à environ m de là, sur la rive du ruisseau Sheep. Une merveilleuse surprise et un excellent départ pour la journée! Planifiez VOTRE excursion : 0","['#Ivvavik', '#mercredidelafaune']",36,0,3,33,1,2,0,0,0,0,39,Environmental,fr,0.0,ParcsCanada_facebook,"['eau', 'parc', 'or', 'mer']",neutral
321,321,134615279898518_1521556091204423,2016-11-22 15:16:00,https://www.facebook.com/ParcsCanada/photos/a.281154578577920.88091.134615279898518/1521556091204423/?type=3,"L’automne est la saison des ours polaires dans le Nord du Manitoba, ce qui veut dire qu'il y a encore une chance d'en apercevoir sur notre caméra Web. Sinon, voici des belles photos de plus tôt cette année au Parc national Wapusk! http://ow.ly/If1Y306qOiN","L’automne est la saison des ours polaires dans le Nord du Manitoba, ce qui veut dire qu'il y a encore une chance d'en apercevoir sur notre caméra Web. Sinon, voici des belles photos de plus tôt cette année au Parc national Wapusk!",[],27,2,6,22,5,0,0,0,0,0,35,Environmental,fr,0.0,ParcsCanada_facebook,"['parc', 'or', 'air']",neutral
322,322,134615279898518_1513018925391473,2016-11-15 06:45:00,https://www.facebook.com/ParcsCanada/photos/a.281154578577920.88091.134615279898518/1513018925391473/?type=3,"#MardiQuiz : Nommez ce phare! Points en sus si vous connaissez le nom complet de ce lieu historique national.

RÉPONSE : c'est le Lieux historiques nationaux Fort Rodd Hill et du Phare de Fisgard! Autres infos sur la riche histoire militaire de cet endroit spécial : http://www.pc.gc.ca/fra/lhn-nhs/bc/fortroddhill/index.aspx",: Nommez ce phare! Points en sus si vous connaissez le nom complet de ce lieu historique national. RÉPONSE : c'est le Lieux historiques nationaux Fort Rodd Hill et du Phare de Fisgard! Autres infos sur la riche histoire militaire de cet endroit spécial :,['#MardiQuiz'],31,2,2,27,3,1,0,0,0,0,35,Environmental,fr,0.0,ParcsCanada_facebook,"['or', 'air']",neutral
448,448,134615279898518_1496444227048943,2016-11-01 19:10:00,https://www.facebook.com/ParcsCanada/photos/a.281154578577920.88091.134615279898518/1496444227048943/?type=3,"Vous souhaitez en apprendre davantage au sujet des montagnes? On procède aujourd’hui au lancement de #Mtns101! 

Il s’agit d’un cours en ligne, créé par Mountains 101 - UAlberta avec le soutien de Parcs Canada, qui explore le patrimoine des montagnes du Canada partout au pays, notamment les parcs nationaux des montagnes. Quelle belle façon de célébrer #Canada150! Vous pouvez vous inscrire dès maintenant : http://www.uab.ca/mountains (en anglais seulement)","Vous souhaitez en apprendre davantage au sujet des montagnes? On procède aujourd’hui au lancement de ! Il s’agit d’un cours en ligne, créé par Mountains - UAlberta avec le soutien de Parcs Canada, qui elore le patrimoine des montagnes du Canada partout au pays, notamment les parcs nationaux des montagnes. Quelle belle façon de célébrer ! Vous pouvez vous inscrire dès maintenant : (en anglais seulement)","['#Mtns101', '#Canada150']",19,0,9,18,1,0,0,0,0,0,28,Environmental,fr,0.0,ParcsCanada_facebook,"['parc', 'or']",neutral
513,513,134615279898518_1507984145894951,2016-11-11 09:15:00,https://www.facebook.com/ParcsCanada/photos/a.281154578577920.88091.134615279898518/1507984145894951/?type=3,"Joyeux vendredi photo des abonnés! 

Cette photo merveilleuse nous vient de Tom Hamilton Photography, accompagnée de la légende suivante : « Pour un photographe, le parc national du Gros-Morne est vraiment un endroit spécial; il offre plusieurs endroits pour créer des images exceptionnelles. » 

Chaque vendredi, nous choisissons au hasard une photo envoyée par un abonné pour la mettre en vedette sur notre mur. Si vous aimeriez soumettre une photo, veuillez nous envoyer un message.","Joyeux vendredi photo des abonnés! Cette photo merveilleuse nous vient de Tom Hamilton Photography, accompagnée de la légende suivante : « Pour un photographe, le parc national du Gros-Morne est vraiment un endroit spécial; il offre plusieurs endroits pour créer des images exceptionnelles. » Chaque vendredi, nous choisissons au hasard une photo envoyée par un abonné pour la mettre en vedette sur notre mur. Si vous aimeriez soumettre une photo, veuillez nous envoyer un message.",[],23,0,1,22,1,0,0,0,0,0,24,Environmental,fr,0.0,ParcsCanada_facebook,"['parc', 'or', 'mer']",neutral
537,537,134615279898518_1498689676824398,2016-11-04 08:15:00,https://www.facebook.com/ParcsCanada/photos/a.281154578577920.88091.134615279898518/1498689676824398/?type=3,"Joyeux vendredi photo des abonnés! 
Cette superbe photo nous vient de Don Wilson Photography (_don.wilson sur Instagram), accompagnée de la légende suivante : « Nos chemins se sont croisés au parc national Elk Island. Nous nous sommes dévisagés jusqu'à ce qu'elle s’éloigne... suivie d'un jeune veau! » 

Chaque vendredi, nous choisissons au hasard une photo envoyée par un abonné et pour la mettre en vedette sur notre mur. Si vous aimeriez soumettre une photo; veuillez svp nous envoyer un message.","Joyeux vendredi photo des abonnés! Cette superbe photo nous vient de Don Wilson Photography (_don.wilson sur Instagram), accompagnée de la légende suivante : « Nos chemins se sont croisés au parc national Elk Island. Nous nous sommes dévisagés jusqu'à ce qu'elle s’éloigne... suivie d'un jeune veau! » Chaque vendredi, nous choisissons au hasard une photo envoyée par un abonné et pour la mettre en vedette sur notre mur. Si vous aimeriez soumettre une photo; veuillez svp nous envoyer un message.",[],20,1,2,16,4,0,0,0,0,0,23,Environmental,fr,0.0,ParcsCanada_facebook,"['eau', 'parc', 'mer']",neutral
581,581,134615279898518_1495349557158410,2016-11-06 15:35:00,https://www.facebook.com/ParcsCanada/photos/a.281154578577920.88091.134615279898518/1495349557158410/?type=3,Joignez-vous à nous cette semaine et souvenons-nous des contributions et sacrifices des #Hérosdecheznous. Nous vous encourageons à lire leurs histoires et rédiger votre message de souvenir dans les commentaires. http://ow.ly/pgWw305ysu9 #nelesoubliezpas,Joignez-vous à nous cette semaine et souvenons-nous des contributions et sacrifices des érosdecheznous. Nous vous encourageons à lire leurs histoires et rédiger votre message de souvenir dans les commentaires. u9,"['#H', '#nelesoubliezpas']",18,0,3,18,0,0,0,0,0,0,21,Environmental,fr,0.0,ParcsCanada_facebook,"['ice', 'air']",neutral
624,624,134615279898518_1503857202974312,2016-11-07 09:45:00,https://youtu.be/Cm9Q3Jugpog,"Regardez un épisode méconnu de l’histoire du Parc national Forillon, Parcs Canada sur notre chaîne YouTube : la bataille du Saint-Laurent (Deuxième Guerre mondiale). D'anciens résidents du secteur de Cap-des-Rosiers y racontent leurs souvenirs de l'événement. #Hérosdecheznous #nelesoubliezpas Gaspésie je t'aime.com","Regardez un épisode méconnu de l’histoire du Parc national Forillon, Parcs Canada sur notre chaîne YouTube : la bataille du Saint-Laurent (Deuxième Guerre mondiale). D'anciens résidents du secteur de Cap-des-Rosiers y racontent leurs souvenirs de l'événement. érosdecheznous Gaspésie je t'aime.com","['#H', '#nelesoubliezpas']",16,0,4,14,2,0,0,0,0,0,20,Economical,fr,0.0,ParcsCanada_facebook,"['secteur', 'mondiale', 'mondial']",neutral
626,626,134615279898518_1495348790491820,2016-11-11 14:15:00,https://www.facebook.com/ParcsCanada/photos/a.281154578577920.88091.134615279898518/1495348790491820/?type=3,Merci à tous les vétérans et au personnel militaire actif pour leur contribution et leurs sacrifices! #Hérosdecheznous #nelesoubliezpas,Merci à tous les vétérans et au personnel militaire actif pour leur contribution et leurs sacrifices! érosdecheznous,"['#H', '#nelesoubliezpas']",20,0,0,20,0,0,0,0,0,0,20,Environmental,fr,0.0,ParcsCanada_facebook,"['mer', 'ice', 'air']",neutral
638,638,134615279898518_1516900298336669,2016-11-20 11:20:00,https://www.facebook.com/ParcsCanada/photos/a.281154578577920.88091.134615279898518/1516900298336669/?type=3,Hé les mordus d’#HarryPotter! Saviez-vous que nous avons nos propres #AnimauxFantastiques dans nos parcs et sites? Des bêtes comme le Grand iguane à petites cornes qui peut éjecter du sang de ses yeux lorsque menacé! Alison Sudol #NaturePourTous #Espècesenpéril http://ow.ly/Ck4I306eY5I,Hé les mordus d’! Saviez-vous que nous avons nos propres dans nos parcs et sites? Des bêtes comme le Grand iguane à petites cornes qui peut éjecter du sang de ses yeux lorsque menacé! Alison Sudol ècesenpéril,"['#HarryPotter', '#AnimauxFantastiques', '#NaturePourTous', '#Esp']",16,0,3,12,0,3,1,0,0,0,19,Environmental,fr,0.0,ParcsCanada_facebook,"['propre', 'parc', 'or']",neutral
