,Unnamed: 0,id,date_published,link,caption_original,caption_cleaned,hashtags,num_comments,num_likes,Reactions_SUM,category,language,average_sentiment_score,account_name,words_matched_list,sentiment
9,9,2017-03-16_09-41-06,2017-03-16 09:41:06,https://instagram.fyvr3-1.fna.fbcdn.net/vp/24493c67f51d0ce0e5ca6772a59ab05c/5AD9547F/t51.2885-15/e35/25010624_169201510482261_513214992342843392_n.jpg,"A bunch of ‘bous Deer 🦌 seen by biologists while travelling the Tibbitt to Contwoyto Winter Road to do station maintenance on song recorders.Not only do the Automated Recording Units capture bird calls, but they also record the sounds of caribou, moose, bears and other wildlife! Some of the recording stations have a wildlife camera at them too!......",bunch bous Deer seen biologists travelling Tibbitt Contwoyto Winter Road station maintenance song recorders nNot Automated Recording Units capture bird calls also record sounds caribou moose bears wildlife recording stations wildlife camera ReadyForACloseUp StrikeAPose BarrengroundCaribou WinterWildlife CanadianWildlife Caribous WildlifePhotography NationalWildlifeArea CanadianWildlifeService EnvironmentCanada CanEnvironment FieldWork Nunavut NorthwestTerritories ArcticScience InstaScience BiologistLife,"[""readyforacloseup"",""strikeapose"",""barrengroundcaribou"",""winterwildlife"",""canadianwildlife"",""caribous"",""wildlifephotography"",""nationalwildlifearea"",""canadianwildlifeservice"",""environmentcanada"",""canenvironment"",""fieldwork"",""nunavut"",""northwestterritories"",""arcticscience"",""instascience"",""biologistlife""]",4,111,115,Environmental,en,0.3484375,canenvironment_instagram,"['wildlife', 'or', 'bird', 'ice', 'mer']",positive
20,20,2017-03-15_06-58-25,2017-03-15 06:58:25,https://instagram.fyvr3-1.fna.fbcdn.net/vp/646eca521628259a82ae56c97086bb73/5ADC7FDC/t51.2885-15/e35/25010120_858798157635926_424169234986172416_n.jpg,"Two Arctic Wolves relaxing after a feast near Eureka Weather Station, Nunavut. “One day as I was outside and driving up near the dump outside of the station I came across these two wolves off of the runway relaxing after a meal. Seeing the stain in the fur on the one wolf was truly amazing.” – Braden, MSC crew..... : Braden Bunce",Two Arctic Wolves relaxing feast near Eureka Weather Station Nunavut One day outside driving near dump outside station came across two wolves runway relaxing meal Seeing stain fur one wolf truly amazing Braden MSC crew PerksOfFieldWork InstaScience MeteorologicalTechnologist MeteorologicalServiceOfCanada Eureka WeatherStation Nunavut ArcticScience WildlifePhotography NaturePhotography InstaWolves Braden Bunce,"[""perksoffieldwork"",""instascience"",""meteorologicaltechnologist"",""meteorologicalserviceofcanada"",""eureka"",""weatherstation"",""nunavut"",""arcticscience"",""wildlifephotography"",""naturephotography"",""instawolves""]",0,99,99,Environmental,en,0.0,canenvironment_instagram,"['wildlife', 'or', 'ice', 'nature']",neutral
24,24,2017-03-13_08-44-40,2017-03-13 08:44:40,https://instagram.fyvr3-1.fna.fbcdn.net/vp/cff362160b7b045ff47861274a2ea2f5/5ADA8FB7/t51.2885-15/e35/25009455_1920436281618316_5516063907417948160_n.jpg,"We can’t BEAR all of this cuteness!!!!!!!! Polar Bear Pass is one of Canada’s largest National Wildlife Areas and features unusual diversity of for its latitude. The NWA supports at least species of birds and various species of mammals. As the name implies, Polar Bears pass through the area in spring and summer on their way to Graham Moore Bay, to the southwest, an important feeding area where they find Walrus and Ringed Seals. : Garry Donaldson...... ᓇᓄᐃᑦᐃᑎᓪᓕᖓᑕᐅᒪᔪᖃᕐᕕᖓ",BEAR cuteness Polar Bear Pass one largest National Wildlife Areas features unusual diversity wildlife latitude NWA supports least 54 species birds various species mammals name implies Polar Bears pass area spring summer way Graham Moore Bay southwest important feeding area find Walrus Ringed Seals Garry Donaldson Canada150 WeLovePuns Conservation InstaBear InternationalPolarBearDay PolarBear PolarBears CutenessOverload ArcticPhotos WildlifePhotography ProtectedArea NationalWildlifeArea CanadianWildlifeService CanEnvironment EnvironmentCanada,"[""wildlife"",""canada150"",""welovepuns"",""conservation"",""instabear"",""internationalpolarbearday"",""polarbear"",""polarbears"",""cutenessoverload"",""arcticphotos"",""wildlifephotography"",""protectedarea"",""nationalwildlifearea"",""canadianwildlifeservice"",""canenvironment"",""environmentcanada"",""ᓇᓄᐃᑦ"",""ᐃᑎᓪᓕᖓᑕ"",""ᐅᒪᔪᖃᕐᕕᖓ""]",0,97,97,Environmental,en,0.0,canenvironment_instagram,"['wildlife', 'or', 'ice', 'species', 'conservation', 'mer', 'bird']",neutral
28,28,2017-03-24_13-40-51,2017-03-24 13:40:51,https://instagram.fyvr3-1.fna.fbcdn.net/vp/54716bbcaff96e5b3a3c4ee2e9f31477/5AF5ADA4/t51.2885-15/e35/25012523_1266511830117530_4719873470064754688_n.jpg,"A typical desk set up at the Prairie and Arctic Storm Prediction Center in Edmonton. Meteorologists work hours a day, days a week, days a year. Each shift, our meteorologists do a complete analysis of the current conditions and monitor changing weather, always ready to issue a weather warning or watch. ️️️......",typical desk set Prairie Arctic Storm Prediction Center Edmonton Meteorologists work 24 hours day days week 365 days year shift meteorologists complete analysis current conditions monitor changing weather always ready issue weather warning watch WorldMETDay Meteorology Deskjob BusyAtwork YEG Alberta Wx StormWarning SevereWeather Computer Setup Weather WeatherLive WeatherNerd MapMaker MyMap PhotoOfTheDay Seasons WeatherPersons MeteorologicalServiceCanada MSC EnvironmentCanada,"[""worldmetday"",""meteorology"",""deskjob"",""busyatwork"",""yeg"",""alberta"",""wx"",""stormwarning"",""severeweather"",""computer"",""setup"",""weather"",""weatherlive"",""weathernerd"",""mapmaker"",""mymap"",""photooftheday"",""seasons"",""weatherpersons"",""meteorologicalservicecanada"",""msc"",""environmentcanada""]",2,94,96,Environmental,en,0.5,canenvironment_instagram,"['or', 'ice', 'air']",positive
45,45,2017-03-03_07-20-45,2017-03-03 07:20:45,https://instagram.fyvr3-1.fna.fbcdn.net/vp/2d35226ed0671fc2b666eeaef4429fe3/5AE11DEC/t51.2885-15/e35/25011970_1979359768747804_1815706491059961856_n.jpg,"This guy would definitely win at !! Another 🦉 pic? Why not!?!! We tOWLd you, we just can’t get enough of them... yes OWL of THEM! This is the Western Screech-owl and he is now listed as threatened under the Species at Risk Act, due to the loss and degradation of its habitat. But, we’re getting him some help!The Government of Canada recently finalized new protection for species, marking an important step in our commitment to protecting species and biodiversity in Canada. YAY! : Joe Fuhrman",guy would definitely win HideAndSeek Another pic tOWLd get enough yes OWL Western Screech owl listed threatened Species Risk Act due loss degradation habitat getting help Government Canada recently finalized new protection 11 species marking important step commitment protecting species biodiversity Canada YAY WesternCanada SpeciesAtRisk WorldWildlifeDay ProtectBiodiversity Ecology Nature SpeciesOfInstagram InstaOwls OwlsOfInstagram OwlsLovers CanadianWilidlife CanadianWildlifeService SpeciesAtRiskRegistry Canada AnimalProtection Joe Fuhrman,"[""hideandseek"",""westerncanada"",""speciesatrisk"",""worldwildlifeday"",""protectbiodiversity"",""ecology"",""nature"",""speciesofinstagram"",""instaowls"",""owlsofinstagram"",""owlslovers"",""canadianwilidlife"",""canadianwildlifeservice"",""speciesatriskregistry"",""canada"",""animalprotection""]",2,86,88,Environmental,en,0.0,canenvironment_instagram,"['wildlife', 'biodiversity', 'government', 'nature', 'ice', 'or', 'species']",neutral
76,76,2017-03-14_11-53-30,2017-03-14 11:53:30,https://instagram.fyvr3-1.fna.fbcdn.net/vp/f46866d42ce91a3e0135098d2ecea215/5AE10591/t51.2885-15/e35/25009550_148652722572450_3586624844113903616_n.jpg,"Did you know? Raindrops are not tear-shaped. Using high-speed cameras, scientists have discovered that raindrops resemble the shape of a small hamburger bun!! And now we’re craving a …mmm..,sorry about that! : Mario Ouellet......",know Raindrops tear shaped Using high speed cameras scientists discovered raindrops resemble shape small hamburger bun craving mmm sorry Mario Ouellet InstaScience WaterScience RainDrops Meteorologists DidYouKnow FunFacts ScienceNerds Meteorology Rain RainyDays NaturePhotography MeteorologicalServiceOfCanada EnvironmentCanada CanEnvironment SorryNotSorry,"[""instascience"",""waterscience"",""raindrops"",""meteorologists"",""didyouknow"",""funfacts"",""sciencenerds"",""meteorology"",""rain"",""rainydays"",""naturephotography"",""meteorologicalserviceofcanada"",""environmentcanada"",""canenvironment"",""sorrynotsorry""]",3,72,75,Environmental,en,0.14583333333333334,canenvironment_instagram,"['water', 'mer', 'or', 'ice', 'nature']",positive
78,78,2017-03-29_12-06-47,2017-03-29 12:06:47,https://instagram.fyvr3-1.fna.fbcdn.net/vp/718df7b5b6c4560f526008fa14af9b65/5AF4D853/t51.2885-15/e35/24845274_160987627752246_3231346124346359808_n.jpg,"Rhiannon is installing a to help the Automated Recording Unit operate year-round to record bird calls. .Maintaining the stations in the winter is much more cost effective, because there are winter roads (ice roads) in the Northwest Territories! Not only do the recordings tell us what birds are present, but we also learn when birds arrive to the north in the spring and when they depart for warmer southern locations. As well, there are some bird calls which are difficult for the human ear to pick up, especially if other birds are calling at the same time (e.g. Ruffed Grouse); these units allow us to record ALL the sounds, including the tricky quiet ones ..... ",Rhiannon installing SolarPanel help Automated Recording Unit operate year round record bird calls HarnessThePowerOfTheArcticSun nMaintaining stations winter much cost effective winter roads ice roads Northwest Territories DrivingOnIce WinterHighway WinterfFeldwork nNot recordings tell us birds present also learn birds arrive north spring depart warmer southern locations well bird calls difficult human ear pick especially birds calling time Ruffed Grouse units allow us record sounds including tricky quiet ones WeHearYouBirds CanadianWildlifeService NorthwestTerritories BirdNerds WildlifePhotography EnvironmentCanada BiologistsLife BiologistsOfInstagram CanEnvironment FieldWork InstaScience,"[""solarpanel"",""harnessthepowerofthearcticsun"",""drivingonice"",""winterhighway"",""winterffeldwork"",""wehearyoubirds"",""canadianwildlifeservice"",""northwestterritories"",""birdnerds"",""wildlifephotography"",""environmentcanada"",""biologistslife"",""biologistsofinstagram"",""canenvironment"",""fieldwork"",""instascience""]",0,75,75,Environmental,en,0.0,canenvironment_instagram,"['wildlife', 'ice', 'bird', 'solar', 'mer', 'or']",neutral
84,84,2017-03-17_06-49-36,2017-03-17 06:49:36,https://instagram.fyvr3-1.fna.fbcdn.net/vp/d47433fb1c9604a8e798d083393f6eb2/5AE029E3/t51.2885-15/e35/24845542_103084493804592_7226920299638292480_n.jpg,"Top of the morning to you! This cluster of sanderling sandpiper eggs are channeling the spirit in Nunavut, where these migratory birds nest each spring. Happy ......  ",Top morning cluster sanderling sandpiper eggs channeling shamrock spirit Nunavut migratory birds nest spring Happy StPatricksDay StPaddy MigratoryBirds BirdYear InstaScience BirdLovers Wildlife CanEnvironment CanadianWildlifeService Nunavut ArcticScience BirdsOfInstagram InstaBirds BirdsOfIntagram Birders BirdLove Arctic Nature WildlifePhotography EnvironmentCanada,"[""shamrock"",""stpatricksday"",""stpaddy"",""migratorybirds"",""birdyear"",""instascience"",""birdlovers"",""wildlife"",""canenvironment"",""canadianwildlifeservice"",""nunavut"",""arcticscience"",""birdsofinstagram"",""instabirds"",""birdsofintagram"",""birders"",""birdlove"",""arctic"",""nature"",""wildlifephotography"",""environmentcanada""]",1,72,73,Environmental,en,0.75,canenvironment_instagram,"['wildlife', 'or', 'bird', 'ice', 'nature']",positive
87,87,2017-03-08_07-00-34,2017-03-08 07:00:34,https://instagram.fyvr3-1.fna.fbcdn.net/vp/4b9f2e1aaa1a5fa945dbcd88ae6be218/5AFF7AD8/t51.2885-15/e35/24845688_1547725181977470_6239507726309785600_n.jpg,"!One of our landscape ecologists studies windbreaks and hedgerows which provide important habitat for pollinators including native Canadian bee species. Her two-year project allows us to have baseline data to see if, how, and where bee species are affected. This is long-term data is especially important in the context of climate change and land-use modification.",COOLSCIENTISTALERT nOne landscape ecologists studies windbreaks hedgerows provide important habitat pollinators including native Canadian bee species two year project allows us baseline data see bee species affected long term data especially important context climate change land use modification WomenScienceDay CdnSci bees fields fieldwork scientist queenanneslace womeninscience fieldsofgold climatechange CanadianScience InstaBees WomensDay InternationalWomensDay BeesOfInstagram EcologistsOfInstagram EnvironmentCanada CanEnvironment,"[""coolscientistalert"",""womenscienceday"",""cdnsci"",""bees"",""fields"",""fieldwork"",""scientist"",""queenanneslace"",""womeninscience"",""fieldsofgold"",""climatechange"",""canadianscience"",""instabees"",""womensday"",""internationalwomensday"",""beesofinstagram"",""ecologistsofinstagram"",""environmentcanada"",""canenvironment""]",0,72,72,Environmental,en,0.0,canenvironment_instagram,"['climate', 'lands', 'climat', 'gold', 'climate change', 'or', 'species', 'landscape']",neutral
98,98,2017-03-06_08-45-09,2017-03-06 08:45:09,https://instagram.fyvr3-1.fna.fbcdn.net/vp/686599b28c9b6b0486c251d621569ec8/5AF38F6D/t51.2885-15/e35/25008079_274679483055057_7099985788200288256_n.jpg,Morning sun catches the mist rising off the river on a cold day.,Morning sun catches mist rising river cold day HappyValleyGooseBay ChristmasBirdCount BiologistsOfInstagram InstaScience BirdCount NatureLovers CanadianWildlifeService CanEnvironment HiddenGem PerksOfFieldwork EnvironmentCanada Adventures Fieldwork Canada AtlanticCanada TheBigLand NoFilterNeeded,"[""happyvalleygoosebay"",""christmasbirdcount"",""biologistsofinstagram"",""instascience"",""birdcount"",""naturelovers"",""canadianwildlifeservice"",""canenvironment"",""hiddengem"",""perksoffieldwork"",""environmentcanada"",""adventures"",""fieldwork"",""canada"",""atlanticcanada"",""thebigland"",""nofilterneeded""]",0,69,69,Environmental,en,0.0,canenvironment_instagram,"['wildlife', 'or', 'bird', 'ice', 'nature']",neutral
