,Unnamed: 0,id,date_published,link,caption_original,caption_cleaned,hashtags,num_shares,num_likes,Reactions_SUM,category,language,average_sentiment_score,sentiment,account_name,words_matched_list
1,1,946472108955262976,2017-12-28 20:05:10,['https://t.co/UXkwnRTw'],"A big thank you 🎈 for an incredible #Canada150 year, on behalf of the entire #ParksCanada network. https://t.co/UXkwnRTwdC",big thank incredible Canada150 year behalf entire ParksCanada network https co UXkwnRTwdC,"['#Canada150', '#ParksCanada']",499,1471,1970,Environmental,en,0.3,Neutral,ParksCanada_tweeter,"['park', 'or']"
19,19,940208369624854528,2017-12-11 13:15:18,['https://t.co/BUaObXMs3'],"Happy #InternationalMountainDay! We think #Canadian mountain views are some of the best around, what about you? Share your photos! 🗻💙 https://t.co/BUaObXMs32",Happy InternationalMountainDay think Canadian mountain views best around Share photos https co BUaObXMs32,"['#InternationalMountainDay', '#Canadian']",69,182,251,unknown,en,1.0,Positive,ParksCanada_tweeter,
30,30,944005857536282624,2017-12-22 00:45:09,"['https://t.co/GyXd6fMmx', 'https://t.co/ZdgQYgHOwa']",It’s officially the shortest day of the year… it’s the #WinterSolstice! Take advantage of this longer night and head out to one of our dark sky preserves 🌛💫: https://t.co/GyXd6fMmx9 https://t.co/ZdgQYgHOwa,officially shortest day WinterSolstice Take advantage longer night head one dark sky preserves https co GyXd6fMmx9 https co ZdgQYgHOwa,['#WinterSolstice'],55,153,208,Environmental,en,-0.15,Neutral,ParksCanada_tweeter,"['or', 'ice']"
35,35,945660521977655297,2017-12-26 14:20:12,['https://t.co/cuqwmuN7Lh'],It’s #ThankYouNoteDay! We want to say thank YOU for making #Canada150 so amazing. ❤ https://t.co/cuqwmuN7Lh,ThankYouNoteDay want say thank making Canada150 amazing https co cuqwmuN7Lh,"['#ThankYouNoteDay', '#Canada150']",37,169,206,unknown,tl,0.6000000000000001,Positive,ParksCanada_tweeter,
51,51,937827636948152320,2017-12-04 23:35:07,"['https://t.co/iiirhsNPU4', 'https://t.co/tsCXOaa2Ky']",Happy #WorldWildlifeConservationDay! 🦋🐻🐢 Parks Canada and its partners are working to help protect and recover 🇨🇦 wildlife! Learn more about how you can help: https://t.co/iiirhsNPU4 #Science https://t.co/tsCXOaa2Ky,Happy WorldWildlifeConservationDay Parks Canada partners working help protect recover wildlife Learn help https co iiirhsNPU4 Science https co tsCXOaa2Ky,"['#WorldWildlifeConservationDay', '#Science']",49,118,167,Environmental,en,0.75,Positive,ParksCanada_tweeter,"['wildlife', 'conservation', 'park', 'or']"
56,56,937381140578611202,2017-12-03 18:00:54,['https://t.co/zBLuw2FkWo'],#WinterIsComing… Show us the early signs of winter you see creeping in to complete this week’s #ParksChallenge! https://t.co/zBLuw2FkWo,Show us early signs winter see creeping complete ParksChallenge https co zBLuw2FkWo,"['#WinterIsComing', '#ParksChallenge']",31,123,154,Environmental,en,0.1125,Neutral,ParksCanada_tweeter,['park']
92,92,941796295978741760,2017-12-15 22:25:09,"['https://t.co/wFoySQCS13', 'https://t.co/a72C6Wbrwz']","How exciting! On Dec. 27, the @TenorsMusic will release their NEW “Auld Lang Syne” video showcasing our very own #CapeSpearNHS and #GrosMorneNP. Watch this behind-the-scenes video for a sneak peak: https://t.co/wFoySQCS13
 @ParksCanadaNL https://t.co/a72C6Wbrwz",exciting Dec 27 TenorsMusic release NEW Auld Lang video showcasing CapeSpearNHS GrosMorneNP Watch behind scenes video sneak peak https co wFoySQCS13 ParksCanadaNL https co a72C6Wbrwz,"['#CapeSpearNHS', '#GrosMorneNP']",30,84,114,Environmental,en,0.4304545454545455,Positive,ParksCanada_tweeter,"['park', 'or']"
102,102,942454597897080832,2017-12-17 18:01:00,"['https://t.co/wFoySQCS13', 'https://t.co/ZHqF4nRbaa']","Dreaming of visiting a wild, rugged landscape in 2018? Let these images of #GrosMorneNP and #CapeSpearNHS inspire you! Photos 📷 by @TomCochraneMUS takenduring the @TenorsMusic video shoot! #ExploreNL https://t.co/wFoySQCS13 https://t.co/ZHqF4nRbaa",Dreaming visiting wild rugged landscape 2018 Let images GrosMorneNP CapeSpearNHS inspire Photos TomCochraneMUS takenduring TenorsMusic video shoot ExploreNL https co wFoySQCS13 https co ZHqF4nRbaa,"['#GrosMorneNP', '#CapeSpearNHS', '#ExploreNL']",23,85,108,Environmental,en,0.15625,Neutral,ParksCanada_tweeter,"['lands', 'or', 'landscape']"
107,107,943562001422471168,2017-12-20 19:21:26,"['https://t.co/WfLoF8xjSX', 'https://t.co/Pj97fseoP']","From coast to coast to coast, these are the 8 special spotsadded to Canada’s tentative list of #WorldHeritage Sites today! 🌏 Learn more about these one-of-a-kind 🍁 places: https://t.co/WfLoF8xjSX @UNESCO https://t.co/Pj97fseoPD",coast coast coast special spotsadded tentative list WorldHeritage Sites today Learn one kind places https co WfLoF8xjSX UNESCO https co Pj97fseoPD,['#WorldHeritage'],39,67,106,Environmental,en,0.4732142857142857,Positive,ParksCanada_tweeter,"['or', 'coast']"
108,108,937033785949945856,2017-12-02 19:00:38,['https://t.co/fAykAavu0t'],"You’ve heard of the chicken crossing the road, but a fish? Watch how fish migrate in @BanffNP with a little help from #science. 🐟 #ScienceWithAView https://t.co/fAykAavu0t",heard chicken crossing road fish Watch fish migrate BanffNP little help science ScienceWithAView https co fAykAavu0t,"['#science', '#ScienceWithAView']",35,70,105,unknown,en,-0.39375,Negative,ParksCanada_tweeter,
120,120,937699327887241216,2017-12-04 15:05:16,"['https://t.co/qMKddBGJ5B', 'https://t.co/rFKkAXtjFA']","WOW! 😮 #DYK Canada has the longest coastline in the world at over 243,000 km, plus another 9,500 km along the great lakes? 🌊 Discover how we are working to protect these marine ecosystems: https://t.co/qMKddBGJ5B #MarineMonday #Science https://t.co/rFKkAXtjFA",WOW DYK Canada longest coastline world 243 000 km plus another 500 km along great lakes Discover working protect marine ecosystems https co qMKddBGJ5B MarineMonday Science https co rFKkAXtjFA,"['#DYK', '#MarineMonday', '#Science']",29,71,100,Environmental,en,0.4625,Positive,ParksCanada_tweeter,"['ecosystem', 'or', 'marine', 'lakes', 'coast']"
122,122,938533011703910400,2017-12-06 22:18:01,['https://t.co/0VPVoPiIVh'],"Today, we are flying the Canadian flag at half-mast to mark the National Day of Remembrance and Action on Violence Against Women.  #December6 https://t.co/0VPVoPiIVh",Today flying Canadian flag half mast mark National Day Remembrance Action Violence Women December6 https co 0VPVoPiIVh,['#December6'],25,75,100,Social,en,0.1,Neutral,ParksCanada_tweeter,['women']
130,130,945098041731747840,2017-12-25 01:05:06,['https://t.co/7zHBTJa'],"‘Twas the night before #Christmas, and all through the tundra, not a creature was stirring, not even a seal. Merry #ChristmasEve! 🎄❄ https://t.co/7zHBTJaU0u",Twas night Christmas tundra creature stirring even seal Merry ChristmasEve https co 7zHBTJaU0u,"['#Christmas', '#ChristmasEve']",18,77,95,Social,en,0.0,Neutral,ParksCanada_tweeter,['mer']
139,139,942167632987516934,2017-12-16 23:00:42,"['https://t.co/U8DWrr6', 'https://t.co/0IcXZaFiJ7']","NEW: starting January 1st, admission to our places for youth 17 and under is #FREE! We’re keeping the fun going in 2018, join us! 🎉 https://t.co/U8DWrr60U8 https://t.co/0IcXZaFiJ7",NEW starting January 1st admission places youth 17 FREE keeping fun going 2018 join us https co U8DWrr60U8 https co 0IcXZaFiJ7,['#FREE'],39,52,91,unknown,en,0.25284090909090906,Neutral,ParksCanada_tweeter,
148,148,946048222702788610,2017-12-27 16:00:47,['https://t.co/flLs1cki23'],"The song #AuldLangSyne, by Scottish poet Robert Burns, bids farewell to the old year at the stroke of midnight on #NewYearsEve. We’re excited to share this @TenorsMusic performance, shot on location at #CapeSpearNHS and #GrosMorneNP. @ParksCanadaNL https://t.co/flLs1cki23",song AuldLangSyne Scottish poet Robert Burns bids farewell old year stroke midnight NewYearsEve excited share TenorsMusic performance shot location CapeSpearNHS GrosMorneNP ParksCanadaNL https co flLs1cki23,"['#AuldLangSyne', '#NewYearsEve', '#CapeSpearNHS', '#GrosMorneNP']",30,58,88,Environmental,en,0.2375,Neutral,ParksCanada_tweeter,"['park', 'or']"
