,Unnamed: 0,id,date_published,link,caption_original,caption_cleaned,hashtags,num_reactions,num_comments,num_shares,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys,num_special,Reactions_SUM,category,language,average_sentiment_score,account_name,words_matched_list,sentiment
0,0,566325673547435_591713971008605,2016-09-28 08:24:39,http://www.otc.gc.ca/plaintes-transport-aerien,"La plupart des voyages aériens se passent comme prévu, mais lorsque des problèmes surviennent entre les voyageurs et leurs lignes aériennes, nous pouvons aider.

Nous avons simplifié notre processus de plaintes :","La plupart des voyages aériens se passent comme prévu, mais lorsque des problèmes surviennent entre les voyageurs et leurs lignes aériennes, nous pouvons aider. Nous avons simplifié notre processus de plaintes :",[],4,1,37,4,0,0,0,0,0,0,42,Environmental,fr,0.0,OfficeDesTransportsDuCanada_facebook,['or'],neutral
5,5,566325673547435_581600225353313,2016-09-06 18:37:25,http://ow.ly/H9dB3039wdp,"Vous êtes de retour de vacances?
 
Ce que vous devez savoir lorsque votre voyage aérien a été perturbé :",Vous êtes de retour de vacances? Ce que vous devez savoir lorsque votre voyage aérien a été perturbé :,[],4,0,3,4,0,0,0,0,0,0,7,Environmental,fr,0.0,OfficeDesTransportsDuCanada_facebook,['or'],neutral
6,6,566325673547435_588870621292940,2016-09-22 13:30:24,https://www.otc-cta.gc.ca/fra/publication/100-ans-au-coeur-des-transports-un-siecle-dhistoire,"Tout le monde à bord! LSV? – À ses tout débuts en 1904, l'Office des transports du Canada s'appelait la Commission des chemins de fer.

#JeudiRétro","Tout le monde à bord! LSV? – À ses tout débuts en , l'Office des transports du Canada s'appelait la Commission des chemins de fer. étro",['#JeudiR'],4,0,2,4,0,0,0,0,0,0,6,Economical,fr,0.0,OfficeDesTransportsDuCanada_facebook,"['commission', 'transport']",neutral
7,7,566325673547435_582356311944371,2016-09-08 11:35:30,https://services.otc-cta.gc.ca/fra/plaintes-relatives-au-transport-a%C3%A9rien,"Personne n’aime les chialeurs, mais parfois il faut ce qu'il faut.
 
Vol retardé ou passager déplacé? Bagages perdus? Embarquement refusé? Vol annulé?
 
Déposez votre plainte ici :","Personne n’aime les chialeurs, mais parfois il faut ce qu'il faut. Vol retardé ou passager déplacé? Bagages perdus? Embarquement refusé? Vol annulé? Déposez votre plainte ici :",[],4,0,2,4,0,0,0,0,0,0,6,unknown,fr,0.0,OfficeDesTransportsDuCanada_facebook,,neutral
11,11,566325673547435_588750324638303,2016-09-22 07:37:30,https://www.facebook.com/QuestionsdargentCanada/photos/a.534106823397553.1073741828.485734081568161/790765944398305/?type=3,,,[],5,0,0,5,0,0,0,0,0,0,5,unknown,tl,0.0,OfficeDesTransportsDuCanada_facebook,,neutral
12,12,566325673547435_591183247728344,2016-09-27 07:38:51,https://www.youtube.com/watch?v=TZTSTvpLz08,"Qu'arrive-t-il si vous ratez votre vol?

Visionnez notre vidéo et connaissez vos droits :",Qu'arrive-t-il si vous ratez votre vol? Visionnez notre vidéo et connaissez vos droits :,[],3,0,1,3,0,0,0,0,0,0,4,Economical,fr,0.0,OfficeDesTransportsDuCanada_facebook,['droits'],neutral
31,31,566325673547435_584372855076050,2016-09-12 13:07:26,https://services.otc-cta.gc.ca/fra/plaintes-li%C3%A9es-au-bruit-et-aux-vibrations-ferroviaires,"LSV? Nous pouvons vous aider à résoudre les plaintes relatives au bruit et aux vibrations des lignes de chemins de fer fédérales qui transportent des marchandises, ou des sociétés de transport publiques (y compris les administrations de transport de banlieue).

Renseignez-vous ici :","LSV? Nous pouvons vous aider à résoudre les plaintes relatives au bruit et aux vibrations des lignes de chemins de fer fédérales qui transportent des marchandises, ou des sociétés de transport publiques (y compris les administrations de transport de banlieue). Renseignez-vous ici :",[],2,0,1,2,0,0,0,0,0,0,3,Economical,fr,0.0,OfficeDesTransportsDuCanada_facebook,['transport'],neutral
56,56,566325673547435_586101761569826,2016-09-16 11:26:51,https://www.facebook.com/OfficeDesTransportsDuCanada/photos/a.568957893284213.1073741828.566325673547435/586101761569826/?type=3,"Ne pourrions-nous pas nous entendre?

Cliquez ici pour vous renseigner sur les services de règlement des différends de l'Office : http://bit.ly/2cw9aRP",Ne pourrions-nous pas nous entendre? Cliquez ici pour vous renseigner sur les services de règlement des différends de l'Office :,[],2,0,0,2,0,0,0,0,0,0,2,Environmental,fr,0.0,OfficeDesTransportsDuCanada_facebook,['ice'],neutral
104,104,566325673547435_592619207584748,2016-09-30 11:10:55,https://www.otc-cta.gc.ca/fra/publication/initiative-de-modernisation-de-la-reglementation,"Faites-nous savoir de quelle façon nous pourrions améliorer l'accessibilité du réseau de transport fédéral du Canada! 

Notre initiative de modernisation de la réglementation est continue. Pour obtenir de plus amples détails :",Faites-nous savoir de quelle façon nous pourrions améliorer l'accessibilité du réseau de transport fédéral du Canada! Notre initiative de modernisation de la réglementation est continue. Pour obtenir de plus amples détails :,[],1,0,0,1,0,0,0,0,0,0,1,Environmental,fr,0.0,OfficeDesTransportsDuCanada_facebook,"['eau', 'or']",neutral
166,166,566325673547435_579569028889766,2016-09-02 12:48:49,https://www.otc-cta.gc.ca/fra/consultation/consultation-sur-les-transports-accessibles,"Les normes sur l’accessibilité devraient-elles être appliquées plus largement?

Nous consultons les Canadiens sur les mesures réglementaires à prendre pour rendre le réseau de transport fédéral plus accessible aux personnes ayant une déficience.

Faites-nous part de vos idées dès maintenant!",Les normes sur l’accessibilité devraient-elles être appliquées plus largement? Nous consultons les Canadiens sur les mesures réglementaires à prendre pour rendre le réseau de transport fédéral plus accessible aux personnes ayant une déficience. Faites-nous part de vos idées dès maintenant!,[],0,0,0,0,0,0,0,0,0,0,0,Environmental,fr,0.0,OfficeDesTransportsDuCanada_facebook,"['eau', 'or', 'air']",neutral
