,Unnamed: 0,id,date_published,link,caption_original,caption_cleaned,hashtags,num_comments,num_likes,Reactions_SUM,category,language,average_sentiment_score,account_name,words_matched_list,sentiment
93,93,2016-10-24_07-03-53,2016-10-24 07:03:53,https://instagram.fyvr3-1.fna.fbcdn.net/vp/705349351502ad4a65f10ef3c0a8dcfb/5AEA37CA/t51.2885-15/e35/25015292_104158583707618_1708830851283812352_n.jpg,"""Monday got me like"" Burrowing Owl caught by one of our Infrared motion-sensor cameras. Our biologists use the cameras to take images in wildlife habitats across Canada.",Monday got like Burrowing Owl caught one Infrared motion sensor cameras biologists use cameras take images wildlife habitats across Canada,[],4,66,70,Environmental,en,0.3125,canenvironment_instagram,"['wildlife', 'or', 'mer']",positive
102,102,2016-10-28_07-53-53,2016-10-28 07:53:53,https://instagram.fyvr3-1.fna.fbcdn.net/vp/8096c0dda44bc6048e7a405b1104dfa9/5AE546CF/t51.2885-15/e35/25007706_1277488202357746_2881858102825582592_n.jpg,"Shine bright like a lighthouse…er diamond?Many weather stations are remote. With the Pachena Light Station in the background, a Coast Guard helicopter near Bamfield, B.C. safely delivers our weather station technicians to their workplace, a weather station along the world famous West Coast Trail.",Shine bright like er diamond nMany weather stations remote Pachena Light Station background Coast Guard near Bamfield safely delivers weather station technicians workplace weather station along world famous West Coast Trail,[],4,64,68,Environmental,en,0.2325,canenvironment_instagram,"['guard', 'or', 'coast']",positive
144,144,2016-10-25_08-00-33,2016-10-25 08:00:33,https://instagram.fyvr3-1.fna.fbcdn.net/vp/0fb9f09cad8a060723f4a9c8c9c8722a/5AD9F026/t51.2885-15/e35/25009855_198183627421414_2566997421905149952_n.jpg,"Meet Lynne (l), and Barbara (r). Both women were part of the first all-female Canadian Wildlife Service research team back in , bird banding in the Arctic. years later, Barbara continues her work with CWS. This month, you will find her on Manitoulin Island counting Sandhill Cranes.",Meet Lynne Barbara women part first female Canadian Wildlife Service research team back 1975 bird banding Arctic 41 years later Barbara continues work CWS month find Manitoulin Island counting Sandhill Cranes,[],9,50,59,Environmental,en,0.2806712962962963,canenvironment_instagram,"['wildlife', 'bird', 'ice', 'or']",positive
182,182,2016-10-20_07-16-34,2016-10-20 07:16:34,https://instagram.fyvr3-1.fna.fbcdn.net/vp/a1dd70b2d653bd96493ca72fda34aff7/5AF07AA7/t51.2885-15/e35/25005789_176817053057713_6282560036103258112_n.jpg,"“Puffin Patrol to the rescue! This young puffin (on the right), found near the Witless Bay Ecological Reserve, NL, was drawn ashore by bright lights from nearby communities at night. We band and measure the rescued puffins before releasing them back in to the ocean.” - Sabina, CWS Crew",Puffin Patrol rescue young puffin right found near Witless Bay Ecological Reserve NL drawn ashore bright lights nearby communities night band measure rescued puffins releasing back ocean Sabina CWS Crew,[],4,46,50,Environmental,en,0.1033035714285714,canenvironment_instagram,['or'],positive
196,196,2016-10-31_06-46-48,2016-10-31 06:46:48,https://instagram.fyvr3-1.fna.fbcdn.net/vp/2acebdc3350f34d50b8a0eac126ff4ea/5AED1885/t51.2885-15/e35/24327515_149450615689596_4345084208520101888_n.jpg,“I AM A MAGICAL OWL DELIVERING A MESSAGE: HOOOOO!” A burrowing owl trying really hard to be a spooky hoot. Happy owl-ween!,MAGICAL OWL DELIVERING MESSAGE HOOOOO burrowing owl trying really hard spooky hoot Happy owl ween,[],1,45,46,unknown,en,0.0,canenvironment_instagram,,neutral
200,200,2016-10-27_07-49-44,2016-10-27 07:49:44,https://instagram.fyvr3-1.fna.fbcdn.net/vp/2d9ecd626552c63492b3c939e54ad1df/5AE41E19/t51.2885-15/e35/25013483_270371780153368_785125184259489792_n.jpg,"Here is a photo of the Automated Weather Station taken in the Callaghan valley near Whistler last March, while the sun was still coming up over the mountains and the hoar frost is on the snow. Automated weather stations like this one near Whistler, BC provide weather data for more accurate forecasting!",photo Automated Weather Station taken Callaghan valley near Whistler last March sun still coming mountains hoar frost snow nAutomated weather stations like one near Whistler BC provide weather data accurate forecasting,[],2,42,44,Environmental,en,0.0,canenvironment_instagram,['or'],neutral
205,205,2016-10-19_05-05-39,2016-10-19 05:05:39,https://instagram.fyvr3-1.fna.fbcdn.net/vp/e60b88fd02569ab5c78b71c682121965/5ADEED10/t51.2885-15/e35/25010110_193696581198275_2105655326576476160_n.jpg,"“Approaching Sand Heads, a weather station off Vancouver Island in the Georgia Strait. Sometimes, I go on familiarization trips as a meteorologist, for example, to replace and calibrate weather sensors. To do that, I hop into a hovercraft with the Canadian Coast Guard! You’re jealous, I know! In the background, one of our monitoring technicians and three coast guards unload our equipment onto the platform.” – Cindy YU, MSC Crew",Approaching Sand Heads weather station Vancouver Island Georgia Strait Sometimes go familiarization trips meteorologist example replace calibrate weather sensors hop hovercraft Canadian Coast Guard jealous know background one monitoring technicians three coast guards unload equipment onto platform Cindy YU MSC Crew,[],1,42,43,Environmental,en,0.0,canenvironment_instagram,"['guard', 'or', 'coast']",neutral
211,211,2016-10-27_13-19-47,2016-10-27 13:19:47,https://instagram.fyvr3-1.fna.fbcdn.net/vp/f09eed9b8de496b8323ff69880162b64/5AF13212/t51.2885-15/e35/25007522_1454917431291778_4846726875340341248_n.jpg,"“It is good to have an end to journey toward; but it is the journey that matters, in the end.” – Ursula K. Le GuinDr. Fred Roots had quite the journey, and we owe him a lot. He lived a life full of eloration and discovery, and he played an influential role in the development of Environment Canada. From organizing the Polar Continental Shelf Program to chairing the UNESCO Man and the Biosphere Programme, his accomplishments were many. Dr. Roots is also known for his contribution in writing the Antarctic Treaty—a treaty whose legacy lives on today. He will always be remembered.:",good end journey toward journey matters end Ursula Le Guin nDr Fred Roots quite journey owe lot lived life full exploration discovery played influential role development Environment Canada organizing Polar Continental Shelf Program chairing UNESCO Man Biosphere Programme accomplishments many Dr Roots also known contribution writing Antarctic treaty whose legacy lives today always remembered studentsonice,[],0,41,41,Environmental,en,0.0,canenvironment_instagram,"['or', 'ice', 'air']",neutral
219,219,2016-10-26_07-27-29,2016-10-26 07:27:29,https://instagram.fyvr3-1.fna.fbcdn.net/vp/1bd647c07ee5a394f7ba6c6cc4482864/5AD88A28/t51.2885-15/e35/24327703_130268701086243_7121680316552445952_n.jpg,"We spotted this oddball heron and her mate nesting on a pylon while surveying the heron population in the Fraser River, BC. Must be something to it, they raised a chick there!",spotted oddball heron mate nesting pylon surveying heron population Fraser River BC Must something raised chick,[],1,35,36,Social,en,0.0,canenvironment_instagram,['population'],neutral
222,222,2016-10-21_08-24-41,2016-10-21 08:24:41,https://instagram.fyvr3-1.fna.fbcdn.net/vp/be2bf43c1559c387d95cee08508f4a10/5AE624CC/t51.2885-15/e35/25005344_454568748270559_2412271439815114752_n.jpg,Spotted: Our mini van on a field trip for bird conservation to the beautiful Lac du Bois grasslands.,Spotted mini van field trip bird conservation beautiful Lac du Bois grasslands,[],2,33,35,Environmental,en,0.25,canenvironment_instagram,"['conservation', 'lands', 'eau', 'bird']",positive
