,Unnamed: 0,id,date_published,link,caption_original,caption_cleaned,hashtags,num_reactions,num_comments,num_shares,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys,num_special,Reactions_SUM,category,language,average_sentiment_score,account_name,words_matched_list,sentiment
20,20,123326971154939_923278431159785,2017-09-27 14:10:44,https://www.facebook.com/GovCanNorth/photos/a.343736115780689.1073741825.123326971154939/923278431159785/?type=3,It's World Tourism Day! Learn how Churchill Wild Ecolodge Polar Bear Tours provides tours through the polar bear inhabited regions of Arctic Canada while also practicing sustainable and responsible tourism. http://ow.ly/t3xB30ft905 ʕ•ᴥ•ʔ #WTD2017 #IY2017 #TravelEnjoyRespect,It's World Tourism Day! Learn how Churchill Wild Ecolodge Polar Bear Tours provides tours through the polar bear inhabited regions of Arctic Canada while also practicing sustainable and responsible tourism. ʕ•ᴥ•ʔ,"['#WTD2017', '#IY2017', '#TravelEnjoyRespect']",8,1,16,6,2,0,0,0,0,0,25,Economical,en,0.0,GovCanNorth_facebook,"['arctic', 'tourism']",neutral
23,23,123326971154939_920339394787022,2017-09-21 16:01:04,https://www.facebook.com/GovCanNorth/photos/a.343736115780689.1073741825.123326971154939/920339394787022/?type=3,JOB OPPORTUNITY! Want to build on your field skills in an Arctic setting? Join Parks Canada as a Visitor Safety Coordinator in Nunavut. Apply here: http://ow.ly/prIL30fkG4z,JOB OPPORTUNITY! Want to build on your field skills in an Arctic setting? Join Parks Canada as a Visitor Safety Coordinator in Nunavut. Apply here:,[],12,1,11,11,1,0,0,0,0,0,24,Environmental,en,0.0,GovCanNorth_facebook,"['park', 'or']",neutral
57,57,123326971154939_917218841765744,2017-09-15 14:45:05,https://www.facebook.com/GovCanNorth/photos/a.343736115780689.1073741825.123326971154939/917218841765744/?type=3,"You are invited to a public meeting hosted by the Nutrition North Canada Advisory Board on September 24, 2017 in Kuujjuaraapik, Quebec. Info: http://ow.ly/tNuo30fbyo8","You are invited to a public meeting hosted by the Nutrition North Canada Advisory Board on September , in Kuujjuaraapik, Quebec. Info: 8",[],3,1,8,4,0,0,0,0,0,-1,12,Environmental,en,0.0,GovCanNorth_facebook,['or'],neutral
76,76,123326971154939_921660401321588,2017-09-24 08:05:04,,"Learn about the Arctic research projects featured at the Northern Contaminants Program Annual Research Workshop. You're invited: September 26-28, 2017, in Yellowknife, NWT. http://ow.ly/3VtW30fmAI5","Learn about the Arctic research projects featured at the Northern Contaminants Program Annual Research Workshop. You're invited: September -28, , in Yellowknife, NWT.",[],6,0,3,6,0,0,0,0,0,0,9,Economical,en,0.0,GovCanNorth_facebook,"['arctic', 'northern']",neutral
77,77,123326971154939_920839601403668,2017-09-22 17:00:15,https://www.facebook.com/GovCanNorth/photos/a.343736115780689.1073741825.123326971154939/920839601403668/?type=3,JOB OPPORTUNITY! Work directly with communities & businesses in the North with the Canadian Northern Economic Development Agency. Positions are available in Yellowknife (Northwest Territories) or Whitehorse (Yukon). Apply today: http://ow.ly/Ua8I30fmuZs,JOB OPPORTUNITY! Work directly with communities & businesses in the North with the Canadian Northern Economic Development Agency. Positions are available in Yellowknife (Northwest Territories) or Whitehorse (Yukon). Apply today:,[],5,0,4,4,1,0,0,0,0,0,9,Economical,en,0.0,GovCanNorth_facebook,['northern'],neutral
78,78,123326971154939_918551114965850,2017-09-18 08:15:06,https://www.facebook.com/project.naming/photos/a.264358477331743.1073741829.263014457466145/353589018408688/?type=3,,,[],8,1,0,8,0,0,0,0,0,0,9,unknown,tl,0.0,GovCanNorth_facebook,,neutral
81,81,123326971154939_913198705501091,2017-09-07 12:02:43,https://www.facebook.com/CBCnunavut/videos/1121980861269844/,,,[],9,0,0,6,1,2,0,0,0,0,9,unknown,tl,0.0,GovCanNorth_facebook,,neutral
88,88,123326971154939_923784454442516,2017-09-28 19:56:10,https://www.facebook.com/GovCanNorth/photos/a.343736115780689.1073741825.123326971154939/923784224442539/?type=3,Thank you to all those who participated in the Northern Contaminants Program (NCP) Results Workshop this year! http://ow.ly/jJx730fvaoO,Thank you to all those who participated in the Northern Contaminants Program (NCP) Results Workshop this year!,[],4,0,4,4,0,0,0,0,0,0,8,Social,en,0.0,GovCanNorth_facebook,['ami'],neutral
97,97,123326971154939_922871991200429,2017-09-26 17:30:11,https://www.facebook.com/GovCanNorth/photos/a.343736115780689.1073741825.123326971154939/922871991200429/?type=3,Northern Contaminants Program (NCP) Results Workshop Day 1: Attendees take a hands-on approach at the Researcher EXPO. #ArcticScience,Northern Contaminants Program (NCP) Results Workshop Day : Attendees take a hands-on approach at the Researcher E.,['#ArcticScience'],6,0,1,5,1,0,0,0,0,0,7,Social,en,0.0,GovCanNorth_facebook,['ami'],neutral
102,102,123326971154939_913212548833040,2017-09-07 12:33:11,https://www.facebook.com/CBC.caIndigenous/videos/10159507135200413/,,,[],7,0,0,6,1,0,0,0,0,0,7,unknown,tl,0.0,GovCanNorth_facebook,,neutral
