,Unnamed: 0,id,date_published,link,caption_original,caption_cleaned,hashtags,num_comments,num_likes,Reactions_SUM,category,language,average_sentiment_score,account_name,words_matched_list,sentiment
1,1,2017-12-29_10-33-53,2017-12-29 10:33:53,https://instagram.fyvr3-1.fna.fbcdn.net/vp/85fcc511ee2c39735fcd5a096f55fa42/5ADF0996/t51.2885-15/e35/26263897_1139137629556061_8560944743868006400_n.jpg,Nous avons eu une année incroyable sur Instagram. Regardez les photos pour voir les DIX photos les plus POPULAIRES! ⭐️ Merci de nous suivre et de nous mentionner sur toutes vos photos extraordinaires cette année. Nous nous réjouissons de faire partie de vos aventures et de votre . Est-ce que VOTRE photo préférée fait partie de la liste?.....,Nous avons eu une 2017 incroyable sur Instagram Regardez les photos pour voir les DIX photos les plus POPULAIRES Merci de nous suivre et de nous mentionner sur toutes vos photos extraordinaires cette Nous nous jouissons de faire partie de vos aventures et de votre Canada150 Est ce que VOTRE photo fait partie de la liste nature photographie sauvage voyage jouerdehors aventure paysage parcscanada canada150 canada explorecanada parcnational parcsnationaux,"[""canada150"",""nature"",""photographie"",""sauvage"",""voyage"",""jouerdehors"",""aventure"",""paysage"",""parcscanada"",""canada150"",""canada"",""explorecanada"",""parcnational"",""parcsnationaux""]",7,369,376,Environmental,fr,0.4107142857142857,parcs.canada_instagram,"['air', 'parc', 'or', 'mer', 'nature']",positive
3,3,2017-12-05_16-04-42,2017-12-05 16:04:42,https://instagram.fyvr3-1.fna.fbcdn.net/vp/6c96788ceef5fe5a50d553d2509c365c/5AFC9A1E/t51.2885-15/e35/24127052_1941211966198145_346113478601211904_n.jpg,L’hiver est arrivé au parc national du Mont-Riding et c’est le moment idéal pour observer la faune!  : .ca.....,hiver est au parc national du Mont Riding et est le moment al pour observer la faune mfkphotography ca nature photographie sauvage voyage jouerdehors aventure paysage parcscanada canada150 canada explorecanada conservation PNMR PNMontRiding ExploreMB MontRiding parcnational parcsnationaux tourisme Manitoba,"[""nature"",""photographie"",""sauvage"",""voyage"",""jouerdehors"",""aventure"",""paysage"",""parcscanada"",""canada150"",""canada"",""explorecanada"",""conservation"",""pnmr"",""pnmontriding"",""exploremb"",""montriding"",""parcnational"",""parcsnationaux"",""tourisme"",""manitoba""]",5,339,344,Environmental,fr,0.1,parcs.canada_instagram,"['conservation', 'parc', 'or', 'faune', 'nature']",positive
11,11,2017-12-16_16-17-31,2017-12-16 16:17:31,https://instagram.fyvr3-1.fna.fbcdn.net/vp/decc299d938d61e1899ff55ab6ffe6ab/5AF918D1/t51.2885-15/e35/25011363_132944820715690_9125505163996430336_n.jpg,Des couchers de soleil dorés et des plages sablonneuses… ce sont de telles couleurs qui rendent le parc national de l'Île-du-Prince-Édouard invitant à n’importe quel moment de l’année! ️ : .....ÎleduPrinceÉdouard ÎleduPrinceÉdouard,Des couchers de soleil et des plages ce sont de telles couleurs qui rendent le parc national de le du Prince douard invitant importe quel moment de douard explorepei douard igerscanada ohcanada canadaday igcanada ExploreCanada parkscanada parcscanada canada tourcanada enjoycanada sauvage nature photographie parc,"[""lîleduprinceédouard"",""explorepei"",""pnlîleduprinceédouard"",""igerscanada"",""ohcanada"",""canadaday"",""ig_canada"",""oh_canada"",""igcanada"",""explorecanada"",""parkscanada"",""parcscanada"",""canada"",""snapshot_canada"",""tourcanada"",""enjoycanada"",""sauvage"",""nature"",""photographie"",""parc""]",2,270,272,Environmental,fr,0.5,parcs.canada_instagram,"['parc', 'park', 'or', 'nature']",positive
17,17,2017-12-31_14-09-27,2017-12-31 14:09:27,https://instagram.fyvr3-1.fna.fbcdn.net/vp/c678f3dd2158d54fd3b211f1484a713b/5AF4E6E9/t51.2885-15/e35/25037942_1542654039185022_974805156392599552_n.jpg,Notre résolution du début de l'année est de voir plus de paysages exceptionnels comme celui-ci et de découvrir davantage tout ce que le Canada a à offrir. Bonne année! Ce fut une année incroyable et MERCI d'avoir passé avec nous. : Parc national du Gros-Morne : .....,Notre solution du de est de voir plus de paysages exceptionnels comme celui ci et de couvrir davantage tout ce que le Canada offrir Bonne Ce fut une incroyable et MERCI avoir Canada150 avec nous Parc national du Gros Morne tomcochrane GrosMorne TNL TerreNeuve parcscanada Canada150 canada parc explorecanada nature photographie sauvage voyage jouerdehors aventure paysage conservation,"[""canada150"",""grosmorne"",""tnl"",""terreneuve"",""parcscanada"",""canada150"",""canada"",""parc"",""explorecanada"",""nature"",""photographie"",""sauvage"",""voyage"",""jouerdehors"",""aventure"",""paysage"",""conservation""]",2,260,262,Environmental,fr,0.4,parcs.canada_instagram,"['conservation', 'parc', 'or', 'mer', 'nature']",positive
60,60,2017-12-12_16-38-15,2017-12-12 16:38:15,https://instagram.fyvr3-1.fna.fbcdn.net/vp/2065228fd8de51dbf6ce2fdc4043a543/5AFA4A0E/t51.2885-15/e35/25019107_364468574017612_4352094016053968896_n.jpg,Nous rêvons de jours plus ensoleillés! Imaginez-vous en train de vous promener le long de cette côte au crépuscule empourpré. : : Parc national des Hautes-Terres-du-Cap-Breton.....,Nous de jours plus Imaginez vous en train de vous promener le long de cette te au puscule dansedran Parc national des Hautes Terres du Cap Breton capbreton hautesterres hautesterresducapbreton pncapbreton NouvelleEcosse visitnovascotia igerscanada ohcanada canadaday igcanada ExploreCanada parkscanada parcscanada canada tourcanada enjoycanada sauvage nature photographie parc,"[""capbreton"",""hautesterres"",""hautesterresducapbreton"",""pncapbreton"",""nouvelleecosse"",""visitnovascotia"",""igerscanada"",""ohcanada"",""canadaday"",""ig_canada"",""oh_canada"",""igcanada"",""explorecanada"",""parkscanada"",""parcscanada"",""canada"",""snapshot_canada"",""tourcanada"",""enjoycanada"",""sauvage"",""nature"",""photographie"",""parc""]",1,206,207,Environmental,fr,1.0,parcs.canada_instagram,"['parc', 'terres', 'park', 'or', 'nature']",positive
69,69,2017-12-19_13-54-19,2017-12-19 13:54:19,https://instagram.fyvr3-1.fna.fbcdn.net/vp/8277fb22ed04226ef3a78233d479207a/5AECD244/t51.2885-15/e35/25015679_321138165068558_934423672012144640_n.jpg,"Le parc national de la Péninsule-Bruce accueille des elorateurs de tous les âges qui veulent découvrir ses merveilles naturelles, dont des côtes de calcaire, des forêts aux arbres variés, des cèdres à flanc de falaise, des lacs cristallins et des orchidées aux couleurs vibrantes. : ..... ",Le parc national de la ninsule Bruce accueille des explorateurs de tous les ges qui veulent couvrir ses merveilles naturelles dont des tes de calcaire des aux arbres des dres flanc de falaise des lacs cristallins et des es aux couleurs vibrantes zachbaranowski ParcNationalPeninsuleBruce PeninsuleBruce PNPeninsuleBruce Canada ontario DiscoverON northernontario ontarioparks exploreontario ontariocanada,"[""parcnationalpeninsulebruce"",""peninsulebruce"",""pnpeninsulebruce"",""canada"",""ontario"",""discoveron"",""northernontario"",""ontarioparks"",""exploreontario"",""ontariocanada""]",0,202,202,Environmental,fr,0.0,parcs.canada_instagram,"['arbre', 'parc', 'nature', 'arbres', 'park', 'air', 'lacs', 'mer', 'or']",neutral
73,73,2017-12-14_16-04-10,2017-12-14 16:04:10,https://instagram.fyvr3-1.fna.fbcdn.net/vp/fcc7f27db7827a9393c77992dbae2c58/5AEAC999/t51.2885-15/e35/24838442_1899734677007092_6509461792551337984_n.jpg,"Tout simplement paisible, il n'y a pas d'autre mot pour décrire ce paysage! Isolée et éloignée, l'île de Sable est l'une des îles les plus éloignées au Canada où les chevaux sauvages errent librement  : .r.parsons : Réserve de parc national de l'Île-de-Sable.....ÎledeSable ÎledeSable",Tout simplement paisible il pas autre mot pour crire ce paysage et le de Sable est une des les les plus es au Canada les chevaux sauvages errent librement claire parsons serve de parc national de le de Sable ledeSable ledeSable NouvelleEcosse visitnovascotia igerscanada ohcanada canadaday igcanada ExploreCanada parkscanada parcscanada canada tourcanada enjoycanada sauvage nature photographie parc,"[""lîledesable"",""rpnlîledesable"",""nouvelleecosse"",""visitnovascotia"",""igerscanada"",""ohcanada"",""canadaday"",""ig_canada"",""oh_canada"",""igcanada"",""explorecanada"",""parkscanada"",""parcscanada"",""canada"",""snapshot_canada"",""tourcanada"",""enjoycanada"",""sauvage"",""nature"",""photographie"",""parc""]",0,200,200,Environmental,fr,0.0,parcs.canada_instagram,"['parc', 'air', 'park', 'or', 'nature']",neutral
92,92,2017-12-22_09-57-50,2017-12-22 09:57:50,https://instagram.fyvr3-1.fna.fbcdn.net/vp/a0522085142f47289ef8504db7301823/5ADF49AA/t51.2885-15/e35/25013082_310921709425188_6119323769589727232_n.jpg,"L’une des destinations les plus prisées du parc national Yoho, le lac Emerald, vous offre des panoramas spectaculaires, des animaux et une nature superbes et des aventures innombrables. : .....",une des destinations les plus es du parc national Yoho le lac Emerald vous offre des panoramas spectaculaires des animaux et une nature superbes et des aventures innombrables horizonunknown ParcNationalYoho PNYoho Yoho parcscanada parcs canada lac igcanada tourcanada enjoycanada adventure wanderlust explorebc bc beautifulbc hellobc tourismbc travelbc britishcolumbia beautifulbritishcolumbia,"[""parcnationalyoho"",""pnyoho"",""yoho"",""parcscanada"",""parcs"",""canada"",""lac"",""ig_canada"",""oh_canada"",""igcanada"",""snapshot_canada"",""tourcanada"",""enjoycanada"",""adventure"",""wanderlust"",""explorebc"",""bc"",""beautifulbc"",""hellobc"",""tourismbc"",""travelbc"",""britishcolumbia"",""beautifulbritishcolumbia""]",0,192,192,Environmental,fr,0.0,parcs.canada_instagram,"['parc', 'nature', 'air', 'mer', 'eau', 'or']",neutral
93,93,2017-12-20_14-05-16,2017-12-20 14:05:16,https://instagram.fyvr3-1.fna.fbcdn.net/vp/6389e76f363499bf0a5cac2c10b3784d/5AFD8721/t51.2885-15/e35/25005684_171723040094181_2896457061736906752_n.jpg,"Le parc national Elk Island offre une façon unique de profiter de la magie de l’hiver. Habillez-vous chaudement, emportez un thermos et dirigez-vous vers le secteur du lac Astotin pour y vivre une aventure sur glace géniale! ️ : .....",Le parc national Elk Island offre une unique de profiter de la magie de hiver Habillez vous chaudement emportez un thermos et dirigez vous vers le secteur du lac Astotin pour vivre une aventure sur glace niale jarridholscher PNElkIsland Alberta ParcsCanada canada canadaswonderland igerscanada ohcanada canadaday igcanada tourcanada enjoycanada adventure wanderlust,"[""pnelkisland"",""alberta"",""parcscanada"",""canada"",""canadaswonderland"",""igerscanada"",""ohcanada"",""canadaday"",""ig_canada"",""oh_canada"",""igcanada"",""snapshot_canada"",""tourcanada"",""enjoycanada"",""adventure"",""wanderlust""]",3,189,192,Environmental,fr,0.26666666666666666,parcs.canada_instagram,"['parc', 'or']",positive
107,107,2017-12-25_12-59-11,2017-12-25 12:59:11,https://instagram.fyvr3-1.fna.fbcdn.net/vp/dde89f85e72701b0e8fa42c0f4826eba/5ADA6197/t51.2885-15/e35/25016612_544837015873995_8506479812615864320_n.jpg,"Joyeux Noël et Joyeuses Fêtes Instagram! La photo d'aujourd'hui nous vient du Parc national des Glaciers, un paradis en toutes saisons! Admirez ses hautes montagnes et ses profondes vallées remplies d'anciennes forêts. : .....",Joyeux et Joyeuses Instagram La photo aujourd hui nous vient du Parc national des Glaciers un paradis en toutes saisons Admirez ses hautes montagnes et ses profondes es remplies anciennes stephanienicholed HelloBC ParcNationalCanadaDesGlaciers parcscanada parcs canada noel hiver neige igerscanada ohcanada canadaday igcanada tourcanada enjoycanada aventure montagnes,"[""parcnationalcanadadesglaciers"",""parcscanada"",""parcs"",""canada"",""noel"",""hiver"",""neige"",""igerscanada"",""ohcanada"",""canadaday"",""ig_canada"",""oh_canada"",""igcanada"",""snapshot_canada"",""tourcanada"",""enjoycanada"",""aventure"",""montagnes""]",0,182,182,Social,fr,0.0,parcs.canada_instagram,['parc'],neutral
